id,dish_name,description,cuisine,ingredient_text,instruction_text,ingredient_count,main_ingredient_count,search_ingredient_count,total_weight_g
5,西红柿肥牛汤（2人食快手菜）,秋天了，西红柿浓汤炖肥牛，满满的番茄味儿，配上金针菇，暖暖的，可以配一大碗米饭，秋日的午后惬意十足。,,150克肥牛，1个西红柿，1把金针菇，5克糖，6克盐，1勺耗油，2勺生抽，1勺番茄酱，1嘬香葱,"1. 先上食材合集。家里剩下一点胡萝卜，所以切了放进去了，实际不必加胡萝卜。西红柿开水烫一下，去皮，切丁备用。胡萝卜切片。金针菇切去头，放盐水里泡几分钟。肥牛切片直接从冷冻室拿出来备用。
2. 烧开水，牛肉片滚水下，变色捞出。
3. 热锅，放油，烧热后放蒜爆锅。下西红柿翻炒1分钟，后加入水，没过西红柿，愿意喝汤的，可稍微多加水。放入番茄酱1勺，蚝油1勺，生抽2勺，盐6克，冰糖根据个人口味增减调放。加盖儿焖煮5分钟。这里焖煮是必须的，番茄浓汤就是靠焖煮出味儿。
4. 喜欢浓浓番茄味儿的，可以稍微再多焖两分钟。开盖后加入金针菇，肥牛片，约焖煮一分钟即可。略翻炒。
5. 起锅撒上葱花儿，喜欢麻油的，还可以滴两滴麻油。可香了。一碗香喷喷的西红柿金针菇肥牛片汤就完成了。盛上一碗米饭哇，简直太惬意了。",9,3,3,350.0
15,紫菜蛋花汤,,,紫菜，适量鸡精，1个鸡蛋，适量盐，适量醋,"1. 紫菜用温开水泡发，捞出控水
2. 鸡蛋打发
3. 起锅烧油，油热放葱花炒香，后加入水，煮沸
4. 加入紫菜，加盐，醋，把鸡蛋均匀的倒入锅中，快速搅动，最后加一点点鸡精
5. 焖1~2分钟左右，关火盛出 ，完美",5,2,2,50.0
19,水煮鱼,这道菜在我家点单率超高，话不多说，上菜谱😜,,2条冷冻去皮巴沙鱼，2克花椒，10克干辣椒，2-3段大葱，3-5片姜片，2颗独蒜，一小勺盐，10克淀粉，35克玉米油，20克生抽，20克料酒，一小勺黑胡椒粉，5克糖，50克四川豆瓣，一个蛋白，适量白芝麻，适量香葱,"1. 巴沙鱼切片加5克料酒，淀粉，黑胡椒粉，蛋白腌制20分钟
2. 花椒和干辣椒入小美主锅5分钟V档速度小勺炒香
3. 20秒速度10打碎，倒出一小部分备用，剩余的留在锅里
4. 加入玉米油、葱、姜、蒜、豆瓣酱，4分钟V档速度小勺爆香
5. 加入500克清水、剩余的10克料酒、生抽、糖设定时间10分钟温度100度反转小勺熬汤底
6. 另起一锅烧水，煮熟打底的蔬菜，放入大碗中
7. 汤底熬好后快速下入鱼片，用筷子滑散，时间4分钟温度100，反转小勺，音乐响起连汤带鱼全部倒入铺好素菜的碗里；将之前留下备用的辣椒碎撒在面上，再撒上香葱和白芝麻，另起一锅倒入30克菜籽油烧热淋面，上桌开吃。典型的米饭杀手啊😂😂😂",17,5,5,330.0
44,爆炒假鲍鱼,假鲍鱼也叫牛牛肉，老婆脚。实际是一种深海螺肉，因口感类似鲍鱼所以我们俗称假鲍鱼,,1个青椒，250克假鲍鱼，1个干辣椒,"1. 假鲍鱼解冻后稍微用水冲洗一下，去掉杂质。我是将其一切为二，实际个头如果不是很大的不切也可以
2. 锅里放适量油，下干辣椒炒出味道，然后再下青椒和假鲍鱼，青椒断生后稍微点一点水，然后出锅。
3. 出锅享用吧。我青椒不喜欢生的，所以稍微炒的久了一点。",3,1,1,81.0
51,咖喱鸡肉饭,,,1根(小的)胡萝卜，1块(去骨切丁)鸡胸肉，1个(小的)洋葱，1个(小的)土豆，6块(牛头牌)咖喱块，1勺料酒，少许盐，少许食用油,"1. 1.胡萝卜洗净切小块，土豆洗净切小块，洋葱洗净切小块;2.鸡胸肉去骨切丁，1勺料酒，少许盐，糖，生姜，食用油腌制一会儿
2. 起锅热油，把鸡肉倒下去，小火翻炒，其中再加一勺料酒炒均匀，把洋葱丢下去翻炒，接着下胡萝卜和土豆。加冷水盖过所有食材再预多1/3水，因为过程会蒸发很多水，水开后把咖喱块放进去，小火焖，时不时要翻动一下 因为会粘锅底，等熬成糊状就可以了。
3. 成品 ，非常美味可口。",8,4,5,570.0
68,超美味的西红柿蛋汤,人人都会做的西红柿蛋汤，我只喜欢喝我自己做的，不用加任何味精鸡精，健康美味,,2个西红柿，1个鸡蛋，2勺盐，1勺淀粉,"1. 热油下葱花爆锅
2. 西红柿下锅，，一定要切小小块，容易把汤汁都出来
3. 一直炒，炒到成酱一样，西红柿才不酸
4. 按照自己想要的量加水烧开
5. 开锅后把淀粉加水搅匀倒入锅中
6. 加入打散的鸡蛋，切记慢慢一点点的加，一边加一边搅散，我这个为了拍照搅得不够散，应该再散一点
7. 加盐，我这个是一大碗三个人喝的，所以加了两小勺盐，，特别怕酸的也可以再加点糖，，再烧开锅就可以盛出来享用了",4,2,2,255.0
77,爽脆萝卜条,这是一道我家冬天里没有断过的佐粥小菜，酸辣爽脆，分享给亲爱的厨友们，欢迎亲亲们尝试指点哦😙,,1根白萝卜，1根胡萝卜，适量泰椒，适量白醋，适量白糖，适量花椒，适量生姜，适量盐,"1. 将白萝卜洗净切成条状
2. 胡萝卜也切条😁
3. 洒适量盐进去拌匀，腌制一小时
4. 锅内放入泰椒
5. 放入生姜
6. 花椒
7. 白糖
8. 加水搅匀
9. 大火烧开
10. 关火加入适量白醋，自然晾凉
11. 将腌好的萝卜条挤干水份
12. 装进容器
13. 加入适量盐
14. 晾凉的调料水加入瓶中，密封保存一周左右即可。当然，着急的话第二天就可以吃，以我的经验腌制半个月风味最佳哈😄",8,4,4,620.0
112,水煮海螺（附海螺的挑选方法）,海螺不属于养殖的海产品，味道鲜美。最简单的吃法直接水煮了蘸姜末吃，想再讲究点呢可以煮熟后片片拌黄瓜。不过海螺含胆固醇高每次吃不要贪嘴，要控制好😄,,1000克海螺，5克姜末，5克盐，15克醋,"1. 海螺用刷子洗刷干净放入锅中，加凉水盐。大火烧开转中火煮3分钟。
2.      海螺按一下肉回缩的幅度很小就是当天新货新鲜的；不按的时候顶上这块软盖越往上越新鲜越肥。可以理解成肉结实。
    如果是很多天的海螺，盖和肉会在海螺的中间甚至还往里，这种也是活的，但是已经很瘦了。
3. 煮开后的白沫不用撇出来，这是蛋白。
4. 姜用刀背切姜末。
5. 加醋调一下，就是姜末汁了。
6. 煮好后直接装盘。
7. 用筷子转圈调出来，蘸姜末汁可以吃了😄。",4,1,1,1005.0
134,醋溜白菜,小时候不爱吃菜帮，无论是大白菜还是绿叶菜；现在学会了下厨，不仅掌握了营养搭配的知识，还可以把普通的蔬菜做得更可口。,,250克白菜帮，1个干红辣椒，3～4片大葱，2大勺陈醋，1大勺生抽，1大勺白糖，1/2小勺盐，少许水淀粉，1个蒜瓣,"1. 白菜帮洗净，斜刀片成稍大块的薄片；大葱切成牛眼、蒜切片，干红辣椒去籽剪成圈；
2. 炒锅倒入适量油加热至五成左右，下干辣椒、蒜片和大葱略煸，放入白菜后马上加入1大勺醋炒出香气；
3. 翻炒1分钟后调入生抽、白糖和盐，炒匀后再加入1勺醋，然后稍稍勾一点芡，淋几滴香油出锅即成。",9,2,2,395.0
135,下饭菜-豆角肉丁,拌一拌米饭,,500克豆角，250克肉丁，5瓣蒜末，5片姜末，2勺老抽，5勺生抽，1勺盐,"1. 豆角切丁，肉切丁。
2. 豆角焯水。
3. 豆角焯水后盛出。
4. 热锅红油。
5. 姜蒜末下锅煸香。
6. 肉丁下锅煸炒。
7. 肉丁煸炒出油。
8. 肉丁加入老抽炒出香味，再加入生抽。
9. 肉丁着色均匀后倒入豆角丁。
10. 翻炒均匀。
11. 盛盘出锅。",7,3,3,815.0
138,广式香菇滑鸡包,广式蒸包以松软细腻的面团组织和清香四溢的馅料而闻名世界。一个优秀的广式包，包皮光滑细腻，如少女般的肌肤；包内组织气孔细小均匀；馅料体现材料本色的清新香气。,,馅料：，300克鸡肉，200克香菇，20克胡萝卜，各适量调料：料酒、麻油、鸡汁、盐、糖、味精、胡椒粉、姜葱蒜粉、玉米粉，面团，500克低筋粉，70-80克糖，10克奶粉，6克耐高糖酵母，250克水，20克玉米油,"1. 把馅料主材料切丁。香菇泡开后和红萝卜一起飞水。
2. 加入所有调味料把材料拌均匀，放一边待用。
备注：玉米粉适当偏多，这样馅料蒸出来比较嫩滑。
3. 现在开始揉面
1、除玉米油外，把所有材料拌一起揉光滑面便可；
2、面团加入玉米油再次揉均匀光面。

※蒸包面团不必揉起膜，揉至3光便可（光盆、光手、光面）。

4. 把揉好的面团静置5-10分钟
5. 把面团擀平
6. 把擀平的面团折叠再擀平，重复3次以上。
7. 折叠擀平完的面团卷成长条
8. 均匀平分16等份
9. 把小面团滚圆擀开，包入馅料
10. 收紧包口
11. 进行发酵，体积发至比原来大一倍。

※可用发酵箱或室温发酵。发酵箱一般一小时左右，室温发相对长时间。
※发酵必须保持包面干燥（切记）。
12. 把发酵好的包子放入烧开的蒸炉
13. 必须开水入炉。蒸12分钟关火，关火后等待3分钟开盖取出便可。
14. 清香四溢，口感细腻的香菇滑鸡包子",10,3,3,1030.0
166,不破皮红烧鳊鱼（含去腥大法）,"最爱吃粑粑做的红烧鱼了，同样的食材，做出来的总跟粑粑的味道不一样，特地打电话回家讨教了一番，成品能有粑粑的百分之八十吧。
这个方法适用于鳊鱼、鲫鱼、鲢鱼，鲤鱼，罗非鱼……",,1条鳊鱼，四五片姜，2勺料酒，适量老抽，适量油，适量生抽，半听雪碧，两根葱，一个小米辣，两瓣蒜,"1. 先把葱姜蒜切好，葱白和葱叶分开，葱白要先放油里煎，葱叶最后起锅的时候才加。
2. 鱼的处理，这一步至关重要！，关系到鱼会不会腥！一般菜市场会进行宰杀，但是菜市场手法比较粗糙，回家一定要进行仔细清洗。1、反复清除内脏，不能留有鱼鳃之类的东西，附在肚子里面的黑膜也要撕掉。有人喜欢吃鱼泡、鱼籽，可以留着，但是会增加鱼的腥味。2、鱼肚上的鳞片和脂肪一定要去干净，脂肪真的很腥。清洗干净后在鱼上横着划刀，使鱼更加入味。并且擦干水分，不然煎鱼的时候会溅油，很危险！
3. 这一步有点忙乱，来不及拍照。                  锅中倒入适量的油进行滑锅（就是晃一下锅里的油，使锅壁上也有油），油沸后撒入一点点细盐，这一步不要省去，可以防止鱼皮粘锅。开小火，把鱼放入锅中，双面慢煎。时不时要晃一下锅，防止粘连。煎至鱼皮有点焦，稍微有点硬的时候，放入葱姜蒜一起煎。
4. 煎得差不多了，倒入料酒，老抽，生抽，最后倒入半听雪碧（雪碧有糖分，不用另外放糖），不要加水，爱吃辣的可以放点辣椒。（留有鱼泡和鱼籽的，这一步可以放进去）开中火煮，汤汁剩一点点的时候关火，撒入葱叶，盖盖。两三分钟后出锅。",10,5,5,370.0
185,无油不用炒超快手健康简单蒸鸡腿&（延展-鸡丝面条）,天太热 炒菜炒不动 又恰巧点烤鸭剩了一坨葱 就再开发了下,,适量盐，适量花椒，2个鸡腿，适量葱，适量料酒,"1. 1.炒一炒：盐+花椒 直接扔接锅里，小火炒出香味&盐略变黄（盐略变黄即可 怕时间太久花椒糊了会有点苦；另因为第一次做 最后只撒了图中2/3的盐也特别咸 感觉1/2就行了 注意用量哦
2. 2. 戳一戳：解冻/鲜鸡腿洗净用叉子或者牙签戳些洞好入味
3. 3. 泡一泡：料酒、葱、以及炒好的盐+花椒 一起淋在鸡腿上按摩入味 然后封上保鲜膜放冰箱冷藏层 让调料和鸡腿们一起泡半个小时到一个小时 越久越入味
4. 4. 蒸一蒸：不揭保鲜膜 但可戳几个洞透气 冷水中小火上锅蒸至鸡腿用筷子能戳透即可（鸡腿很好熟 特殊时期保险起见我蒸了快半个小时
5. 延展：盐放多了 加些水 汤可以留着煮面用 再放点娃娃菜 超鲜",5,2,3,240.0
192,糖醋排骨,酸酸甜甜好下饭，从小最爱吃的一道菜,,600克排骨，40克白糖，30克醋，5克盐，各10克葱姜蒜，1个西红柿，1根蒜苗，少许白芝麻,"1. 排骨剁成大块浸泡在水里
2. 蒜切片
3. 西红柿切块
4. 蒜切段
5. 排骨焯水后捞出，去掉血水和杂质
6. 水烧开后放入排骨，放少许盐
7. 放入花椒八角大概煮15分钟
8. 排骨捞出沥干水份
9. 锅中热油，下入排骨炸至表面金黄
10. 油升温后再复炸一次
11. 表面泛黄时加入葱姜蒜
12. 捞出备用
13. 锅内放入少许清水，白糖，把火调小，熬至糖色，
14. 加入排骨，放入盐，料酒，白醋分两次加入，大火烧开
15. 转小火炖15分钟
16. 葱姜蒜挑出，再点入少许醋，因为醋已经挥发了一部份
17. 倒入西红柿丁大火收汁
18. 装盘盛出，根据喜好撒入青蒜苗或者香菜，白芝麻",8,3,3,120.0
197,牛腩炖萝卜,,,两条（带筋更好）牛腩，1根（与牛腩差不多量）萝卜，30-50克（量多需偏咸）沙茶酱，适量老抽，适量生抽，少许盐，少许油，适量姜,"1. 选肥瘦比例1:2的牛腩，最好带牛筋，把牛腩洗净，不用切
2. 锅烧开水，水开后，直接放入整条牛腩焯水，烫出血水即可捞出，不要煮熟
3. 捞出牛腩放入冷水，洗掉油和血水
4. 把牛腩切成两手指厚的块状大小
5. 加入盐，油，生抽，老抽，沙茶酱搅拌均匀
6. 调味的味道需偏咸，牛腩腌制备用
7. 白萝卜去皮，滚切成不规则块状，大小约为鸡蛋大小，备用
8. 姜切片备用
9. 把牛腩，萝卜，姜，加一碗水搅拌均匀
10. 放入高压锅，大火烧开，响声后，调小火压15-20分钟即可
11. 加入香菜或葱花或芹菜，装饰上桌",8,3,4,300.0
235,芹菜香干,,,3块豆干，若干芹菜，一勺鸡精，一勺盐，3瓣蒜，2勺蚝油,"1. 香干切条
2. 芹菜切条，留青菜叶。
3. 油热，放入蒜泥，倒入香干，煸炒，倒入蚝油，翻炒后加入芹菜，继续煸炒，待芹菜熟后，放一勺盐，一勺鸡精，出锅。👌",6,2,2,105.0
238,啤酒🍻三黄鸡,有啤酒🍻有鸡🐔就可以做的菜。,,片姜，根葱，瓣蒜，一听啤酒，一片香叶，个干辣椒，克糖，勺生抽，若干花椒，1粒大料，比平常炒菜多一些油，勺蚝油，只三黄鸡，个青椒，勺蚝油，勺料酒，个八角，片香叶，克盐,"1. 桂皮八角香叶都是小小一颗准备好。
2. 我喜欢吃口味重一点的，所以切的姜蒜都很多！不爱吃的也放心！油炸过你大不了捞出来，就是为了爆香那个油锅！嘿嘿😁……
3. 干香菇（我还泡了8只东北松茸，忘记拍照了……，因为它的汤汁也很鲜的，一会儿可以炖鸡用！别扔！）
4. 一罐普通的雪花啤酒（因为一会儿还放入泡松茸的汤，所以炖鸡的时候放了半罐）
5. 这里抱歉呀！专注地炒！忘记留照片了！！！！！！！🤪1.放油，2.油热后放花椒，大料、香叶最后放，别忘此时调小火，以免花椒糊了！（别问我是怎么知道的）3.放入葱姜蒜煸炒香。4.放入一点点糖5.放入鸡.放一点点老抽、放一勺蚝油、放生抽，煸炒均匀.6.放入香菇、松茸（分成两半好入味儿）、松茸汤.、啤酒🍻，没过鸡即可，太多不好收汁。（愿意放点干辣椒就放一点儿，我因为腌制的时候里面有一点，就没有放）
6. 当当当当～大约用了20分钟（中间去做了另一个菜忘记计时了！😅不过这不是事儿！因为你可以尝一尝熟没熟）美味的啤酒三黄鸡就出锅了！
7. 忘记说了！！！补充说明：鸡块需要提前腌一下哦！最少20分钟。我中午就腌上，傍晚才做！腌制的调料：生抽、蚝油、花椒粉、五香粉、料酒。之所以图片上有花椒和辣椒，嘿嘿😁……那是因为吃完了一包黄飞红麻辣花生剩下的辣椒和麻椒、花椒的我都倒这里了！",17,5,6,300.0
263,茶树菇炖鸡,,,半只鸡，50克茶树菇，适量老抽，适量料酒，2片姜，3瓣蒜，适量淀粉，适量白糖,"1. 茶树菇提前泡水洗净，我早起做饭，所以前一天晚上就泡上放冰箱冷藏
2. 鸡肉用清水泡一小会儿，洗干净
3. 切好蒜，姜，热油下锅炒，然后放鸡肉继续炒，加料酒去腥，放入茶树菇，加水没过鸡肉开炖
4. 等汤汁快靠干的时候，加糖提鲜，加盐调味，加老抽调色，淋上一碗淀粉，收汁出锅",8,4,4,81.0
265,鲜甜美味的蛤蜊丝瓜汤,一道清热去燥下火又超级鲜甜的汤，非常简单哟,,1根丝瓜，300克蛤蜊，6片姜，一勺盐，一滴生抽，一勺胡椒粉,"1. 
先备好所有的材料，花蛤洗净吐好沙备用，丝瓜切块，姜切条。
2. 起锅烧油先放姜炒香，随后放入花蛤炒，差不多开口时放入3-4碗水，盖上锅盖等水滚开花甲开口时把汤倒出盛起（底下的汤不要，可能会有沙）花蛤和汤分开装。
3. 起锅烧油，一点点就行，炒一下丝瓜，断生后放入先前的汤，滚五分钟后放入花甲一起煮。
4. 加入胡椒粉一勺、盐一勺，再煮1分钟就行啦！
5. 超好喝呀！",6,3,3,548.0
283,蒜香味儿咸芥菜疙瘩丝,边做边流口水🤤,,1只咸芥菜疙瘩，1把芝麻，半头大蒜，适量食用油，老抽（可选）,"1. 咸芥菜疙瘩擦丝，冷水冲洗5-6遍，差不多是正常炒菜的咸度。自己把握下咸度，吃淡一点就多洗几遍。
2. 攥干水分，攥得越紧，炒出来口感耐嚼，攥的松一点会留下水分，炒出来是软绵的口感。随意选择。
3. 热锅冷油，油稍微多一些，下大蒜碎，煸炒至大蒜金黄
4. 下入芥菜丝，用筷子挑散
5. 撒入焙熟的白芝麻
6. 翻炒，适量浇入油和少量水，改小火，翻炒3分钟左右关火盛出。水越多时间越长，才菜会越软。（也可以加入些老抽提色提香）
7. 真是边做边流口水的一道菜啊。用来佐粥、面、馒头都非常棒。",5,2,2,3.5
335,一道搞定汤和菜！清甜无花果丝瓜浸鸡煲,有时候不想吃油腻的.想喝点清淡的热汤，我会做这道丝瓜无花果浸鸡，简单又营养，清而不寡，加上做一碗特制的酱油蘸着吃汤饭，特别开胃！吃肉吃瓜喝汤～滋味！,,3-5个无花果干，适量枸杞，2大片姜，一只鸡，10g黄芪，1根红萝卜，4颗去核红枣，1根丝瓜,"1. 材料洗干净.胡萝卜切块或片（家里剩下半根萝卜了）😹
2. 加入400毫升水，材料放入煮20分钟
3. 水开后放入滚到切好的丝瓜
4. 把切好块的鸡肉铺在丝瓜上面，盖上盖子蒸6-8分钟
5. 用勺子搅拌均匀.再打开盖子煮1分钟.关火加入盐花～喝汤开吃！别一直煮着哦.鸡肉会变老变柴，
6. 蘸鸡的酱料：紫苏、蒜蓉、小米椒、切碎放碗里，加入糖、生抽、一勺蚝油、 接着起油锅把油烧至冒烟，倒入碗里.香气四溢！！",8,6,6,346.0
349,红烧鸡腿肉,,,适量鸡腿，一个土豆，两个青椒，一勺料酒，一勺蚝油，一勺生抽，两勺酱油，一勺老抽，四片姜，两瓣蒜，适量盐，少许白糖，适量胡椒粉，一勺料酒，半碗淀粉水,"1. 鸡腿肉，剁剁剁
2. 放入两勺淀粉水，半勺酱油，姜片，胡椒粉，一勺料酒，白糖一勺，盐适量腌制十五到二十分钟
3. 青椒切块，蒜拍扁
4. 土豆切块
5. 热油，少许白糖，炒糖色
6. 放入土豆加盐翻炒片刻
7. 加水，咕嘟咕嘟
8. 淋上淀粉水，放入青椒，关火焖五分钟出锅
9. 🌲",14,5,6,352.0
366,猪皮冻,老妈自己熬的猪皮冻，离家多年依然念念不忘，无可替代，今天把她老人家的做法写下来，分享给有兴趣的朋友，也防止自己忘记。,,3500克猪皮，适量葱蒜末，5片鲜姜片，适量花椒，2个大料，适量盐,"1. 图片均为成品。这个量是做一大盆的量，盆是我们小时候那种洗脸盆一样的。

1.将猪皮两面刮净。
猪皮内侧肥肉一定要剔除干净，否则做完后皮和肥肉的部分不沉淀，漂在皮冻上层，也影响口感，很腻人。
猪皮外侧要反复刮净，否则皮冻会有泥腥味，难以下咽。
2. 2.将刮好的猪皮用温水洗净。
3.锅内加水，将猪皮煮熟，预计煮约半小时，用筷子扎猪皮，扎透即熟，捞出煮熟的猪皮。
4.趁热将猪皮剁碎，猪皮会很黏，粘刀，拿个小刀，边剁边刮菜刀。
5.取一个盆，大块纱布盖在盆上，将猪皮碎放在大块纱布上，加温水，提起纱布四角挤出水分，再加水，再挤干。两次后，挤出来的水不发白，就可以了。
6.用肉皮碎加水放入大锅中熬煮，水量约是成品大盆可盛水量的1.15倍。在汤汁中加入葱蒜末、鲜姜片、大料、盐适量，小中火熬煮半小时左右，觉得汤汁收的差不多了，就将所有汤汁盛入大盆内，捞出姜片大料，晾凉后，最好找个比较冷又不结冰的地方存放，第二天皮冻就做好了。

补充一下:  
 对于皮冻的老嫩程度，是由汤汁的浓度决定的，老了Q弹，有点发硬，嫩了入口即化但是不好用筷子加起来，个人根据自己的爱好做。
皮冻做好后，如果觉得嫩了，可以将已经成型的皮冻倒入锅中再次加热熬煮，觉得汤汁浓度差不多了，再次盛出，重复前面的凉处冷却后即可。
3. 如果自己做的少，可以根据自己的猪皮碎多少，减少加水量，找个小盆装汤汁，上锅蒸，蒸好的皮冻成型后如镜面一样，非常好看。
这次做的皮冻颜色发红，因为大料放了五瓣，多了，配方已减了。
将煮好的肘子肉切块放入熬好的汤汁中，冷却成型后即为水晶肘子。
4. 盐不能放太少，否则皮冻没有味道
5. 做好的皮冻，配上蘸料蒜酱，味道杠杠的",6,1,1,1500.0
368,䕨椒鲢鱼块,"突然就想试试这么做，试完对结果满意，鱼肉特别的嫩。

All of a sudden, I want to try this. I'm satisfied with the result. The fish is very tender.",,350克鲢鱼块，1颗生菜，3片生姜，2根香葱，2勺料酒，2克盐，6瓣蒜瓣儿，1个青椒，2个小米辣，6勺生抽，1勺蚝油，1勺半香醋，4克白糖，1颗香菜，40粒干花椒，40克新鲜藤椒，5勺色拉油,"1. 1、400毫升水加生姜，香葱1根，料酒，盐大火烧开。
2. 2、冻在冰箱里的厚度2公分的鲢鱼块化开洗净。
3. 3、将鲢鱼块放入滚水，大火烧开后再煮6分钟捞出备用。
4. 4、生菜用果蔬盐泡10分钟洗净擦干。
5. 5、将生菜铺满盘子。
6. 6、将煮熟的鱼块放在生菜上。
7. 7、将配科准备好，干花椒，新鲜藤，葱花，蒜末，青椒末，小米辣末，生抽，香醋，糖，蚝油。
8. 8、热油5勺将干花椒炒香，再放藤椒炒2分钟，加葱，蒜，辣椒下锅炒勺，之后将调好的汁加40毫升白开水放入，烧开浇在鱼块上。
9. 9、再撒上香菜末。鲢鱼这么个吃法也是头一次，味道当然是0k啦。",17,7,7,454.0
375,家常烧茄子,,,2个茄子，2个青椒，少许盐，半根葱，2瓣蒜，1勺生抽，1勺黄豆酱，1勺淀粉，少许猪肉渣,"1. 准备两个长茄子切成滚刀块
2. 用盐杀一下，然后让它等着
3. 等待过程中，葱蒜切小块
4. 青椒切小块
5. 小米辣切断（这个可有可无，纯粹为了出锅好看）
6. 杀好的茄子用手挤掉水分备用
7. 炼猪油，猪油渣不要丢掉，等下和菜炒到一起很香很香
8. 炼好油把渣渣捞出来
9. 放入葱蒜爆香
10. 加入挤干水分的茄子，翻炒翻炒
11. 来一勺黄豆酱
12. 生抽再来一勺
13. 加入青椒和猪肉渣
14. 水淀粉勾芡一下，（这个时候就可以加小米辣了，也可以不要）出锅。
15. 装盘",9,4,4,680.0
400,老黄瓜炖泥鳅,小时候妈妈经常做，长大很久没吃到，童年的家的味道,,8～10条泥鳅，1个老黄瓜，适量姜，适量盐，1勺料酒，8瓣蒜，2-3个八角，适量花椒，适量生抽，适量醋，适量鸡精，1匙白糖,"1. 老黄瓜剖开，切成小段
2. 泥鳅切段，用料酒，生姜，盐，腌制30分钟左右（不想切段，整条也可以）
3. 蒜，姜，干红辣椒，八角，花椒配料
4. 姜蒜爆香，加入泥鳅翻炒到泥鳅发硬，有点焦黄色盛出
5. 热油，放入步骤3的配料爆香，再放入老黄瓜，翻炒4分钟左右
6. 放入泥鳅，放入生抽，醋，糖适量，翻炒均匀，加热水刚好没过即可，盖锅盖，大火烧开后转小火炖
7. 小火炖至黄瓜熟透，本人喜欢吃熟透的，特别好吃，再放入适量盐，鸡精，大火翻炒会即可出锅，尝一尝汤的味道，缺什么就加什么。
8. 特别鲜，家乡味",12,3,3,1140.0
413,莲藕焖排骨,排骨的做法有很多种，蒸、焖、炖、炸等等~每一种都很好吃，这次做了一个焖排骨，也是一道下饭菜。,,500克排骨，2小节莲藕，10克盐，4勺生抽，2勺料酒，3根葱，8片姜，4瓣蒜，3克生粉,"1. 排骨切成段，洗干净放入锅里焯水，凉水下锅，锅内放3-4片姜，少量料酒，水开后将排骨捞出沥干备用。
2. 莲藕切成自己喜欢的大小备用。
3. 用姜蒜末、料酒、生粉、生抽和少量的盐将焯过水的排骨腌10-15分钟。
4. 等待腌排骨的时间可以切好各种调料。
5. 热锅凉油放入切好的姜蒜和葱白，炒香后放入腌好的排骨翻炒至变色，然后加入适量的水，盖上锅盖焖20分钟左右。
6. 20分钟后开盖倒下莲藕焖10分钟，翻炒均匀，下葱段。
7. 制作完成。（依据各人喜好，也可以把莲藕换成土豆或其他配菜。）",9,3,3,117.0
415,川式青笋木耳炒肉片儿,每天费尽心思做什么给娃娃补充营养？这道木耳青笋肉片儿就挺不错，营养丰富👍👍👍这道菜谱是二合一哈！不想吃辣的朋友不用准备泡椒和最后的勾芡步骤，但既然说了是“川式”，那么就加了泡椒和勾芡步骤，但是也算清淡健康的川菜了，不重口！也不咸没有加郫县豆瓣，娃娃也可以接受！！！,,1根（比较大）莴笋，7朵（开水泡发，赶时间可煮两分钟）木耳，120克（随便你）里脊，6片（扮肉片时加入）姜，1勺（半勺和肉，半勺勾芡）淀粉，2根（清炒可不准备，其它步骤不变）泡椒，清炒可不准备糖醋生抽勾芡用,"1. 里脊切成小条，横截面以刚好一片肉片大小为好，切片。加入半勺淀粉生抽老抽姜片盐喜欢可加一点五香粉，加水抓匀，继续抓分次加入水，静置入味处理木耳青笋
2. 烧半锅水，丢入干木耳泡发，赶时间可以煮两分钟，泡开。又顺手丢了几根干虫草花。泡得越久越软，想吃软糯可以一早开水泡发，我想吃脆点的一般现吃现泡。这里说明：木耳最好不隔夜泡发，会有中毒危险⚠️
3. 青笋切片，我喜欢切三角形片片，好看，大小合适，可加少量红萝卜片提色。开火热锅凉油，下切成段的泡椒，下肉片略炒加入木耳（木耳不炒熟容易中毒）和红萝卜片片，如果觉得油加少了可以加少量油继续炒，觉得木耳差不多熟了加入青笋，翻炒加鸡精和盐起锅是清炒莴笋木耳肉片儿（第一步也不加泡椒）。不过既然说好了是川式家常那么马上准备一碗芡（白糖三勺醋一勺生抽淀粉半勺盐鸡精加热水拌开）划圈倒入锅中快速翻炒关火起锅！不过吃出泡椒的辣哦！小学生都可以吃得津津有味……超级下饭......青笋是脆的、木耳也是脆脆韧韧的口感，一般牙齿好的都喜欢😘",7,4,5,687.0
