id,dish_name,description,cuisine,ingredient_text,instruction_text,ingredient_count,main_ingredient_count,search_ingredient_count,total_weight_g
140058,辣椒炒白条,"记得小时候爷爷经常拿着赶网去门前河里赶些小鱼小虾，都是些麻鱼和小白条还有小虾米，奶奶就把鱼放锅里两面煎金黄，然后放簸箕里摊凉用牙签一个个把内脏再挑出来，这样就可以拿到街上去卖些钱补贴家用。
所以特别爱吃，每次炒这个菜必须两碗饭，名副其实下饭菜，以前能吃辣每次都用杭椒或者尖椒炒，现在吃不了只能改为青椒了，这个菜的诀窍在于，鱼是要煎的两边焦黄，不能软榻，一定要多放大蒜，用尖椒的话要把尖椒放锅里多炒炒，这样就不会特别辣了。",,个辣椒        2，头蒜             1-2，片姜           3，酱油，克盐，胡椒粉，小白条或者小麻鱼,"1. 首先把鱼收拾干净放盐腌两到三个小时，然后把水沥干，锅里倒油两面煎金黄，看煎好没有主要是看鱼有没有变焦硬，不是软塌塌
2. 煎至这样最好
3. 大蒜辣椒和生姜切好，大蒜可以多点
4. 锅里倒油把配料炒一下，如果用尖椒一定要多炒炒，把辣味炒出来，这样吃起来就不会特别辣口
5. 配料放盐炒，鱼就不用放了，因为已经腌过了，炒好以后把鱼倒进来，放水煮，水跟鱼持平就可以
6. 然后倒美味鲜
7. 倒酱油
8. 煮一会
9. 煮到水差不多干的时候关火放胡椒鸡精就可以起锅了，有葱或者香菜的可以最后放把
10. 完成罗",7,3,3,0.0
140082,油焖茄子虎皮尖椒双享-【经典下饭菜】,"‘（*∩_∩*）′ 

娃的好盆友（护花使者小男孩）的姥爷昨天给我拿了一大袋子的尖椒和茄子，自己家种的无农药，给婆婆拿了一部分，真的好多，，吃不完要浪费吖，所以就做了涛哥最爱的一道菜，百吃不厌，而且每次做都要茄子尖椒一起才不单调，绝对的下饭菜，能吃上两碗饭，一定要多做些，不然不够吃我不负责的～😁",,6个茄子，6个尖椒，小半勺白糖，小半勺陈醋，1大勺味极鲜，4g盐，2g鸡精，1g十三香，1大勺清水，4-5瓣大蒜，10g玉米油，两根香菜,"1. 准备材料：将味极鲜酱油，白糖，适量清水，盐，十三香，鸡精混合备用，可以尝一下咸淡，适合自己口味就好。大蒜切碎
2. 将所有茄子和尖椒洗净去蒂擦干水份，
3. 热锅放入油比平时多一些，转中小火放入尖椒和茄子，我家锅不算大，12个我一锅都放下，煎一煎换一下位置，省事儿～盖上锅盖，煎至表面变软起皱，大概3-5分钟左右
4. 翻另一面，继续煎至表面起皱变软，没盖盖子

5. 将事先调好的料汁放入，撒上蒜，
6. 盖上盖子继续闷几分钟，期间晃动锅子，或用铲子铲一铲锅底，避免糊底，转大火打开盖子收汁即可。
7. 装盘撒上香菜，茄子与大蒜和香菜可是最配的哦…留一点汤汁泡饭，那是没sei啦😂",12,4,4,2145.0
140151,青椒土豆片,家常下饭菜,,2个土豆，2个青椒，2勺生抽，适量盐，半根胡萝卜,"1. 土豆片切好，用水洗一下备用
2. 把大辣椒（麻椒）手撕成片，备用
3. 胡萝卜，葱花切好备用
4. 先下葱花胡萝卜翻炒
5. 加入土豆片翻炒，然后加入少许水，胡椒粉，盖锅盖闷一会儿
6. 反复上一步操作，直至土豆片八成熟，下青椒翻炒
7. 加盐，少许糖和生抽调味即可",5,3,3,520.0
140164,美味的胡萝卜炒鸡胸肉,怎么样煮鸡胸肉好吃呢？营养价值高的胡萝卜搭配鸡胸肉，美味😋～,,1块鸡胸肉，1根胡萝卜，2小勺盐，2勺料酒，3瓣蒜，1勺老抽，1勺生抽,"1. 准备一根胡萝卜，一块鸡胸肉
2. 鸡胸肉切丁，加入盐、料酒、蒜蓉去味，生抽调味，老抽上色，腌制15分钟。胡萝卜切片。
3. 锅中放油，炒鸡胸肉，半熟的时候加入胡萝卜翻炒，加少量水，盖上锅盖焖一下，继续翻炒，如果你腌制鸡胸肉的时候放够了盐，这时候已经不需要再放盐了，炒熟出锅。
4. 装盘，美味营养的鸡胸肉炒胡萝卜就做好啦，真的很香，鸡胸肉这样煮特别好吃😋",7,3,4,285.0
140168,让孩子能多吃一碗饭的香烧鸡翅,超级简单，超级好吃，无可乐。,,10个鸡翅，2勺料酒，2勺香醋，1.5勺一品鲜酱油，半勺老抽，适量葱姜，1朵大料，1勺油,"1. 把鸡翅洗干净，两侧的油皮部分可以剪去。
2. 热锅冷油，放入鸡翅，翻炒。
3. 炒至鸡翅略微臌胀，微微出油。
4. 放入葱姜，料酒，香醋，一品鲜酱油，翻炒拌匀。
5. 添热水，基本没过鸡翅即可。放入一颗大料，加盖焖。
6. 中小火炖，中间开盖翻炒几次。可以尝一下汤汁，觉得淡了，可以加盐或者酱油。
7. 加一点老抽提色，收汁出锅。一定要留多一些汁，给孩子拌米饭特别香。",8,3,4,500.0
140181,黄甲鱼豆腐汤,,,黄甲鱼，卤水老豆腐，生姜，金针菇，香菜，料酒，盐,"1. 黄甲鱼洗净切块用料酒加点盐腌制十分钟，腌制的时候备好豆腐块和姜片（生姜可以去皮，不会太寒）
2. 油八成热时下姜片，再放黄甲鱼块煎一煎
3. 把黄甲鱼推到一边，下豆腐块也煎一煎
4. 加料酒，加开水，咕嘟咕嘟中火转小火炖煮
5. 下金针菇和香菜梗
6. 盛出后撒香菜叶",7,3,3,0.0
140226,超级下饭之红烧鸡块，爆炒仔鸡,,,1只仔鸡，1坨生姜，5瓣大蒜，4小米辣，2片香叶，2个八角，1块桂皮，适量料酒，适量生抽，适量盐，适量鸡精，适量胡椒粉,"1. 去菜场买一只仔鸡，红烧爆炒一定要买仔鸡，这样爆炒就可以熟
2. 准备调料
3. 仔鸡焯水，里面加料头生姜
焯水完捞起来洗净血沫待用
4. 起锅烧油
5. 加鸡块煸炒到微微焦黄
6. 煸炒到这个程度盛出来，油留在锅里
7. 放生姜大蒜辣椒花椒爆炒
放一大勺豆瓣酱
8. 豆瓣酱炒出红油后，放八角桂皮香叶和干辣椒
9. 将煸过的鸡块放进去翻炒
10. 料酒和生抽沿锅边倒入，加盐胡椒和鸡精
11. 翻炒2分钟左右
12. 倒入开水，最好倒开水，这样会减少腥味
13. 加入青椒，焖煮10分钟左右
14. 收汁撒葱花，完成
15. 装盘享用",12,3,3,133.0
140243,健康低卡——南瓜馒头【松下蒸烤箱JK102W】,"消耗南瓜的好方法。
用南瓜泥代替水，混合面团，加入红枣和核桃，出炉特别香。",,250克普通面粉，150—200克南瓜，2克酵母，少许糖，3个红枣，少许坚果,"1. 南瓜蒸熟，我用的是松下蒸烤箱，原气蒸15分钟。
蒸锅同样可以。
2. 红枣和核桃准备好
3. 南瓜多蒸一些，留着备用；
捣成南瓜泥
4. 面粉加少许糖，介意的可以不加
5. 加入南瓜泥；
酵母用少许温水化开
6. 倒入酵母水，混合成絮状
7. 用手揉成团，南瓜泥不够可以再加
8. 发酵到2倍大
9. 排气多揉一会，会更筋道
10. 加入红枣和坚果
11. 分割揉成圆形
12. 发酵到1.5倍大，我用的是松下蒸烤箱的发酵功能
13. 发酵好后选择原气蒸，15分钟；
如果用蒸锅，凉水入锅
14. 蒸烤箱上汽特别快，美美哒；
结束后焖一下就可以出锅喽
15. 软乎乎的，带着南瓜香和坚果的香味
16. 很好吃啊。",6,2,2,465.0
140255,香卤鹿肉,"记得前一阵子天气刚转暖的时候，穿着衬衣外套看见一个东北的朋友说下雪很漂亮。朋友说泱泱大国啊。
诚然，泱泱大国啊喵。竹升面这种东西出了广东就很少很少很少了吧。鹿肉呢在东北是日常，在南方就完全是罕物了。
鹿肉性温热，极少的脂肪含量，没有大面积饲养所以也就更卫生安全些。",,两斤鹿肉，适量葱，适量姜，适量八角，适量桂皮，适量香叶，适量山楂，适量干辣椒，适量花椒，适量蚝油，适量老抽，适量白糖，适量盐,"1. 鹿肉洗干净进冷水泡三个钟头，去血水。
锅里坐水，放葱姜，鹿肉焯水。
2. 砂锅放清水、干辣椒、花椒、葱段、姜块、八角、山楂、桂皮、香叶、蚝油、料酒、老抽、白糖。
3. 放入鹿肉、大火煮开后小火一个小时。
4. 放盐，再煮十分钟出锅。",13,2,2,0.0
140257,椰子鸡,宅家的日子，在家做椰子鸡吧，秒杀外面椰子鸡店里的哦😜,,2个椰子，2-2.5斤一只鸡，三块（酱料）沙姜，4颗（酱料）大蒜，两根（酱料）香菜，两勺（酱料）酱油，四勺（酱料）花生油，5-6颗青柠，少许盐,"1. 原材料大合影，鸡还是粤西的果园走地鸡，300天+的鸡，肉还不老，相当好吃。
2. 2.6斤的鸡，剁出来满满一盘。
很多朋友说讨厌剁鸡，是因为怕濺到到处都是，有个小技巧是把鸡提前清洗干净，放到冰箱急冻一两个小时拿出来剁会容易很多。
3. 椰青的水更甜，一定要选这种，水又多，用砍刀一角呈三角型砍三刀，就轻易打开了。
4. 老椰子一个，因为老椰子香，所以我一般是这么搭配，就是老椰子比较难开，如果不是像我这种女汉子就找真汉子帮忙吧。把椰肉剁出来去皮切小块一起放进去煮。
5. 鸡倒入刚刚准备好的椰子水，再根据需求加鸡汤或清水（如果喜欢吃甜甜的椰子水就多放几个椰子水）由于昨晚做了白切鸡的鸡汤被我放冰箱留了起来，我就加的是鸡汤。
6. 快煮开时撇去浮末，细心点慢慢撇干净。
7. 撇干净浮末的鸡汤特别清透。看看这些小鸡蛋就知道鸡是有年龄的～😜

盖盖子煮十分钟！～～划重点！只要煮10分钟。
8. 开始准备调料，大蒜和沙姜洗干净。
9. 切碎～这个切大蒜末的神器很方便，推荐。
10. 用熟食沾板把香菜切碎～
11. 小青柠洗干净切开两半～
12. 干净的锅放入花生油，下大蒜沙姜末炒香装到香菜碗里，加酱油，鸡汤两勺调均匀即可。
13. 小青柠等吃的时候根据个人喜爱挤到酱料里，椰子鸡酱的酸味是用小青柠调的，不用醋。
14. 椰子鸡汤里放少许盐调味即可，简单又方便。
15. 再配一碗香芋腊肠饭～满足！
简易版腊肠饭，腊肠（我用的是朋友送的四川腊肠，超级香）和湖南腊肉切小块～，香芋切小块，放正常煮饭的水量，把它们拌均匀，电饭锅按精煮饭，等吃。",9,4,4,1750.0
140258,菜鸟也能做出超下饭的榨菜炒肉丝,这道菜，简单易学，不需要太多调味料，而且省时，省力，10分钟内就搞定了，开胃，下饭。,,2包榨菜，200克肉丝，少量盐，半勺淀粉，1根葱，2瓣蒜，少量食用油,"1. 我买的是这种微辣的，个人口感。
2. 瘦肉，最好选那种前腿或梅头肉，这些部位肉质松，嫩。
1，切好的瘦肉中放入少量油，，少量盐，淀粉，搅拌腌制，待用。
2，其它材料准备好，清洗干净，待用。
3. 油锅下蒜片爆香，倒入肉丝翻炒变色后加入榨菜丝，翻炒出香味后加入葱段上锅。
4. 因为榨菜是微辣的，所以没有加生抽和盐，咸味够了。
只在腌制瘦肉的时候加了一点点盐。
炒出来的肉质很软，嫩，榨菜脆，爽口。
5. 榨菜肉丝，很下饭，配一碗白粥更好。
",7,2,2,232.5
140259,减脂健身版本无油糙米辣白菜鸡肉紫菜包饭/手握卷,"前几天去外地玩耍啦！所以好几天没更新，各位请原谅！！！！！今天为了赎罪6点就起来做早饭拍照给各位出菜谱了！！！！

我们减脂健身餐的目的绝对不是断绝碳水，因为没有碳水会脱发会老的快女孩会姨妈出走等等。我们的目的是使用低升糖碳水代替精致碳水。常见的低升糖碳水化合物有红薯土豆紫薯香蕉各种杂粮糙米全麦粉制作的主食等等。所以各位可以给家里常备这些东西代替精致碳水（大米，白面）了。

我这个菜谱题目说的糙米不是单指糙米，是指很多杂粮米混合在一起的杂粮糙米，某宝卖的很多大家可以自己选择一下。买来想吃米饭喝粥的时候煮来吃毫无负担，我每天都要不断重复的就是减脂一定不是饿肚子，而是吃的正确。废话多了，进入主题！",,100克三色糙米，1张紫菜片，1根寿司大根条（紫菜包饭里黄色的萝卜条），0.5根黄瓜，30克辣白菜，3分之1块鸡胸肉,"1. 我用的这个三色糙米！！某宝有很多不同的，我感觉都差不多！！！大家自己可以搜搜！！！减脂健身买来不亏，家里血脂血糖高的长辈也能吃。
2. 糙米提前洗好，浸泡一夜！！！！！一定要！不然很难煮开花！！！！！！一夜泡好以后起来电饭煲煮饭模式，水比平时煮白米饭多一点就好。
3. 备菜鸡胸，我用辣白菜的汁腌了一下。切成长条！！！然后无油平底锅煎熟。
4. 煎熟备用
5. 辣白菜黄瓜切条。辣白菜热量不高，且卷在包饭里这点儿基本可以忽略不计了。大家放心，我做什么之前都有认真查热量表，蛋白质含量，脂肪含量等等的。这个辣白菜算个绿灯食物了，100克53千卡，百分之17蛋白质百分之16脂肪，算是低热量低脂肪了！
6. 还有这个寿司大根条！我也仔细查了就是加了添加剂的萝卜，没有热量没有脂肪！！！但它是算碳水的，可也不用过于担心碳水重合过量因为这种调味的配菜和辣白菜一样你卷一整个包饭也就只用的到一根而已…
7. 蒸好的三色糙米晾凉➕寿司白醋拌匀平铺，没有寿司白醋也可以不加……其实我自己觉得没啥不同ಠ_ಠ
8. 配菜放上去，开始卷卷卷！！！！
9. 卷好了我先中间切好看了一下横截面
10. 切大或者切小或者直接当手握卷吃都可以，我本人比较懒所以……哈哈哈哈哈哈哈你们可以认真的切成紫菜包饭该有的样子
11. 咬一口！
12. 再来个手握卷！！！！
13. 好吃！！！！！！！",6,2,2,230.0
140267,胡萝卜炒香菇   宝宝辅食营养食谱菜谱,"适宜月龄：12+
这道菜是我家外出必备。因为外出时很难找到适合小宝宝吃的饭，不是调味太重就是太硬不好消化，所以暖心一岁左右的时候，每次出去玩我都炒这个菜，再焖点软米饭，一起装在保温罐里给孩子当午餐。再带上宝宝的餐具和围兜，大人聚餐时宝宝也有吃的，真是省心又省力。  

***我有一个很棒的公众号【暖心宝宝的辅食日常】，分享简单实用的宝宝食谱和育儿干货。 每天优先更新公众号，我在里面按月龄、食材和功效设置了详细的分类，可以一键找到你想要的食谱，不能更方便，欢迎找我来玩。

***另外我搜集了千份珍贵的育儿资料（包括崔玉涛和蒙台梭利全集 等），想要的话就关注我的公众号，免费领取吧！！",,80克胡萝卜，2朵香菇，30克自制午餐肉，1瓣蒜,"1. 准备食材，这里用到的午餐肉我有写过食谱，链接在这http://www.xiachufang.com/recipe/103777085/
我家冰箱会常囤点自制的午餐肉，软嫩易嚼还不用每次都处理生肉，非常方便。
没有午餐肉放点肉松也可以。
2. 胡萝卜去皮，切成薄薄的小片，上锅蒸到合适的软硬程度。暖心不喜欢吃太软烂的，我凉水上锅蒸了6分钟就好了。
3. 香菇和午餐肉分别切成小丁，蒜切碎末。
4. 锅里刷点油，放入蒜末炒香。
5. 倒入香菇和几滴宝宝酱油，中小火炒至香菇熟软，再加入午餐肉丁翻炒一会。
6. 最后加入蒸熟的胡萝卜翻炒几下就可以出锅了。
7. 记得以前出去，每次打开保温罐暖心爸爸都会说好香。因为没有加一点水炖煮，就这么炒，蒜香和香菇的鲜味都激发出来了。",4,3,3,155.0
140276,蒸红薯饼,蒸的红薯饼不上火，所以在家里很受欢迎。我参考的是下厨房的另外一个方子，为了不忘记配方所以记录下来。,,750克蒸熟的红薯，450克糯米粉，120克玉米淀粉，90克糖，约180克牛奶，5片粽子叶,"1. 第一部是准备垫红薯饼的材料，我用的是粽叶，这样最后蒸好的饼不容易粘锅，而且有一股淡淡的粽叶清香。把干粽叶泡温水十分钟时间充足的话多泡会儿也可以的，然后洗干净，接着将洗好的粽叶放水里煮，记住水里滴几滴食用油可以让饼和粽叶之间不容易粘在一起哦，用水煮开主要是可以快速让叶子泡开，高温消毒也放心。捞出粽叶剪成合适大小铺在蒸锅上。处理粽叶忘记留图了哈。
2. 红薯蒸熟压碎，混合糯米粉和玉米淀粉，白糖。
3. 慢慢加入牛奶，让所以材料黏在一起，不能太湿又不能太干，牛奶必须慢慢加入，如果红薯比较湿的话牛奶用量就要少些，我用了180克牛奶的样子。
4. 分成每个60克，成型，稍微压扁下更容易蒸透。也可以包入红豆泥。红豆泥我是将红豆泡水四小时放高压锅大火上汽后小火半小时，当然水多放点哈，我是根据经验的放了四五倍那么多水啦。
5. 大火蒸上汽后15分钟，闷5分钟，开吃，孩子很喜欢的啦，小朋友吃的话小心烫哦。
6. 左边没有包馅的，右边是包了红豆馅的。",6,1,1,1480.0
140303,双色椒炒牛肉,,,250克牛肉，1勺酱油，1勺蚝油，0.5勺料酒，0.5勺淀粉，3勺水，0.5勺沙茶酱，半个彩椒,"1. 酱油、沙茶酱、蚝油、水、淀粉拌匀，牛肉切薄片放入
2. 用手抓匀，一直抓至每块牛肉把汁都吸收完，静置15分钟
3. 双色椒下油锅，加点蚝油爆炒一下后盛出
4. 锅里再加点油，倒入牛肉翻炒，炒至牛肉8成熟时洒入料酒
5. 倒入双色椒快速炒匀后上碟
6. 美味",8,2,2,327.5
140349,最爱的芋头蒸排骨,"这个真的很广东
就像茶楼里的点心一样的味道哈哈哈
（希望大家都可以成功哦）",,250g（喜欢多久多放点）芋头，500克排骨，3勺淀粉（玉米什么的都行），适量吧看自己喜欢盐，0.5勺一点点就可酱油，1.5勺糖，10g（多点吧）油，多多多（一定要放，看个人喜欢放多少）蒜蓉,"1. 油+盐+淀粉+一点点糖+少许蒜蓉+一点点酱油（可不加）
腌制两个小时以上（我的是腌一夜）
2. 剁好蒜蓉（大概这么多）
3. 芋头切成小方块（尽量不要太大，不易熟）喜欢芋泥可以切碎一点
注意注意芋头拌盐+糖+油（这样才有味）
4. 盘底刷一层油
5. 底下一层芋头+部分蒜蓉在放排骨
再在上边一点芋头，蒜蓉全倒下去表面
6. 上炉（我的是电磁炉）
7. 大火20min+蒸煮中火25-30min
（时间自己掌握，主要是看排骨熟不熟以及芋头软不软）",8,1,1,265.0
140370,少油版家常红烧茄子,茄子上市了，我们本地茄子小，味道好。重要的是这道菜下饭!,,3个茄子，2瓣蒜头，3克油，适量，水，1勺海鲜酱油，1勺耗油，半勺糖，半勺盐巴,"1. 茄子切条，加入盐巴腌制10分钟
2. 平常油的量，爆香蒜头
3. 控干茄子水分一同翻炒到茄子明显软，如果过程中快焦了，添加适量开水
4. 加入海鲜酱油，耗油，糖和适量水，入味后加入葱花起锅",8,2,2,760.0
140395,家常木耳炒白菜,很爱吃木耳，所以这道菜时不时的会做着吃，真的超超简单了～相比较白菜个人比较更喜欢用娃娃菜，会甜润一些。另外我做的是双人份！,,适量白菜或娃娃菜，一把木耳，一根葱，两片姜，一个八角，适量盐，适量酱油，适量鸡精,"1. 木耳提前泡发，白菜切成小块，姜切块，葱切段备用
2. 锅内烧水，下白菜焯水，冲凉水攥干水分。接着下木耳焯水，冲两遍凉水
3. 锅内热油，放姜片炸一会，放八角再炸一会，放葱花，紧接着放白菜，翻炒均匀，放木耳，翻炒均匀，放盐，酱油，鸡精，翻炒片刻，出锅！",8,3,3,28.0
140412,简单、快手且好吃的凉拌豆角！,是我上小学的时候在同学家学到的菜啊～在那之前，我家的豆角要么肉炒要么清炒，吃到同学家凉拌的，当时就被惊艳了，然后回家吵着妈妈做，后来这道菜几乎成了为数不多的全家人都爱吃的菜之一，而且真的超级简单！,,豆角，蒜，辣椒粉，花椒，盐，醋，味极鲜酱油（没有可不用），鲜朝天椒（没有可不用），干朝天椒（没有可不用）,"1. 豆角掐头去尾，清洗干净，掰成小段（长度自己定，好夹就行）。
2. 掰好的豆角段入锅焯水至熟，注意不要焯太软。
3. 蒜瓣切末、鲜朝天椒一切三、干朝天椒掰碎，不用太碎哈。
4. 将处理好的蒜瓣、朝天椒放入小碗，碗中再加适量辣椒粉、花椒粉。
5. 起锅热油，待油冒烟后倒入小碗，注意边倒边搅，油将蒜、辣椒粉泼香即可，不必太多，泼完放凉后加一点点醋，一点点味极鲜酱油。
6. 焯好的豆角捞出沥水，并放入适量盐拌匀，把握不准可以少量多次放。
7. 将小碗中的调料放入加过盐的豆角，拌匀后就可以开动啦！",9,3,3,0.0
140428,少管多吃【青椒炒鱿鱼】,"这是一道海鲜美食，家常又健康。
鱿鱼闽南话读“少管”，所以上这道菜时常会开玩笑说“少管多吃”~",,3只鱿鱼，1个青椒，2勺酱油，3片姜，适量油,"1. ☞鱿鱼处理好，焯水断生，切条
☞灯笼椒切条
☞姜切片
2. ☞热油
☞放姜片煸一下
3. 放鱿鱼条
4. ☞放青椒
☞淋入2勺酱油，大火翻炒5分钟

5. 起锅",5,3,3,704.0
140444,咖喱牛肉饭,"菜品介绍：咖喱牛肉饭
用料：胡萝卜、洋葱、土豆、牛肉、咖喱酱
步骤：
1.准备食材
①洋葱：因为从小到大一直都吃的是紫洋葱，所以用的食材也是紫洋葱，喜欢黄洋葱的宝宝可以选择黄洋葱哦。
②牛肉：我买的是牛黄瓜条的部分，因为之前有看过一篇文章说牛肋条和牛黄瓜条的部分脂肪含量比较低，不过我去的时候牛肋条卖没了，就选择的黄瓜条。
2.将食材清洗干净
牛肉用凉水泡一下，去掉血水，用水焯一下，多煮一会，这样肉就软烂啦！
3.胡萝卜、土豆切块，洋葱切丝。（这步可以在牛肉煮的时候一起做哦，省时间哦）
4.倒入咖喱酱➕水，变成咖喱汤，把切好的食材和牛肉一起放入锅里。大火煮，冒泡后转成小火慢炖，让咖喱慢慢收汁！
5.做好啦，盛盘出锅
6.开吃，味道特别棒！",,300克牛肉，咖喱酱2勺咖喱，1个土豆，1根胡萝卜，1个洋葱,"1. 准备食材：胡萝卜、洋葱、土豆
2. 我用的是咖喱酱，两勺咖喱酱➕200 ml水，搅拌均匀 
3. 开吃吧！！",5,4,4,720.0
140447,炸酥肉,家乡美食，干吃，煮汤，做圆子打底都好吃😋,,3碗芡粉，3个鸡蛋，适量盐，多些菜籽油,"1. 瘦肉切条或者切片都行，切好备用
2. 打三个鸡蛋，把鸡蛋里面白色的物体夹出来，一般受过精的鸡蛋都有，反正我有强迫症，只要看到那白色的东西，必须要夹出来才行😂
3. 加点盐，搅拌均匀，
4. 加三碗淀粉搅拌均匀，这里用到的是红薯淀粉，我们老家叫芡粉
5. 准备一盆开水，里面加些盐化开，
6. 倒进搅拌好的芡粉和肉里，一定要用开水，冷水不行
7. 加水搅拌的时候，看粘稠度，如果看起来像图中一样，还很干的话，就再加点水进去搅拌……
8. 搅拌到这种程度就可以了，能夹成坨不会散开，也不会太干，
9. 用筷子能夹成这样就可以了
10. 炸东西要用小火慢炸
11. 锅里放入菜籽油，烧至8成热
12. 把搅拌好的芡粉肉一块一块的放进锅里炸
13. 炸的时候不要去胡乱翻动，让它炸就行
14. 夹的大块小块由自己决定，大小都无所谓，
15. 夹到油里都有酥肉，已没有位置再放新的就形成第一锅酥肉，炸一分钟，等酥肉炸至表层不会再粘连另一块的状态就可以捞起来了……
16. 第一锅炸好捞起来备用……
17. 捞起来的酥肉并没有熟，还不能吃噢，只是捞出来备用……
18. 现在继续炸第二锅……
19. 跟上面一样，夹进去不要翻动，等表层炸成不会粘连的状态再捞起来
20. 两锅都炸完第一次，再全部倒进过锅里炸第二次，这一次就炸久一点，大概5～8分钟这样
21. 可根据肉的颜色来判断熟没熟，肉像图中那样有点焦黄色的样子了，就肯定熟了
22. 炸好的酥肉可以直接吃，很香，也可以切一下煮汤，也可以切成片或者条状来给“硬菜”“蒸菜”或者“九斗碗里面的圆子”垫底用😃",4,1,1,750.0
140462,白萝卜肉丸汤(自制手打）,"哈罗大家好 我是大陈～

难得有一道菜 是老韩心心念念要吃 整天催我做的 哈哈哈哈哈哈 烦死他啦 催了三四天我才做 因为真的不容易 蛮麻烦 不过他还是很赏脸吃光光啦

从小都很爱吃各种丸子的我 对这道菜也是没有什么抗拒能力 除了麻烦一点 没有其他很大的缺点啦 还有一种做法是蒸萝卜丸子 下次也给大家做个菜谱哈 用料差不多 但是口感就很不一样了

这次我们就来想学习一下汤的做法吧～",,半根白萝卜，1个鸡蛋，适量葱白，适量盐，1勺料酒，适量梅花肉，4朵干香菇，适量油，适量香芹菜，2勺淀粉，适量胡椒粉，适量姜,"1. 我最喜欢用的猪肉部位就是梅花肉啦 不会太肥 也不至于太瘦而吃起来柴柴的 肥瘦相间也很适合做丸子哈
2. 泡发四朵干香菇 用冷水泡发半小时就可以了哦
3. 准备适量葱白 就是只要用到香葱的上半截白色的部分哦 不要绿色的那部分哈
4. 泡发好的香菇 取出挤干水份
5. 先横刀切成条状
6. 然后切成小香菇丁放进大碗里备用
7. 葱白就只取这一截
8. 切成末末 切的细腻一点哈
9. 准备几片姜片（这次的姜老了一点 可以的话大家都选稍微嫩一点的 我懒得换了 都老得起丝了 嘤嘤嘤）
10. 然后切成姜末
11. 把刚刚准备的三种末末都放在大碗里备用
12. 把准备好的梅花肉 手剁成肉末 （手剁的肉末比起用绞肉机绞出来的肉末会比较有嚼劲哦 如果觉得剁肉太累用绞肉机也是可以的）
13. 然后打进一个鸡蛋 适量盐 淀粉 胡椒粉 生抽 一点油 一点料酒 按顺时针方向搅拌均匀 一定要往一个方向！！！否则就会不上劲 丸子会散掉哦！！！
14. 搅拌好了之后 抓起全部肉末 从高处往碗中摔打 大概往往复复大概十几二十次 可以帮助肉糜更上劲 吃起来更劲道哦！
15. 白萝卜去皮后 洗净 切片 再改刀切成条状 不需要切的太细 因为我们还要煮一段时间 太细的话 熟的太快 等丸子熟了 萝卜就煮化啦
16. 全部切好啦
17. 准备一个砂锅 添上7成矿泉水
18. 然后开火 把水煮开哦
19. 在等待的时间 我们准备一下香芹菜叶 不用段的部分 只取用叶子
20. 洗净后 把香芹菜的叶子切成段
21. 然后汤底就已经煮开啦 把火关到小火 保持砂锅里面的水是微开的状态（太大火会把生的丸子煮散哦 所以一定不能太大火哈）
22. 用小勺子在肉糜里挖出小丸子的样子 轻轻放进汤底里
23. 每一颗都是这样 慢慢放进去哦 然后静静管擦五分钟 待全部丸子都变色 变白直到完全不会有血色为止 就可以把火调成中小火 慢煮十五分钟
24. 沸开之后 放进香芹菜叶 一点油 一点胡椒粉 适量的盐 再次煮沸 就可以啦
25. 然后就可以食用啦 汤是非常鲜甜的 丸子又很好吃 自己做的丸子 也不会加入乱七八糟的东西 也没有防腐剂 比市面上买的会健康很多哟～
26. 秋冬季节里的饭前先来一碗汤 喝完一身热热的 简直太舒服啦！而且可以帮助少吃点饭 哈哈哈哈哈哈 一举多得啦～ 快点也来做碗汤给家人喝吧！",12,6,7,322.0
140468,咸菜疙瘩辣炒火腿丝,,,半个咸菜疙瘩，火腿干，3个红辣椒，一段葱白，一棵香菜，玉米油，料酒，生抽，糖，味精,"1. 咸菜疙瘩切成片后再切成细丝，在清水中反复搓洗，直至水清捞出备用
2. 火腿切丝、红椒切碎、葱白切片备用
3. 起油锅，油热后，下入葱白小火煸出香味
4. 下入火腿丝大火翻炒出香味
5. 烹入料酒、生抽和少量白糖，下入疙瘩丝大火翻炒
6. 炒至疙瘩丝变软，锅内出清油
7. 调入味精，出锅撒上香菜碎即可",10,2,2,360.0
