old_id,name,usage_count,category_major,category_sub,drop_type,reason
4447,口味葡萄干,6,水果类及其制品,水果,processed,成品、半成品或加工食品
4449,茉莉绿茶茶包,6,其他,饮品,junk,不属于指南允许的基础原生食材类别
4450,眼睛,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4452,土司边,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4455,粉一小袋,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4456,儿水,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4458,饼干胚,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4459,饼干切模,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4460,标准,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4461,碳酸饮料,6,其他类,其他,processed,饮料、酒类或乳制品不属于本版核心原生食材
4462,多少糯米粉,6,谷类及其制品,谷物,processed,成品、半成品或加工食品
4463,料一小包,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4466,粉低筋面粉,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4467,知识,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4468,刷蛋黄液,6,蛋类及其制品,蛋,junk,工具、包装或操作说明
4471,米饭量大米,6,谷类及其制品,谷物,processed,成品、半成品或加工食品
4472,嘴巴,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4473,一台,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4475,料看图,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4478,雪花酥,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4479,华夫饼机,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4480,水果酸奶,6,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4481,全部食材,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4482,芝士夹心,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4483,牛肉香肠,6,畜肉类及其制品,畜肉,processed,加工肉制品
4488,迷迭香百里香,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4489,后重量,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4491,蛋糕量,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4492,习惯,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4493,五谷杂粮粉,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4494,汁各,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4495,提前准备,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4496,冰棍,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4500,新鲜艾叶,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4501,煲汤,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4506,辅食,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4508,混合一起,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4510,大馄饨,6,其他类,其他,processed,成品、半成品或加工食品
4511,辣度干辣椒,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4512,植物,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4514,涂抹表面,6,谷类及其制品,谷物,junk,工具、包装或操作说明
4518,铁塔,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4520,拇指大小,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4521,燕麦米粉,6,谷类及其制品,谷物,processed,成品、半成品或加工食品
4522,奶油配方,6,其他类,其他,processed,烘焙或乳制加工食品
4523,新鲜米饭,6,谷类及其制品,谷物,processed,成品、半成品或加工食品
4524,其他果干,6,其他类,其他,processed,成品、半成品或加工食品
4525,面意大利面,6,谷类及其制品,谷物,processed,成品、半成品或加工食品
4526,干水,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4528,几片白菜,6,蔬菜类及其制品,蔬菜,junk,数量或单位残留且无法可靠恢复原食材
4529,浓汤罐头,6,其他类,其他,processed,成品、半成品或加工食品
4530,粉儿,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4531,粉代替,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4532,新鲜粽叶,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4534,合干,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4535,多少菠菜,6,蔬菜类及其制品,蔬菜,junk,数量或单位残留且无法可靠恢复原食材
4536,来源,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4539,鱼一条重,6,鱼虾蟹贝类,水产,junk,数量或单位残留且无法可靠恢复原食材
4540,餐盒,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4541,溶液,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4543,来定,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4545,饼饺子皮,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4546,准备好,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4548,和干辣椒,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4549,冰糕,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4551,所需原料,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4557,了酸奶,6,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4558,肉松肉松,6,畜肉类及其制品,畜肉,processed,加工肉制品
4561,小汤勺,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4562,色巧克力豆,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4563,一致,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4564,酱配方,6,调味,其他,junk,不属于指南允许的基础原生食材类别
4565,定面粉,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4566,口感,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4568,就多放,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4569,二斤,6,其他类,其他,junk,数量或单位残留且无法可靠恢复原食材
4570,豆腐汤,6,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4572,小刷子,6,其他类,其他,junk,工具、包装或操作说明
4573,味冰淇淋,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4574,嫩叶,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4575,几个鸡蛋鸡蛋,6,禽肉类及其制品,禽肉,junk,数量或单位残留且无法可靠恢复原食材
4576,净重,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4578,常温,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4580,新鲜橘子皮,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4581,调整面粉,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4584,剪刀,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4585,艾饺馅,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4586,红皮,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4588,酸奶机,6,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4590,天麻,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4591,百合干,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4592,玫瑰茄,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4594,其他料,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4595,可做,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4598,太子参,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4600,刺山柑,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4603,皮料,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4604,克纯净水,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4606,白蔻,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4608,黄喉,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4609,馄饨馅,6,其他类,其他,processed,成品、半成品或加工食品
4610,春饼,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4611,慕斯底,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4613,甜奶粉,6,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
4615,草莓慕斯,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4617,老卤,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4619,绿茶叶,6,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4621,奶类,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4622,杏仁饼干,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4627,鹽巴,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4631,克温水,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4633,牛奶慕斯,6,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4635,日式,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4636,克开水,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4641,海绵酵头,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4642,巧克力层,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4644,轻乳酪,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4645,围边,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4646,酥油皮,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4647,分界线,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4651,金边玫瑰,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4652,食材见图,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4653,淡味芝士,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4654,鲜玫瑰,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4656,马苏里拉干酪,6,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4657,海苔芝麻,6,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
4659,怀山,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4663,酱葱,6,调味,其他,junk,不属于指南允许的基础原生食材类别
4665,燕麥,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4666,即食燕麥,6,其他类,其他,processed,成品、半成品或加工食品
4673,拉芝士,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4675,丁火腿,6,畜肉类及其制品,畜肉,processed,加工肉制品
4677,饼饼,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4679,风味火腿,6,畜肉类及其制品,畜肉,processed,加工肉制品
4680,天妇罗,6,其他类,其他,junk,不属于指南允许的基础原生食材类别
4681,朵玫瑰,6,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4683,黑巧克力碎,6,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4688,新奥尔良烤翅料,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4689,白豆干,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4690,幼儿配方奶粉,5,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
4691,技术,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4693,桑椹,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4698,盏燕窝,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4701,海绵蛋糕一个,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4702,白粥,5,其他类,其他,processed,成品、半成品或加工食品
4704,厚酸奶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4705,面包量,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4707,菠菜面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4708,酸梅,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4709,多少玉米粒,5,谷类及其制品,谷物,junk,数量或单位残留且无法可靠恢复原食材
4712,棕叶,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4713,腊肠腊肉,5,畜肉类及其制品,畜肉,processed,加工肉制品
4714,人份量,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4715,红参,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4716,沙虫干,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4717,几瓣蒜,5,蔬菜类及其制品,蔬菜,junk,数量或单位残留且无法可靠恢复原食材
4720,腰花,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4721,油炸豆腐,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4722,粉芡,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4724,金钩海米,5,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
4725,沙白,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4727,纯可可脂巧克力,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4729,纯水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4730,一茶匙,5,其他,饮品,junk,不属于指南允许的基础原生食材类别
4731,姜饼预拌粉,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4732,必不可少,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4733,藜麦粥,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4737,金线莲,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4738,酵素,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4748,几朵香菇,5,菌藻类,菌藻,junk,数量或单位残留且无法可靠恢复原食材
4749,寿司卷帘,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4754,泡椒小米椒,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4755,柴鱼素,5,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
4756,豆腐渣,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4758,枝百里香,5,蔬菜类及其制品,蔬菜,seasoning,调味料不进入基础原生食材表
4759,煎饺,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4762,乌龙,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4765,各种时蔬,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4767,定糯米粉,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4769,紫皮茄子,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4772,山楂果,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4773,少量红曲粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4774,圆盘,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4775,烘培粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4776,半咸蛋黄,5,蛋类及其制品,蛋,processed,成品、半成品或加工食品
4777,黑白巧克力,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4778,馓子,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4780,干茶树菇,5,其他,饮品,junk,不属于指南允许的基础原生食材类别
4783,立顿红茶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4784,萝卜泡菜,5,调味,其他,processed,成品、半成品或加工食品
4786,不多,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4790,热水热水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4792,海草,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4793,白豆沙,5,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
4801,多香果粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4802,寸戚风蛋糕胚,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4804,春卷,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4805,玻璃保鲜盒,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4806,卡士酸奶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4808,陈村粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4814,君度酒,5,其他类,其他,seasoning,调味料不进入基础原生食材表
4823,牌糯米粉,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4824,核桃葡萄干,5,水果类及其制品,水果,processed,成品、半成品或加工食品
4826,咖啡咖啡,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4828,粽绳,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4830,粉肠,5,其他类,其他,processed,成品、半成品或加工食品
4831,不太多,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4835,馒头配方,5,其他类,其他,processed,成品、半成品或加工食品
4841,宝宝奶酪,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4842,毛刷,5,其他类,其他,junk,工具、包装或操作说明
4848,七味唐辛子,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4850,白口蘑,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4851,饺子料,5,其他类,其他,processed,成品、半成品或加工食品
4852,奥利奥夹心,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4853,奇雅子,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4855,白玉豆腐,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4856,干辣皮,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4862,咸蛋黄馅,5,蛋类及其制品,蛋,processed,成品、半成品或加工食品
4863,墨西哥薄饼,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4864,米芽菜,5,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
4867,几朵黑木耳,5,菌藻类,菌藻,junk,数量或单位残留且无法可靠恢复原食材
4868,酒酿水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4869,圣女果干,5,水果类及其制品,水果,processed,成品、半成品或加工食品
4870,豆腐串,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
4871,蒿子,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4872,拉线膏,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4873,熟食,5,其他类,其他,processed,成品、半成品或加工食品
4876,果蓉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4877,1⁄2茶匙,5,其他,饮品,junk,数量或单位残留且无法可靠恢复原食材
4878,壶开水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4879,沫沫,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4880,纸皮核桃仁,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
4883,发酵桶,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4885,巧克力冰激凌,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4887,面包蟹,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4888,各种馅,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4889,巧克力蛋白粉,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4890,鱼泉榨菜,5,调味,其他,junk,不属于指南允许的基础原生食材类别
4891,虾皮香菇粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4893,椰青,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4896,熟鸡蛋黄,5,禽肉类及其制品,禽肉,processed,成品、半成品或加工食品
4897,卡仕达粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4901,粥米,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4902,酱鸭,5,禽肉类及其制品,鸭,processed,成品、半成品或加工食品
4903,山柰,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4905,人量面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4906,薏米粉,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
4909,莓果,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4912,粗粮粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4914,腊味香肠,5,畜肉类及其制品,畜肉,processed,加工肉制品
4917,牌低筋面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4919,咸鸭蛋蛋黄,5,禽肉类及其制品,禽肉,processed,成品、半成品或加工食品
4920,及香料,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4921,几朵西兰花,5,蔬菜类及其制品,蔬菜,junk,数量或单位残留且无法可靠恢复原食材
4924,蛋糕面粉,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4926,冷牛奶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4930,象拔蚌,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4931,上海红肠,5,其他类,其他,processed,成品、半成品或加工食品
4934,烘焙粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4937,北海道吐司,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
4938,黄金亚麻籽,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4939,其他面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4940,肠仔,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4941,浇头,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4943,葫芦卜,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4944,鲜蘑,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4948,兰姆酒,5,其他类,其他,seasoning,调味料不进入基础原生食材表
4950,固态酸奶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
4953,浓香,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4954,青花鱼罐头,5,鱼虾蟹贝类,水产,processed,成品、半成品或加工食品
4955,烧开水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4957,洲星马蹄粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4959,白芸豆沙,5,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
4967,乳清干酪,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4969,熟亚麻籽,5,其他类,其他,processed,成品、半成品或加工食品
4972,馒头屑,5,其他类,其他,processed,成品、半成品或加工食品
4979,宜宾碎米芽菜,5,干豆类及其制品,豆制品,processed,成品、半成品或加工食品
4980,度温水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4981,牌高筋面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
4985,肉松馅,5,畜肉类及其制品,畜肉,processed,加工肉制品
4988,油酥花生,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
4990,蕨根粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5000,酱清,5,调味,其他,junk,不属于指南允许的基础原生食材类别
5001,大小锡纸,5,其他类,其他,junk,工具、包装或操作说明
5002,黄皮,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5004,白干,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5006,柠檬皮柠檬皮屑,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5007,填充,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5010,花生汤圆,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5013,卤味包,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5014,水中,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5015,玉子烧,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5016,卤水料,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5017,起司粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5020,纸棒,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5022,苦荞粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5023,石膏豆腐,5,干豆类及其制品,豆制品,processed,豆制品或淀粉制品（严格模式排除）
5025,香辣脆,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5026,椰皇,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5028,咖啡利口酒,5,其他,饮品,seasoning,调味料不进入基础原生食材表
5031,果仁巧克力,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
5032,红罗卜,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5036,红油榨菜,5,调味,其他,seasoning,调味料不进入基础原生食材表
5037,胡辣汤粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5038,鲜人参,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5039,高达椰浆,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5043,提取物,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5045,酸柑,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5047,浓咖啡,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5048,各种佐料,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5049,碎粒,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5051,张锡纸,5,其他类,其他,junk,工具、包装或操作说明
5052,喜爱水果,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5053,蟹足棒,5,鱼虾蟹贝类,蟹,processed,成品、半成品或加工食品
5054,炸豆皮,5,其他,烘焙与加工食品,processed,豆制品或淀粉制品（严格模式排除）
5056,多少水水,5,其他类,其他,junk,数量或单位残留且无法可靠恢复原食材
5059,紫甘兰,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5060,肉酥,5,畜肉类及其制品,猪,processed,成品、半成品或加工食品
5061,果汁粉,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5064,百香果慕斯,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
5065,黑米粥,5,谷类及其制品,谷物,processed,成品、半成品或加工食品
5068,甜炼乳,5,乳类及其制品,乳制品,processed,烘焙或乳制加工食品
5070,郎姆酒,5,其他类,其他,seasoning,调味料不进入基础原生食材表
5073,即溶咖啡,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5074,啤酒啤酒,5,其他,饮品,seasoning,调味料不进入基础原生食材表
5075,馒头改良剂,5,其他类,其他,processed,成品、半成品或加工食品
5076,想象力,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5077,纸皮核桃,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5079,稳定剂,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5081,芝士碎芝士,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
5082,砖茶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5084,黄金亚麻籽粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5085,提香,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5087,甘草粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5088,鸡蛋皮,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5093,牛奶粉,5,其他,饮品,processed,烘焙或乳制加工食品
5095,油水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5097,牛奶奶粉,5,其他,饮品,processed,烘焙或乳制加工食品
5098,醪糟水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5101,砧板,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5102,刷面,5,谷类及其制品,谷物,junk,工具、包装或操作说明
5103,筋头巴脑,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5104,面包干,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
5105,适中,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5106,普洱茶叶,5,其他,饮品,processed,饮料、酒类或乳制品不属于本版核心原生食材
5108,山茶花高筋面粉,5,其他,烘焙与加工食品,processed,成品、半成品或加工食品
5110,带点肥,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5111,虎皮鹌鹑蛋,5,其他,烘焙与加工食品,junk,不属于指南允许的基础原生食材类别
5114,巧克力碎,5,其他,烘焙与加工食品,processed,烘焙或乳制加工食品
5116,金像高粉,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
5117,肉培根,5,畜肉类及其制品,畜肉,processed,加工肉制品
5119,下水,5,其他类,其他,junk,不属于指南允许的基础原生食材类别
