id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason
1,葱,core_raw,1,蔬菜,葱蒜,1,1,verified,3206,核心原生食材
2,蒜,core_raw,2,蔬菜,葱蒜,1,1,verified,3916,核心原生食材
3,姜,core_raw,3,蔬菜,根茎,1,1,verified,3563,核心原生食材
4,猪肉,core_raw,4,畜肉,猪,1,1,verified,634,核心原生食材
5,洋葱,core_raw,5,蔬菜,葱蒜,1,1,verified,719,核心原生食材
6,胡萝卜,core_raw,6,蔬菜,根茎,1,1,verified,971,核心原生食材
7,鸡蛋,core_raw,7,蛋类,鸡蛋,1,1,verified,1390,核心原生食材
8,牛肉,core_raw,8,畜肉,牛,1,1,verified,339,核心原生食材
9,香菜,core_raw,9,蔬菜,叶菜,1,1,verified,512,核心原生食材
10,五花肉,core_raw,10,畜肉,猪,1,1,verified,479,核心原生食材
11,青椒,core_raw,11,蔬菜,瓜果,1,1,verified,1054,核心原生食材
12,土豆,core_raw,12,薯芋,薯类,1,1,verified,759,核心原生食材
13,玉米,core_raw,13,谷物/坚果,玉米,1,1,verified,88,核心原生食材
14,番茄,core_raw,14,蔬菜,瓜果,1,1,verified,649,核心原生食材
15,鸡胸肉,core_raw,15,禽肉,鸡,1,1,verified,233,核心原生食材
16,花生,core_raw,16,谷物/坚果,坚果种子,1,1,verified,95,核心原生食材
17,辣椒,core_raw,17,蔬菜,瓜果,1,1,verified,257,核心原生食材
18,小米椒,core_raw,18,蔬菜,瓜果,1,1,verified,311,核心原生食材
19,黄瓜,core_raw,19,蔬菜,瓜果,1,1,verified,293,核心原生食材
20,大米,core_raw,20,谷物/坚果,稻米,1,1,verified,87,核心原生食材
21,红枣,core_raw,21,水果,核果,1,1,verified,105,核心原生食材
22,柠檬,core_raw,22,水果,柑橘,1,1,verified,72,核心原生食材
23,香菇,core_raw,23,菌菇藻类,菌菇,1,1,verified,452,核心原生食材
24,鸡肉,core_raw,24,禽肉,鸡,1,1,verified,199,核心原生食材
25,杏仁,core_raw,25,谷物/坚果,坚果种子,1,1,verified,4,核心原生食材
26,芝麻,core_raw,26,谷物/坚果,坚果种子,1,1,verified,72,核心原生食材
27,芹菜,core_raw,27,蔬菜,根茎,1,1,verified,232,核心原生食材
28,红薯,core_raw,28,薯芋,薯类,1,1,verified,29,核心原生食材
29,白菜,core_raw,29,蔬菜,叶菜,1,1,verified,238,核心原生食材
30,南瓜,core_raw,30,蔬菜,瓜果,1,1,verified,84,核心原生食材
31,生菜,core_raw,31,蔬菜,叶菜,1,1,verified,65,核心原生食材
32,排骨,core_raw,32,畜肉,猪,1,1,verified,23,核心原生食材
33,木耳,core_raw,33,菌菇藻类,菌菇,1,1,verified,364,核心原生食材
34,燕麦,core_raw,34,谷物/坚果,小麦,1,1,verified,7,核心原生食材
35,黑芝麻,core_raw,35,谷物/坚果,坚果种子,1,1,verified,11,核心原生食材
36,白芝麻,core_raw,36,谷物/坚果,坚果种子,1,1,verified,105,核心原生食材
37,猪里脊,core_raw,37,畜肉,猪,1,1,verified,102,核心原生食材
38,核桃,core_raw,38,谷物/坚果,坚果种子,1,1,verified,7,核心原生食材
39,圣女果,core_raw,39,蔬菜,其他蔬菜,1,1,verified,8,核心原生食材
40,菠菜,core_raw,40,蔬菜,叶菜,1,1,verified,82,核心原生食材
41,虾仁,core_raw,41,水产,虾,1,1,verified,215,核心原生食材
42,芒果,core_raw,42,水果,热带水果,1,1,verified,6,核心原生食材
43,草莓,core_raw,43,水果,浆果,1,1,verified,3,核心原生食材
44,油菜,core_raw,44,蔬菜,叶菜,1,1,verified,78,核心原生食材
45,蔓越莓,core_raw,45,水果,浆果,1,1,verified,2,核心原生食材
46,金针菇,core_raw,46,菌菇藻类,菌菇,1,1,verified,261,核心原生食材
47,紫薯,core_raw,47,薯芋,薯类,1,1,verified,15,核心原生食材
48,韭菜,core_raw,48,蔬菜,葱蒜,1,1,verified,122,核心原生食材
49,红椒,core_raw,49,蔬菜,瓜果,1,1,verified,207,核心原生食材
50,红辣椒,core_raw,50,蔬菜,瓜果,1,1,verified,169,核心原生食材
51,罗勒,core_raw,51,蔬菜,叶菜,1,1,verified,17,核心原生食材
52,蛋清,core_raw,52,蛋类,其他蛋类,1,1,verified,96,核心原生食材
53,西兰花,core_raw,53,蔬菜,其他蔬菜,1,1,verified,159,核心原生食材
54,红豆,core_raw,54,豆类,杂豆,1,1,verified,10,核心原生食材
55,蓝莓,core_raw,55,水果,浆果,1,1,verified,1,核心原生食材
56,苹果,core_raw,56,水果,仁果,1,1,verified,17,核心原生食材
57,枸杞,core_raw,57,蔬菜,其他蔬菜,1,1,verified,128,核心原生食材
58,羊肉,core_raw,58,畜肉,羊,1,1,verified,55,核心原生食材
59,萝卜,core_raw,59,蔬菜,根茎,1,1,verified,83,核心原生食材
60,豌豆,core_raw,60,蔬菜,鲜豆,1,1,verified,57,核心原生食材
61,香蕉,core_raw,61,水果,热带水果,1,1,verified,7,核心原生食材
62,欧芹,core_raw,62,蔬菜,根茎,1,1,verified,5,核心原生食材
63,白萝卜,core_raw,63,蔬菜,根茎,1,1,verified,101,核心原生食材
64,糯米,core_raw,64,谷物/坚果,稻米,1,1,verified,53,核心原生食材
65,青豆,core_raw,65,蔬菜,鲜豆,1,1,verified,36,核心原生食材
66,肥牛,core_raw,66,畜肉,牛,1,1,verified,78,核心原生食材
67,菠萝,core_raw,67,水果,热带水果,1,1,verified,25,核心原生食材
68,海带,core_raw,68,菌菇藻类,藻类,1,1,verified,46,核心原生食材
69,西葫芦,core_raw,69,蔬菜,其他蔬菜,1,1,verified,62,核心原生食材
70,娃娃菜,core_raw,70,蔬菜,叶菜,1,1,verified,109,核心原生食材
71,鸡翅,core_raw,71,禽肉,鸡,1,1,verified,70,核心原生食材
72,蛋黄,core_raw,72,蛋类,其他蛋类,1,1,verified,5,核心原生食材
73,芋头,core_raw,73,蔬菜,其他蔬菜,1,1,verified,28,核心原生食材
74,彩椒,core_raw,74,蔬菜,瓜果,1,1,verified,49,核心原生食材
75,紫菜,core_raw,75,菌菇藻类,藻类,1,1,verified,32,核心原生食材
76,卷心菜,core_raw,76,蔬菜,叶菜,1,1,verified,68,核心原生食材
77,核桃仁,core_raw,77,水果,核果,1,1,verified,6,核心原生食材
78,鱿鱼,core_raw,78,水产,鱼,1,1,verified,51,核心原生食材
79,草鱼,core_raw,79,水产,鱼,1,1,verified,33,核心原生食材
80,蒜苗,core_raw,80,蔬菜,葱蒜,1,1,verified,159,核心原生食材
81,西芹,core_raw,81,蔬菜,根茎,1,1,verified,52,核心原生食材
82,牛腩,core_raw,82,畜肉,牛,1,1,verified,108,核心原生食材
83,杏鲍菇,core_raw,83,菌菇藻类,菌菇,1,1,verified,170,核心原生食材
84,豆角,core_raw,84,蔬菜,鲜豆,1,1,verified,114,核心原生食材
85,山药,core_raw,85,蔬菜,其他蔬菜,1,1,verified,44,核心原生食材
86,三文鱼,core_raw,86,水产,鱼,1,1,verified,10,核心原生食材
87,黄豆,core_raw,87,豆类,大豆,1,1,verified,43,核心原生食材
88,花蛤,core_raw,88,水产,贝,1,1,verified,47,核心原生食材
89,腰果,core_raw,89,谷物/坚果,坚果种子,1,1,verified,16,核心原生食材
90,牛油果,core_raw,90,水果,其他水果,1,1,verified,10,核心原生食材
91,米辣,core_raw,91,谷物/坚果,杂粮,1,1,verified,252,核心原生食材
92,豆芽,core_raw,92,蔬菜,鲜豆,1,1,verified,65,核心原生食材
93,干香菇,core_raw,93,菌菇藻类,菌菇,1,1,verified,84,核心原生食材
94,绿豆,core_raw,94,豆类,杂豆,1,1,verified,12,核心原生食材
95,朝天椒,core_raw,95,蔬菜,瓜果,1,1,verified,54,核心原生食材
96,莲藕,core_raw,96,蔬菜,根茎,1,1,verified,48,核心原生食材
97,甜玉米,core_raw,97,谷物/坚果,玉米,1,1,verified,16,核心原生食材
98,龙利鱼,core_raw,98,水产,鱼,1,1,verified,27,核心原生食材
99,紫甘蓝,core_raw,99,蔬菜,其他蔬菜,1,1,verified,15,核心原生食材
100,火龙果,core_raw,100,水果,热带水果,1,1,verified,7,核心原生食材
101,鹌鹑蛋,core_raw,101,蛋类,鹌鹑蛋,1,1,verified,40,核心原生食材
102,黑米,core_raw,102,谷物/坚果,稻米,1,1,verified,9,核心原生食材
103,口蘑,core_raw,103,菌菇藻类,菌菇,1,1,verified,55,核心原生食材
104,芦笋,core_raw,104,蔬菜,根茎,1,1,verified,71,核心原生食材
105,鸡翅根,core_raw,105,禽肉,鸡,1,1,verified,23,核心原生食材
106,香芹,core_raw,106,蔬菜,根茎,1,1,verified,38,核心原生食材
107,银耳,core_raw,107,菌菇藻类,菌菇,1,1,verified,17,核心原生食材
108,冬瓜,core_raw,108,蔬菜,瓜果,1,1,verified,107,核心原生食材
109,荷兰豆,core_raw,109,蔬菜,鲜豆,1,1,verified,64,核心原生食材
110,茄子,core_raw,110,蔬菜,瓜果,1,1,verified,286,核心原生食材
111,青辣椒,core_raw,111,蔬菜,瓜果,1,1,verified,67,核心原生食材
112,鸡爪,core_raw,112,禽肉,鸡,1,1,verified,41,核心原生食材
113,鳕鱼,core_raw,113,水产,鱼,1,1,verified,14,核心原生食材
114,红葱头,core_raw,114,蔬菜,葱蒜,1,1,verified,22,核心原生食材
115,青蒜,core_raw,115,蔬菜,葱蒜,1,1,verified,52,核心原生食材
116,栗子,core_raw,116,谷物/坚果,杂粮,1,1,verified,4,核心原生食材
117,薄荷,core_raw,117,蔬菜,叶菜,1,1,verified,5,核心原生食材
118,平菇,core_raw,118,菌菇藻类,菌菇,1,1,verified,49,核心原生食材
119,鹰嘴豆,core_raw,119,豆类,杂豆,1,1,verified,8,核心原生食材
120,百香果,core_raw,120,水果,热带水果,1,1,verified,9,核心原生食材
121,金枪鱼,core_raw,121,水产,鱼,1,1,verified,3,核心原生食材
122,莲子,core_raw,122,谷物/坚果,坚果种子,1,1,verified,14,核心原生食材
123,杭椒,core_raw,123,蔬菜,瓜果,1,1,verified,46,核心原生食材
124,葡萄,core_raw,124,水果,浆果,1,1,verified,1,核心原生食材
125,猪骨,core_raw,125,畜肉,猪,1,1,verified,9,核心原生食材
126,鲫鱼,core_raw,126,水产,鱼,1,1,verified,63,核心原生食材
127,小米,core_raw,127,谷物/坚果,杂粮,1,1,verified,21,核心原生食材
128,薏米,core_raw,128,谷物/坚果,杂粮,1,1,verified,14,核心原生食材
129,毛豆,core_raw,129,蔬菜,鲜豆,1,1,verified,64,核心原生食材
130,花菜,core_raw,130,蔬菜,叶菜,1,1,verified,76,核心原生食材
131,马蹄,core_raw,131,蔬菜,其他蔬菜,1,1,verified,24,核心原生食材
132,海鲜菇,core_raw,132,水产,其他水产,1,1,verified,23,核心原生食材
133,白玉菇,core_raw,133,菌菇藻类,菌菇,1,1,verified,28,核心原生食材
134,蟹味菇,core_raw,134,菌菇藻类,菌菇,1,1,verified,24,核心原生食材
135,樱桃,core_raw,135,水果,核果,1,1,verified,3,核心原生食材
136,四季豆,core_raw,136,蔬菜,鲜豆,1,1,verified,69,核心原生食材
137,小白菜,core_raw,137,蔬菜,叶菜,1,1,verified,1,核心原生食材
138,绿豆芽,core_raw,138,蔬菜,鲜豆,1,1,verified,40,核心原生食材
139,黑豆,core_raw,139,豆类,大豆,1,1,verified,3,核心原生食材
140,羊排,core_raw,140,畜肉,羊,1,1,verified,17,核心原生食材
141,鸡中翅,core_raw,141,禽肉,鸡,1,1,verified,9,核心原生食材
142,秋葵,core_raw,142,蔬菜,其他蔬菜,1,1,verified,37,核心原生食材
143,三黄鸡,core_raw,143,禽肉,鸡,1,1,verified,26,核心原生食材
144,藜麦,core_raw,144,谷物/坚果,杂粮,1,1,verified,11,核心原生食材
145,莴笋,core_raw,145,蔬菜,根茎,1,1,verified,93,核心原生食材
146,桂圆,core_raw,146,水果,其他水果,1,1,verified,10,核心原生食材
147,茶树菇,core_raw,147,菌菇藻类,菌菇,1,1,verified,18,核心原生食材
148,大头菜,core_raw,148,蔬菜,叶菜,1,1,verified,14,核心原生食材
149,芹菜叶,core_raw,149,蔬菜,根茎,1,1,verified,7,核心原生食材
150,黄豆芽,core_raw,150,蔬菜,鲜豆,1,1,verified,30,核心原生食材
151,豇豆,core_raw,151,蔬菜,鲜豆,1,1,verified,44,核心原生食材
152,牛里脊,core_raw,152,畜肉,牛,1,1,verified,36,核心原生食材
153,黄花菜,core_raw,153,蔬菜,叶菜,1,1,verified,21,核心原生食材
154,橙子,core_raw,154,水果,柑橘,1,1,verified,2,核心原生食材
155,牛排,core_raw,155,畜肉,牛,1,1,verified,9,核心原生食材
156,鲈鱼,core_raw,156,水产,鱼,1,1,verified,24,核心原生食材
157,水果玉米,core_raw,157,谷物/坚果,玉米,1,1,verified,5,核心原生食材
158,大白菜,core_raw,158,蔬菜,叶菜,1,1,verified,1,核心原生食材
159,红心火龙果,core_raw,159,水果,热带水果,1,1,verified,2,核心原生食材
160,西瓜,core_raw,160,水果,瓜果,1,1,verified,1,核心原生食材
161,扇贝,core_raw,161,水产,贝,1,1,verified,21,核心原生食材
162,榛子,core_raw,162,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
163,糙米,core_raw,163,谷物/坚果,稻米,1,1,verified,5,核心原生食材
164,紫苏,core_raw,164,蔬菜,其他蔬菜,1,1,verified,21,核心原生食材
165,菜心,core_raw,165,蔬菜,叶菜,1,1,verified,23,核心原生食材
166,猕猴桃,core_raw,166,水果,核果,1,1,verified,3,核心原生食材
167,黑鱼,core_raw,167,水产,鱼,1,1,verified,16,核心原生食材
168,油麦菜,core_raw,168,蔬菜,叶菜,1,1,verified,48,核心原生食材
169,板栗,core_raw,169,谷物/坚果,坚果种子,1,1,verified,33,核心原生食材
170,椰子,core_raw,170,水果,热带水果,1,1,verified,4,核心原生食材
171,猪肝,core_raw,171,畜肉,猪,1,1,verified,45,核心原生食材
172,猪颈肉,core_raw,172,畜肉,猪,1,1,verified,3,核心原生食材
173,贝贝南瓜,core_raw,173,水产,贝,1,1,verified,7,核心原生食材
174,荔浦芋头,core_raw,174,薯芋,芋类,1,1,verified,10,核心原生食材
175,开心果,core_raw,175,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
176,芝麻菜,core_raw,176,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
177,无花果,core_raw,177,水果,其他水果,1,1,verified,7,核心原生食材
178,巴沙鱼,core_raw,178,水产,鱼,1,1,verified,26,核心原生食材
179,小辣椒,core_raw,179,蔬菜,瓜果,1,1,verified,1,核心原生食材
180,白菜叶,core_raw,180,蔬菜,叶菜,1,1,verified,13,核心原生食材
181,红尖椒,core_raw,181,蔬菜,瓜果,1,1,verified,37,核心原生食材
182,龙虾,core_raw,182,水产,虾,1,1,verified,28,核心原生食材
183,铁棍山药,core_raw,183,薯芋,薯类,1,1,verified,10,核心原生食材
184,冬笋,core_raw,184,蔬菜,根茎,1,1,verified,42,核心原生食材
185,小青菜,core_raw,185,蔬菜,叶菜,1,1,verified,1,核心原生食材
186,芸豆,core_raw,186,蔬菜,鲜豆,1,1,verified,18,核心原生食材
187,凤梨,core_raw,187,水果,仁果,1,1,verified,2,核心原生食材
188,黄桃,core_raw,188,水果,核果,1,1,verified,1,核心原生食材
189,海参,core_raw,189,水产,其他水产,1,1,verified,23,核心原生食材
190,松子,core_raw,190,谷物/坚果,坚果种子,1,1,verified,3,核心原生食材
191,羽衣甘蓝,core_raw,191,蔬菜,其他蔬菜,1,1,verified,1,核心原生食材
192,干海带,core_raw,192,水产,其他水产,1,1,verified,1,核心原生食材
193,指天椒,core_raw,193,蔬菜,瓜果,1,1,verified,18,核心原生食材
194,甜椒,core_raw,194,蔬菜,瓜果,1,1,verified,11,核心原生食材
195,木瓜,core_raw,195,水果,热带水果,1,1,verified,5,核心原生食材
196,榴莲,core_raw,196,水果,热带水果,1,1,verified,2,核心原生食材
197,牛腱子,core_raw,197,畜肉,牛,1,1,verified,9,核心原生食材
198,鲍鱼,core_raw,198,水产,贝,1,1,verified,33,核心原生食材
199,白蘑菇,core_raw,199,菌菇藻类,菌菇,1,1,verified,10,核心原生食材
200,南瓜籽,core_raw,200,蔬菜,瓜果,1,1,verified,1,核心原生食材
201,线椒,core_raw,201,蔬菜,瓜果,1,1,verified,36,核心原生食材
202,雪梨,core_raw,202,水果,仁果,1,1,verified,3,核心原生食材
203,梅花肉,core_raw,203,畜肉,其他畜肉,1,1,verified,16,核心原生食材
204,猪蹄,core_raw,204,畜肉,猪,1,1,verified,29,核心原生食材
205,大闸蟹,core_raw,205,水产,蟹,1,1,verified,6,核心原生食材
206,章鱼,core_raw,206,水产,鱼,1,1,verified,2,核心原生食材
207,皂角米,core_raw,207,谷物/坚果,杂粮,1,1,verified,2,核心原生食材
208,菜花,core_raw,208,蔬菜,叶菜,1,1,verified,26,核心原生食材
209,鸡毛菜,core_raw,209,蔬菜,叶菜,1,1,verified,6,核心原生食材
210,杨梅,core_raw,210,水果,核果,1,1,verified,1,核心原生食材
211,西柚,core_raw,211,水果,柑橘,1,1,verified,1,核心原生食材
212,童子鸡,core_raw,212,禽肉,鸡,1,1,verified,9,核心原生食材
213,橄榄,core_raw,213,水果,其他水果,1,1,verified,1,核心原生食材
214,橘子,core_raw,214,水果,柑橘,1,1,verified,1,核心原生食材
215,瘦猪肉,core_raw,215,畜肉,猪,1,1,verified,3,核心原生食材
216,老母鸡,core_raw,216,禽肉,鸡,1,1,verified,9,核心原生食材
217,松茸,core_raw,217,菌菇藻类,菌菇,1,1,verified,6,核心原生食材
218,裙带菜,core_raw,218,菌菇藻类,藻类,1,1,verified,7,核心原生食材
219,紫米,core_raw,219,谷物/坚果,稻米,1,1,verified,2,核心原生食材
220,春笋,core_raw,220,蔬菜,根茎,1,1,verified,34,核心原生食材
221,蒜苔,core_raw,221,蔬菜,葱蒜,1,1,verified,64,核心原生食材
222,韭黄,core_raw,222,蔬菜,葱蒜,1,1,verified,28,核心原生食材
223,柚子,core_raw,223,水果,柑橘,1,1,verified,1,核心原生食材
224,水蜜桃,core_raw,224,水果,核果,1,1,verified,1,核心原生食材
225,猪排,core_raw,225,畜肉,猪,1,1,verified,5,核心原生食材
226,乌鸡,core_raw,226,禽肉,鸡,1,1,verified,5,核心原生食材
227,扁豆,core_raw,227,蔬菜,鲜豆,1,1,verified,17,核心原生食材
228,沙姜,core_raw,228,蔬菜,根茎,1,1,verified,16,核心原生食材
229,百合,core_raw,229,蔬菜,其他蔬菜,1,1,verified,26,核心原生食材
230,紫苏叶,core_raw,230,蔬菜,其他蔬菜,1,1,verified,7,核心原生食材
231,蒜叶,core_raw,231,蔬菜,葱蒜,1,1,verified,23,核心原生食材
232,青萝卜,core_raw,232,蔬菜,根茎,1,1,verified,9,核心原生食材
233,荔枝,core_raw,233,水果,热带水果,1,1,verified,1,核心原生食材
234,大虾,core_raw,234,水产,虾,1,1,verified,24,核心原生食材
235,带鱼,core_raw,235,水产,鱼,1,1,verified,17,核心原生食材
236,鸡腿菇,core_raw,236,菌菇藻类,菌菇,1,1,verified,15,核心原生食材
237,瓜子仁,core_raw,237,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
238,甘蓝,core_raw,238,蔬菜,其他蔬菜,1,1,verified,6,核心原生食材
239,青尖椒,core_raw,239,蔬菜,瓜果,1,1,verified,22,核心原生食材
240,哈密瓜,core_raw,240,水果,瓜果,1,1,verified,2,核心原生食材
241,鸡翅中,core_raw,241,禽肉,鸡,1,1,verified,19,核心原生食材
242,鸭肉,core_raw,242,禽肉,鸭,1,1,verified,11,核心原生食材
243,鸭蛋,core_raw,243,蛋类,鸭蛋,1,1,verified,15,核心原生食材
244,生蚝,core_raw,244,水产,贝,1,1,verified,14,核心原生食材
245,黄花鱼,core_raw,245,水产,鱼,1,1,verified,19,核心原生食材
246,花菇,core_raw,246,菌菇藻类,菌菇,1,1,verified,13,核心原生食材
247,生燕麦,core_raw,247,谷物/坚果,小麦,1,1,verified,1,核心原生食材
248,白米,core_raw,248,谷物/坚果,杂粮,1,1,verified,2,核心原生食材
249,牛仔骨,core_raw,249,畜肉,牛,1,1,verified,2,核心原生食材
250,羊腿肉,core_raw,250,畜肉,羊,1,1,verified,10,核心原生食材
251,螺丝椒,core_raw,251,水产,贝,1,1,verified,9,核心原生食材
252,干木耳,core_raw,252,菌菇藻类,菌菇,1,1,verified,16,核心原生食材
253,南瓜子,core_raw,253,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
254,丝瓜,core_raw,254,蔬菜,瓜果,1,1,verified,85,核心原生食材
255,樱桃萝卜,core_raw,255,蔬菜,根茎,1,1,verified,1,核心原生食材
256,芥菜,core_raw,256,蔬菜,叶菜,1,1,verified,11,核心原生食材
257,茼蒿,core_raw,257,蔬菜,叶菜,1,1,verified,21,核心原生食材
258,蒜薹,core_raw,258,蔬菜,葱蒜,1,1,verified,18,核心原生食材
259,椰枣,core_raw,259,水果,核果,1,1,verified,2,核心原生食材
260,猪肋排,core_raw,260,畜肉,猪,1,1,verified,3,核心原生食材
261,鱿鱼须,core_raw,261,水产,鱼,1,1,verified,9,核心原生食材
262,黑虎虾,core_raw,262,水产,虾,1,1,verified,3,核心原生食材
263,花生仁,core_raw,263,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
264,空心菜,core_raw,264,蔬菜,叶菜,1,1,verified,30,核心原生食材
265,苦瓜,core_raw,265,蔬菜,瓜果,1,1,verified,85,核心原生食材
266,荠菜,core_raw,266,蔬菜,叶菜,1,1,verified,6,核心原生食材
267,桃子,core_raw,267,水果,核果,1,1,verified,2,核心原生食材
268,鸡脚,core_raw,268,禽肉,鸡,1,1,verified,2,核心原生食材
269,冬菇,core_raw,269,菌菇藻类,菌菇,1,1,verified,10,核心原生食材
270,香芋,core_raw,270,薯芋,芋类,1,1,verified,2,核心原生食材
271,赤小豆,core_raw,271,豆类,杂豆,1,1,verified,3,核心原生食材
272,三色藜麦,core_raw,272,谷物/坚果,杂粮,1,1,verified,4,核心原生食材
273,燕麦米,core_raw,273,谷物/坚果,小麦,1,1,verified,3,核心原生食材
274,泰椒,core_raw,274,蔬菜,瓜果,1,1,verified,8,核心原生食材
275,牛尾,core_raw,275,畜肉,牛,1,1,verified,8,核心原生食材
276,肥猪肉,core_raw,276,畜肉,猪,1,1,verified,5,核心原生食材
277,梭子蟹,core_raw,277,水产,蟹,1,1,verified,22,核心原生食材
278,泰国香米,core_raw,278,谷物/坚果,杂粮,1,1,verified,4,核心原生食材
279,白果,core_raw,279,谷物/坚果,杂粮,1,1,verified,3,核心原生食材
280,黑麦,core_raw,280,谷物/坚果,杂粮,1,1,verified,1,核心原生食材
281,小红椒,core_raw,281,蔬菜,瓜果,1,1,verified,1,核心原生食材
282,竹笋,core_raw,282,蔬菜,根茎,1,1,verified,18,核心原生食材
283,莴笋叶,core_raw,283,蔬菜,根茎,1,1,verified,4,核心原生食材
284,蚕豆,core_raw,284,蔬菜,鲜豆,1,1,verified,20,核心原生食材
285,黄椒,core_raw,285,蔬菜,瓜果,1,1,verified,4,核心原生食材
286,扁桃仁,core_raw,286,水果,核果,1,1,verified,1,核心原生食材
287,猪后腿肉,core_raw,287,畜肉,猪,1,1,verified,4,核心原生食材
288,猪皮,core_raw,288,畜肉,猪,1,1,verified,11,核心原生食材
289,猪脚,core_raw,289,畜肉,猪,1,1,verified,1,核心原生食材
290,菲力牛排,core_raw,290,畜肉,牛,1,1,verified,1,核心原生食材
291,小龙虾,core_raw,291,水产,虾,1,1,verified,1,核心原生食材
292,螃蟹,core_raw,292,水产,蟹,1,1,verified,17,核心原生食材
293,黄鱼,core_raw,293,水产,鱼,1,1,verified,8,核心原生食材
294,草菇,core_raw,294,菌菇藻类,菌菇,1,1,verified,16,核心原生食材
295,红小豆,core_raw,295,豆类,杂豆,1,1,verified,3,核心原生食材
296,红腰豆,core_raw,296,豆类,杂豆,1,1,verified,2,核心原生食材
297,香米,core_raw,297,谷物/坚果,杂粮,1,1,verified,1,核心原生食材
298,黑糯米,core_raw,298,谷物/坚果,稻米,1,1,verified,2,核心原生食材
299,南姜,core_raw,299,蔬菜,根茎,1,1,verified,6,核心原生食材
300,干葱,core_raw,300,蔬菜,葱蒜,1,1,verified,2,核心原生食材
301,美人椒,core_raw,301,蔬菜,瓜果,1,1,verified,4,核心原生食材
302,荸荠,core_raw,302,蔬菜,其他蔬菜,1,1,verified,3,核心原生食材
303,桑葚,core_raw,303,水果,浆果,1,1,verified,1,核心原生食材
304,黑加仑,core_raw,304,水果,其他水果,1,1,verified,1,核心原生食材
305,梅头肉,core_raw,305,畜肉,其他畜肉,1,1,verified,3,核心原生食材
306,羊蝎子,core_raw,306,畜肉,羊,1,1,verified,2,核心原生食材
307,鸭翅,core_raw,307,禽肉,鸭,1,1,verified,2,核心原生食材
308,鹅肝,core_raw,308,禽肉,鹅,1,1,verified,1,核心原生食材
309,墨鱼,core_raw,309,水产,鱼,1,1,verified,8,核心原生食材
310,昆布,core_raw,310,菌菇藻类,菌菇,1,1,verified,1,核心原生食材
311,白芸豆,core_raw,311,豆类,杂豆,1,1,verified,2,核心原生食材
312,瓜子,core_raw,312,谷物/坚果,坚果种子,1,1,verified,1,核心原生食材
313,甜豆,core_raw,313,蔬菜,鲜豆,1,1,verified,8,核心原生食材
314,石榴,core_raw,314,水果,浆果,1,1,verified,1,核心原生食材
315,八爪鱼,core_raw,315,水产,鱼,1,1,verified,5,核心原生食材
316,比目鱼,core_raw,316,水产,鱼,1,1,verified,3,核心原生食材
317,银鱼,core_raw,317,水产,鱼,1,1,verified,6,核心原生食材
318,羊肚菌,core_raw,318,菌菇藻类,菌菇,1,1,verified,7,核心原生食材
319,血糯米,core_raw,319,谷物/坚果,稻米,1,1,verified,2,核心原生食材
320,菜叶,core_raw,320,蔬菜,叶菜,1,1,verified,1,核心原生食材
321,猪肚,core_raw,321,畜肉,猪,1,1,verified,15,核心原生食材
322,鸭血,core_raw,322,禽肉,鸭,1,1,verified,22,核心原生食材
323,罗非鱼,core_raw,323,水产,鱼,1,1,verified,6,核心原生食材
324,鲤鱼,core_raw,324,水产,鱼,1,1,verified,7,核心原生食材
325,粳米,core_raw,325,谷物/坚果,稻米,1,1,verified,1,核心原生食材
326,芋艿,core_raw,326,蔬菜,其他蔬菜,1,1,verified,6,核心原生食材
327,苋菜,core_raw,327,蔬菜,叶菜,1,1,verified,11,核心原生食材
328,猪血,core_raw,328,畜肉,猪,1,1,verified,4,核心原生食材
329,鸭掌,core_raw,329,禽肉,鸭,1,1,verified,1,核心原生食材
330,河虾,core_raw,330,水产,虾,1,1,verified,19,核心原生食材
331,淡菜,core_raw,331,水产,其他水产,1,1,verified,2,核心原生食材
332,鲅鱼,core_raw,332,水产,鱼,1,1,verified,11,核心原生食材
333,竹荪,core_raw,333,菌菇藻类,菌菇,1,1,verified,10,核心原生食材
334,松仁,core_raw,334,谷物/坚果,杂粮,1,1,verified,1,核心原生食材
335,水萝卜,core_raw,335,蔬菜,根茎,1,1,verified,3,核心原生食材
336,豌豆尖,core_raw,336,蔬菜,鲜豆,1,1,verified,5,核心原生食材
337,香椿,core_raw,337,蔬菜,其他蔬菜,1,1,verified,30,核心原生食材
338,牛柳,core_raw,338,畜肉,牛,1,1,verified,9,核心原生食材
339,猪小排,core_raw,339,畜肉,猪,1,1,verified,2,核心原生食材
340,鸡胗,core_raw,340,禽肉,鸡,1,1,verified,34,核心原生食材
341,海虾,core_raw,341,水产,虾,1,1,verified,6,核心原生食材
342,蛏子,core_raw,342,水产,其他水产,1,1,verified,14,核心原生食材
343,刀豆,core_raw,343,蔬菜,鲜豆,1,1,verified,2,核心原生食材
344,莴苣,core_raw,344,蔬菜,叶菜,1,1,verified,15,核心原生食材
