id,original_name,cleaned_name,changed,rules
5,西红柿肥牛汤（2人食快手菜）,西红柿肥牛汤,1,删除括号说明
15,紫菜蛋花汤,紫菜蛋花汤,0,未修改
19,水煮鱼,水煮鱼,0,未修改
44,爆炒假鲍鱼,爆炒假鲍鱼,0,未修改
51,咖喱鸡肉饭,咖喱鸡肉饭,0,未修改
68,超美味的西红柿蛋汤,西红柿蛋汤,1,删除营销定语
77,爽脆萝卜条,爽脆萝卜条,0,未修改
112,水煮海螺（附海螺的挑选方法）,水煮海螺,1,删除括号说明
134,醋溜白菜,醋溜白菜,0,未修改
135,下饭菜-豆角肉丁,豆角肉丁,1,删除分类前缀
138,广式香菇滑鸡包,广式香菇滑鸡包,0,未修改
166,不破皮红烧鳊鱼（含去腥大法）,不破皮红烧鳊鱼,1,删除括号说明
185,无油不用炒超快手健康简单蒸鸡腿&（延展-鸡丝面条）,蒸鸡腿,1,删除括号说明；删除营销定语
192,糖醋排骨,糖醋排骨,0,未修改
197,牛腩炖萝卜,牛腩炖萝卜,0,未修改
235,芹菜香干,芹菜香干,0,未修改
238,啤酒🍻三黄鸡,啤酒三黄鸡,1,删除装饰符号
263,茶树菇炖鸡,茶树菇炖鸡,0,未修改
265,鲜甜美味的蛤蜊丝瓜汤,蛤蜊丝瓜汤,1,删除营销定语
283,蒜香味儿咸芥菜疙瘩丝,蒜香味儿咸芥菜疙瘩丝,0,未修改
335,一道搞定汤和菜！清甜无花果丝瓜浸鸡煲,无花果丝瓜浸鸡煲,1,删除场景引导语；删除营销定语
349,红烧鸡腿肉,红烧鸡腿肉,0,未修改
366,猪皮冻,猪皮冻,0,未修改
368,䕨椒鲢鱼块,䕨椒鲢鱼块,0,未修改
375,家常烧茄子,家常烧茄子,0,未修改
400,老黄瓜炖泥鳅,老黄瓜炖泥鳅,0,未修改
413,莲藕焖排骨,莲藕焖排骨,0,未修改
415,川式青笋木耳炒肉片儿,川式青笋木耳炒肉片儿,0,未修改
418,独家鲜嫩豉汁爆炒花甲,鲜嫩豉汁爆炒花甲,1,删除营销定语
427,什锦凉拌菜,什锦凉拌菜,0,未修改
430,鲗鱼淮山汤,鲗鱼淮山汤,0,未修改
436,夏季四宝,夏季四宝,0,未修改
445,干蛤蜊拌菠菜,干蛤蜊拌菠菜,0,未修改
454,雪菜炒鸡,雪菜炒鸡,0,未修改
469,[原创] 泡椒魔芋这样做简直绝了，非常下饭,泡椒魔芋,1,删除开头标签；删除说明性后缀
490,下饭菜：生炒鸡块,生炒鸡块,1,删除分类前缀
504,【杭椒牛肉】快手下饭菜,杭椒牛肉,1,展开标题方括号；删除版本后缀
526,烤柠檬拌西兰花,烤柠檬拌西兰花,0,未修改
532,咸鱼茄子煲,咸鱼茄子煲,0,未修改
542,牛肉炒芦笋（少油版）,牛肉炒芦笋,1,删除括号说明
595,超简单的烂肉豌豆,烂肉豌豆,1,删除营销定语
596,白切莲藕,白切莲藕,0,未修改
612,豆腐蒸蛋,豆腐蒸蛋,0,未修改
625,白萝卜羊排汤,白萝卜羊排汤,0,未修改
627,家常红烧带鱼,家常红烧带鱼,0,未修改
670,芙蓉鲜蔬汤,芙蓉鲜蔬汤,0,未修改
696,超级下饭的红烧臭豆腐,红烧臭豆腐,1,删除营销定语
728,家常番茄土豆炖牛腩,家常番茄土豆炖牛腩,0,未修改
768,红焖猪蹄,红焖猪蹄,0,未修改
780,麻辣爆牛肚,麻辣爆牛肚,0,未修改
783,青椒炒肉,青椒炒肉,0,未修改
789,香滋滋的鸡蛋豆腐煲,香滋滋的鸡蛋豆腐煲,0,未修改
791,腐乳烧鸡块,腐乳烧鸡块,0,未修改
796,黄焖鸡米饭 家常版本 很入味~,黄焖鸡米饭,1,删除版本后缀
818,萝卜清炖牛筋#秋季保胃战#,萝卜清炖牛筋,1,删除话题说明
839,青椒炒茄子炒黑木耳,青椒炒茄子炒黑木耳,0,未修改
857,滑蛋虾仁,滑蛋虾仁,0,未修改
907,在家自己动手做的美味肉蟹煲,肉蟹煲,1,删除场景定语
915,火爆大头菜,火爆大头菜,0,未修改
936,韭菜炒蛋,韭菜炒蛋,0,未修改
961,咸蛋黄鸡翅,咸蛋黄鸡翅,0,未修改
975,【孕妇食谱】葱爆羊肉，香而不膻，超级下饭～,葱爆羊肉,1,删除开头标签；删除宣传后句
976,鱼皮不破的家常鱼,鱼皮不破的家常鱼,0,未修改
978,懒人欺骗餐电饭煲鸡腿鸡翅🐧清淡口味减脂餐,电饭煲鸡腿鸡翅清淡口味减脂餐,1,删除营销定语；删除装饰符号
981,东北炖酸菜,东北炖酸菜,0,未修改
994,砂锅玉米炖猪脚,砂锅玉米炖猪脚,0,未修改
1035,红烧三文鱼,红烧三文鱼,0,未修改
1072,鬼火绿（咸鸭蛋炒辣椒）,鬼火绿,1,删除括号说明
1092,挑食宝宝光盘青瓜胡萝卜卷,青瓜胡萝卜卷,1,删除场景定语
1101,清炒莴苣丝,清炒莴苣丝,0,未修改
1130,【跟我做不会错】咖喱鸡盖饭，下饭神器，一学就会！,咖喱鸡盖饭,1,删除开头标签；删除说明性后缀；删除宣传后句
1131,葱头蒜苔炒鸡蛋,葱头蒜苔炒鸡蛋,0,未修改
1165,白菜豆腐炖粉条,白菜豆腐炖粉条,0,未修改
1185,茭白炒毛豆,茭白炒毛豆,0,未修改
1189,别样韭黄炒牛肉,韭黄炒牛肉,1,删除营销定语
1216,豆瓣酱青豆,豆瓣酱青豆,0,未修改
1236,快手西红柿炒鸡蛋,西红柿炒鸡蛋,1,删除营销定语
1247,“超下饭”的鱿鱼焖豆腐,鱿鱼焖豆腐,1,删除营销定语
1249,蒜苔炒肉,蒜苔炒肉,0,未修改
1256,两步搞定的凉拌云丝,凉拌云丝,1,删除场景定语
1292,家常快手菜 梅香咸鱼蒸猪肉 广东风味 下饭菜 手残必备,家常快手菜 梅香咸鱼蒸猪肉 广东风味 下饭菜 手残必备,0,未修改
1322,家庭版黄焖鸡（2人份）,黄焖鸡,1,删除括号说明；删除场景定语
1331,木耳炒肉,木耳炒肉,0,未修改
1378,韭菜炒鸡蛋,韭菜炒鸡蛋,0,未修改
1451,清炒花蛤,清炒花蛤,0,未修改
1477,蒸鸡蛋糕/蒸蛋羹🥣,蒸鸡蛋糕/蒸蛋羹,1,删除装饰符号
1479,独家私房菜之麻辣鸭脖,私房菜之麻辣鸭脖,1,删除营销定语
1499,美味八爪鱼,八爪鱼,1,删除营销定语
1503,椒盐大虾（酥酥酥）,椒盐大虾,1,删除括号说明
1514,酸菜豆腐昂公鱼汤,酸菜豆腐昂公鱼汤,0,未修改
1517,椒盐沙虾,椒盐沙虾,0,未修改
1522,芦笋茭白炒五花肉,芦笋茭白炒五花肉,0,未修改
1535,黄豆腐炒韭菜,黄豆腐炒韭菜,0,未修改
1551,雪菜山药秋葵(小厨娘淮扬菜),雪菜山药秋葵,1,删除括号说明
1578,菜包肉虾,菜包肉虾,0,未修改
1630,青椒笋丝炒牛肉,青椒笋丝炒牛肉,0,未修改
1645,家常小炒肉,家常小炒肉,0,未修改
1678,香椿炒蛋,香椿炒蛋,0,未修改
1694,包心菜鸡蛋炒粉丝,包心菜鸡蛋炒粉丝,0,未修改
1696,简单易学～麻辣豆腐～麻婆豆腐～多吃一碗饭,麻辣豆腐～麻婆豆腐～多吃一碗饭,1,删除营销定语
1707,烧鸡公,烧鸡公,0,未修改
1722,黑椒杏鲍菇炒培根,黑椒杏鲍菇炒培根,0,未修改
1725,家常菜｜青椒炒鸡蛋 微辣咸香,青椒炒鸡蛋 微辣咸香,1,删除分类前缀
1761,炒土豆片,炒土豆片,0,未修改
1763,茄汁鸡肉丸,茄汁鸡肉丸,0,未修改
1768,青椒火腿炒蛋,青椒火腿炒蛋,0,未修改
1794,超级简单无敌好吃的虎皮尖椒,虎皮尖椒,1,删除营销定语
1802,亲子丼（无味淋版）,亲子丼,1,删除括号说明
1823,白菜猪肉炖粉条,白菜猪肉炖粉条,0,未修改
1845,香干香肠炒青椒（老干妈香辣版）,香干香肠炒青椒,1,删除括号说明
1856,无敌好吃又下饭的梅花肉煲豆腐,又下饭的梅花肉煲豆腐,1,删除营销定语
1877,酱烧雷笋,酱烧雷笋,0,未修改
1884,茄汁大虾肉质鲜嫩 酸甜美味既开胃又下饭,茄汁大虾肉质鲜嫩 酸甜美味既开胃又下饭,0,未修改
1901,莲藕绿豆汤,莲藕绿豆汤,0,未修改
1910,蒜蓉开背虾,蒜蓉开背虾,0,未修改
1917,孜然羊肉片,孜然羊肉片,0,未修改
1987,宫爆鸡丁,宫爆鸡丁,0,未修改
2002,广式豆豉蒸排骨,广式豆豉蒸排骨,0,未修改
2003,蟹黄豆腐羹,蟹黄豆腐羹,0,未修改
2005,盐水河虾,盐水河虾,0,未修改
2010,鸡胸肉🐔豌豆🥕胡萝卜丁,鸡胸肉豌豆胡萝卜丁,1,删除装饰符号
2011,白灼西兰花🥦,白灼西兰花,1,删除装饰符号
2023,番茄海鲜汤泡饭,番茄海鲜汤泡饭,0,未修改
2024,水煮牛肉,水煮牛肉,0,未修改
2029,东坡肉,东坡肉,0,未修改
2042,肉末粉丝娃娃菜,肉末粉丝娃娃菜,0,未修改
2044,猪肉酸菜馅儿饺子,猪肉酸菜馅儿饺子,0,未修改
2045,拿肉也不换之素炒香菇,拿肉也不换之素炒香菇,0,未修改
2085,炒空心菜,炒空心菜,0,未修改
2139,«昨日的美食»三文鱼焖饭常见食材复刻,«昨日的美食»三文鱼焖饭常见食材复刻,0,未修改
2147,乾隆白菜,乾隆白菜,0,未修改
2185,凉拌菠菜,凉拌菠菜,0,未修改
2195,凉拌萝卜丝,凉拌萝卜丝,0,未修改
2203,烧烤拼盘-豆角，鱼丸，冻豆腐，馒头片,烧烤拼盘-豆角,1,删除宣传后句
2205,🐙章鱼足家常炒面，一整条大章鱼足！,章鱼足家常炒面,1,删除宣传后句；删除装饰符号
2248,减脂美味—洋葱牛肉炒金针菇,洋葱牛肉炒金针菇,1,删除营销定语
2253,咸肉末蒸蛋,咸肉末蒸蛋,0,未修改
2330,【酸萝卜老鸭汤】酸汤就是爽口,酸萝卜老鸭汤 酸汤就是爽口,1,展开标题方括号
2335,软嫩鲜香豆腐,软嫩鲜香豆腐,0,未修改
2355,家常炒红苋菜做法,家常炒红苋菜做法,0,未修改
2364,海南鸡饭,海南鸡饭,0,未修改
2366,炒土豆丝（辣）,炒土豆丝,1,删除括号说明
2389,白萝卜羊肉汤,白萝卜羊肉汤,0,未修改
2399,黄瓜炒火腿,黄瓜炒火腿,0,未修改
2407,玉米胡萝卜羊骨汤,玉米胡萝卜羊骨汤,0,未修改
2417,迷迭香美食| 地三鲜,迷迭香美食| 地三鲜,0,未修改
2418,健康芦笋炒牛肉,芦笋炒牛肉,1,删除营销定语
2426,家常豆角土豆,家常豆角土豆,0,未修改
2428,亮仔白灼虾,亮仔白灼虾,0,未修改
2434,蒸排骨（懒人做法）,蒸排骨,1,删除括号说明
2435,肉末扁豆,肉末扁豆,0,未修改
2454,黄金玉米烙,黄金玉米烙,0,未修改
2461,青椒洋葱炒牛肉,青椒洋葱炒牛肉,0,未修改
2491,两人餐红烧鸡块,两人餐红烧鸡块,0,未修改
2492,开胃洋葱炒鸭珍,开胃洋葱炒鸭珍,0,未修改
2539,姜葱爆鸭丝,姜葱爆鸭丝,0,未修改
2540,吃出炒鸡味道的肉沫粉条,吃出炒鸡味道的肉沫粉条,0,未修改
2543,豉油清蒸鱼 清蒸鲈鱼,豉油清蒸鱼 清蒸鲈鱼,0,未修改
2548,三色虾仁,三色虾仁,0,未修改
2552,成不成靠运气做土豆🥔,成不成靠运气做土豆,1,删除装饰符号
2560,辣椒炒牛肉🐮鸡蛋干🐔,辣椒炒牛肉鸡蛋干,1,删除装饰符号
2578,清蒸鲫鱼,清蒸鲫鱼,0,未修改
2617,广式蒸排骨,广式蒸排骨,0,未修改
2633,胡萝卜炒牛肉丸 霹雳乱炒，碰撞美味 简单随心做,胡萝卜炒牛肉丸 霹雳乱炒,1,删除宣传后句
2644,百分百成功的超美味红烧桂鱼,百分百成功的超美味红烧桂鱼,0,未修改
2665,做着方便吃着顺口的黑椒金蒜牛肉粒,做着方便吃着顺口的黑椒金蒜牛肉粒,0,未修改
2674,零失敗的電飯煲煮台式高麗菜飯,零失敗的電飯煲煮台式高麗菜飯,0,未修改
2681,豆瓣鲫鱼,豆瓣鲫鱼,0,未修改
2752,荷兰豆炒香肠（保持清脆碧绿的小秘密）,荷兰豆炒香肠,1,删除括号说明
2755,毛豆炒仔鸡,毛豆炒仔鸡,0,未修改
2762,姜丝热黄酒-2018年夜饭【曼食慢语】,姜丝热黄酒-2018年夜饭【曼食慢语】,0,未修改
2779,红烧肉卤蛋,红烧肉卤蛋,0,未修改
2795,家常酸菜鱼,家常酸菜鱼,0,未修改
2815,【正宗鲁菜】终极米饭杀手黄焖鸡,正宗鲁菜 终极米饭杀手黄焖鸡,1,展开标题方括号
2859,「鲜虾豆腐汤」,「鲜虾豆腐汤」,0,未修改
2860,家常什锦豆腐,家常什锦豆腐,0,未修改
2897,【南风私房菜】快手葱烤肉,南风私房菜 快手葱烤肉,1,展开标题方括号
2919,上班族带什么上班吃呢？超级方便的红烧冬瓜,上班族带什么上班吃呢？超级方便的红烧冬瓜,0,未修改
2948,『凡岁』农家小炒肉(牛肉版),『凡岁』农家小炒肉,1,删除括号说明
2978,爆炒牛肉,爆炒牛肉,0,未修改
2984,赛螃蟹,赛螃蟹,0,未修改
3011,干锅有机花菜（快手）,干锅有机花菜,1,删除括号说明
3025,番茄巴沙鱼,番茄巴沙鱼,0,未修改
3034,糟卤蒸鱼,糟卤蒸鱼,0,未修改
3036,一次就上瘾的麻酱拌面麻酱凉面根本停不下来,一次就上瘾的麻酱拌面麻酱凉面根本停不下来,0,未修改
3064,「醋溜娃娃菜」爽口开胃，家常快手菜,「醋溜娃娃菜」爽口开胃,1,删除宣传后句
3071,菜脯肉碎虾松蒸豆腐,菜脯肉碎虾松蒸豆腐,0,未修改
3081,蒜蓉茼蒿,蒜蓉茼蒿,0,未修改
3095,红烧鸡腿,红烧鸡腿,0,未修改
3138,面拖蟹,面拖蟹,0,未修改
3210,南乳炒豆角,南乳炒豆角,0,未修改
3212,墨鱼笋丝土鸡汤,墨鱼笋丝土鸡汤,0,未修改
3218,青椒西红柿炒鸡蛋,青椒西红柿炒鸡蛋,0,未修改
3257,香椿炒鸡蛋,香椿炒鸡蛋,0,未修改
3258,家常版黄焖鸡,黄焖鸡,1,删除场景定语
3273,莴笋烧圆子,莴笋烧圆子,0,未修改
3337,酸豆角炒鸡杂,酸豆角炒鸡杂,0,未修改
3371,荷包蛋煎豆腐（这样做最下饭）,荷包蛋煎豆腐,1,删除括号说明
3378,超快手家常-豇豆炒肉,家常-豇豆炒肉,1,删除营销定语
3383,豆角胡萝卜炒鸡胸肉,豆角胡萝卜炒鸡胸肉,0,未修改
3468,酸菜鱼火锅,酸菜鱼火锅,0,未修改
3516,土豆香菇炖鸡,土豆香菇炖鸡,0,未修改
3521,蒸菜，无油版下饭菜—香菇酿肉,蒸菜,1,删除宣传后句
3560,酸汤肥牛（初学者）,酸汤肥牛,1,删除括号说明
3579,牛骨汤(懒人版),牛骨汤,1,删除括号说明
3585,“无油”版 | 烧茄子（借鉴-美食家大雄）,版 | 烧茄子,1,删除括号说明；删除营销定语
3609,西芹炒牛肉,西芹炒牛肉,0,未修改
3633,咸蛋黄鸡翅,咸蛋黄鸡翅,0,未修改
3645,豇豆焖饭（伊莱特能量土锅）,豇豆焖饭,1,删除括号说明
3649,炒薯粉,炒薯粉,0,未修改
3653,剁椒芋艿,剁椒芋艿,0,未修改
3684,【湘菜】经典凉拌萝卜皮,湘菜 经典凉拌萝卜皮,1,展开标题方括号
3702,象拔蚌胆粥（伊莱特能量土锅）,象拔蚌胆粥,1,删除括号说明
3733,香蕉苦瓜（减肥）,香蕉苦瓜,1,删除括号说明
3750,超级简单快手的清炒胡萝卜青豆甜玉米,清炒胡萝卜青豆甜玉米,1,删除营销定语
3757,莴笋炒腊肉,莴笋炒腊肉,0,未修改
3761,青椒洋葱炒土豆,青椒洋葱炒土豆,0,未修改
3771,凉拌黄瓜鸡蛋,凉拌黄瓜鸡蛋,0,未修改
3782,青蒜炒肉,青蒜炒肉,0,未修改
3786,✨蚝油上海青💚要多吃蔬菜哦～,蚝油上海青要多吃蔬菜哦,1,删除装饰符号
3789,［记录］豆角焖面 蒸卤面 蒸面条（挂面版本）方便一锅出,［记录］豆角焖面 蒸卤面 蒸面条方便一锅出,1,删除括号说明
3800,蒜蓉粉丝茄子,蒜蓉粉丝茄子,0,未修改
3811,南乳藕片,南乳藕片,0,未修改
3856,番茄炖牛腩（电压力锅一锅乱炖版）,番茄炖牛腩,1,删除括号说明
3877,金菇五花腩,金菇五花腩,0,未修改
3891,补血炒鸭血,补血炒鸭血,0,未修改
3922,牛肉丸北非蛋,牛肉丸北非蛋,0,未修改
3952,五分钟营养小口蘑炒鸡蛋，适合小孩，大人也绝对爱吃,五分钟营养小口蘑炒鸡蛋,1,删除宣传后句
4032,花甲粉丝,花甲粉丝,0,未修改
4052,《中餐厅4》—酸奶小丸子,中餐厅4—酸奶小丸子,1,未修改
4062,蒜蓉鲍鱼,蒜蓉鲍鱼,0,未修改
4069,椒麻鱼（家常版）,椒麻鱼,1,删除括号说明
4070,炒三丁，超强下饭菜,炒三丁,1,删除宣传后句
4087,青菜炒尤鱼,青菜炒尤鱼,0,未修改
4107,白菜炒粉条,白菜炒粉条,0,未修改
4150,香辣凉拌皮蛋，巨下饭的家常菜,香辣凉拌皮蛋,1,删除宣传后句
4154,红烧鸡块,红烧鸡块,0,未修改
4185,山药炒肉片,山药炒肉片,0,未修改
4190,大蒜鸡蛋牛油果夹馒头,大蒜鸡蛋牛油果夹馒头,0,未修改
4223,鲜嫩爽滑的【菌菇丝瓜蛋羹汤】,鲜嫩爽滑的【菌菇丝瓜蛋羹汤】,0,未修改
4227,快手拌秋葵茄子,拌秋葵茄子,1,删除营销定语
4246,笋干腊肉,笋干腊肉,0,未修改
4284,蒸多宝鱼，简单好吃好做的家常菜，除泥腥味的好办法,蒸多宝鱼,1,删除宣传后句
4316,风琴土豆—🥔最好吃的土豆做法没有之一,风琴土豆—最好吃的土豆做法没有之一,1,删除装饰符号
4322,照烧鸡腿饭,照烧鸡腿饭,0,未修改
4327,蒜苗炒游鱼,蒜苗炒游鱼,0,未修改
4368,清炒丝瓜,清炒丝瓜,0,未修改
4374,家常青蛙/泡椒仔娃,家常青蛙/泡椒仔娃,0,未修改
4384,【孕妇食谱】红薯疙瘩汤，营养美味易消化，连吃三天不会腻！,红薯疙瘩汤,1,删除开头标签；删除宣传后句
4390,"爱心盒饭便当3
白米饭+红烧鸡翅+蚝油圆生菜",爱心盒饭便当3 白米饭+红烧鸡翅+蚝油圆生菜,1,未修改
4391,蒜苗爆炒牛肉丝,蒜苗爆炒牛肉丝,0,未修改
4400,芥蓝菜腊肉,芥蓝菜腊肉,0,未修改
4430,不会做红烧鱼的妈妈不是好老婆,不会做红烧鱼的妈妈不是好老婆,0,未修改
4450,养生鸡汤虫草花之西洋参,养生鸡汤虫草花之西洋参,0,未修改
4457,鸡蛋炒肉,鸡蛋炒肉,0,未修改
4489,简单好吃下饭菜—梅菜扣肉,菜—梅菜扣肉,1,删除营销定语
4537,暖胃爽滑的番茄虾滑,暖胃爽滑的番茄虾滑,0,未修改
4569,茶树菇玉米排骨汤,茶树菇玉米排骨汤,0,未修改
4602,椒丝洋葱炒肉片,椒丝洋葱炒肉片,0,未修改
4620,干锅花菜,干锅花菜,0,未修改
4631,快手韩式辣萝卜丝,韩式辣萝卜丝,1,删除营销定语
4644,红酒焖口条,红酒焖口条,0,未修改
4655,糖醋藕片,糖醋藕片,0,未修改
4683,【汐汐家常】简单快手·素炒面,素炒面,1,删除开头标签；删除营销定语
4707,东南亚口味 南瓜特调酱汁拌意大利面,东南亚口味 南瓜特调酱汁拌意大利面,0,未修改
4720,🔥 烤箱版de蒜蓉&芝士焗生蚝🦪‼️简单味浓‼️,烤箱版de蒜蓉&芝士焗生蚝‼️简单味浓‼️,1,删除装饰符号
4750,解锁夜宵店之爆炒花甲（超香辣）,解锁夜宵店之爆炒花甲,1,删除括号说明
4758,少油绝味手撕包菜,绝味手撕包菜,1,删除营销定语
4766,韭菜花炒鱿鱼须,韭菜花炒鱿鱼须,0,未修改
4777,竹荪上汤娃娃菜,竹荪上汤娃娃菜,0,未修改
4806,鲫鱼豆腐汤，好喝又好看😊,鲫鱼豆腐汤,1,删除宣传后句
4821,米酒豆豉蒸鲻鱼（一步菜、智能无油烟版）,米酒豆豉蒸鲻鱼,1,删除括号说明
4851,斋菜这样煮也好吃“花生金瓜杏鲍菇一家亲”,斋菜这样煮也好吃花生金瓜杏鲍菇一家亲,1,未修改
4901,青椒杏鲍菇,青椒杏鲍菇,0,未修改
4906,白菜炒平菇,白菜炒平菇,0,未修改
4915,鸡胸肉炒芦笋,鸡胸肉炒芦笋,0,未修改
4958,自制酒酿,酒酿,1,删除营销定语
4975,土豆红萝卜炖牛肉,土豆红萝卜炖牛肉,0,未修改
5018,不加油的豆豉剁椒蒸排骨,不加油的豆豉剁椒蒸排骨,0,未修改
5047,水煮鱼片,水煮鱼片,0,未修改
5056,香辣黄豆焖猪脚,香辣黄豆焖猪脚,0,未修改
5117,【家常菜】上海红烧大排,上海红烧大排,1,删除开头标签
5123,蒜蓉粉丝蒸丝瓜,蒜蓉粉丝蒸丝瓜,0,未修改
5128,电饭煲菜饭,电饭煲菜饭,0,未修改
5146,清炒双菇,清炒双菇,0,未修改
5147,羊肉包子,羊肉包子,0,未修改
5217,超级简单的什锦炒饭,什锦炒饭,1,删除营销定语
5245,简易版—孜然火腿炒馒头粒儿,简易版—孜然火腿炒馒头粒儿,0,未修改
5272,葱菇焖豆腐,葱菇焖豆腐,0,未修改
5296,五彩酱汁肉丁,五彩酱汁肉丁,0,未修改
5317,鸡蛋包豆腐,鸡蛋包豆腐,0,未修改
5343,蒜蓉空心菜,蒜蓉空心菜,0,未修改
5356,超下饭的香菇肉沫豆腐,香菇肉沫豆腐,1,删除营销定语
5375,红膏蟹糊,红膏蟹糊,0,未修改
5418,大鱼头豆腐汤,大鱼头豆腐汤,0,未修改
5432,35分钟快手一锅三菜 火腿鸡汁娃娃菜 手撕鸡 糯米虾球（厨房小白也可以轻松驾驭 玛捷斯版）,35分钟快手一锅三菜 火腿鸡汁娃娃菜 手撕鸡 糯米虾球,1,删除括号说明
5434,孜然羊肉,孜然羊肉,0,未修改
5438,虾仁蒸鹅蛋,虾仁蒸鹅蛋,0,未修改
5490,冬季里，来一盘热辣的蒜薹泡椒炒鸡胗吧！,冬季里,1,删除宣传后句
5554,竹荪椰子鸡汤,竹荪椰子鸡汤,0,未修改
5569,凉拌木耳,凉拌木耳,0,未修改
5602,【卷心菜洋葱炒蛋意面】营养均衡的一人食,卷心菜洋葱炒蛋意面 营养均衡的一人食,1,展开标题方括号
5607,减肥美味又快手#金针菇日本豆腐#,减肥美味又快手,1,删除话题说明
5608,香芹胡萝卜炒羊肉,香芹胡萝卜炒羊肉,0,未修改
5627,辣椒小炒肉 简单美味,辣椒小炒肉 简单美味,0,未修改
5631,蚕豆炒夜开花,蚕豆炒夜开花,0,未修改
5651,寝室版番茄豆腐汤,寝室版番茄豆腐汤,0,未修改
5663,家常酸辣土豆丝,家常酸辣土豆丝,0,未修改
5702,厨房小白都能完美做出的红烧排骨,厨房小白都能完美做出的红烧排骨,0,未修改
5709,自制酸豆角 长豆(超下饭 制作简单,酸豆角 长豆(超下饭 制作简单,1,删除营销定语
5711,松仁玉米（不加糖也甜）,松仁玉米,1,删除括号说明
5748,家常熏鲅鱼，特色东北菜，鲜甜劲道，保存时间长,家常熏鲅鱼,1,删除宣传后句
5789,减脂第四餐！鸡胸肉新吃法,第四餐,1,删除营销定语；删除宣传后句
5811,荷塘月色小炒,荷塘月色小炒,0,未修改
5821,湖南版红烧肉（超级超级好吃不腻）,湖南版红烧肉,1,删除括号说明
5823,鱼香肉丝,鱼香肉丝,0,未修改
5824,家庭版番茄炒鸡蛋,番茄炒鸡蛋,1,删除场景定语
5827,客家粉尘鸭(薄荷)鸭,客家粉尘鸭鸭,1,删除括号说明
5828,入门版，傻瓜版，超简单，超下饭的——青椒洋葱炒蛋,入门版,1,删除宣传后句
5849,极妙厨房丨下饭王者青椒肉丝,极妙厨房丨下饭王者青椒肉丝,0,未修改
5920,蚝仔煎蛋,蚝仔煎蛋,0,未修改
5927,正宗四川蒜苗回锅肉,正宗四川蒜苗回锅肉,0,未修改
5945,清炒芥蓝,清炒芥蓝,0,未修改
5974,特好吃没颜值的醋溜土豆丝,特好吃没颜值的醋溜土豆丝,0,未修改
6008,粉丝包菜,粉丝包菜,0,未修改
6053,椒香肉末扁豆丝,椒香肉末扁豆丝,0,未修改
6141,辣到爆的水煮肥肠,辣到爆的水煮肥肠,0,未修改
6168,矜宸•清炒米苋,矜宸•清炒米苋,0,未修改
6204,酸菜炖粉条,酸菜炖粉条,0,未修改
6206,酱爆鱿鱼,酱爆鱿鱼,0,未修改
6218,闽南风味酸汤鲈鱼片,闽南风味酸汤鲈鱼片,0,未修改
6228,番茄土豆洋葱炖牛腩,番茄土豆洋葱炖牛腩,0,未修改
6231,泡椒沸腾虾,泡椒沸腾虾,0,未修改
6236,家常素菜：番茄炖豆腐,家常素菜：番茄炖豆腐,0,未修改
6243,羊肉汤,羊肉汤,0,未修改
6273,小油菜素炒豆皮,小油菜素炒豆皮,0,未修改
6284,超下饭的地三鲜,地三鲜,1,删除营销定语
6307,快手清炒佛手瓜,清炒佛手瓜,1,删除营销定语
6309,"""番茄炒蛋""改良版","""番茄炒蛋""改良版",0,未修改
6310,红烧仔排,红烧仔排,0,未修改
6332,㊙️营养丰富‼️小米海参粥‼️老少皆宜‼️,㊙️营养丰富‼️小米海参粥‼️老少皆宜‼️,0,未修改
6372,土豆片炒肉,土豆片炒肉,0,未修改
6390,不一样的槐花炒鸡蛋 素食,不一样的槐花炒鸡蛋 素食,0,未修改
6411,五仁月饼,五仁月饼,0,未修改
6416,培根炒洋葱,培根炒洋葱,0,未修改
6424,简单到你家8岁娃娃都会做的【红烧肉】不用一滴油！！！可以做宴客菜！,到你家8岁娃娃都会做的【红烧肉】不用一滴油,1,删除营销定语；删除宣传后句
6468,爽口的鲫鱼豆腐汤,爽口的鲫鱼豆腐汤,0,未修改
6490,凉拌圆白菜—万用减脂调料汁,凉拌圆白菜—万用减脂调料汁,0,未修改
6520,凉拌豆芽菜快手家常开胃小菜,凉拌豆芽菜快手家常开胃小菜,0,未修改
6529,懒人海风啤酒鸡,海风啤酒鸡,1,删除营销定语
6532,乱烤芭蕉派，好吃！,乱烤芭蕉派,1,删除宣传后句
6535,蒜蓉粉丝虾仁,蒜蓉粉丝虾仁,0,未修改
6591,家常泡菜鱼,家常泡菜鱼,0,未修改
6687,章鱼小炒面🐙,章鱼小炒面,1,删除装饰符号
6698,鸡腿菇炒叉烧 （家常菜),鸡腿菇炒叉烧 （家常菜),0,未修改
6699,土豆炖茄子,土豆炖茄子,0,未修改
6721,快手海底捞海鲜番茄香锅,海底捞海鲜番茄香锅,1,删除营销定语
6751,最适合秋天的莲藕肉丸  全家都喜欢,最适合秋天的莲藕肉丸 全家都喜欢,1,未修改
6811,嫩姜炒肉,嫩姜炒肉,0,未修改
6818,【翻译】牛肉盖饭（牛丼）How to Make Gyudon (Beef Bowl Recipe) | Cooking with Dog,翻译 牛肉盖饭How to Make Gyudon | Cooking with Dog,1,展开标题方括号；删除括号说明
