old_id,name,usage_count,category_major,possible_candidates,sample_raw_text,sample_dish_ids,reason
3587,几粒枸杞,7,坚果种子类,,20几粒枸杞 || 几粒枸杞 || 10几粒枸杞,7745|8993|13894,可能是原生食材，但频次、命名或类别证据不足
3590,青椒胡萝卜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3592,香葱姜蒜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3596,小南瓜南瓜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3599,碎末,7,其他类,碎,,,形态描述存在，但原始食材无法确定
3610,儿菜,7,蔬菜类及其制品,,一颗儿菜 || 300g儿菜 || 400克儿菜,3300|4867|9828,可能是原生食材，但频次、命名或类别证据不足
3612,鲜肉馅,7,畜肉类及其制品,,鲜肉馅 || 200克鲜肉馅 || 150克鲜肉馅,7096|23253|41967|50886|54185,可能是原生食材，但频次、命名或类别证据不足
3613,干葱头,7,蔬菜类及其制品,,10颗干葱头 || 1个干葱头 || 400克干葱头,8547|8992|11040,可能是原生食材，但频次、命名或类别证据不足
3615,青红甜椒,7,蔬菜类及其制品,,青红甜椒 || 适量青红甜椒,10277|47646|193179,可能是原生食材，但频次、命名或类别证据不足
3616,老鸡,7,禽肉类及其制品,,一只老鸡 || 500克老鸡 || 半只去皮老鸡,10417|16382|26464,可能是原生食材，但频次、命名或类别证据不足
3618,南瓜馅,7,蔬菜类及其制品,,#南瓜馅（刚好倒入8寸派皮） || #南瓜馅 || #南瓜馅#,15922|53195|70534,可能是原生食材，但频次、命名或类别证据不足
3619,大鸡蛋,7,禽肉类及其制品,,3个/大的鸡蛋,24185,可能是原生食材，但频次、命名或类别证据不足
3624,芝麻馅,7,坚果种子类,,400g芝麻馅 || 500克芝麻馅 || 适量自制芝麻馅（可不放）,39348|59060|83561,可能是原生食材，但频次、命名或类别证据不足
3625,蕃薯粉,7,薯类淀粉及其制品,,适量蕃薯粉 || 蕃薯粉 || 400克蕃薯粉,43458|51432|69403,可能是原生食材，但频次、命名或类别证据不足
3627,五花肉糜,7,畜肉类及其制品,,一小块五花肉糜 || 若干五花肉糜 || 适量五花肉糜,50370|60756|63028,可能是原生食材，但频次、命名或类别证据不足
3631,米浆,7,谷类及其制品,,450克米浆 || 500g米浆 || 米浆,87474|108107|117273,可能是原生食材，但频次、命名或类别证据不足
3635,番茄醬,7,蔬菜类及其制品,,50g.番茄醬 || 120克番茄醬 || 番茄醬,113432|119434|125789,可能是原生食材，但频次、命名或类别证据不足
3636,小排骨,7,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3640,雞肉,7,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3642,大小生姜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3643,菜码,7,蔬菜类及其制品,,切丝适量菜码（胡萝卜、香菇、芹菜、木耳、青红辣椒 自选三种或以上） || #菜码 || 菜码（根据自己喜好）,619|61803|74191|91646|117620,可能是原生食材，但频次、命名或类别证据不足
3644,蛋白糊,7,蛋类及其制品,,蛋白糊 || 适量蛋白糊 || #蛋白糊#,5267|8476|28046,可能是原生食材，但频次、命名或类别证据不足
3645,鸡胸脯,7,禽肉类及其制品,,若干鸡胸脯 || 适量鸡胸脯 || 1块鸡胸脯,5510|10970|15180,可能是原生食材，但频次、命名或类别证据不足
3646,蒜頭,7,蔬菜类及其制品,,2-3瓣蒜頭 || 4小瓣蒜頭 || 2 瓣蒜頭,7530|40016|46007,可能是原生食材，但频次、命名或类别证据不足
3653,鱼中段,7,鱼虾蟹贝类,鱼中,,,形态描述存在，但原始食材无法确定
3655,肉类,7,畜肉类及其制品,,60-100g肉类 || 200g肉类 || 肉类,2176|14965|19545,名称过于宽泛或形态含义不明确，禁止猜测映射
3657,松茸干,7,菌藻类,,30～50克松茸干 || 15克松茸干 || 6朵松茸干,1214|40032|136358,可能是原生食材，但频次、命名或类别证据不足
3658,干枣,7,坚果种子类,,2颗干枣 || 10颗干枣 || 250克干枣,3516|5078|16361,可能是原生食材，但频次、命名或类别证据不足
3662,千层面,7,谷类及其制品,,2片千层面 || #千层面 || 3片千层面,19504|58199|198426,可能是原生食材，但频次、命名或类别证据不足
3665,烟肉,7,畜肉类及其制品,,100克烟肉 || 适量烟肉 || 少许烟肉,25826|68254|87086,可能是原生食材，但频次、命名或类别证据不足
3666,独蒜蒜,7,蔬菜类及其制品,,4粒独蒜蒜 || 独蒜蒜 || 3瓣/独蒜蒜,28284|35288|50536,可能是原生食材，但频次、命名或类别证据不足
3667,里肌肉,7,畜肉类及其制品,,250g里肌肉,1452,可能是原生食材，但频次、命名或类别证据不足
3670,香油葱,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3671,头玉米,7,谷类及其制品,,根罐头玉米,13079,可能是原生食材，但频次、命名或类别证据不足
3672,末姜,7,蔬菜类及其制品,,末姜 || 小把末姜 || 切碎末姜,51621|66065|93704|102387,可能是原生食材，但频次、命名或类别证据不足
3673,了蒜,7,蔬菜类及其制品,,我用了两头蒜 || 我用了三粒蒜，可以多放蒜泥 || 500了蒜,67393|97340|146521,可能是原生食材，但频次、命名或类别证据不足
3675,果蔬面,7,谷类及其制品,,半袋果蔬面 || 果蔬面 || 15克果蔬面,116274|125011|150092,可能是原生食材，但频次、命名或类别证据不足
3676,黄金鲽鱼,7,鱼虾蟹贝类,,,,可能是原生食材，但频次、命名或类别证据不足
3677,碎香葱,7,蔬菜类及其制品,,2勺碎香葱,92278,可能是原生食材，但频次、命名或类别证据不足
3678,辣椒蒜,7,蔬菜类及其制品,,辣椒 蒜                    适量 || 适量辣椒 蒜,105890|174086,可能是原生食材，但频次、命名或类别证据不足
3679,干胡萝卜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3680,谷物燕麦,7,谷类及其制品,,谷物燕麦,136975,可能是原生食材，但频次、命名或类别证据不足
3681,丝洋葱,7,蔬菜类及其制品,,丝洋葱,176543,可能是原生食材，但频次、命名或类别证据不足
3684,速食燕麦,7,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3687,小面,7,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3688,甜罗勒叶,7,蔬菜类及其制品,,5片新鲜甜罗勒叶,113062,可能是原生食材，但频次、命名或类别证据不足
3689,小玉米,7,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3690,碎胡萝卜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3692,和葱,7,蔬菜类及其制品,葱,,,疑似多食材组合，但无法百分之百确认全部组成
3693,蒜末辣椒,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3694,蒜末蒜,7,蔬菜类及其制品,,蒜末蒜 || 蒜末（适量）蒜 || 蒜末少许蒜,31728|85206|96422|104230|115918,可能是原生食材，但频次、命名或类别证据不足
3695,菜肉,7,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3696,就好葱,7,蔬菜类及其制品,,一点点就好葱,188366,可能是原生食材，但频次、命名或类别证据不足
3697,剁碎蒜,7,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3699,鲶鱼,6,鱼虾蟹贝类,,若干鲶鱼 || 2条鲶鱼 || 条鲶鱼,22|7030|13173,可能是原生食材，但频次、命名或类别证据不足
3701,南杏仁,6,水果类及其制品,,南杏仁 || 20克南杏仁（甜杏仁） || 15克去皮南杏仁,61|13616|20650|23984,可能是原生食材，但频次、命名或类别证据不足
3703,叶生菜,6,蔬菜类及其制品,,10g大叶生菜 || 3片叶生菜 || 4叶生菜,117|12041|26689,可能是原生食材，但频次、命名或类别证据不足
3704,乳清蛋白粉,6,蛋类及其制品,,10g乳清蛋白粉 || 5克乳清蛋白粉 || 35g乳清蛋白粉,119|21690|61707,可能是原生食材，但频次、命名或类别证据不足
3705,一段胡萝卜,6,蔬菜类及其制品,,一段3厘米左右胡萝卜 || 一段胡萝卜 || 一段（130克）胡萝卜,152|3852|12382|14215,可能是原生食材，但频次、命名或类别证据不足
3707,蒜瓣儿,6,蔬菜类及其制品,,6瓣蒜瓣儿 || 5个蒜瓣儿 || 瓣蒜瓣儿,368|20750|77983,可能是原生食材，但频次、命名或类别证据不足
3709,节莲藕,6,薯类淀粉及其制品,,2小节莲藕 || 1节莲藕 || 3小节莲藕,413|907|3747|4036,可能是原生食材，但频次、命名或类别证据不足
3710,干丝,6,其他类,干,干丝 || 适量干丝 || 1把干丝,24311|25454|32157|58713|63297,形态描述存在，但原始食材无法确定
3713,鸭脚,6,禽肉类及其制品,,10个鸭脚 || 2斤左右鸭脚 || 半斤鸭脚,555|2628|3593,可能是原生食材，但频次、命名或类别证据不足
3714,小红豆,6,干豆类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3716,牛脊骨,6,畜肉类及其制品,,1000克牛脊骨 || 500g牛脊骨 || 500克牛脊骨,756|16262|19087,可能是原生食材，但频次、命名或类别证据不足
3718,草鸡蛋,6,禽肉类及其制品,,3个草鸡蛋 || 4个草鸡蛋 || 两个草鸡蛋,973|29614|34660,可能是原生食材，但频次、命名或类别证据不足
3719,墨西哥玉米饼,6,谷类及其制品,,墨西哥玉米饼 || 5片墨西哥玉米饼 || 6个墨西哥玉米饼,1042|13505|58777|147503,可能是原生食材，但频次、命名或类别证据不足
3723,烧饼,6,谷类及其制品,,随意烧饼 || 2/3个烧饼 || 一个烧饼,1076|29331|38916,可能是原生食材，但频次、命名或类别证据不足
3725,炖好牛肉,6,畜肉类及其制品,,一碗炖好的牛肉 || 炖好的牛肉,1137|143830,可能是原生食材，但频次、命名或类别证据不足
3726,水果黄瓜,6,蔬菜类及其制品,,1公斤水果黄瓜 || 两根水果黄瓜 || 1根水果黄瓜,1169|11258|15578,可能是原生食材，但频次、命名或类别证据不足
3727,干裙带菜,6,鱼虾蟹贝类,,10克干裙带菜 || 3克干裙带菜 || 15克（一小把）干裙带菜,1169|48464|59069,可能是原生食材，但频次、命名或类别证据不足
3731,麻薯粉,6,薯类淀粉及其制品,,200克麻薯粉 || 92克麻薯粉（蓝黛） || 200克麻薯粉（蓝黛）,1350|21802|39252|42894,可能是原生食材，但频次、命名或类别证据不足
3732,紫叶生菜,6,蔬菜类及其制品,,30克紫叶生菜 || 30g紫叶生菜 || 20g紫叶生菜,1395|9273|36210,可能是原生食材，但频次、命名或类别证据不足
3733,猪尾,6,畜肉类及其制品,,若干整根猪尾 || 1份猪尾 || 猪尾3-4根，同量的铁棍山药，八角1个，姜片5片冰糖少量,1423|15745|33458,可能是原生食材，但频次、命名或类别证据不足
3738,雪豆,6,干豆类及其制品,,150克雪豆 || 8-9颗雪豆 || 适量雪豆,1599|27580|30616,可能是原生食材，但频次、命名或类别证据不足
3741,绿线椒,6,蔬菜类及其制品,,10只绿线椒 || 1根绿线椒 || 2根绿线椒,1645|15976|21633,可能是原生食材，但频次、命名或类别证据不足
3745,猪舌头,6,畜肉类及其制品,,克猪舌头 || 猪舌头 || 2个猪舌头,1767|5947|17883,可能是原生食材，但频次、命名或类别证据不足
3748,栗粉,6,坚果种子类,,100克栗粉（玉米淀粉） || 85g栗粉 || 5g （没有可不放）栗粉,2040|2046|7302,可能是原生食材，但频次、命名或类别证据不足
3750,蛋液和芝麻,6,蛋类及其制品,蛋液|芝麻,,,疑似多食材组合，但无法百分之百确认全部组成
3751,羊骨头,6,畜肉类及其制品,,1斤羊骨头 || 300g羊骨头（羊排、羊腿都可以） || 5斤羊骨头,2407|20813|26266,可能是原生食材，但频次、命名或类别证据不足
3753,水晶梨,6,水果类及其制品,,100g水晶梨 || 水晶梨 || 一个水晶梨,2497|12166|41214,可能是原生食材，但频次、命名或类别证据不足
3757,猪展,6,畜肉类及其制品,,两块猪展 || 300克猪展 || 猪展,2862|4735|47036,可能是原生食材，但频次、命名或类别证据不足
3767,姜米,6,谷类及其制品,,少许姜米 || 姜米 || 10克姜米,3352|33436|36656,可能是原生食材，但频次、命名或类别证据不足
3770,鸡翅尖,6,禽肉类及其制品,,一斤鸡翅尖 || 鸡翅尖 || 半斤250g鸡翅尖,3507|6641|10748,可能是原生食材，但频次、命名或类别证据不足
3773,山东大葱,6,蔬菜类及其制品,,山东大葱，小葱，香菜 || 1根山东大葱（香葱8棵） || 1根山东大葱,3669|29883|103640,可能是原生食材，但频次、命名或类别证据不足
3774,干葱姜蒜,6,蔬菜类及其制品,,干葱姜蒜 || 适量干葱姜蒜 || 若干干葱姜蒜,3817|34900|39811|47664,可能是原生食材，但频次、命名或类别证据不足
3777,魔芋精粉,6,薯类淀粉及其制品,,20克魔芋精粉 || 2克魔芋精粉 || 2g魔芋精粉,4153|31897|53506,可能是原生食材，但频次、命名或类别证据不足
3779,牛棒骨,6,畜肉类及其制品,,一根牛棒骨 || 1500g牛棒骨 || 1000克牛棒骨,4394|48714|61312|62822,可能是原生食材，但频次、命名或类别证据不足
3782,任意蔬菜,6,蔬菜类及其制品,,任意蔬菜 || 适量任意蔬菜 || 1把任意蔬菜,4483|47236|57604|62663|70254|78620|86592|89716|91973,可能是原生食材，但频次、命名或类别证据不足
3783,各种肉,6,畜肉类及其制品,,适量各种肉(按自己喜好) || 适量各种肉 || 随意各种肉，虾,4546|112244|152926,可能是原生食材，但频次、命名或类别证据不足
3785,茼蒿菜,6,蔬菜类及其制品,,3两茼蒿菜 || 2茼蒿菜 || 500克茼蒿菜,4704|24534|41021,可能是原生食材，但频次、命名或类别证据不足
3786,龙虾尾,6,鱼虾蟹贝类,,1斤小龙虾尾 || 500g小龙虾尾 || 龙虾尾（提前炸过的）,4731|8038|24554,可能是原生食材，但频次、命名或类别证据不足
3787,饵块,6,其他类,饵,250克饵块 || 五六片饵块 || 半块饵块,4808|9638|69118,形态描述存在，但原始食材无法确定
3788,春菜,6,蔬菜类及其制品,,3-4棵春菜 || 适量春菜 || 3根春菜,4825|35230|36471,可能是原生食材，但频次、命名或类别证据不足
3789,干笋,6,蔬菜类及其制品,,一小把干笋 || 1片干笋，或者100g干笋笋 || 70克干笋（一定要烟熏的那种）,4884|10590|12798,可能是原生食材，但频次、命名或类别证据不足
3790,肥羊卷,6,畜肉类及其制品,,200克肥羊卷 || 肥羊卷 || 半斤肥羊卷,4917|5052|5434,可能是原生食材，但频次、命名或类别证据不足
3791,混合麦片,6,谷类及其制品,混合麦,适量混合麦片 || 8杯混合麦片,4964|25511,形态描述存在，但原始食材无法确定
3794,少量胡萝卜,6,蔬菜类及其制品,,少量胡萝卜 || 少量胡萝卜（调色可不用） || 少量（整个的四分之一左右）胡萝卜,5006|8609|11026|12619|20824|21032|24777|27506|30838|33335|34165|36947|36966|38892|42600|46307|50135|51651|51807|56253|59294|62415|67157|71811|81121|83639|91148|91219|91270|91834|91934|94248|102817|103895,可能是原生食材，但频次、命名或类别证据不足
3801,红菜苔,6,蔬菜类及其制品,,1把红菜苔 || 红菜苔 || 300克红菜苔,5499|26406|26654,可能是原生食材，但频次、命名或类别证据不足
3803,海白菜,6,菌藻类,,适量海白菜 || 20g海白菜 || 一斤海白菜,5536|32242|72301,可能是原生食材，但频次、命名或类别证据不足
3804,油面,6,谷类及其制品,,一人份油面 || 油面 || 300g油面,5609|49153|63095|81198,可能是原生食材，但频次、命名或类别证据不足
3805,细玉米面,6,谷类及其制品,,细玉米面 || 40克细玉米面 || 250克细玉米面,5726|17270|19644,可能是原生食材，但频次、命名或类别证据不足
3806,鸡大腿肉,6,禽肉类及其制品,,半只鸡大腿肉 || 3大块鸡大腿肉 || 去骨去皮鸡大腿肉,5847|24396|31693,可能是原生食材，但频次、命名或类别证据不足
3807,二刀肉,6,畜肉类及其制品,,300克二刀肉 || 二刀肉（猪肉）400克 || 3000克二刀肉,5927|16000|17020,可能是原生食材，但频次、命名或类别证据不足
3812,打蛋盆,6,蛋类及其制品,,1个打蛋盆 || 打蛋盆2个，电动打蛋器，手抽，分蛋器，刮刀，乐葵萨瓦林4寸+8连爱心模具制作用具 || 打蛋盆,6197|89520|113305,可能是原生食材，但频次、命名或类别证据不足
3814,葱花姜末,6,蔬菜类及其制品,葱花姜,少许葱花  姜末 || 适量葱花姜末 || 葱花姜末,6394|93314|133854,形态描述存在，但原始食材无法确定
3816,钉螺,6,鱼虾蟹贝类,,350克钉螺 || 750克钉螺 || 钉螺,6442|21941|31129,可能是原生食材，但频次、命名或类别证据不足
3817,压面机,6,谷类及其制品,,1个压面机 || 压面机,6473|113574,可能是原生食材，但频次、命名或类别证据不足
3820,罗氏虾,6,鱼虾蟹贝类,,2斤罗氏虾 || 9只罗氏虾 || 500克左右罗氏虾,6581|60317|71641,可能是原生食材，但频次、命名或类别证据不足
3828,腊八豆,6,干豆类及其制品,,腊八豆 || 100g腊八豆 || 1勺腊八豆,7058|30956|34288|44128|48930,可能是原生食材，但频次、命名或类别证据不足
3833,头蒜头,6,蔬菜类及其制品,,一整头蒜头 || 一大头蒜头,7472|17639|23042|29025|39384|176023,可能是原生食材，但频次、命名或类别证据不足
3837,牛肋条肉,6,畜肉类及其制品,,800克牛肋条肉 || 150g牛肋条肉 || 2斤切块牛肋条肉,7622|29832|43927,可能是原生食材，但频次、命名或类别证据不足
3839,猪肘,6,畜肉类及其制品,,1只（1000g左右）猪肘 || 1个猪肘 || 1只猪肘,7902|21118|39896,可能是原生食材，但频次、命名或类别证据不足
3842,干红辣椒段,6,蔬菜类及其制品,干红辣椒,60g干红辣椒段 || 适量干红辣椒段，葱，姜，蒜,8030|21809,形态描述存在，但原始食材无法确定
3845,米糯米,6,谷类及其制品,,适量大米糯米 || 3杯米（约500g）糯米,36522|47113,可能是原生食材，但频次、命名或类别证据不足
3846,柚子蜜,6,水果类及其制品,,2大勺柚子蜜 || 25g柚子蜜 || 柚子蜜（麦芽糖等都行）,8289|92408|172478,可能是原生食材，但频次、命名或类别证据不足
3847,一段大葱,6,蔬菜类及其制品,,一段大葱 || 一段约半根大葱 || 约15公分一段大葱,8397|8461|10761|15248|21741|26059|30165|30316|30517|32242|36429|36685|38913|39241|44296|48433|53728|58473|63087|72583|72748|72855|73493|77380|77617|80349|81104|82824|83912,可能是原生食材，但频次、命名或类别证据不足
3848,蘑菇切片,6,菌藻类,蘑菇切,2个蘑菇切片 || 50克（可不加）蘑菇切片,8405|194975,形态描述存在，但原始食材无法确定
3849,香菇香菇,6,菌藻类,,小香菇10颗香菇 || 4-5朵小香菇香菇,8416|123326,可能是原生食材，但频次、命名或类别证据不足
3855,就好鸡蛋,6,禽肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3859,核桃壳,6,水果类及其制品,,6个（带木质隔膜要留下）核桃壳,9058,可能是原生食材，但频次、命名或类别证据不足
3860,长辣椒,6,蔬菜类及其制品,,几个长辣椒 || 一个长辣椒 || 8个长辣椒,9064|21028|26977,可能是原生食材，但频次、命名或类别证据不足
3863,蟹籽,6,鱼虾蟹贝类,,20克蟹籽 || 少许蟹籽 || 适量蟹籽,9312|15856|19714|41683,可能是原生食材，但频次、命名或类别证据不足
3864,排排骨,6,畜肉类及其制品,,两根小排排骨 || 一小排排骨 || 小排一条排骨,9444|100588|121123,可能是原生食材，但频次、命名或类别证据不足
3867,直面,6,谷类及其制品,,1包小直面 || 一包小直面 || 30克小直面,9789|62727|76789,可能是原生食材，但频次、命名或类别证据不足
3869,麦芽精,6,干豆类及其制品,,1.3克麦芽精 || 1克麦芽精 || 18克（0.5%）麦芽精,10192|15501|18274,可能是原生食材，但频次、命名或类别证据不足
3870,酸腌菜,6,蔬菜类及其制品,,200克酸腌菜 || 1勺酸腌菜 || 3-4勺酸腌菜,10317|36471|48565,可能是原生食材，但频次、命名或类别证据不足
3871,丝苗米,6,谷类及其制品,,1杯丝苗米 || 150克丝苗米 || 3杯丝苗米(四人份）,10426|25425|36227,可能是原生食材，但频次、命名或类别证据不足
3872,鸡小胸肉,6,禽肉类及其制品,,三块鸡小胸肉 || 300g鸡小胸肉 || 400g鸡小胸肉,10457|59515|71666,可能是原生食材，但频次、命名或类别证据不足
3874,虾仁干,6,鱼虾蟹贝类,,十只左右小虾仁干 || 3个虾仁干 || 20克虾仁干,10683|26803|64950,可能是原生食材，但频次、命名或类别证据不足
3879,蛋白液,6,蛋类及其制品,,19克蛋白液 || 15g蛋白液 || 少许蛋白液,11384|28089|29657,可能是原生食材，但频次、命名或类别证据不足
3880,炒芝麻,6,坚果种子类,,一小勺炒芝麻 || 炒芝麻 || 少许炒芝麻,11408|31709|35554,可能是原生食材，但频次、命名或类别证据不足
3882,腊牛肉,6,畜肉类及其制品,,1块（约200g）腊牛肉 || 一小块腊牛肉 || 250g腊牛肉,11542|19192|22027,可能是原生食材，但频次、命名或类别证据不足
3885,鸡尖,6,禽肉类及其制品,,1千克鸡尖 || 500g鸡尖 || 20个鸡尖,11640|13146|15336|25306,可能是原生食材，但频次、命名或类别证据不足
3886,长糯米,6,谷类及其制品,,500g长糯米 || 500克长糯米 || 250克长糯米,11888|18946|30032,可能是原生食材，但频次、命名或类别证据不足
3891,油栗,6,坚果种子类,,油栗 || 250克油栗 || 10个油栗,12519|70692|178918,可能是原生食材，但频次、命名或类别证据不足
3892,羊里脊,6,畜肉类及其制品,,250克羊里脊 || 300克羊里脊 || 100克羊里脊,12590|59079|69577,可能是原生食材，但频次、命名或类别证据不足
3896,黑猪肉,6,畜肉类及其制品,,600克黑猪肉 || 克黑猪肉500 || 250克黑猪肉,12924|13093|22180,可能是原生食材，但频次、命名或类别证据不足
3897,自己口味辣椒,6,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3899,鸡脆骨,6,禽肉类及其制品,,鸡脆骨 || 若干鸡脆骨 || 半斤鸡脆骨,13153|15391|29654,可能是原生食材，但频次、命名或类别证据不足
3900,干尖椒,6,蔬菜类及其制品,,干尖椒 || 3个干尖椒 || 适量干尖椒,13187|32252|47761|76524|77597,可能是原生食材，但频次、命名或类别证据不足
3901,高筋面,6,谷类及其制品,,200g高筋面 || 适量高筋面 || 80克高筋面,13217|22834|76843|78104,可能是原生食材，但频次、命名或类别证据不足
3903,辣椒大蒜,6,蔬菜类及其制品,,少许，辣椒可不加大蒜，葱，辣椒 || 辣椒大蒜,13450|21896,可能是原生食材，但频次、命名或类别证据不足
3907,牛尾骨,6,畜肉类及其制品,,500g牛尾骨 || 1块牛尾骨 || 克牛尾骨,13529|29125|49115|52960,可能是原生食材，但频次、命名或类别证据不足
3908,牛角包,6,畜肉类及其制品,,2个牛角包 || 小牛角包 || 2只牛角包,13613|69613|70749,可能是原生食材，但频次、命名或类别证据不足
3911,葵花籽仁,6,坚果种子类,,100克葵花籽仁 || 20 g葵花籽仁 || 300克葵花籽仁,14169|24067|52478,可能是原生食材，但频次、命名或类别证据不足
3914,速冻虾仁,6,鱼虾蟹贝类,,1袋速冻虾仁 || 七八个速冻虾仁 || 100克（一包200g，我用一半就当它100g吧）速冻虾仁,14554|35849|36976,可能是原生食材，但频次、命名或类别证据不足
3915,白菜芯,6,蔬菜类及其制品,,4颗小白菜芯 || 1个白菜芯 || 5片白菜芯,14592|27492|32889,可能是原生食材，但频次、命名或类别证据不足
3919,猴头菇粉,6,菌藻类,,2克猴头菇粉 || 10克猴头菇粉 || 适量猴头菇粉,35034|43086|57124|60509,可能是原生食材，但频次、命名或类别证据不足
3921,竹丝鸡,6,禽肉类及其制品,,半只竹丝鸡 || 1只竹丝鸡 || 适量竹丝鸡,15151|21532|32890|39352|64488|155653,可能是原生食材，但频次、命名或类别证据不足
3924,香蕉香蕉,6,水果类及其制品,,1/3个香蕉香蕉,95434,可能是原生食材，但频次、命名或类别证据不足
3927,红萝卜丁,6,蔬菜类及其制品,红萝卜,50克红萝卜丁 || 适量红萝卜丁 || 50g红萝卜丁,15803|16982|35031|40111|63597,形态描述存在，但原始食材无法确定
3928,茄汁黄豆,6,干豆类及其制品,,一罐茄汁黄豆（我用的是雄鸡牌） || 100克茄汁黄豆 || 1罐茄汁黄豆,15884|65734|106299|156423,可能是原生食材，但频次、命名或类别证据不足
3929,蛋黄蛋黄液,6,蛋类及其制品,,蛋黄1个蛋黄液 || 一个蛋黄蛋黄液 || 2个蛋黄蛋黄液,16095|20991|51468,可能是原生食材，但频次、命名或类别证据不足
3931,青江菜,6,蔬菜类及其制品,,3-5颗青江菜 || 3棵青江菜 || 1株青江菜,16107|81276|116405,可能是原生食材，但频次、命名或类别证据不足
3932,葱葱白,6,蔬菜类及其制品,,一根，切丝大葱葱白（饼） || 5根小葱葱白 || 半根大葱葱白,16213|65453|78245,可能是原生食材，但频次、命名或类别证据不足
3938,肉蟹,6,鱼虾蟹贝类,,1只肉蟹 || 一只（最好不少于一斤半）大肉蟹 || 1只大肉蟹,16755|30369|38288,可能是原生食材，但频次、命名或类别证据不足
3941,酸柠檬,6,水果类及其制品,,1个酸柠檬 || 3酸柠檬 || 2个酸柠檬,17314|24624|96017,可能是原生食材，但频次、命名或类别证据不足
3944,牛骨头,6,畜肉类及其制品,,4块牛骨头 || 牛骨头 || 三块牛骨头,17671|56209|95208,可能是原生食材，但频次、命名或类别证据不足
3949,燕麦仁,6,坚果种子类,,一碗燕麦仁 || 10克燕麦仁 || 40克燕麦仁,18002|29968|45210,可能是原生食材，但频次、命名或类别证据不足
3951,葱姜蒜小米椒,6,谷类及其制品,,适量葱姜蒜小米椒 || 适量葱姜蒜 小米椒,18234|23998|70994|83781|136588,可能是原生食材，但频次、命名或类别证据不足
3953,干红辣椒丝,6,蔬菜类及其制品,干红辣椒,适量干红辣椒丝 || 干红辣椒丝 || 少许干红辣椒丝,18277|49063|63427|71573,形态描述存在，但原始食材无法确定
3957,多胡萝卜,6,蔬菜类及其制品,,多半根胡萝卜 || 多半个胡萝卜,18574|22237|36622,可能是原生食材，但频次、命名或类别证据不足
3958,香葱沫,6,蔬菜类及其制品,,适量香葱沫 || 香葱沫 || 60克香葱沫,18723|20546|31008,可能是原生食材，但频次、命名或类别证据不足
3959,青红彩椒,6,蔬菜类及其制品,,青红彩椒 || 少许青红彩椒 || 50克青红彩椒,18895|94961|134264,可能是原生食材，但频次、命名或类别证据不足
3961,柠檬凝乳,6,水果类及其制品,,#柠檬凝乳（curd) || #柠檬凝乳 || 适量柠檬凝乳,19011|19309|44628,可能是原生食材，但频次、命名或类别证据不足
3965,绿椒,6,蔬菜类及其制品,,1个绿椒 || 半个绿椒 || 1只小绿椒,19179|23632|41694,可能是原生食材，但频次、命名或类别证据不足
3967,大小老姜,6,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
3969,姜蒜葱,6,蔬菜类及其制品,,适量姜蒜葱 || 少许姜蒜葱 || 姜蒜葱,19486|20167|32840|35807|41262|48174,可能是原生食材，但频次、命名或类别证据不足
3970,烧猪肉,6,畜肉类及其制品,,一小块烧猪肉 || 3两（看个人爱好，喜欢肉可以多放）烧猪肉,19749|151285,可能是原生食材，但频次、命名或类别证据不足
3972,脆苹果,6,水果类及其制品,,半个脆苹果 || 两个脆苹果,19877|101278,可能是原生食材，但频次、命名或类别证据不足
3973,煎鸡蛋,6,禽肉类及其制品,,煎鸡蛋 || 一个煎鸡蛋 || 1个煎鸡蛋,19904|24968|48054,可能是原生食材，但频次、命名或类别证据不足
3974,嫩生姜,6,蔬菜类及其制品,,2块嫩生姜 || 1500克嫩生姜 || 适量嫩生姜,19909|24385|57007,可能是原生食材，但频次、命名或类别证据不足
3978,鸡米花,6,禽肉类及其制品,,1袋（350克）冷冻鸡米花 || 200g鸡米花 || 鸡米花,20765|74304|89975,可能是原生食材，但频次、命名或类别证据不足
