old_id,name,usage_count,category_major,possible_candidates,sample_raw_text,sample_dish_ids,reason
9148,肉鱼,4,鱼虾蟹贝类,,,,可能是原生食材，但频次、命名或类别证据不足
9150,燕麦糊,4,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9152,定白菜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9153,香草类,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9155,杏仁乳,4,水果类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9156,大螃蟹,4,鱼虾蟹贝类,,,,可能是原生食材，但频次、命名或类别证据不足
9157,碟葱末,4,蔬菜类及其制品,碟葱,,,形态描述存在，但原始食材无法确定
9159,多红薯,4,薯类淀粉及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9160,前腿肉五花肉,4,禽肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9168,香菜配菜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9169,大红萝卜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9173,成小块,4,其他类,成小,,,形态描述存在，但原始食材无法确定
9175,什锦麦片,4,谷类及其制品,什锦麦,,,形态描述存在，但原始食材无法确定
9178,多白芝麻,4,坚果种子类,,,,可能是原生食材，但频次、命名或类别证据不足
9179,菜菠菜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9184,白芝麻和黑芝麻,4,坚果种子类,白芝麻|黑芝麻,,,分隔符明确连接多个独立基础食材；克数无法可靠分摊
9185,色系蔬菜丁,4,蔬菜类及其制品,色系蔬菜,,,形态描述存在，但原始食材无法确定
9187,味玉米片,4,谷类及其制品,味玉米,,,形态描述存在，但原始食材无法确定
9189,鱼作料,4,鱼虾蟹贝类,,,,可能是原生食材，但频次、命名或类别证据不足
9193,面鸡蛋,4,禽肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9198,和小葱,4,蔬菜类及其制品,葱,,,疑似多食材组合，但无法百分之百确认全部组成
9199,果小番茄,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9200,小龙虾肉,4,鱼虾蟹贝类,,,,可能是原生食材，但频次、命名或类别证据不足
9201,蔬菜和肉类,4,畜肉类及其制品,蔬菜|肉类,,,疑似多食材组合，但无法百分之百确认全部组成
9202,生姜蒜瓣,4,蔬菜类及其制品,生姜蒜,,,形态描述存在，但原始食材无法确定
9204,一样洋葱,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9208,配色红椒,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9210,一小段,4,其他类,一小,一小段，约10cm山药 || 一小段，不放也可以葱 || 一小段，A葱,109820|126753|128901,形态描述存在，但原始食材无法确定
9211,面团」,4,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9214,油芝麻,4,坚果种子类,,,,可能是原生食材，但频次、命名或类别证据不足
9218,兵豆,4,干豆类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9219,小朵木耳,4,菌藻类,,,,可能是原生食材，但频次、命名或类别证据不足
9221,猪脊椎骨,4,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9224,小泰椒,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9225,和土豆,4,干豆类及其制品,土豆,,,疑似多食材组合，但无法百分之百确认全部组成
9231,洋葱配菜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9233,可食糯米纸,4,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9234,了南瓜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9236,猪肉水饺,4,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9237,剁碎姜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9239,擦丝,4,其他类,擦,,,形态描述存在，但原始食材无法确定
9242,『面饼』,4,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9244,其他肉,4,畜肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9247,水发海参,4,鱼虾蟹贝类,,5只水发海参 || 水发海参 || 100克水发海参,361|3884|7989,可能是原生食材，但频次、命名或类别证据不足
9248,核桃馅,4,水果类及其制品,,适量核桃馅 || 核桃馅 || 3.核桃馅,733|69986|72047,可能是原生食材，但频次、命名或类别证据不足
9251,大紫薯,4,薯类淀粉及其制品,,两个/小  一个/大紫薯,85644,可能是原生食材，但频次、命名或类别证据不足
9252,番茄糊,4,蔬菜类及其制品,,200克番茄糊 || 一大勺番茄糊 || 35克番茄糊,3596|76499|89861,可能是原生食材，但频次、命名或类别证据不足
9258,蟹腿肉,4,鱼虾蟹贝类,,适量蟹腿肉 || 蟹腿肉，一小把，麦德龙现成去壳冻包装 || 3根蟹腿肉,8195|11064|34756,可能是原生食材，但频次、命名或类别证据不足
9261,塔菜,4,蔬菜类及其制品,,1株塔菜 || 塔菜 || 300克塔菜,10474|28795|32279,可能是原生食材，但频次、命名或类别证据不足
9263,蛋黄馅,4,蛋类及其制品,,80g蛋黄馅 || 蛋黄馅 || 适量自制蛋黄馅,12427|43880|109100,可能是原生食材，但频次、命名或类别证据不足
9267,藕尖,4,薯类淀粉及其制品,,藕尖 || 克藕尖500 || 适量（我这里是6-7条）藕尖,15879|58814|86489,可能是原生食材，但频次、命名或类别证据不足
9268,京包菜,4,蔬菜类及其制品,,京包菜 || 一只京包菜 || 适量京包菜,17246|49040|91408|198329,可能是原生食材，但频次、命名或类别证据不足
9271,细青椒,4,蔬菜类及其制品,,3根细青椒 || 3个细青椒,25852|171073,可能是原生食材，但频次、命名或类别证据不足
9276,西瓜果肉,4,水果类及其制品,,350克西瓜果肉 || 250克西瓜果肉 || 480克西瓜果肉,33653|78166|160308,可能是原生食材，但频次、命名或类别证据不足
9279,鸭头,4,禽肉类及其制品,,5个鸭头 || 4-5个鸭头 || 9只（菜市场买的一板，冷冻的）鸭头,34922|47195|58268,可能是原生食材，但频次、命名或类别证据不足
9281,香菜头,4,蔬菜类及其制品,,1根香菜头 || 几个香菜头 || +－香菜头,36801|68518|74655,可能是原生食材，但频次、命名或类别证据不足
9283,基尾虾,4,鱼虾蟹贝类,,250G基尾虾 || 一斤基尾虾 || 10个基尾虾,42429|93027|106526,可能是原生食材，但频次、命名或类别证据不足
9286,西洋芹,4,蔬菜类及其制品,,20克1.西洋芹 || 1把西洋芹 || 1根西洋芹,26628|45489|88085,可能是原生食材，但频次、命名或类别证据不足
9292,黑猪肉馅,4,畜肉类及其制品,,150克黑猪肉馅 || 适量黑猪肉馅 || 250克黑猪肉馅,101390|132670|184961,可能是原生食材，但频次、命名或类别证据不足
9294,尖红辣椒,4,蔬菜类及其制品,,随意(伴碟)尖红辣椒 || 50g新鲜的尖红辣椒,64223|89229,可能是原生食材，但频次、命名或类别证据不足
9295,火麻仁,4,坚果种子类,,5克去皮火麻仁 || 火麻仁,68883|135802|154581,可能是原生食材，但频次、命名或类别证据不足
9309,皂米角,4,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9312,铺面,4,谷类及其制品,,2.铺面 || 铺面,1084|178807,可能是原生食材，但频次、命名或类别证据不足
9315,温水和面,4,谷类及其制品,温水|面,,,疑似多食材组合，但无法百分之百确认全部组成
9316,土豆饼,4,干豆类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9317,大白菜叶,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9318,炖菜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9320,瓣姜蒜,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9325,小彩椒,4,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9330,干紫苏叶,3,蔬菜类及其制品,,适量干紫苏叶 || 一小撮干紫苏叶 || 若干干紫苏叶,16|97543|166778,可能是原生食材，但频次、命名或类别证据不足
9331,鲢鱼头,3,鱼虾蟹贝类,,500克鲢鱼头 || 一个鲢鱼头 || 半个鲢鱼头,58|318|18234,可能是原生食材，但频次、命名或类别证据不足
9332,猪肋条肉,3,畜肉类及其制品,,150克猪肋条肉 || 500克猪肋条肉 || 300克猪肋条肉,58|8505|40575,可能是原生食材，但频次、命名或类别证据不足
9333,少量蓝莓,3,水果类及其制品,,少量蓝莓 || 少量蓝莓(随自己，放不放都行，用坚果也可以),82|12413|128297,可能是原生食材，但频次、命名或类别证据不足
9334,毛芋头,3,薯类淀粉及其制品,,4个小毛芋头 || 6个毛芋头 || 四斤左右（很大量）毛芋头,82|14888|69471,可能是原生食材，但频次、命名或类别证据不足
9335,截莲藕,3,薯类淀粉及其制品,,一小截莲藕 || 1截莲藕,83|16683|189345,可能是原生食材，但频次、命名或类别证据不足
9337,数量小葱,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9338,儿大蒜,3,蔬菜类及其制品,,5瓣儿大蒜 || 3瓣儿大蒜 || 三瓣儿大蒜,158|799|15633|31025,可能是原生食材，但频次、命名或类别证据不足
9339,干切牛肉,3,畜肉类及其制品,,100g干切牛肉（自己卤制） || 2两干切牛肉（切片）,159|139212,可能是原生食材，但频次、命名或类别证据不足
9340,草莓果茸,3,水果类及其制品,,100克草莓果茸 || 50克草莓果茸 || 150克草莓果茸,160|11677|21260,可能是原生食材，但频次、命名或类别证据不足
9343,潮汕肉饼,3,畜肉类及其制品,,150克潮汕肉饼 || 50克潮汕肉饼 || 适量潮汕肉饼,248|105315|108063,可能是原生食材，但频次、命名或类别证据不足
9346,鲩鱼腩,3,鱼虾蟹贝类,,500克鲩鱼腩 || 鲩鱼腩（硬边，有骨的部位）,385|29245,可能是原生食材，但频次、命名或类别证据不足
9347,炖排骨,3,畜肉类及其制品,,#炖排骨,411|8586,可能是原生食材，但频次、命名或类别证据不足
9348,白蛤,3,鱼虾蟹贝类,,半斤白蛤 || 白蛤 || 500克白蛤（青蛤、文蛤均可）,412|7402|26525|58877,可能是原生食材，但频次、命名或类别证据不足
9356,香砂仁,3,坚果种子类,,0.5个香砂仁 || 4个香砂仁 || 3克香砂仁,594|4394|129015,可能是原生食材，但频次、命名或类别证据不足
9359,桂圆红枣,3,坚果种子类,,桂圆红枣 || 2-3颗桂圆 红枣,646|161511,可能是原生食材，但频次、命名或类别证据不足
9360,镜面层,3,谷类及其制品,,#镜面层 || 镜面层 || 镜面层~,704|64122|89670|121332|131727|154856,可能是原生食材，但频次、命名或类别证据不足
9363,青红朝天椒,3,蔬菜类及其制品,,2个青红朝天椒,756,可能是原生食材，但频次、命名或类别证据不足
9366,厚蛋烧,3,蛋类及其制品,,#厚蛋烧 || 厚蛋烧 || 1块厚蛋烧,769|50235|56170|58396,可能是原生食材，但频次、命名或类别证据不足
9371,白菜干,3,蔬菜类及其制品,,一棵白菜干 || 60克白菜干 || 50g白菜干,822|1977|5919,可能是原生食材，但频次、命名或类别证据不足
9376,洋鸡蛋,3,禽肉类及其制品,,2个洋鸡蛋 || 5个洋鸡蛋 || 5个（土鸡蛋需要6个）洋鸡蛋,939|5053|8933|15609,可能是原生食材，但频次、命名或类别证据不足
9377,红叶生菜,3,蔬菜类及其制品,,50g红叶生菜 || 40克红叶生菜 || 适量      红叶生菜,940|20879|31969,可能是原生食材，但频次、命名或类别证据不足
9380,黑蒜,3,蔬菜类及其制品,,一个黑蒜 || 6头黑蒜（独头） || 1头黑蒜,963|14551|15113,可能是原生食材，但频次、命名或类别证据不足
9387,菜丸,3,蔬菜类及其制品,,随意菜丸,1103,可能是原生食材，但频次、命名或类别证据不足
9390,定鸡爪,3,禽肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9392,牛肉靡,3,畜肉类及其制品,,250克牛肉靡 || 150克牛肉靡 || 250G牛肉靡,1193|136869|172850,可能是原生食材，但频次、命名或类别证据不足
9395,号鸡蛋蛋清,3,禽肉类及其制品,,2个大号鸡蛋的蛋清,1224,可能是原生食材，但频次、命名或类别证据不足
9396,葱切末,3,蔬菜类及其制品,葱切,葱 1根切末（其他蔬菜也可以，肉末也行） || 20克葱切末 || 1根小葱切末（可省略）,1242|33962|133210,形态描述存在，但原始食材无法确定
9398,黄鸭叫,3,禽肉类及其制品,,2只黄鸭叫 || 5条黄鸭叫 || 3只黄鸭叫,1279|20724|37697|45181,可能是原生食材，但频次、命名或类别证据不足
9401,烫面,3,谷类及其制品,,100克烫面 || 烫面 || 50烫面,1351|68269|92789,可能是原生食材，但频次、命名或类别证据不足
9403,各彩椒,3,蔬菜类及其制品,,各半个彩椒 || 各1个彩椒 || 各1小块彩椒,1401|18753|29646|32796|32901,可能是原生食材，但频次、命名或类别证据不足
9404,芝麻花生米,3,坚果种子类,,,,可能是原生食材，但频次、命名或类别证据不足
9405,调好肉馅,3,畜肉类及其制品,,调好的肉馅 || 一斤调好肉馅 || 适量（我的菜谱有）调好的肉馅,1419|165699|171296,可能是原生食材，但频次、命名或类别证据不足
9406,板栗仁,3,坚果种子类,,70g板栗仁 || 6-8个板栗仁 || 150克板栗仁,1420|3698|16949,可能是原生食材，但频次、命名或类别证据不足
9410,鲽鱼身,3,鱼虾蟹贝类,,半条鲽鱼身,123005,可能是原生食材，但频次、命名或类别证据不足
9411,熏三文鱼,3,鱼虾蟹贝类,,两三片熏三文鱼 || 2块熏三文鱼 || 2片熏三文鱼,1524|2139|56893,可能是原生食材，但频次、命名或类别证据不足
9412,青椒切粒,3,蔬菜类及其制品,,青椒切粒,1536,可能是原生食材，但频次、命名或类别证据不足
9413,饰香菜,3,蔬菜类及其制品,,装饰香菜 || 2-3根装饰用香菜 || 装饰用香菜,1539|47465|93784,可能是原生食材，但频次、命名或类别证据不足
9418,指甲盖大小姜,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9419,少量大米,3,谷类及其制品,,少量大米,1718|39524|123509,可能是原生食材，但频次、命名或类别证据不足
9422,鸡全腿,3,禽肉类及其制品,,1个(250克)鸡全腿 || 2只鸡全腿 || 4只鸡全腿,1741|15048|17342,可能是原生食材，但频次、命名或类别证据不足
9423,咸柠檬,3,水果类及其制品,,1个咸柠檬 || 4个咸柠檬 || 2-4个咸柠檬,1751|62037|65326|75247,可能是原生食材，但频次、命名或类别证据不足
9426,南美对虾,3,鱼虾蟹贝类,,10只南美对虾 || 200克南美对虾 || 六只南美对虾,1824|112115|177354,可能是原生食材，但频次、命名或类别证据不足
9428,号鸡蛋,3,禽肉类及其制品,,3个小号鸡蛋 || 3个大号鸡蛋 || 2个大号鸡蛋,1897|4317|17800,可能是原生食材，但频次、命名或类别证据不足
9429,杏仁小圆饼,3,水果类及其制品,,#杏仁小圆饼,1916,可能是原生食材，但频次、命名或类别证据不足
9432,滑子菇,3,菌藻类,,25克（或其他干菇类，如榛蘑或茶树菇等）滑子菇 || 适量滑子菇 || 三四根滑子菇,1942|46073|46240,可能是原生食材，但频次、命名或类别证据不足
9435,干红葱头,3,蔬菜类及其制品,,干红葱头6个 || 5-8个干红葱头 || 1个干红葱头,1973|25645|27472,可能是原生食材，但频次、命名或类别证据不足
9436,手摇磨豆机,3,干豆类及其制品,,1个手摇磨豆机,1995,可能是原生食材，但频次、命名或类别证据不足
9437,香菇鹌鹑蛋,3,蛋类及其制品,,朵香菇鹌鹑蛋,2022,可能是原生食材，但频次、命名或类别证据不足
9442,章鱼足,3,鱼虾蟹贝类,,1只章鱼足 || 500g章鱼足 || 200克章鱼足,2205|22683|24951,可能是原生食材，但频次、命名或类别证据不足
9443,迟菜心,3,蔬菜类及其制品,,3棵迟菜心,2206,可能是原生食材，但频次、命名或类别证据不足
9450,四川辣椒,3,蔬菜类及其制品,,20个四川辣椒,2276,可能是原生食材，但频次、命名或类别证据不足
9453,甜胡萝卜,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9455,蝶花生米,3,谷类及其制品,,半小蝶花生米 || 1小蝶花生米,2351|90645,可能是原生食材，但频次、命名或类别证据不足
9457,长南瓜,3,蔬菜类及其制品,,半个长南瓜 || 500克长南瓜,2369|132286,可能是原生食材，但频次、命名或类别证据不足
9458,蒜蓉酥,3,蔬菜类及其制品,,0.5勺(小瓷汤勺)蒜蓉酥 || 1勺蒜蓉酥,2386|120422,可能是原生食材，但频次、命名或类别证据不足
9460,迷你土豆,3,干豆类及其制品,,5个迷你土豆 || 1个迷你土豆 || 300g迷你土豆,2414|5571|6460,可能是原生食材，但频次、命名或类别证据不足
9461,全麦鲁邦种,3,谷类及其制品,,80克全麦鲁邦种（半成品）,2470,可能是原生食材，但频次、命名或类别证据不足
9462,生菜叶子,3,蔬菜类及其制品,,6片生菜叶子,2480,可能是原生食材，但频次、命名或类别证据不足
9467,辣椒二荆条,3,蔬菜类及其制品,,2根辣椒 二荆条,2633,可能是原生食材，但频次、命名或类别证据不足
9468,半白芝麻,3,坚果种子类,,,,可能是原生食材，但频次、命名或类别证据不足
9470,墨鱼意面,3,鱼虾蟹贝类,,一根墨鱼意面 || 200g墨鱼意面（普通意面也可以） || 100g 墨鱼意面,2708|53635|65504,可能是原生食材，但频次、命名或类别证据不足
9471,梅菜笋丝,3,蔬菜类及其制品,梅菜笋,80G（一袋）袋装梅菜笋丝 || 一包梅菜笋丝 || 半包梅菜笋丝,2720|75529|173559,形态描述存在，但原始食材无法确定
9474,霉干菜,3,蔬菜类及其制品,,60克霉干菜 || 霉干菜 || 少许霉干菜,2747|34320|41245|82011,可能是原生食材，但频次、命名或类别证据不足
9475,仔鸡,3,禽肉类及其制品,,1只仔鸡 || 一只仔鸡 || 950g仔鸡,2755|8467|8789|12345,可能是原生食材，但频次、命名或类别证据不足
9476,辣三丁,3,其他类,辣三,,,形态描述存在，但原始食材无法确定
9483,香菜切段,3,蔬菜类及其制品,香菜切,一把50克香菜切段 || 15克香菜切段 || 2根香菜切段,2940|19208|154839,形态描述存在，但原始食材无法确定
9484,簇金针菇,3,菌藻类,,一小簇金针菇 || 1小簇金针菇,2963|78349,可能是原生食材，但频次、命名或类别证据不足
9489,各黄瓜,3,蔬菜类及其制品,,各适量黄瓜，豆芽，红萝卜，芹菜,3098,可能是原生食材，但频次、命名或类别证据不足
9490,鱼竹轮,3,鱼虾蟹贝类,,一根鱼竹轮 || 100克鱼竹轮 || 1袋鱼竹轮,3128|20953|70129,可能是原生食材，但频次、命名或类别证据不足
9491,三文鱼刺身,3,鱼虾蟹贝类,,三片三文鱼刺身 || 200g三文鱼刺身,3144|106197,可能是原生食材，但频次、命名或类别证据不足
9497,风味鸡,3,禽肉类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9504,姜葱水,3,蔬菜类及其制品,,姜葱水 || 4大匙姜葱水 || 15克姜葱水,3404|28408|58309|70748,可能是原生食材，但频次、命名或类别证据不足
9506,大朵银耳,3,菌藻类,,,,可能是原生食材，但频次、命名或类别证据不足
9507,姜姜姜,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9508,香葱粒,3,蔬菜类及其制品,,少许香葱粒（装饰用） || 少许香葱粒 || 10克香葱粒,3505|81284|87209|151082|185007,可能是原生食材，但频次、命名或类别证据不足
9511,红黄绿彩椒,3,蔬菜类及其制品,,小半个红黄绿彩椒 || 红黄绿彩椒,3576|153717,可能是原生食材，但频次、命名或类别证据不足
9513,后胡萝卜,3,蔬菜类及其制品,,3斤，去皮后1100克胡萝卜,3586,可能是原生食材，但频次、命名或类别证据不足
9518,山羊乳酪,3,畜肉类及其制品,,50克（可根据个人口味定）山羊乳酪 || 100g山羊乳酪,3711|146651,可能是原生食材，但频次、命名或类别证据不足
9520,半量杯大米,3,谷类及其制品,,半量杯大米 || 大半量杯大米,3776|35938|76859|167593|189429,可能是原生食材，但频次、命名或类别证据不足
9522,一段黄瓜,3,蔬菜类及其制品,,一段黄瓜,3852|7621|20354|59118|74316|81644|81695|87109|108099|144598|145616|176343|180815,可能是原生食材，但频次、命名或类别证据不足
9525,绿柠檬,3,水果类及其制品,,2个小绿柠檬 || 1个绿柠檬 || 一颗绿柠檬,3887|11279|54073,可能是原生食材，但频次、命名或类别证据不足
9526,韓國辣椒醬,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9528,两枚鸡蛋,3,禽肉类及其制品,,两枚鸡蛋 || 两枚（大一点）鸡蛋,4080|11329|13626|14809|34581|46266|63509|70644|80322|81028|105954|126145|130965|138659|141220|145471|160004|163294|168085|170952|171317|177174|197298,可能是原生食材，但频次、命名或类别证据不足
9530,葱短,3,蔬菜类及其制品,,少许葱短,4088,可能是原生食材，但频次、命名或类别证据不足
9531,青辣椒圈,3,蔬菜类及其制品,,2勺青辣椒圈 || 若干青辣椒圈 || 30克青辣椒圈,4150|174604|198648,可能是原生食材，但频次、命名或类别证据不足
9533,两段大葱,3,蔬菜类及其制品,,两段大葱,4154|40080|76804|106843|114098|115284|145651|146082|149791|152798|159462|162500|172395|176783|183185,可能是原生食材，但频次、命名或类别证据不足
9535,意式萨拉米,3,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9537,姬菇,3,菌藻类,,1小把姬菇 || 10只姬菇 || 十朵（也可以用其他的菇或者自己喜欢的配菜）姬菇,4223|4583|34383,可能是原生食材，但频次、命名或类别证据不足
9538,鸡蛋量蛋清,3,禽肉类及其制品,,一只鸡蛋量蛋清 || 半个鸡蛋的量蛋清 || 1个鸡蛋的量蛋清,4238|28440|134503,可能是原生食材，但频次、命名或类别证据不足
9539,哈蜜瓜,3,蔬菜类及其制品,,哈蜜瓜 || 小半只哈蜜瓜 || 1/4个哈蜜瓜,4245|23060|47609,可能是原生食材，但频次、命名或类别证据不足
9543,瘦肉沫,3,畜肉类及其制品,,80克瘦肉沫 || 100g瘦肉沫（不喜欢瘦肉，换腊味，但是要肉碎） || 适量瘦肉沫,4312|87024|93194,可能是原生食材，但频次、命名或类别证据不足
9544,少量生姜,3,蔬菜类及其制品,,少量生姜 || 少量（鸡肉焯水时用）生姜 || 少量生姜，辣椒，水葱，蒜头,4338|15290|25807|30979|36356|38691|38969|51929|68908|97499|121048|121876|129039|131983|134875|138944|146947|162310,可能是原生食材，但频次、命名或类别证据不足
9545,青菜叶子,3,蔬菜类及其制品,,适量青菜叶子 || 青菜叶子 || 一小把青菜叶子,4339|33358|186442,可能是原生食材，但频次、命名或类别证据不足
9548,青杭椒,3,蔬菜类及其制品,,5个青杭椒 || 2-3个青杭椒 || 1个青杭椒,4406|7210|25112,可能是原生食材，但频次、命名或类别证据不足
9551,抓小米,3,谷类及其制品,,抓3把（两人份）小米 || 3抓小米,4428|127987,可能是原生食材，但频次、命名或类别证据不足
9552,抓糙米,3,谷类及其制品,,抓1.5把（提高粘度，好吃的米种）糙米,4428,可能是原生食材，但频次、命名或类别证据不足
9553,定西兰花,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9557,白菜馅,3,蔬菜类及其制品,,250克白菜馅 || 白菜馅（多少按个人喜好）,4496|89690,可能是原生食材，但频次、命名或类别证据不足
9563,葱苗,3,蔬菜类及其制品,,若干葱苗 || 5根葱苗 || 2把葱苗,4586|21720|74548,可能是原生食材，但频次、命名或类别证据不足
9568,清炖牛腩,3,畜肉类及其制品,,清炖牛腩,4653,可能是原生食材，但频次、命名或类别证据不足
9570,黑豆面,3,干豆类及其制品,,黑豆面 || 40克黑豆面 || 一勺黑豆面,4707|39742|83488,可能是原生食材，但频次、命名或类别证据不足
9571,台湾凤梨,3,水果类及其制品,,1只台湾凤梨 || 1个（取1/4肉）台湾凤梨 || 2只台湾凤梨,4733|65675|85556,可能是原生食材，但频次、命名或类别证据不足
9577,卤鹅肉,3,禽肉类及其制品,,200克卤鹅肉,4809,可能是原生食材，但频次、命名或类别证据不足
9578,生核桃仁,3,水果类及其制品,,一把生核桃仁 || 50克生核桃仁 || 50g生核桃仁,4815|27419|47528,可能是原生食材，但频次、命名或类别证据不足
9580,节脆藕,3,薯类淀粉及其制品,,1小节脆藕 || 2节脆藕,4832|31555,可能是原生食材，但频次、命名或类别证据不足
9581,腊鸡,3,禽肉类及其制品,,半只腊鸡 || 腊鸡 || 1/4只腊鸡,4884|15444|68845|69390,可能是原生食材，但频次、命名或类别证据不足
9582,表面撒料,3,谷类及其制品,,表面撒料,4912|43825|53805,可能是原生食材，但频次、命名或类别证据不足
9583,子冰块,3,其他类,子冰,一杯子冰块,4943,形态描述存在，但原始食材无法确定
9585,芒果粉,3,水果类及其制品,,5g芒果粉 || 10克芒果粉 || 2克芒果粉,5028|115619|143671,可能是原生食材，但频次、命名或类别证据不足
9586,麦饼,3,谷类及其制品,,小麦饼,5031,可能是原生食材，但频次、命名或类别证据不足
9591,黑麦天然酵种,3,谷类及其制品,,150克黑麦天然酵种（100%水粉比例） || 280克（100%水粉比例）黑麦天然酵种 || 75克（100%水粉比例）黑麦天然酵种,5134|29765|92045|93814,可能是原生食材，但频次、命名或类别证据不足
9593,水笋,3,蔬菜类及其制品,,3个水笋 || 一包300克水笋 || 300克水笋,5150|59593|196615,可能是原生食材，但频次、命名或类别证据不足
9596,香水鱼料,3,鱼虾蟹贝类,,1包香水鱼料 || 1袋香水鱼料,5218|99195,可能是原生食材，但频次、命名或类别证据不足
9600,青葱碎,3,蔬菜类及其制品,青葱,小青葱碎 || 1根青葱碎（出锅撒）,5246|17603,形态描述存在，但原始食材无法确定
9602,啦生菜,3,蔬菜类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9603,笋尖,3,蔬菜类及其制品,,适量笋尖 || 笋尖 || 笋尖五条,5349|30986|31604,可能是原生食材，但频次、命名或类别证据不足
9604,干小米辣,3,谷类及其制品,,50g干小米辣 || 约6克干小米辣（可按口味加减） || 25克干小米辣,5359|53884|117995,可能是原生食材，但频次、命名或类别证据不足
9609,酸姜,3,蔬菜类及其制品,,适量酸姜 || 10片酸姜 || 两块酸姜,5536|6247|19886,可能是原生食材，但频次、命名或类别证据不足
9611,花叶生菜,3,蔬菜类及其制品,,100～300g花叶生菜,5558,可能是原生食材，但频次、命名或类别证据不足
9612,一段白萝卜,3,蔬菜类及其制品,,一段白萝卜,5580|67982|88454|137301|169670,可能是原生食材，但频次、命名或类别证据不足
9613,独头蒜蒜,3,蔬菜类及其制品,,两头独头蒜蒜 || 独头蒜两个蒜 || 独头蒜1个蒜,5608|74463|90440,可能是原生食材，但频次、命名或类别证据不足
9614,紅甜椒,3,蔬菜类及其制品,,1颗紅甜椒,5614,可能是原生食材，但频次、命名或类别证据不足
9615,面团全麦粉,3,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9616,面团高筋粉,3,谷类及其制品,,,,可能是原生食材，但频次、命名或类别证据不足
9619,自由搭配配菜,3,蔬菜类及其制品,,自由搭配配菜,62475,可能是原生食材，但频次、命名或类别证据不足
9621,肉红枣,3,畜肉类及其制品,,4颗大大的肉红枣,5856,可能是原生食材，但频次、命名或类别证据不足
9622,紫圆葱,3,蔬菜类及其制品,,一个紫圆葱 || 1/4 个紫圆葱 || 一块紫圆葱,5858|6745|20246,可能是原生食材，但频次、命名或类别证据不足
9625,贝壳粉,3,鱼虾蟹贝类,,十六个贝壳粉 || 10克贝壳粉,5898|104650,可能是原生食材，但频次、命名或类别证据不足
9626,芋子,3,薯类淀粉及其制品,,五斤芋子（不是芋头） || 500克小芋子 || 2斤芋子,5904|71805|75737,可能是原生食材，但频次、命名或类别证据不足
9627,鱼子,3,鱼虾蟹贝类,,100g鱼子（我用的鲈鱼） || 鱼子 || 少许鱼子,5905|28250|40559,可能是原生食材，但频次、命名或类别证据不足
