id,category_id,subcategory_id,is_core_raw,name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
436,2,9,1,番石榴,7,水果-浆果,水果,浆果,exact,番石榴［鸡矢果，番桃］,97,83.9,53,222,1.1,0.4,14.2,5.9,0,0.4,—,—,0,0.02,0.05,0.30,68.0,—,13,16,235,3.3,10,0.2,0.21,1.62,0.08,0.11,,,,,,,,v2_strict_rule,core
437,2,13,1,香瓜,7,水果-其他水果,水果,其他水果,exact,甜瓜［香瓜］,78,92.9,26,111,0.4,0.1,6.2,0.4,0,0.4,3,30,0,0.02,0.03,0.30,15.0,0.47,14,17,139,8.8,11,0.7,0.09,0.40,0.04,0.04,香瓜,,,,,,,v2_strict_rule,core
438,3,14,1,猪肺,7,畜肉-猪,畜肉,猪,exact,猪肺,97,83.1,84,353,12.2,3.9,0.1,0.0,290,0.7,10,0,10,0.04,0.18,1.80,—,0.45,6,165,210,81.4,10,5.3,1.21,10.77,0.08,0.04,猪肺,,,,,,,v2_strict_rule,core
439,5,23,1,海鸭蛋,7,蛋类-鸭蛋,蛋类,鸭蛋,exact,海鸭蛋,87,55.6,243,1014,12.7,13.8,16.9,0.0,—,1.0,—,—,116,0.13,0.40,Tr,Tr,1.66,118,6,119,105.1,1,3.1,0.25,41.51,0.02,0.06,,,,,,,,v2_strict_rule,core
440,6,27,1,鲭鱼,7,水产-鱼,水产,鱼,exact,鲭鱼,49,45.2,413,1706,14.4,39.4,0.2,0.0,60,0.8,183,0,—,0.03,0.47,6.05,Tr,—,7,160,308,56.0,24,1.4,1.00,—,—,—,鲭鱼,,,,,,,v2_strict_rule,core
441,7,32,1,鸡枞菌,7,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,鸡枞［蚁枞、伞把菇、鸡枞菌］,96,94.5,19,81,2.5,0.2,2.5,1.3,0,0.4,Tr,Tr,0,0.02,0.25,5.50,—,—,4,38,102,3.1,8,1.8,0.46,0.14,0.58,0.12,鸡枞菌,,,,,,东南几省及台湾的一些地区,v2_strict_rule,core
442,8,35,1,山芋,7,薯芋-芋类,薯芋,芋类,exact,甘薯（红心）［山芋、红薯］,90,83.4,61,260,0.7,0.2,15.3,—,0,0.4,63,750,0,0.05,0.01,0.20,4.0,0.28,18,26,88,70.9,17,0.2,0.16,0.22,0.05,0.08,山芋,,,,,,,v2_strict_rule,core
443,10,40,1,小麦,7,谷物/坚果-小麦,谷物/坚果,小麦,exact,小麦,100,10.0,338,1416,11.9,1.3,75.2,10.8,0,1.6,0,0,0,0.40,0.10,4.00,0,1.82,34,325,289,6.8,4,5.1,2.33,4.05,0.43,3.10,小麦,,适宜心血不足的失眠多梦、心悸不安、多呵欠、喜悲伤欲哭，古称妇人脏燥(癔病)者食用；患有脚气病、末梢神经炎者宜食小麦；体虚自汗盗汗多汗者，宜食浮小麦；也适宜妇人回乳时食用。,一般人群均可食用。,,,,v2_strict_rule,core
444,10,42,1,稻米,7,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,稻米（代表值）,100,13.3,346,1453,7.9,0.9,77.2,0.6,0,0.7,0,0,0,0.15,0.04,2.00,0,0.43,8,112,112,1.8,31,1.1,1.54,2.83,0.25,1.13,稻米,,,,,,除了南极洲之外,v2_strict_rule,core
445,10,42,1,鸡头米,7,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,芡实米（鲜）［鸡头米］,47,63.4,145,605,4.4,0.2,31.5,0.4,0,0.5,—,—,0,0.40,0.08,2.5,6.0,—,9,110,—,—,—,0.4,—,—,—,—,,,,,,,,v2_strict_rule,core
446,10,42,1,黄米,7,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,黄米,100,11.1,351,1469,9.7,1.5,76.9,4.4,0,0.8,—,—,0,0.09,0.13,1.30,0,4.61,—,—,—,3.3,—,—,2.07,—,0.90,0.23,黄米,,,,,,,v2_strict_rule,core
447,1,6,1,凉薯,6,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,豆薯（鲜）［凉薯，地瓜，沙葛］,91,85.2,56,236,0.9,0.1,13.4,0.8,0,0.4,—,—,0,0.03,0.03,0.30,13.0,0.86,21,24,111,5.5,14,0.6,0.23,0.16,0.07,0.11,凉薯,,,,,,,v2_strict_rule,core
448,1,3,1,南瓜藤,6,蔬菜-瓜果,蔬菜,瓜果,exact,南瓜藤,100,93.3,17,73,1.7,0.0,3.2,—,0,1.8,35,425,0,Tr,0.04,—,13.5,0.59,14,53,303,1.8,16,1.1,0.35,—,0.08,0.15,,,,,,,,v2_strict_rule,core
449,1,1,1,奶白菜,6,蔬菜-叶菜,蔬菜,叶菜,exact,奶白菜,100,92.6,21,89,2.7,0.2,3.3,1.5,0,1.2,95,1141,0,0.02,0.10,0.59,37.4,0.16,66,55,126,170.2,41,1.0,0.28,0.43,0.05,0.24,,,,,,,,v2_strict_rule,core
450,1,6,1,榆钱,6,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,榆钱（鲜）,100,85.2,45,187,4.8,0.4,7.6,4.3,0,2.0,122,730,0,0.04,0.12,0.90,11.0,0.54,62,104,134,0.7,47,7.9,3.27,0.36,0.24,0.78,,,,,,,,v2_strict_rule,core
451,1,2,1,毛笋,6,蔬菜-根茎,蔬菜,根茎,exact,毛笋（鲜）［毛竹笋］,67,93.1,23,97,2.2,0.2,3.8,1.3,0,0.7,—,—,0,0.04,0.05,0.30,9.0,0.15,16,34,318,5.2,8,0.9,0.47,0.38,0.07,0.35,,,,,,,,v2_strict_rule,core
452,1,1,1,油菜心,6,蔬菜-叶菜,蔬菜,叶菜,exact,油菜心,100,95.1,15,63,1.3,0.4,2.7,—,0,0.5,—,—,0,0.02,0.06,0.41,Tr,0.16,74,26,166,33.4,25,0.6,0.19,0.26,0.04,0.07,油菜心,,,,,,,v2_strict_rule,core
453,1,5,1,油豆角,6,蔬菜-鲜豆,蔬菜,鲜豆,exact,油豆角（鲜）［多花菜豆］,99,92.2,25,103,2.4,0.3,3.9,1.6,0,1.2,13,160,0,0.07,0.08,1.40,11.0,2.39,69,56,240,3.3,35,1.9,0.38,1.10,0.61,0.12,,,,,,,,v2_strict_rule,core
454,2,9,1,紫葡萄,6,水果-浆果,水果,浆果,exact,紫葡萄,88,88.4,45,187,0.7,0.3,10.3,1.0,0,0.3,5,60,0,0.03,0.01,0.30,3.0,—,10,10,151,1.8,9,0.5,0.33,0.07,0.27,0.12,紫葡萄,,,,,,,v2_strict_rule,core
455,2,8,1,西梅,6,水果-核果,水果,核果,exact,西梅,76,88.5,42,177,0.7,0.1,10.3,0.7,0,0.4,1,8,0,0.01,0.01,0.18,1.4,0.18,11,16,155,3.2,10,0.1,0.04,0.11,0.02,0.04,,,,,,,,v2_strict_rule,core
456,3,15,1,牦牛肉,6,畜肉-牛,畜肉,牛,exact,牦牛肉,100,70.9,119,502,23.1,1.4,3.4,0.0,63,1.2,1,0,1,0.05,0.22,4.44,Tr,0.68,28,208,37,25.8,26,3.6,3.45,0.98,0.13,0.08,,,,,,,,v2_strict_rule,core
457,6,28,1,九节虾,6,水产-虾,水产,虾,exact,九节虾（鲜）,61,76.0,90,381,21.4,0.1,0.8,0.0,50,1.7,—,—,—,—,—,—,Tr,0.84,12,249,396,243.5,47,2.7,1.54,1.18,—,0.01,,,,,,,,v2_strict_rule,core
458,6,27,1,刀鱼,6,水产-鱼,水产,鱼,exact,带鱼［白带鱼、刀鱼］,76,73.3,127,535,17.7,4.9,3.1,0.0,76,1.0,29,0,29,0.02,0.06,2.80,Tr,0.82,28,191,280,150.1,43,1.2,0.70,36.57,0.08,0.17,刀鱼,,,,,,,v2_strict_rule,core
459,6,29,1,海蟹,6,水产-蟹,水产,蟹,exact,海蟹,55,77.1,95,400,13.8,2.3,4.7,0.0,125,2.1,30,—,30,0.01,0.10,2.50,Tr,2.99,208,142,232,260.0,47,1.6,3.32,82.65,1.67,0.18,海蟹,,一般人群均可食用适宜跌打损伤，筋断骨碎，瘀血肿痛之人食用；适宜产妇胎盘残留，或孕妇临产阵缩无力，胎儿迟迟不下者食用，尤以蟹爪为好；,平素脾胃虚寒，大便溏薄，腹痛隐隐之人忌食；风寒感冒未愈者，或宿患风疾，包括顽固性皮肤瘙痒疾患之人忌食；月经过多、痛经、怀孕妇女忌食螃蟹，尤忌食蟹爪。,,,,v2_strict_rule,core
460,6,30,1,螺蛳,6,水产-贝,水产,贝,exact,螺蛳,37,83.3,59,252,7.5,0.6,6.0,0.0,86,2.6,Tr,—,Tr,Tr,0.28,2.00,Tr,0.43,156,98,75,252.6,178,1.4,10.27,16.95,1.52,1.05,螺蛳,,,,,,,v2_strict_rule,core
461,7,32,1,苔菜,6,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,苔菜（干）［苔条，条浒苔］,100,23.7,167,703,19.0,0.4,26.3,9.1,0,30.6,—,—,0,0.35,0.40,4.00,—,—,185,302,410,4955.0,1257,283.7,3.56,5.59,1.11,Tr,苔菜,,,,,,,v2_strict_rule,core
462,10,40,1,大麦,6,谷物/坚果-小麦,谷物/坚果,小麦,exact,大麦［元麦］,100,13.1,327,1367,10.2,1.4,73.3,9.9,0,2.0,0,0,0,0.43,0.14,3.90,0,1.23,66,381,49,Tr,158,6.4,4.36,9.80,0.63,1.23,大麦,,一般人群均可食用，适宜胃气虚弱、消化不良者食用；凡肝病、食欲不振、伤食后胃满腹胀者、妇女回乳时乳房胀痛者宜食大麦芽。,一般人群均可食用。,,,全世界大部分地区均有种植,v2_strict_rule,core
463,10,39,1,籼米,6,谷物/坚果-稻米,谷物/坚果,稻米,exact,籼米（标准）［机米］,100,12.6,349,1459,7.9,0.6,78.3,0.8,0,0.6,0,0,0,0.09,0.04,1.40,0,0.54,12,112,109,1.7,28,1.6,1.47,1.99,0.29,1.27,籼米,,,,,,,v2_strict_rule,core
464,10,42,1,高粱米,6,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,高粱米,100,10.3,360,1505,10.4,3.1,74.7,4.3,0,1.5,0,0,0,0.29,0.10,1.60,0,1.88,22,329,281,6.3,129,6.3,1.64,2.83,0.53,1.22,高粱米,,一般人都可食用，适宜小儿消化不良时服食；适宜于脾胃气虚、大便溏薄之人食用；黏性较强的高粱，适宜于肺结核病人食用。,糖尿病患者应禁食高粱；大便燥结以及便秘者应少食或不食高粱。,,,,v2_strict_rule,core
465,1,3,1,凉瓜,5,蔬菜-瓜果,蔬菜,瓜果,exact,苦瓜（鲜）［凉瓜，癞瓜］,81,93.4,22,91,1.0,0.1,4.9,1.4,0,0.6,8,100,0,0.03,0.03,0.40,56.0,0.85,14,35,256,2.5,18,0.7,0.36,0.36,0.06,0.16,凉瓜,,,,,,,v2_strict_rule,core
466,1,1,1,白花菜,5,蔬菜-叶菜,蔬菜,叶菜,exact,白花菜,100,93.7,—,—,—,—,0.0,0.0,0,—,0,0,0,—,—,—,12.0,0.00,26,6,152,215.7,33,0.6,0.18,—,0.05,6.00,,,,,,,,v2_strict_rule,core
467,1,6,1,红薯叶,5,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,红薯叶,100,90.8,27,112,3.1,Tr,5.1,2.80,0,1.0,113,1351,0,0.20,0.36,—,Tr,1.37,180,38,115,44.0,58,1.2,0.21,—,0.11,0.93,红薯叶,,,,,,,v2_strict_rule,core
468,1,2,1,芹菜茎,5,蔬菜-根茎,蔬菜,根茎,exact,芹菜茎,67,93.1,22,93,1.2,0.2,4.5,1.2,0,1.0,28,340,0,0.02,0.06,0.40,8.0,1.32,80,38,206,159.0,18,1.2,0.24,0.57,0.09,0.16,,,,,,,,v2_strict_rule,core
469,1,6,1,荆芥,5,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,荆芥,52,91.9,26,111,2.6,—,4.3,—,0,1.2,14,164,0,0.10,0.29,—,7.7,6.49,210,36,282,16.0,67,9.8,0.35,—,0.15,0.85,荆芥,,一般人群都可食用。,表虚自汗、阴虚火旺者禁服。,,无毒,自中南欧经阿富汗,v2_strict_rule,core
470,1,5,1,菜豆,5,蔬菜-鲜豆,蔬菜,鲜豆,exact,四季豆［菜豆、芸豆］,96,91.2,24,101,2.0,0.2,6.0,—,0,0.6,8,96,0,0.02,0.05,0.26,Tr,Tr,43,47,196,4.4,27,0.6,0.33,0.04,0.05,0.26,菜豆,,,,,,,v2_strict_rule,core
471,1,3,1,蒲瓜,5,蔬菜-瓜果,蔬菜,瓜果,exact,葫芦［长瓜，蒲瓜，瓠瓜］,87,95.3,16,67,0.7,0.1,3.5,0.8,0,0.4,3,40,0,0.02,0.01,0.40,11.0,—,16,15,87,0.6,7,0.4,0.14,0.49,0.04,0.08,蒲瓜,,,,,,,v2_strict_rule,core
472,1,1,1,金花菜,5,蔬菜-叶菜,蔬菜,叶菜,exact,苜蓿［草头，金花菜］,95,90.2,35,148,5.0,0.7,2.9,1.4,0,1.2,915,5490,0,0.02,0.17,1.00,102.0,2.82,112,22,32,26.2,11,2.8,0.25,0.11,0.04,0.13,,,,,,,,v2_strict_rule,core
473,1,6,1,雪里红,5,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,芥菜（鲜）［雪里红，雪菜］,94,91.5,27,114,2.0,0.4,4.7,1.6,0,1.4,26,310,0,0.03,0.11,0.50,31.0,0.74,230,47,281,30.5,24,3.2,0.70,0.70,0.08,0.42,,,,,,,,v2_strict_rule,core
474,1,6,1,黄秋葵,5,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,秋葵［黄秋葵、羊角豆］,98,91.2,25,104,1.8,0.2,6.2,1.8,0,0.6,20,238,0,0.06,0.05,0.42,7.2,Tr,101,41,19,8.7,38,0.2,0.24,0.54,0.03,0.13,黄秋葵,,,,,,,v2_strict_rule,core
475,2,7,1,库尔勒香梨,5,水果-仁果,水果,仁果,exact,库尔勒香梨,91,85.9,42,174,0.1,0.1,13.4,6.7,0,0.5,—,—,0,—,—,—,—,—,22,19,79,3.7,8,1.2,2.61,2.34,2.54,0.06,,,,,,,,v2_strict_rule,core
476,2,13,1,芭蕉,5,水果-其他水果,水果,其他水果,exact,芭蕉［甘蕉，板蕉，牙蕉］,68,68.9,115,482,1.2,0.1,28.9,3.1,0,0.9,—,—,0,0.02,0.02,0.60,—,—,6,18,330,1.3,29,0.3,0.16,0.81,0.10,0.78,,,,,,,,v2_strict_rule,core
477,2,12,1,酸木瓜,5,水果-热带水果,水果,热带水果,exact,酸木瓜,79,87.8,41,174,0.3,0.2,11.1,3.0,0,0.6,Tr,Tr,0,0.02,0.01,0.20,106.0,—,20,11,260,1.9,11,0.8,0.55,0.20,0.06,0.08,,,,,,,,v2_strict_rule,core
478,2,7,1,鳄梨,5,水果-仁果,水果,仁果,exact,鳄梨,100,74.3,171,716,2.0,15.3,7.4,2.1,0,1.0,31,366,0,0.11,0.12,1.90,8.0,—,11,41,599,10.0,39,1.0,0.42,—,0.26,0.23,,,,,,,,v2_strict_rule,core
479,3,15,1,牛肝,5,畜肉-牛,畜肉,牛,exact,牛肝,100,68.7,139,586,19.8,3.9,6.2,0.0,297,1.4,20220,0,20220,0.16,1.30,11.90,—,0.13,4,252,185,45.0,22,6.6,5.01,11.99,1.34,0.37,牛肝,,,,,,,v2_strict_rule,core
480,3,14,1,猪耳,5,畜肉-猪,畜肉,猪,exact,猪耳,100,69.4,176,735,19.1,11.1,0.0,0.0,92,0.4,Tr,0,Tr,0.05,0.12,3.50,Tr,0.85,6,28,58,68.2,3,1.3,0.35,4.02,Tr,0.01,猪耳,,,,,,,v2_strict_rule,core
481,3,14,1,猪舌,5,畜肉-猪,畜肉,猪,exact,猪舌［口条］,100,70.2,184,767,18.1,12.4,0.0,0.0,230,0.9,Tr,0,Tr,0.27,0.41,4.25,Tr,Tr,13,213,216,79.4,14,0.1,2.89,13.94,0.01,Tr,猪舌,,一般人都可食用。,一般人都可食用。,,,,v2_strict_rule,core
482,3,16,1,羊肚,5,畜肉-羊,畜肉,羊,exact,羊肚,100,81.7,87,364,12.2,3.4,1.8,0.0,124,0.9,23,0,23,0.03,0.17,1.80,—,0.33,38,133,101,66.0,16,1.4,2.61,9.68,0.10,0.60,羊肚,,,,,,,v2_strict_rule,core
483,3,16,1,羊肝,5,畜肉-羊,畜肉,羊,exact,羊肝,100,69.7,134,563,17.9,3.6,7.4,0.0,349,1.4,20972,0,20972,0.21,1.75,22.10,—,29.93,8,299,241,123.0,14,7.5,3.45,17.68,4.51,0.26,羊肝,,,,,,,v2_strict_rule,core
484,3,16,1,羊血,5,畜肉-羊,畜肉,羊,exact,羊血,100,85.0,57,240,6.8,0.2,6.9,0.0,92,1.1,—,0,—,0.04,0.09,0.20,—,—,22,7,6,443.4,2,18.3,0.67,15.68,0.02,0.01,,,,,,,,v2_strict_rule,core
485,3,17,1,驴肉,5,畜肉-其他畜肉,畜肉,其他畜肉,exact,驴肉（瘦）,100,73.8,116,491,21.5,3.2,0.4,0.0,74,1.1,72,0,72,0.03,0.16,2.50,Tr,2.76,2,178,325,46.9,7,4.3,4.26,6.10,0.23,Tr,驴肉,,,,,,,v2_strict_rule,core
486,4,18,1,火鸡腿,5,禽肉-鸡,禽肉,鸡,excluded_processed_source,火鸡腿（熟）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火鸡腿,,一般人群均可食用。预防高血压、高血脂的人，心脑血管病患者、老人尤为适合。,患有感冒发热、内火偏旺、痰湿偏重、热毒疖肿之人、痔疮和疥疮者忌食。,,,,v2_strict_rule,common
487,4,19,1,鸭肫,5,禽肉-鸭,禽肉,鸭,exact,鸭肫,93,77.8,92,388,17.9,1.3,2.1,0.0,153,0.9,6,0,6,0.04,0.15,4.40,—,0.21,12,134,284,69.2,18,4.3,2.77,15.95,0.18,0.08,鸭肫,,一般人群均可食用。贫血病患者尤其适合食用，上腹饱胀、消化不良者，可多吃鸭肫。,一般人群均可食用。,,,,v2_strict_rule,core
488,5,24,1,鹅蛋,5,蛋类-鹅蛋,蛋类,鹅蛋,exact,鹅蛋,87,69.3,196,814,11.1,15.6,2.8,0.0,704,1.2,192,—,192,0.08,0.30,0.40,Tr,4.50,34,130,74,90.6,12,4.1,1.43,27.24,0.09,0.04,鹅蛋,,,,,,,v2_strict_rule,core
489,6,27,1,乌鱼,5,水产-鱼,水产,鱼,exact,乌鳢［黑鱼、乌鱼、生鱼］,57,78.7,85,359,18.5,1.2,0.0,0.0,91,1.6,26,0,26,0.02,0.14,2.50,Tr,0.97,152,232,313,48.8,33,0.7,0.80,24.57,0.05,0.06,乌鱼,,,,,,,v2_strict_rule,core
490,6,27,1,多宝鱼,5,水产-鱼,水产,鱼,exact,大菱鲆鱼（鲜）［多宝鱼］,68,80.1,81,342,17.0,1.1,0.7,0.0,8,1.1,—,0,—,—,—,—,Tr,0.45,12,177,244,83.6,23,0.1,0.33,0.00,—,0.03,多宝鱼,,,,,,,v2_strict_rule,core
491,6,31,1,海蜇头,5,水产-其他水产,水产,其他水产,exact,海蜇头,100,69.0,74,314,6.0,0.3,11.8,0.0,10,12.9,14,—,14,0.07,0.04,0.30,Tr,2.82,120,22,331,467.7,114,5.1,0.42,16.60,0.21,1.76,海蜇头,,,,,,,v2_strict_rule,core
492,6,31,1,胖子,5,水产-其他水产,水产,其他水产,exact,鲢鱼［白鲢、胖子、连子鱼］,61,77.4,104,436,17.8,3.6,0.0,0.0,99,1.2,20,0,20,0.03,0.07,2.50,Tr,1.23,53,190,277,57.5,23,1.4,1.17,15.68,0.06,0.09,,,,,,,,v2_strict_rule,core
493,6,27,1,花鲢鱼,5,水产-鱼,水产,鱼,exact,鳙鱼［胖头鱼、摆佳鱼、花鲢鱼］,61,76.5,100,421,15.3,2.2,4.7,0.0,112,1.3,34,0,34,0.04,0.11,2.80,Tr,2.65,82,180,229,60.6,26,0.8,0.76,19.47,0.07,0.08,,,,,,,,v2_strict_rule,core
494,6,28,1,草虾,5,水产-虾,水产,虾,exact,塘水虾［草虾］,57,74.0,96,405,21.2,1.2,0.0,0.0,264,3.6,44,—,44,0.05,0.03,—,Tr,4.82,403,233,250,109.0,26,3.4,2.54,—,2.04,0.21,草虾,,老少皆宜；中老年人、孕妇和心血管病患者更适合食用，适宜肾虚阳痿、男性不育症、腰脚瘙弱无力之人食用；适宜中老年人缺钙所致的小腿抽筋者食用。,"宿疾者、正值上火之时不宜食虾；患过敏性鼻炎、支气管炎、反复发作性过敏性皮炎的老年人不宜吃虾；
虾为动风发物，患有皮肤疥癣者忌食。",,,,v2_strict_rule,core
495,6,27,1,金枪鱼肉,5,水产-鱼,水产,鱼,exact,金枪鱼肉,100,73.3,102,433,23.7,0.3,1.1,0.0,39,1.6,1,0,1,0.06,0.13,7.42,Tr,0.07,6,285,517,55.5,43,3.6,0.70,69.00,0.14,0.03,,,,,,,,v2_strict_rule,core
496,7,32,1,鸡枞,5,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,鸡枞［蚁枞、伞把菇、鸡枞菌］,96,94.5,19,81,2.5,0.2,2.5,1.3,0,0.4,Tr,Tr,0,0.02,0.25,5.50,—,—,4,38,102,3.1,8,1.8,0.46,0.14,0.58,0.12,鸡枞,,一般人群均可食用，是老、少、妇、弱的理想滋补食品。,一般人群均可食用。,,,,v2_strict_rule,core
497,8,34,1,木薯,5,薯芋-薯类,薯芋,薯类,exact,木薯,99,69.0,119,498,2.1,0.3,27.8,1.6,0,0.8,—,—,0,0.21,0.09,1.20,35.0,—,88,50,764,8.0,66,2.5,—,—,—,—,,,,,,,,v2_strict_rule,core
498,10,42,1,葵花子仁,5,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,葵花子仁,100,7.8,615,2572,19.1,53.4,16.7,4.5,0,3.0,—,—,0,1.89,0.16,4.5,Tr,79.09,115,604,547,5.0,287,2.9,0.50,5.78,0.56,1.07,葵花子仁,,一般人群均可食用适宜癌症患者食用；适宜高脂血症，动脉硬化和高血压之人食用；适宜神经衰弱的失眠者食用；适宜蛲虫病人食用。,一般人群均可食用,,,,v2_strict_rule,core
499,1,2,1,洋姜,4,蔬菜-根茎,蔬菜,根茎,exact,洋姜（鲜）［菊芋，鬼子姜］,100,80.8,64,269,2.4,Tr,15.8,4.3,0,1.0,—,—,0,0.01,0.10,1.40,5.0,0.88,23,27,458,11.5,24,7.2,0.34,1.31,0.19,0.21,,,,,,,,v2_strict_rule,core
500,1,1,1,牛皮菜,4,蔬菜-叶菜,蔬菜,叶菜,exact,观达菜［根达菜、牛皮菜］,100,91.8,23,95,1.9,0.3,4.5,2.8,0,1.5,39,470,0,0.01,0.24,—,6.4,0.50,76,17,290,220.0,64,1.3,0.18,1.40,0.02,0.48,牛皮菜,,一般人群均可食用。,一般人群均可食用。,,,,v2_strict_rule,core
501,1,3,1,笋瓜,4,蔬菜-瓜果,蔬菜,瓜果,exact,笋瓜［生瓜］,91,96.1,13,54,0.5,—,3.1,0.7,0,0.3,8,100,0,0.04,0.02,—,5.0,0.29,14,27,96,—,7,0.6,0.09,—,0.03,0.05,,,,,,,,v2_strict_rule,core
502,1,6,1,粉葛,4,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,葛（鲜）［葛薯，粉葛］,90,60.1,150,628,2.2,0.2,36.1,2.4,0,1.4,—,—,0,0.09,0.05,—,24.0,—,—,48,Tr,—,—,1.3,—,1.22,—,0.20,粉葛,,,,,,,v2_strict_rule,core
503,1,2,1,脆萝卜,4,蔬菜-根茎,蔬菜,根茎,exact,水萝卜［脆萝卜］,93,92.9,22,94,0.8,Tr,5.5,1.4,0,0.8,21,250,0,0.03,0.05,—,45.0,—,—,—,—,9.7,—,—,0.49,—,0.01,0.05,,,,,,,,v2_strict_rule,core
504,1,6,1,草头,4,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,苜蓿［草头，金花菜］,95,90.2,35,148,5.0,0.7,2.9,1.4,0,1.2,915,5490,0,0.02,0.17,1.00,102.0,2.82,112,22,32,26.2,11,2.8,0.25,0.11,0.04,0.13,,,,,,,,v2_strict_rule,core
505,1,3,1,菜瓜,4,蔬菜-瓜果,蔬菜,瓜果,exact,菜瓜［生瓜，白瓜］,88,95.0,19,79,0.6,0.2,3.9,0.4,0,0.3,2,20,0,0.02,0.01,0.20,12.0,0.03,20,14,136,1.6,15,0.5,0.10,0.63,0.03,0.03,菜瓜,,一般人都可食用。适宜夏天气候炎热、心烦气燥、闷热不舒、热病口干作渴、小便不利之人食用。,1.菜瓜性寒，平素脾胃气虚、腹泻便溏、胃寒疼痛之人忌食生冷菜瓜；2.女子月经来潮期间和有寒性痛经者忌食生菜瓜。,,,,v2_strict_rule,core
506,1,4,1,菜葱,4,蔬菜-葱蒜,蔬菜,葱蒜,exact,分葱［四季葱，菜葱］,100,91.7,34,143,2.2,0.7,5.1,0.7,0,—,—,—,0,—,0.18,0.60,24.0,—,85,32,226,7.7,21,0.9,—,—,—,—,,,,,,,,v2_strict_rule,core
507,1,1,1,西洋菜,4,蔬菜-叶菜,蔬菜,叶菜,exact,豆瓣菜（鲜）［西洋菜，水田芥］,73,94.5,20,82,2.9,0.5,1.5,1.2,0,0.6,796,9550,0,0.01,0.11,0.30,52.0,0.59,30,26,179,61.2,9,1.0,0.69,0.70,0.06,0.25,西洋菜,,,,,,,v2_strict_rule,core
508,1,4,1,野葱,4,蔬菜-葱蒜,蔬菜,葱蒜,exact,野葱（鲜）［沙葱，麦葱］,100,89.0,36,152,2.7,0.2,6.7,1.5,0,1.4,500,3000,0,0.31,—,0.70,64.0,—,279,43,—,—,—,4.1,—,—,—,—,野葱,,一般人群均可食用。脑力劳动者更宜。,1.患有胃肠道疾病特别是溃疡病的人不宜多食；2.另外葱对汗腺刺激作用较强，有腋臭的人在夏季应慎食；表虚、多汗者也应忌食；3.过多食用葱还会损伤视力。,,,,v2_strict_rule,core
509,1,4,1,野韭菜,4,蔬菜-葱蒜,蔬菜,葱蒜,exact,野韭菜（鲜）［山韭］,100,86.0,44,182,3.7,0.9,7.2,4.1,0,2.2,235,1410,0,0.03,0.11,0.70,21.0,—,129,47,—,—,—,5.4,—,—,—,—,野韭菜,,,,,,,v2_strict_rule,core
510,1,3,1,金丝瓜,4,蔬菜-瓜果,蔬菜,瓜果,exact,金丝瓜［裸瓣瓜］,80,91.7,38,161,3.3,2.0,2.2,0.8,0,0.8,1,10,0,0.02,0.03,0.70,1.0,0.01,25,28,90,2.0,13,0.3,1.77,0.76,0.13,0.11,,,,,,,,v2_strict_rule,core
511,1,2,1,鬼子姜,4,蔬菜-根茎,蔬菜,根茎,exact,洋姜（鲜）［菊芋，鬼子姜］,100,80.8,64,269,2.4,Tr,15.8,4.3,0,1.0,—,—,0,0.01,0.10,1.40,5.0,0.88,23,27,458,11.5,24,7.2,0.34,1.31,0.19,0.21,,,,,,,,v2_strict_rule,core
512,1,1,1,龙须菜,4,蔬菜-叶菜,蔬菜,叶菜,exact,芦笋（绿）［石刁柏、龙须菜］,90,93.3,19,79,2.6,0.1,3.3,—,0,0.7,2,20,0,0.07,0.08,1.12,7.0,0.19,9,51,304,12.4,18,1.4,0.55,0.62,0.10,0.12,龙须菜,,,,,,,v2_strict_rule,core
