id,category_id,subcategory_id,is_core_raw,name,usage_count,category,category_major,category_sub,nutrition_match,nutrition_source_name,可食部%,水分g,能量kcal,能量kJ,蛋白质g,脂肪g,碳水化合物g,膳食纤维g,胆固醇mg,灰分g,维生素A(ugRE),胡萝卜素(ug),视黄醇(ug),硫胺素mg,核黄素mg,烟酸mg,维生素Cmg,维生素E总mg,钙mg,磷mg,钾mg,钠mg,镁mg,铁mg,锌mg,硒(ug),铜mg,锰mg,tcm_name,tcm_taste,tcm_user,tcm_not_user,tcm_side_effects,tcm_toxicity,tcm_production_place,category_source,quality
513,2,8,1,冬枣,4,水果-核果,水果,核果,exact,冬枣,93,69.5,113,476,1.8,0.2,27.8,2.2,0,0.7,Tr,Tr,0,0.08,0.09,0.51,243.0,0.19,16,29,195,33.0,17,0.2,0.19,0.14,0.08,0.13,冬枣,,,,,,,v2_strict_rule,core
514,2,13,1,山竹,4,水果-其他水果,水果,其他水果,exact,山竹,25,81.2,72,307,0.4,0.2,18.0,0.4,0,0.2,Tr,Tr,0,0.08,0.02,0.30,1.2,0.36,11,9,48,3.8,19,0.3,0.06,0.54,0.03,0.10,,,,,,,,v2_strict_rule,core
515,2,11,1,甜瓜,4,水果-瓜果,水果,瓜果,exact,甜瓜［香瓜］,78,92.9,26,111,0.4,0.1,6.2,0.4,0,0.4,3,30,0,0.02,0.03,0.30,15.0,0.47,14,17,139,8.8,11,0.7,0.09,0.40,0.04,0.04,甜瓜,,一般人群均可食用，夏季烦热口渴者、口鼻生疮者、中暑者尤其适合食用。,出血及体虚者，脾胃虚寒、腹胀便溏者忌食。,,,,v2_strict_rule,core
516,2,7,1,苹果梨,4,水果-仁果,水果,仁果,exact,苹果梨,94,85.4,53,220,0.2,0.1,13.9,2.3,0,0.4,3,30,0,—,0.01,0.50,4.0,—,4,19,180,2.4,9,0.4,0.04,3.26,0.12,0.04,,,,,,,,v2_strict_rule,core
517,2,7,1,香梨,4,水果-仁果,水果,仁果,exact,香梨,89,85.8,51,214,0.3,0.1,13.6,2.7,0,0.2,6,70,0,—,—,0.10,Tr,—,6,31,90,0.8,7,0.4,0.19,0.22,0.09,0.06,香梨,,,,,,,v2_strict_rule,core
518,3,17,1,上脑,4,畜肉-其他畜肉,畜肉,其他畜肉,exact,牛肉（背部肉）［上脑］,100,66.4,193,806,17.4,12.4,3.0,0.0,56,0.8,Tr,0,Tr,0.04,0.08,2.28,Tr,0.17,—,—,—,—,—,0.7,4.65,1.84,0.01,Tr,,,,,,,,v2_strict_rule,core
519,3,17,1,脊肉,4,畜肉-其他畜肉,畜肉,其他畜肉,alias,猪肉（里脊）,100,74.7,150,626,19.6,7.9,0.0,0.0,55,1.2,Tr,0,Tr,0.32,0.20,6.37,Tr,0.33,6,184,317,43.2,28,1.5,2.01,8.32,0.01,Tr,,,,,,,,v2_strict_rule,core
520,6,27,1,明太鱼,4,水产-鱼,水产,鱼,exact,鳕鱼［鳕狭、明太鱼］,45,77.4,88,374,20.4,0.5,0.5,0.0,114,1.2,14,0,14,0.04,0.13,2.70,Tr,—,42,232,321,130.3,84,0.5,0.86,24.80,0.01,0.01,,,,,,,,v2_strict_rule,core
521,6,31,1,血蚶,4,水产-其他水产,水产,其他水产,exact,泥蚶［血蚶、珠蚶］,30,81.8,71,302,10.0,0.8,6.0,0.0,124,1.4,6,—,6,0.01,0.07,1.10,Tr,13.23,59,103,207,354.9,84,11.4,11.59,41.42,0.11,1.25,,,,,,,,v2_strict_rule,core
522,6,27,1,钳鱼,4,水产-鱼,水产,鱼,exact,钳鱼,72,58.3,212,889,29.2,10.3,0.7,0.0,58,1.5,—,0,—,—,—,—,Tr,—,65,156,370,70.3,20,0.4,1.17,0.05,—,0.12,,,,,,,,v2_strict_rule,core
523,6,27,1,鮸鱼,4,水产-鱼,水产,鱼,exact,鮸鱼［鳘鱼］,76,77.6,89,377,20.2,0.9,0.0,0.0,62,1.3,33,0,33,0.01,0.05,3.00,Tr,—,21,228,357,54.8,18,1.1,0.81,51.09,0.05,0.07,,,,,,,,v2_strict_rule,core
524,6,27,1,鲅鱼肉,4,水产-鱼,水产,鱼,exact,鲅鱼肉［马鲛鱼肉］,100,73.4,102,431,23.7,0.3,1.0,0.0,42,1.6,Tr,0,Tr,0.02,0.04,12.37,Tr,0.28,4,308,566,84.0,63,1.1,0.63,36.00,0.03,0.02,,,,,,,,v2_strict_rule,core
525,6,27,1,鳜鱼,4,水产-鱼,水产,鱼,exact,鳜鱼［桂鱼、花鲫鱼］,61,74.5,117,494,19.9,4.2,0.0,0.0,124,1.5,12,0,12,0.02,0.07,5.90,Tr,0.87,63,217,295,68.6,32,1.0,1.07,26.50,0.10,0.03,鳜鱼,,一般人都可以食用，老幼、妇女、脾胃虚弱者尤为适合。适宜体质衰弱，虚劳赢瘦，脾胃气虚，饮食不香，营养不良之人食用。,患有哮喘、咯血的病人不宜食用；寒湿盛者不宜食用。,,,,v2_strict_rule,core
526,6,27,1,鳝鱼,4,水产-鱼,水产,鱼,exact,黄鳝［鳝鱼］,67,78.0,89,378,18.0,1.4,1.2,0.0,126,1.4,50,0,50,0.06,0.98,3.70,Tr,1.34,42,206,263,70.2,18,2.5,1.97,34.56,0.05,2.22,鳝鱼,,,,,,,v2_strict_rule,core
527,7,32,1,松蘑,4,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,松蘑（干）［松口蘑，松茸］,100,16.1,207,853,20.3,3.2,48.2,47.8,0,12.2,—,—,0,0.01,1.48,—,—,3.09,14,50,93,4.3,—,86.0,6.22,98.44,10.30,1.63,松蘑,,,,,,,v2_strict_rule,core
528,7,32,1,海木耳,4,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,裙带菜（干）［海芥菜，海木耳］,100,9.2,219,914,25.0,1.7,41.5,31.1,0,22.6,186,2230,0,0.02,0.07,Tr,—,Tr,947,305,335,4411.6,1022,16.4,2.62,15.88,0.12,0.95,,,,,,,,v2_strict_rule,core
529,7,33,1,螺旋藻,4,菌菇藻类-藻类,菌菇藻类,藻类,exact,螺旋藻（干）,100,6.5,358,1515,64.7,3.1,18.2,1.0,0,7.5,3234,38810,0,0.28,1.41,10.00,Tr,27.11,137,1317,1506,1624.0,402,88.0,2.62,5.24,0.54,1.24,,,,,,,,v2_strict_rule,core
530,9,36,1,大豆,4,豆类-大豆,豆类,大豆,exact,黄豆［大豆］,100,10.2,390,1631,35.0,16.0,34.2,15.5,0,4.6,18,220,0,0.41,0.20,2.10,—,18.90,191,465,1503,2.2,199,8.2,3.34,6.16,1.35,2.26,大豆,,"一般人群均可食用。大豆是更年期妇女、糖尿病和心血管病患者的理想食品；脑力工作者和减肥的朋友也很适合。
","大豆在消化吸收过程中会产生过多的气体造成胀肚，故消化功能不良、有慢性消化道疾病的人应尽量少食；
患有严重肝病、肾病、痛风、消化性溃疡、低碘者应禁食；患疮痘期间不宜吃黄豆及其制品。
",,,巴西等区域,v2_strict_rule,core
531,10,42,1,栗子仁,4,谷物/坚果-杂粮,谷物/坚果,杂粮,excluded_processed_source,栗子仁（熟）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v2_strict_rule,common
532,10,42,1,青稞,4,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,青稞,100,12.4,342,1432,8.1,1.5,75.0,1.8,0,3.0,0,0,0,0.34,0.11,6.70,0,0.96,113,405,644,77.0,65,40.7,2.38,4.60,5.13,2.08,,,,,,,,v2_strict_rule,core
533,10,42,1,麸皮,4,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,麸皮,100,14.5,282,1181,15.8,4.0,61.4,31.3,0,4.3,10,120,0,0.30,0.30,12.50,0,4.47,206,682,862,12.2,382,9.9,5.98,7.12,2.03,10.85,,,,,,,,v2_strict_rule,core
534,1,3,1,倭瓜,3,蔬菜-瓜果,蔬菜,瓜果,exact,南瓜（鲜）［倭瓜，番瓜］,85,93.5,23,97,0.7,0.1,5.3,0.8,0,0.4,74,890,0,0.03,0.04,0.40,8.0,0.36,16,24,145,0.8,8,0.4,0.14,0.46,0.03,0.08,倭瓜,,,,,,,v2_strict_rule,core
535,1,2,1,卞萝卜,3,蔬菜-根茎,蔬菜,根茎,exact,红萝卜［卞萝卜］,97,93.8,22,91,1.0,0.1,4.6,0.8,0,0.5,Tr,Tr,0,0.05,0.02,0.10,3.0,1.20,11,26,110,62.7,16,2.8,0.69,Tr,Tr,0.06,,,,,,,,v2_strict_rule,core
536,1,6,1,大薯,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,大薯（鲜）［参薯］,74,72.1,108,450,2.1,0.2,24.9,1.1,0,0.7,—,—,0,0.05,—,0.50,—,0.25,10,45,Tr,—,16,0.8,0.38,0.74,0.17,—,,,,,,,,v2_strict_rule,core
537,1,6,1,抱子甘蓝,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,抱子甘蓝［小圆白菜］,87,86.7,36,150,3.5,0.2,8.8,—,0,1.0,3,31,0,0.06,0.05,0.54,38.0,Tr,59,60,350,35.5,24,0.6,0.35,0.65,0.05,0.19,抱子甘蓝,,,,,,,v2_strict_rule,core
538,1,1,1,木耳菜,3,蔬菜-叶菜,蔬菜,叶菜,exact,落葵［木耳菜，软浆菜］,76,92.8,23,97,1.6,0.3,4.3,1.5,0,1.0,168,2020,0,0.06,0.06,0.60,34.0,1.66,166,42,140,47.2,62,3.2,0.32,2.60,0.07,0.43,木耳菜,,所有人群均可食用。高血压、肝病、便秘患者可以多食，极适宜老年人食用。,孕妇及脾胃虚寒者慎食。,,,,v2_strict_rule,core
539,1,6,1,枸杞叶,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,枸杞叶,100,90.3,34,142,3.0,1.3,5.3,—,0,1.2,—,—,0,0.02,0.15,—,24.0,—,146,31,412,23.5,—,2.2,0.44,—,0.13,0.56,枸杞叶,,,,,,,v2_strict_rule,core
540,1,6,1,洋槐花,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,槐花（鲜）［洋槐花，豆槐花］,100,78.0,82,344,3.1,0.7,17.0,2.2,0,1.2,67,400,0,0.04,0.18,6.60,30.0,—,83,69,—,—,—,3.6,—,—,—,—,,,,,,,,v2_strict_rule,core
541,1,3,1,瓠瓜,3,蔬菜-瓜果,蔬菜,瓜果,exact,葫芦［长瓜，蒲瓜，瓠瓜］,87,95.3,16,67,0.7,0.1,3.5,0.8,0,0.4,3,40,0,0.02,0.01,0.40,11.0,—,16,15,87,0.6,7,0.4,0.14,0.49,0.04,0.08,瓠瓜,,一般人群均可食用。,一般人群均可食用。,,,,v2_strict_rule,core
542,1,1,1,甜菜头,3,蔬菜-叶菜,蔬菜,叶菜,exact,甜菜根（鲜）［甜菜头，糖萝卜］,90,74.8,87,364,1.0,0.1,23.5,5.9,0,0.6,—,—,0,0.05,0.04,0.20,8.0,1.85,56,18,254,20.8,38,0.9,0.31,0.29,0.15,0.86,甜菜头,,,,,,,v2_strict_rule,core
543,1,6,1,白参,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,沙参叶（鲜）［白参］,100,74.0,93,390,0.8,1.6,21.6,5.4,0,2.0,978,5870,0,—,—,2.70,104.0,—,585,180,—,—,—,—,—,—,—,—,,,,,,,,v2_strict_rule,core
544,1,3,1,白瓜,3,蔬菜-瓜果,蔬菜,瓜果,exact,菜瓜［生瓜，白瓜］,88,95.0,19,79,0.6,0.2,3.9,0.4,0,0.3,2,20,0,0.02,0.01,0.20,12.0,0.03,20,14,136,1.6,15,0.5,0.10,0.63,0.03,0.03,白瓜,,,,,,,v2_strict_rule,core
545,1,3,1,胡瓜,3,蔬菜-瓜果,蔬菜,瓜果,exact,黄瓜（鲜）［胡瓜］,92,95.8,16,65,0.8,0.2,2.9,0.5,0,0.3,8,90,0,0.02,0.03,0.20,9.0,0.49,24,24,102,4.9,15,0.5,0.18,0.38,0.05,0.06,,,,,,,,v2_strict_rule,core
546,1,1,1,芥菜头,3,蔬菜-叶菜,蔬菜,叶菜,exact,芥菜头［大头菜，水芥］,83,89.6,36,151,1.9,0.2,7.4,1.4,0,0.9,—,—,0,0.06,0.02,0.60,34.0,0.20,65,36,243,65.6,19,0.8,0.39,0.95,0.09,0.15,芥菜头,,,,,,,v2_strict_rule,core
547,1,6,1,苜蓿,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,苜蓿［草头，金花菜］,95,90.2,35,148,5.0,0.7,2.9,1.4,0,1.2,915,5490,0,0.02,0.17,1.00,102.0,2.82,112,22,32,26.2,11,2.8,0.25,0.11,0.04,0.13,苜蓿,,,,,,,v2_strict_rule,core
548,1,6,1,苤蓝,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,苤蓝［玉蔓菁，球茎甘蓝，大头菜］,78,90.8,32,136,1.3,0.2,7.0,1.3,0,0.7,2,20,0,0.04,0.02,0.50,41.0,0.13,25,46,190,29.8,24,0.3,0.17,0.16,0.02,0.11,苤蓝,,一般人群均可食用。适宜胃溃疡、十二指肠溃疡、糖尿病患者以及容易骨折的老人。,一般人群均可食用。,,,,v2_strict_rule,core
549,1,1,1,苦菜,3,蔬菜-叶菜,蔬菜,叶菜,exact,苦菜［节节花，拒马菜］,100,85.3,46,192,2.8,0.6,10.0,5.4,0,1.3,45,540,0,0.09,0.11,0.60,19.0,2.93,66,41,180,8.7,37,9.4,0.86,0.50,0.17,1.53,苦菜,,,,,,,v2_strict_rule,core
550,1,1,1,莼菜,3,蔬菜-叶菜,蔬菜,叶菜,excluded_processed_source,莼菜（瓶装）［花案菜］,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莼菜,,一般人皆可食用。因其滑软细嫩，特别适合老人、儿童及消化力弱的人食用。,1.莼菜性寒而滑，多食易伤脾胃，发冷气，损毛皮，故脾胃虚寒的人不宜多食；2.妇女月经期及孕妇产后应少食。,,,,v2_strict_rule,common
551,1,6,1,菊苣,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,菊苣,100,93.8,19,79,1.3,0.2,3.4,0.9,0,1.4,103,1230,0,0.08,0.08,0.40,7.0,—,52,28,314,22.0,15,0.8,0.79,—,0.10,0.42,菊苣,,,,,,,v2_strict_rule,core
552,1,6,1,菱角,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,菱角（老，鲜）［龙角］,57,73.0,101,423,4.5,0.1,21.4,1.7,0,1.0,1,10,0,0.19,0.06,1.50,13.0,—,7,93,437,5.8,49,0.6,0.62,—,0.18,0.38,菱角,,,,,,原产欧洲,v2_strict_rule,core
553,1,5,1,豆薯,3,蔬菜-鲜豆,蔬菜,鲜豆,exact,豆薯（鲜）［凉薯，地瓜，沙葛］,91,85.2,56,236,0.9,0.1,13.4,0.8,0,0.4,—,—,0,0.03,0.03,0.30,13.0,0.86,21,24,111,5.5,14,0.6,0.23,0.16,0.07,0.11,豆薯,,,,,,,v2_strict_rule,core
554,1,6,1,酢浆草,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,酢浆草（鲜）［酸酸草，酸溜溜］,100,84.0,66,278,3.1,0.5,12.4,,0,—,873,5240,0,0.25,0.31,—,127.0,—,27,125,—,—,—,5.6,—,—,—,—,,,,,,,,v2_strict_rule,core
555,1,6,1,马齿苋,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,马齿苋（鲜）［长寿菜，瓜子菜］,100,92.0,28,117,2.3,0.5,3.9,0.7,0,1.3,372,2230,0,0.03,0.11,0.70,23.0,—,85,56,—,—,—,1.5,—,—,—,—,马齿苋,,,,,无毒,中国南北各地均产。广布全世界温带和热带地区。,v2_strict_rule,core
556,1,6,1,黄芽白,3,蔬菜-其他蔬菜,蔬菜,其他蔬菜,exact,大白菜（白梗）［黄芽白］,92,93.6,22,93,1.7,0.2,3.7,0.6,0,0.8,21,250,0,0.06,0.07,0.80,47.0,0.92,69,30,130,89.3,12,0.5,0.21,0.33,0.03,0.21,,,,,,,,v2_strict_rule,core
557,2,7,1,冬果梨,3,水果-仁果,水果,仁果,exact,冬果梨,87,86.2,46,192,0.4,0.2,12.8,4.3,0,0.4,2,20,0,—,0.03,0.20,6.0,—,—,—,—,—,—,—,—,—,—,—,,,,,,,,v2_strict_rule,core
558,2,7,1,国光苹果,3,水果-仁果,水果,仁果,exact,国光苹果,78,85.9,56,232,0.3,0.3,13.3,0.8,0,0.2,5,60,0,0.02,0.03,0.20,4.0,0.11,8,14,83,1.3,7,0.3,0.14,0.10,0.07,0.03,,,,,,,,v2_strict_rule,core
559,2,7,1,红富士苹果,3,水果-仁果,水果,仁果,exact,红富士苹果,85,86.9,49,205,0.7,0.4,11.7,2.1,0,0.3,5,60,0,0.01,—,—,2.0,1.46,3,11,115,0.7,5,0.7,—,0.98,0.06,0.05,红富士苹果,,,,,,,v2_strict_rule,core
560,3,15,1,牛展,3,畜肉-牛,畜肉,牛,exact,牛肉（小腿肉）［牛展、牛腱子］,100,73.4,122,513,23.0,3.3,0.0,0.0,61,1.0,Tr,0,Tr,0.03,0.13,3.69,Tr,Tr,5,181,182,83.1,22,0.3,5.07,2.54,0.01,Tr,,,,,,,,v2_strict_rule,core
561,3,14,1,猪蹄筋,3,畜肉-猪,畜肉,猪,exact,猪蹄筋,100,62.4,156,660,35.3,1.4,0.5,0.0,79,0.4,Tr,0,Tr,0.01,0.09,2.90,Tr,0.10,15,40,46,178.0,4,2.2,2.30,10.27,0.04,0.02,猪蹄筋,,,,,,,v2_strict_rule,core
562,3,17,1,马肉,3,畜肉-其他畜肉,畜肉,其他畜肉,exact,马肉,100,74.1,122,514,20.1,4.6,0.1,0.0,84,1.1,28,0,28,0.06,0.25,2.20,Tr,1.42,5,367,526,115.8,41,5.1,12.26,3.73,0.15,0.03,马肉,,,,,,,v2_strict_rule,core
563,4,18,1,鸡血,3,禽肉-鸡,禽肉,鸡,exact,鸡血,100,87.0,49,210,7.8,0.2,4.1,0.0,170,0.9,56,0,56,0.05,0.04,0.10,—,0.21,10,68,136,208.0,4,25.0,0.45,12.13,0.03,0.03,鸡血,,一般人都均可食用。贫血患者、老人、妇女和从事粉尘、纺织、环卫、采掘等工作的人尤其应该常吃。,高胆固醇血症、肝病、高血压和冠心病患者应少食。,,,,v2_strict_rule,core
564,6,27,1,凤尾鱼,3,水产-鱼,水产,鱼,excluded_processed_source,凤尾鱼（熟）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,凤尾鱼,,一般人都可食用适宜体弱气虚，营养不良者食用；适宜儿童食用。,凡湿热内盛，或患有疥疮瘙痒之人忌食；病人忌食。,,,,v2_strict_rule,common
565,6,28,1,南美白对虾,3,水产-虾,水产,虾,exact,南美白对虾,56,78.2,83,351,19.4,0.2,0.8,0.0,175,1.4,—,—,—,—,—,—,Tr,16.87,7,306,309,70.5,1,0.2,0.64,0.25,—,Tr,,,,,,,,v2_strict_rule,core
566,6,27,1,墨鱼圈,3,水产-鱼,水产,鱼,exact,墨鱼圈,100,84.8,72,302,13.0,2.2,0.0,0.0,157,0.9,8,—,8,0.05,0.05,—,—,1.27,9,163,159,93.7,20,0.6,2.56,24.30,0.54,0.04,,,,,,,,v2_strict_rule,core
567,6,28,1,大头虾,3,水产-虾,水产,虾,exact,蝲蛄［刺蛄、大头虾］,14,81.2,77,324,16.0,1.4,0.0,0.0,98,1.4,—,—,—,0.03,0.18,3.00,Tr,—,—,283,181,86.8,21,14.5,0.56,—,0.91,—,,,,,,,,v2_strict_rule,core
568,6,28,1,沼虾,3,水产-虾,水产,虾,exact,江虾［沼虾］,100,77.0,87,367,10.3,0.9,9.3,0.0,116,2.5,102,—,102,0.04,0.12,2.20,Tr,11.30,78,293,683,—,131,8.8,2.71,17.70,3.46,1.21,,,,,,,,v2_strict_rule,core
569,6,30,1,海蚌,3,水产-贝,水产,贝,exact,海蚌［西施舌］,47,87.7,42,176,9.5,0.3,0.2,0.0,101,2.3,10,—,10,0.00,0.03,Tr,Tr,1.51,63,100,159,793.0,46,3.0,2.34,46.24,0.13,0.10,海蚌,,一般人群均可食用，适于体质虚弱，气血不足，营养不良者，高胆固醇、高血脂体质的人以及患有甲状腺肿大、支气管炎、胃病等疾病的人尤为适合。,许多贝类是发物，有宿疾者应慎食；贝类性多寒凉，故脾胃虚寒者不宜多吃。,,,,v2_strict_rule,core
570,6,27,1,海鲫鱼,3,水产-鱼,水产,鱼,exact,海鲫鱼［九九鱼］,60,64.3,206,857,17.0,13.7,3.6,0.0,70,1.4,—,0,Tr,0.02,0.02,4.30,Tr,1.06,69,193,133,15.8,30,1.9,0.58,28.80,0.19,0.07,,,,,,,,v2_strict_rule,core
571,6,27,1,海鳗,3,水产-鱼,水产,鱼,exact,海鳗［鲫勾］,67,74.6,122,513,18.8,5.0,0.5,0.0,71,1.1,22,0,22,0.06,0.07,3.00,Tr,1.70,28,159,266,95.8,27,0.7,0.80,25.85,0.07,0.03,海鳗,,一般成年人均可食用适合于年老、体弱者及年轻夫妇食用；适用于久病羸弱、五脏虚损、贫血、夜盲人、肺结核、妇女崩溃带下、小儿疳积、小儿蛔虫以及痔疮和脱肛病人食用；,患有慢性疾患和水产品过敏史的人、病后脾肾虚弱、痰多泄泻者忌服。,,,,v2_strict_rule,core
572,6,27,1,白条鱼,3,水产-鱼,水产,鱼,exact,白条鱼（裸鱼）,59,76.8,103,432,16.6,3.3,1.6,0.0,129,1.7,11,0,11,Tr,0.07,1.90,Tr,0.86,58,224,331,68.0,13,1.7,3.22,12.00,0.16,0.03,,,,,,,,v2_strict_rule,core
573,6,31,1,白鲢,3,水产-其他水产,水产,其他水产,exact,鲢鱼［白鲢、胖子、连子鱼］,61,77.4,104,436,17.8,3.6,0.0,0.0,99,1.2,20,0,20,0.03,0.07,2.50,Tr,1.23,53,190,277,57.5,23,1.4,1.17,15.68,0.06,0.09,,,,,,,,v2_strict_rule,core
574,6,27,1,老板鱼,3,水产-鱼,水产,鱼,exact,黄鲂［赤虹、老板鱼］,75,77.8,81,343,18.5,0.5,0.6,0.0,121,2.6,10,0,10,0.03,0.07,2.00,Tr,0.16,27,157,227,159.9,24,0.3,0.37,31.43,0.08,0.09,,,,,,,,v2_strict_rule,core
575,6,27,1,香梭鱼,3,水产-鱼,水产,鱼,exact,油抒［香梭鱼］,74,74.2,145,603,15.9,9.0,0.0,0.0,78,1.1,32,0,32,Tr,0.07,3.00,Tr,0.88,13,158,275,67.5,44,2.1,1.00,22.02,0.05,0.06,,,,,,,,v2_strict_rule,core
576,6,27,1,鲑鱼,3,水产-鱼,水产,鱼,exact,鲑鱼［大马哈鱼、三文鱼］,72,74.1,139,581,17.2,7.8,0.0,0.0,68,0.9,45,0,45,0.07,0.18,4.40,Tr,0.78,13,154,361,63.3,36,0.3,1.11,29.47,0.03,0.02,鲑鱼,,,,,,,v2_strict_rule,core
577,6,27,1,鲻鱼,3,水产-鱼,水产,鱼,exact,鲻鱼［白眼棱鱼］,57,75.3,119,499,18.9,4.8,0.0,0.0,99,1.1,—,0,—,0.02,0.13,2.30,Tr,3.34,19,183,245,71.4,25,0.5,0.82,16.80,0.03,0.02,鲻鱼,,一般人都可食用尤适宜体质虚弱，营养不良，脾胃气虚，饮食不香之人、小儿疳积、贫血等病症人群食用。,一般人群均可食用。,,,,v2_strict_rule,core
578,7,32,1,石花菜,3,菌菇藻类-菌菇,菌菇藻类,菌菇,exact,海冻菜（干）［石花菜，冻菜］,100,15.6,un,1335,5.4,0.1,72.9,—,0,6.0,—,—,0,0.06,0.20,3.30,Tr,14.84,167,209,141,380.8,15,2.0,1.94,15.19,0.12,0.04,石花菜,,1.一般人群均可食用。2.宜于肠炎、肾盂肾炎、肛周肿瘤、乳腺癌、子宫癌患者多食用。,?1.脾胃虚寒，肾阳虚者慎食；2.孕妇不宜多食。,,,分布于台湾,v2_strict_rule,core
579,9,36,1,青大豆,3,豆类-大豆,豆类,大豆,exact,青豆（干）［青大豆］,100,9.5,398,1667,34.5,16.0,35.4,12.6,0,4.6,66,790,0,0.41,0.18,3.00,—,10.09,200,395,718,1.8,128,8.4,3.18,5.62,1.38,2.25,,,,,,,,v2_strict_rule,core
580,10,42,1,胡桃,3,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,核桃（干）［胡桃］,43,5.2,646,2704,14.9,58.8,19.1,9.5,0,2.0,3,30,0,0.15,0.14,0.90,1.0,43.21,56,294,385,6.4,131,2.7,2.17,4.62,1.17,3.44,胡桃,,,,,,,v2_strict_rule,core
581,10,42,1,葵花子,3,谷物/坚果-杂粮,谷物/坚果,杂粮,exact,葵花子（生）,50,2.4,609,2548,23.9,49.9,19.1,6.1,0,4.7,3,30,0,0.36,0.20,4.80,Tr,34.53,72,238,562,5.5,264,5.7,6.03,1.21,2.51,1.95,,,,,,,,v2_strict_rule,core
582,4,18,1,鸡腿,278,禽肉-鸡,禽肉,鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v2_strict_rule,common
583,6,28,1,虾,77,水产-虾,水产,虾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v2_strict_rule,common
