alias_name,catalog_ingredient_id,canonical_name,usage_count,source
多条剥皮鱼,2676,多条剥皮鱼,1,dish_ingredients.raw_name
多来点味极鲜酱油,2677,多来点味极鲜酱油,1,dish_ingredients.raw_name
多棵小油菜,2678,多棵小油菜,1,dish_ingredients.raw_name
多水,2680,多水,1,dish_ingredients.raw_name
多淀粉,2681,多淀粉,1,dish_ingredients.raw_name
多点也无妨淀粉,2682,多点也无妨淀粉,1,dish_ingredients.raw_name
多点好吃葱姜蒜,2683,多点好吃葱姜蒜,1,dish_ingredients.raw_name
多点好吃蒜蓉,2684,多点好吃蒜蓉,1,dish_ingredients.raw_name
多点生抽,2685,多点生抽,1,dish_ingredients.raw_name
多点生粉,2686,多点生粉,1,dish_ingredients.raw_name
多点菜籽油,2687,多点菜籽油,1,dish_ingredients.raw_name
多点葱,2688,多点葱,1,dish_ingredients.raw_name
多猪肠,2689,多猪肠,1,dish_ingredients.raw_name
多瓣蒜瓣,2690,多瓣蒜瓣,1,dish_ingredients.raw_name
多盐,2691,多盐,1,dish_ingredients.raw_name
多粒花椒,2692,多粒花椒,2,dish_ingredients.raw_name
多绿豆芽,2693,多绿豆芽,1,dish_ingredients.raw_name
多胡萝卜,2694,多胡萝卜,1,dish_ingredients.raw_name
多芋儿,2695,多芋儿,1,dish_ingredients.raw_name
多蒜,2696,多蒜,1,dish_ingredients.raw_name
多量辣椒🌶️,2697,多量辣椒🌶️,1,dish_ingredients.raw_name
多青菜,2698,多青菜,2,dish_ingredients.raw_name
多面粉,2699,多面粉,2,dish_ingredients.raw_name
多食油,2700,多食油,1,dish_ingredients.raw_name
多香菇,2701,多香菇,1,dish_ingredients.raw_name
多黄瓜,2702,多黄瓜,1,dish_ingredients.raw_name
够即可玉米淀粉,2703,够即可玉米淀粉,1,dish_ingredients.raw_name
够吃就行草菇,2704,够吃就行草菇,1,dish_ingredients.raw_name
够吃量白菜,2705,够吃量白菜,1,dish_ingredients.raw_name
够炒量芹菜,2706,够炒量芹菜,1,dish_ingredients.raw_name
大,2707,大,2,dish_ingredients.raw_name
大䓤,2708,大䓤,1,dish_ingredients.raw_name
大排,2709,大排,4,dish_ingredients.raw_name
大料,1565,八角,68,dish_ingredients.raw_name
大枣,21,红枣,3,dish_ingredients.raw_name
大油,2710,大油,1,dish_ingredients.raw_name
大米,20,大米,67,dish_ingredients.raw_name
大肉,2711,大肉,1,dish_ingredients.raw_name
大肠,2712,大肠,2,dish_ingredients.raw_name
大茴,2713,大茴,1,dish_ingredients.raw_name
大葱,1,葱,247,dish_ingredients.raw_name
大薯,543,大薯,1,dish_ingredients.raw_name
大虾,234,大虾,23,dish_ingredients.raw_name
大蛤,2715,大蛤,1,dish_ingredients.raw_name
大豆,537,大豆,1,dish_ingredients.raw_name
大酱,2716,大酱,9,dish_ingredients.raw_name
大香,2717,大香,1,dish_ingredients.raw_name
大麦,469,大麦,1,dish_ingredients.raw_name
天然雪蜜,2718,天然雪蜜,1,dish_ingredients.raw_name
天贝,2719,天贝,1,dish_ingredients.raw_name
天麻,2720,天麻,1,dish_ingredients.raw_name
天麻干,2721,天麻干,1,dish_ingredients.raw_name
太和豆豉,2722,太和豆豉,1,dish_ingredients.raw_name
太太乐原味鲜小炒鲜,2723,太太乐原味鲜小炒鲜,1,dish_ingredients.raw_name
太太乐原味鲜鸡精,2724,太太乐原味鲜鸡精,1,dish_ingredients.raw_name
太太乐特级鲜酱油,2725,太太乐特级鲜酱油,1,dish_ingredients.raw_name
太太乐芝麻香油,2726,太太乐芝麻香油,1,dish_ingredients.raw_name
太太乐鲜鸡汁,2727,太太乐鲜鸡汁,8,dish_ingredients.raw_name
太太乐鸡汁,2728,太太乐鸡汁,4,dish_ingredients.raw_name
太太乐鸡精,2729,太太乐鸡精,2,dish_ingredients.raw_name
太椒,2730,太椒,1,dish_ingredients.raw_name
太湖白虾虾干,2731,太湖白虾虾干,1,dish_ingredients.raw_name
太白粉,2732,太白粉,3,dish_ingredients.raw_name
太阳谷牛排,2733,太阳谷牛排,1,dish_ingredients.raw_name
太阳谷特厚肥牛,2734,太阳谷特厚肥牛,1,dish_ingredients.raw_name
太阳谷藤椒风味鸡,2735,太阳谷藤椒风味鸡,1,dish_ingredients.raw_name
太阳谷鸡小胸,2736,太阳谷鸡小胸,1,dish_ingredients.raw_name
太阳鱼,2737,太阳鱼,2,dish_ingredients.raw_name
头甜玉米粒,2738,头甜玉米粒,1,dish_ingredients.raw_name
头菜,148,大头菜,14,dish_ingredients.raw_name
头蒜,2,蒜,2,dish_ingredients.raw_name
头虾,2739,头虾,2,dish_ingredients.raw_name
头豆豉鲮鱼,2740,头豆豉鲮鱼,1,dish_ingredients.raw_name
头鱼鱼头及鱼腩,2741,头鱼鱼头及鱼腩,1,dish_ingredients.raw_name
头黄桃,2742,头黄桃,1,dish_ingredients.raw_name
奇亚籽,2743,奇亚籽,4,dish_ingredients.raw_name
奇士脐橙,2744,奇士脐橙,1,dish_ingredients.raw_name
奇异果,2745,奇异果,1,dish_ingredients.raw_name
奥尔良烤翅粉,2746,奥尔良烤翅粉,1,dish_ingredients.raw_name
奥尔良烤翅腌料,2747,奥尔良烤翅腌料,1,dish_ingredients.raw_name
奥尔良腌料,2748,奥尔良腌料,6,dish_ingredients.raw_name
奥尔良鸡粉,2749,奥尔良鸡粉,1,dish_ingredients.raw_name
奶油,2750,奶油,2,dish_ingredients.raw_name
奶油小白菜,2751,奶油小白菜,1,dish_ingredients.raw_name
奶白菜,456,奶白菜,4,dish_ingredients.raw_name
奶粉,2752,奶粉,6,dish_ingredients.raw_name
奶酪,2753,奶酪,5,dish_ingredients.raw_name
奶酪片,2754,奶酪片,2,dish_ingredients.raw_name
奶酪碎,2755,奶酪碎,1,dish_ingredients.raw_name
好人家酸菜鱼料包,2756,好人家酸菜鱼料包,1,dish_ingredients.raw_name
好侍关东煮料包,2757,好侍关东煮料包,1,dish_ingredients.raw_name
好侍咖王咖喱块,2758,好侍咖王咖喱块,1,dish_ingredients.raw_name
好侍百梦多咖喱,2759,好侍百梦多咖喱,1,dish_ingredients.raw_name
好几段大葱,2760,好几段大葱,1,dish_ingredients.raw_name
好几片姜片,2761,好几片姜片,1,dish_ingredients.raw_name
好几瓣蒜末,2762,好几瓣蒜末,1,dish_ingredients.raw_name
好多只虾,2763,好多只虾,1,dish_ingredients.raw_name
好多瓣蒜,2764,好多瓣蒜,1,dish_ingredients.raw_name
好大米,2765,好大米,1,dish_ingredients.raw_name
好想好想放啊,2766,好想好想放啊,1,dish_ingredients.raw_name
好水,2767,好水,1,dish_ingredients.raw_name
好海参,2768,好海参,1,dish_ingredients.raw_name
好辽参,2769,好辽参,1,dish_ingredients.raw_name
好长山药,2770,好长山药,1,dish_ingredients.raw_name
好香菇,2771,好香菇,1,dish_ingredients.raw_name
如下叙述淀粉,2772,如下叙述淀粉,1,dish_ingredients.raw_name
如下火锅食材,2773,如下火锅食材,1,dish_ingredients.raw_name
如下红油,2774,如下红油,1,dish_ingredients.raw_name
如下腌制虾仁调料,2775,如下腌制虾仁调料,1,dish_ingredients.raw_name
如下调味汁,2776,如下调味汁,1,dish_ingredients.raw_name
如图五花肉末,2777,如图五花肉末,1,dish_ingredients.raw_name
如图姜,2778,如图姜,1,dish_ingredients.raw_name
如图料酒,2779,如图料酒,1,dish_ingredients.raw_name
如图杏鲍菇,2780,如图杏鲍菇,1,dish_ingredients.raw_name
如图生抽,2782,如图生抽,1,dish_ingredients.raw_name
如图老抽,2783,如图老抽,1,dish_ingredients.raw_name
如图肉,2784,如图肉,1,dish_ingredients.raw_name
如图肉末,2785,如图肉末,1,dish_ingredients.raw_name
如图花椒,2786,如图花椒,1,dish_ingredients.raw_name
如图荷兰豆,2787,如图荷兰豆,1,dish_ingredients.raw_name
如图菜籽油,2788,如图菜籽油,1,dish_ingredients.raw_name
如图葱,2789,如图葱,1,dish_ingredients.raw_name
如图葱姜蒜,2790,如图葱姜蒜,1,dish_ingredients.raw_name
如多人食红杉鱼,2791,如多人食红杉鱼,1,dish_ingredients.raw_name
如果猪油可以出锅时加入猪油,2792,如果猪油可以出锅时加入猪油,1,dish_ingredients.raw_name
如酱不自己调汁烧烤酱,2793,如酱不自己调汁烧烤酱,1,dish_ingredients.raw_name
妖娆走地鸡,2794,妖娆走地鸡,1,dish_ingredients.raw_name
姜,3,姜,2721,dish_ingredients.raw_name
姜.葱,2795,姜.葱,1,dish_ingredients.raw_name
姜/盐/鸡精/胡椒粉,2796,姜/盐/鸡精/胡椒粉,1,dish_ingredients.raw_name
姜/蒜头,2797,姜/蒜头,1,dish_ingredients.raw_name
姜/蒜沫/八角,2798,姜/蒜沫/八角,1,dish_ingredients.raw_name
姜丝,3,姜,136,dish_ingredients.raw_name
姜丝一点,2799,姜丝一点,1,dish_ingredients.raw_name
姜丝儿,2800,姜丝儿,2,dish_ingredients.raw_name
姜丝蒜片,2801,姜丝蒜片,1,dish_ingredients.raw_name
姜份量姜末,2802,姜份量姜末,1,dish_ingredients.raw_name
姜切丝姜丝,2803,姜切丝姜丝,1,dish_ingredients.raw_name
姜切末,2804,姜切末,1,dish_ingredients.raw_name
姜块,3,姜,3,dish_ingredients.raw_name
姜块「煮肉时」,2805,姜块「煮肉时」,1,dish_ingredients.raw_name
姜大葱大料牛骨棒,2806,姜大葱大料牛骨棒,1,dish_ingredients.raw_name
姜末,3,姜,159,dish_ingredients.raw_name
姜末姜,2807,姜末姜,1,dish_ingredients.raw_name
姜末少量,3,姜,1,dish_ingredients.raw_name
姜汁,2808,姜汁,4,dish_ingredients.raw_name
姜沫,2809,姜沫,2,dish_ingredients.raw_name
姜泥,2810,姜泥,3,dish_ingredients.raw_name
姜片,3,姜,308,dish_ingredients.raw_name
姜片洋葱片,2811,姜片洋葱片,1,dish_ingredients.raw_name
姜片葱段,2812,姜片葱段,2,dish_ingredients.raw_name
姜片蒜粒干辣椒,2813,姜片蒜粒干辣椒,1,dish_ingredients.raw_name
姜碎,3,姜,2,dish_ingredients.raw_name
姜米,2814,姜米,2,dish_ingredients.raw_name
姜粉,2815,姜粉,24,dish_ingredients.raw_name
姜粉/姜片,2816,姜粉/姜片,1,dish_ingredients.raw_name
姜粉豆瓣酱,2817,姜粉豆瓣酱,1,dish_ingredients.raw_name
姜粒,2818,姜粒,4,dish_ingredients.raw_name
姜绒,2820,姜绒,1,dish_ingredients.raw_name
姜芽,2821,姜芽,1,dish_ingredients.raw_name
姜茶油,2822,姜茶油,1,dish_ingredients.raw_name
姜葱,2823,姜葱,6,dish_ingredients.raw_name
姜葱蒜,2824,姜葱蒜,9,dish_ingredients.raw_name
姜葱蒜末,2825,姜葱蒜末,1,dish_ingredients.raw_name
姜葱蒜香菜,2826,姜葱蒜香菜,1,dish_ingredients.raw_name
姜蒜,2827,姜蒜,41,dish_ingredients.raw_name
姜蒜干辣椒,2828,姜蒜干辣椒,1,dish_ingredients.raw_name
姜蒜末,2829,姜蒜末,5,dish_ingredients.raw_name
姜蒜泥,2830,姜蒜泥,1,dish_ingredients.raw_name
姜蒜片,2831,姜蒜片,1,dish_ingredients.raw_name
姜蒜花椒干辣椒,2832,姜蒜花椒干辣椒,1,dish_ingredients.raw_name
姜蒜葱,2833,姜蒜葱,5,dish_ingredients.raw_name
姜蒜葱红米椒,2834,姜蒜葱红米椒,1,dish_ingredients.raw_name
姜蒜蒜苗干辣椒,2835,姜蒜蒜苗干辣椒,1,dish_ingredients.raw_name
姜蒜辣椒,2836,姜蒜辣椒,2,dish_ingredients.raw_name
姜蒜香菜,2837,姜蒜香菜,1,dish_ingredients.raw_name
姜蒜🧄,2838,姜蒜🧄,1,dish_ingredients.raw_name
姜蓉,3,姜,14,dish_ingredients.raw_name
姜辣泡椒酱,2839,姜辣泡椒酱,1,dish_ingredients.raw_name
姜黄,2840,姜黄,1,dish_ingredients.raw_name
姜黄粉,2841,姜黄粉,4,dish_ingredients.raw_name
姬松茸,2842,姬松茸,6,dish_ingredients.raw_name
姬菇,2843,姬菇,2,dish_ingredients.raw_name
娃娃菜,70,娃娃菜,108,dish_ingredients.raw_name
娃娃菜叶,2844,娃娃菜叶,1,dish_ingredients.raw_name
婆婆丁,2845,婆婆丁,1,dish_ingredients.raw_name
嫩姜,3,姜,5,dish_ingredients.raw_name
嫩毛笋片,2846,嫩毛笋片,1,dish_ingredients.raw_name
嫩泡姜,2847,嫩泡姜,1,dish_ingredients.raw_name
嫩牛肉,2848,嫩牛肉,2,dish_ingredients.raw_name
嫩玉米粒,2849,嫩玉米粒,1,dish_ingredients.raw_name
嫩肉粉,2850,嫩肉粉,4,dish_ingredients.raw_name
嫩胡萝卜,2851,嫩胡萝卜,1,dish_ingredients.raw_name
嫩节瓜,2852,嫩节瓜,1,dish_ingredients.raw_name
嫩芹菜,2853,嫩芹菜,3,dish_ingredients.raw_name
嫩芽紫菜,2854,嫩芽紫菜,1,dish_ingredients.raw_name
嫩茭白,2855,嫩茭白,1,dish_ingredients.raw_name
嫩豆腐,2856,嫩豆腐,73,dish_ingredients.raw_name
嫩豆腐或内酯豆腐,2857,嫩豆腐或内酯豆腐,1,dish_ingredients.raw_name
嫩豆腐最好豆腐,2858,嫩豆腐最好豆腐,1,dish_ingredients.raw_name
嫩鸡,2859,嫩鸡,1,dish_ingredients.raw_name
子,2860,子,1,dish_ingredients.raw_name
子姜,3,姜,3,dish_ingredients.raw_name
子底儿淀粉,2861,子底儿淀粉,1,dish_ingredients.raw_name
子排,2862,子排,1,dish_ingredients.raw_name
子梅鱼,2863,子梅鱼,1,dish_ingredients.raw_name
子水,2864,子水,1,dish_ingredients.raw_name
子皮,2865,子皮,1,dish_ingredients.raw_name
子花菜,2866,子花菜,1,dish_ingredients.raw_name
子香醋,2867,子香醋,1,dish_ingredients.raw_name
孔师傅蒸肉粉,2868,孔师傅蒸肉粉,1,dish_ingredients.raw_name
孜然,2869,孜然,38,dish_ingredients.raw_name
孜然/孜然粉,2870,孜然/孜然粉,1,dish_ingredients.raw_name
孜然碎,2871,孜然碎,1,dish_ingredients.raw_name
孜然粉,2872,孜然粉,73,dish_ingredients.raw_name
孜然粒,2873,孜然粒,12,dish_ingredients.raw_name
孜然花椒盐,2874,孜然花椒盐,1,dish_ingredients.raw_name
孜然花椒粉,2875,孜然花椒粉,1,dish_ingredients.raw_name
孜然面儿,2876,孜然面儿,1,dish_ingredients.raw_name
孜燃,2877,孜燃,1,dish_ingredients.raw_name
孢子甘蓝,2878,孢子甘蓝,1,dish_ingredients.raw_name
安佳原味黄油,2879,安佳原味黄油,1,dish_ingredients.raw_name
安佳黄油,2880,安佳黄油,1,dish_ingredients.raw_name
安格斯火锅片,2881,安格斯火锅片,1,dish_ingredients.raw_name
安琪甜酒曲,2882,安琪甜酒曲,1,dish_ingredients.raw_name
安集海干辣皮,2883,安集海干辣皮,1,dish_ingredients.raw_name
完整五花肉,2884,完整五花肉,1,dish_ingredients.raw_name
宗家府韩国泡菜,2885,宗家府韩国泡菜,1,dish_ingredients.raw_name
宝塔菜,2886,宝塔菜,1,dish_ingredients.raw_name
宝宝酱油,2887,宝宝酱油,1,dish_ingredients.raw_name
实力盐,2888,实力盐,1,dish_ingredients.raw_name
客家娘酒,2889,客家娘酒,1,dish_ingredients.raw_name
客家浸辣椒,2890,客家浸辣椒,1,dish_ingredients.raw_name
客家纯手工地瓜粉,2891,客家纯手工地瓜粉,1,dish_ingredients.raw_name
客家纯手工腐竹,2892,客家纯手工腐竹,1,dish_ingredients.raw_name
客家酒娘,2893,客家酒娘,1,dish_ingredients.raw_name
宣威火腿,2894,宣威火腿,1,dish_ingredients.raw_name
宫保汁,2895,宫保汁,1,dish_ingredients.raw_name
宫保酱汁料酒,2896,宫保酱汁料酒,1,dish_ingredients.raw_name
宫保酱汁水,2897,宫保酱汁水,1,dish_ingredients.raw_name
宫保酱汁生抽,2898,宫保酱汁生抽,1,dish_ingredients.raw_name
宫保酱汁生粉,2899,宫保酱汁生粉,1,dish_ingredients.raw_name
宫保酱汁糖,2900,宫保酱汁糖,1,dish_ingredients.raw_name
宫保酱汁老抽,2901,宫保酱汁老抽,1,dish_ingredients.raw_name
宫保酱汁醋,2902,宫保酱汁醋,1,dish_ingredients.raw_name
宴会酱油,2903,宴会酱油,1,dish_ingredients.raw_name
家乐浓汤宝,2904,家乐浓汤宝,1,dish_ingredients.raw_name
家乐老母鸡汤口味浓汤宝,2905,家乐老母鸡汤口味浓汤宝,1,dish_ingredients.raw_name
家乐酸汤肥牛调味料,2906,家乐酸汤肥牛调味料,1,dish_ingredients.raw_name
家乐酸汤肥牛调味料包,2907,家乐酸汤肥牛调味料包,1,dish_ingredients.raw_name
家乐酸汤肥牛调料包,2908,家乐酸汤肥牛调料包,1,dish_ingredients.raw_name
家乐鸡粉,2909,家乐鸡粉,3,dish_ingredients.raw_name
家常炸酱,2910,家常炸酱,1,dish_ingredients.raw_name
家常豆腐,2911,家常豆腐,1,dish_ingredients.raw_name
家常饼,2912,家常饼,1,dish_ingredients.raw_name
家粉,2913,家粉,1,dish_ingredients.raw_name
家酿红酒,2914,家酿红酒,1,dish_ingredients.raw_name
家里没小米椒就青椒青椒或者小米椒,2915,家里没小米椒就青椒青椒或者小米椒,1,dish_ingredients.raw_name
宽口塑料瓶,2916,宽口塑料瓶,1,dish_ingredients.raw_name
宽扁豆,2917,宽扁豆,1,dish_ingredients.raw_name
宽粉,2918,宽粉,5,dish_ingredients.raw_name
宽粉或细粉,2919,宽粉或细粉,1,dish_ingredients.raw_name
宽粉条,2920,宽粉条,2,dish_ingredients.raw_name
宽粉片,2921,宽粉片,1,dish_ingredients.raw_name
富强粉,2922,富强粉,1,dish_ingredients.raw_name
富顺豆花蘸水或郫县豆瓣,2923,富顺豆花蘸水或郫县豆瓣,1,dish_ingredients.raw_name
对三斑海马,2924,对三斑海马,1,dish_ingredients.raw_name
对对虾,2925,对对虾,1,dish_ingredients.raw_name
对应牛肉👇🏻抖音配方家里没烧烤料可以按下面配👇🏻,2926,对应牛肉👇🏻抖音配方家里没烧烤料可以按下面配👇🏻,1,dish_ingredients.raw_name
对虾,2927,对虾,1,dish_ingredients.raw_name
对鸡翅,2928,对鸡翅,1,dish_ingredients.raw_name
对鸡肾,2929,对鸡肾,1,dish_ingredients.raw_name
寿司大根条,2930,寿司大根条,1,dish_ingredients.raw_name
寿司大米饭,2931,寿司大米饭,1,dish_ingredients.raw_name
寿司帘,2932,寿司帘,2,dish_ingredients.raw_name
寿司醋,2933,寿司醋,1,dish_ingredients.raw_name
封油,2934,封油,1,dish_ingredients.raw_name
将要没过食材水,2935,将要没过食材水,1,dish_ingredients.raw_name
尊乐肉肠,2936,尊乐肉肠,1,dish_ingredients.raw_name
小,2937,小,1,dish_ingredients.raw_name
小小,2938,小小,1,dish_ingredients.raw_name
小排,32,排骨,2,dish_ingredients.raw_name
小枣,2939,小枣,1,dish_ingredients.raw_name
小水,2940,小水,13,dish_ingredients.raw_name
小盐,2941,小盐,30,dish_ingredients.raw_name
小米,127,小米,20,dish_ingredients.raw_name
小粉,2942,小粉,1,dish_ingredients.raw_name
小糖,2943,小糖,11,dish_ingredients.raw_name
小葱,1,葱,508,dish_ingredients.raw_name
小蒜,2946,小蒜,1,dish_ingredients.raw_name
小醋,2947,小醋,3,dish_ingredients.raw_name
小鱼,2948,小鱼,1,dish_ingredients.raw_name
小鸡,2949,小鸡,3,dish_ingredients.raw_name
小麦,450,小麦,2,dish_ingredients.raw_name
少,2950,少,1,dish_ingredients.raw_name
少一些,2951,少一些,1,dish_ingredients.raw_name
少于克盐,2952,少于克盐,1,dish_ingredients.raw_name
少于切沫葱姜蒜,2953,少于切沫葱姜蒜,1,dish_ingredients.raw_name
少于干辣椒,2954,少于干辣椒,1,dish_ingredients.raw_name
少于料酒,2955,少于料酒,1,dish_ingredients.raw_name
少于水淀粉,2956,少于水淀粉,1,dish_ingredients.raw_name
少于生抽,2957,少于生抽,1,dish_ingredients.raw_name
少于白糖,2958,少于白糖,1,dish_ingredients.raw_name
少于盐,2959,少于盐,4,dish_ingredients.raw_name
少于老抽,2960,少于老抽,1,dish_ingredients.raw_name
少于耗油,2961,少于耗油,1,dish_ingredients.raw_name
少于花椒粒,2962,少于花椒粒,1,dish_ingredients.raw_name
少于葱,2963,少于葱,1,dish_ingredients.raw_name
少于葵花籽油,2964,少于葵花籽油,1,dish_ingredients.raw_name
少于蒜,2965,少于蒜,1,dish_ingredients.raw_name
少于酱油,2966,少于酱油,1,dish_ingredients.raw_name
少于陈醋,2967,少于陈醋,1,dish_ingredients.raw_name
少于香菜,2968,少于香菜,1,dish_ingredients.raw_name
少于鸡精,2969,少于鸡精,2,dish_ingredients.raw_name
少于麻油,2970,少于麻油,1,dish_ingredients.raw_name
少于黑胡椒,2971,少于黑胡椒,1,dish_ingredients.raw_name
少些姜,3,姜,1,dish_ingredients.raw_name
少半带皮五花肉,10,五花肉,1,dish_ingredients.raw_name
少块波萝,2972,少块波萝,1,dish_ingredients.raw_name
少少量白糖,2973,少少量白糖,1,dish_ingredients.raw_name
少干姜蒜,2974,少干姜蒜,1,dish_ingredients.raw_name
少数花椒粉,2975,少数花椒粉,1,dish_ingredients.raw_name
少料酒,2976,少料酒,1,dish_ingredients.raw_name
少来点盐,2977,少来点盐,1,dish_ingredients.raw_name
少油油,2978,少油油,1,dish_ingredients.raw_name
少洋葱,2979,少洋葱,1,dish_ingredients.raw_name
少点点生抽,2980,少点点生抽,1,dish_ingredients.raw_name
少点生抽,2981,少点生抽,1,dish_ingredients.raw_name
少盐盐,2982,少盐盐,1,dish_ingredients.raw_name
少糖,2983,少糖,1,dish_ingredients.raw_name
少素鸡,2984,少素鸡,1,dish_ingredients.raw_name
少老抽,2985,少老抽,1,dish_ingredients.raw_name
少老抽或红烧酱油,2986,少老抽或红烧酱油,1,dish_ingredients.raw_name
少耗油,2987,少耗油,1,dish_ingredients.raw_name
少葱,2988,少葱,1,dish_ingredients.raw_name
少許九层塔,2989,少許九层塔,1,dish_ingredients.raw_name
少許紅蔥頭,2990,少許紅蔥頭,1,dish_ingredients.raw_name
少許肉絲,2991,少許肉絲,1,dish_ingredients.raw_name
少許蝦皮,2992,少許蝦皮,1,dish_ingredients.raw_name
少量,3719,未命名食材,2,dish_ingredients.raw_name
少量丝瓜,254,丝瓜,1,dish_ingredients.raw_name
少量五花肉,10,五花肉,1,dish_ingredients.raw_name
少量克盐,1539,克盐,2,dish_ingredients.raw_name
少量克面粉,1541,克面粉,1,dish_ingredients.raw_name
少量克鸡精,1542,克鸡精,1,dish_ingredients.raw_name
少量八角,1565,八角,1,dish_ingredients.raw_name
少量其他香料,1618,其他香料,1,dish_ingredients.raw_name
少量冰糖,1648,冰糖,3,dish_ingredients.raw_name
少量勺料酒,1874,勺料酒,1,dish_ingredients.raw_name
少量勺醋,1877,勺醋,1,dish_ingredients.raw_name
少量勺鸡精,1878,勺鸡精,1,dish_ingredients.raw_name
少量十三香,1951,十三香,4,dish_ingredients.raw_name
少量即可香油,2177,即可香油,1,dish_ingredients.raw_name
少量各种蔬菜,2332,各种蔬菜,1,dish_ingredients.raw_name
少量味啉,2403,味啉,1,dish_ingredients.raw_name
少量味增汤,2407,味增汤,1,dish_ingredients.raw_name
少量味精,2426,味精,7,dish_ingredients.raw_name
少量圆白菜,76,卷心菜,1,dish_ingredients.raw_name
少量地瓜粉/嫩肉粉,2612,地瓜粉/嫩肉粉,1,dish_ingredients.raw_name
少量多次放花椒大料水,2679,多次放花椒大料水,1,dish_ingredients.raw_name
少量奶粉,2752,奶粉,1,dish_ingredients.raw_name
少量姜,3,姜,15,dish_ingredients.raw_name
少量姜丝,3,姜,8,dish_ingredients.raw_name
少量姜末,3,姜,3,dish_ingredients.raw_name
少量姜汁,2808,姜汁,1,dish_ingredients.raw_name
少量姜粉,2815,姜粉,2,dish_ingredients.raw_name
少量姜糜,2819,姜糜,1,dish_ingredients.raw_name
少量孜然,2869,孜然,1,dish_ingredients.raw_name
少量孜然粉,2872,孜然粉,1,dish_ingredients.raw_name
少量小白菜,137,小白菜,1,dish_ingredients.raw_name
少量小米椒,18,小米椒,1,dish_ingredients.raw_name
少量小红椒,281,小红椒,1,dish_ingredients.raw_name
少量小葱,1,葱,3,dish_ingredients.raw_name
少量小葱丝,2944,小葱丝,1,dish_ingredients.raw_name
少量小葱头,2945,小葱头,1,dish_ingredients.raw_name
少量小青菜,185,小青菜,1,dish_ingredients.raw_name
少量干花椒,3119,干花椒,1,dish_ingredients.raw_name
少量干货小米辣,3152,干货小米辣,1,dish_ingredients.raw_name
少量干辣椒,3154,干辣椒,5,dish_ingredients.raw_name
少量干辣椒_青花椒,3157,干辣椒_青花椒,1,dish_ingredients.raw_name
少量干辣椒面,3174,干辣椒面,1,dish_ingredients.raw_name
少量或不放鸡精,3309,或不放鸡精,1,dish_ingredients.raw_name
少量料酒,3600,料酒,13,dish_ingredients.raw_name
少量木耳,33,木耳,1,dish_ingredients.raw_name
少量杂菇,3740,杂菇,1,dish_ingredients.raw_name
少量杂蔬,3743,杂蔬,1,dish_ingredients.raw_name
少量枸杞,57,枸杞,2,dish_ingredients.raw_name
少量柠檬叶,3840,柠檬叶,1,dish_ingredients.raw_name
少量柠檬汁,3844,柠檬汁,1,dish_ingredients.raw_name
少量桂皮,3871,桂皮,1,dish_ingredients.raw_name
少量植物油,3907,植物油,2,dish_ingredients.raw_name
少量橄榄油,3934,橄榄油,2,dish_ingredients.raw_name
少量橄榄油或色拉油,3940,橄榄油或色拉油,1,dish_ingredients.raw_name
少量水,4028,水,6,dish_ingredients.raw_name
少量水淀粉,4051,水淀粉,2,dish_ingredients.raw_name
少量沙茶酱,4096,沙茶酱,1,dish_ingredients.raw_name
少量油,4115,油,15,dish_ingredients.raw_name
少量洋葱,5,洋葱,2,dish_ingredients.raw_name
少量海苔丝,4294,海苔丝,1,dish_ingredients.raw_name
少量海苔碎,4295,海苔碎,1,dish_ingredients.raw_name
少量淀粉,4321,淀粉,6,dish_ingredients.raw_name
少量淡酱油,4339,淡酱油,1,dish_ingredients.raw_name
少量清水,4028,水,1,dish_ingredients.raw_name
少量炝锅花椒粒,4447,炝锅花椒粒,1,dish_ingredients.raw_name
少量熟黑芝麻,4646,熟黑芝麻,1,dish_ingredients.raw_name
少量猪油,4759,猪油,2,dish_ingredients.raw_name
少量猪油渣,4765,猪油渣,1,dish_ingredients.raw_name
少量猪皮,288,猪皮,1,dish_ingredients.raw_name
少量猪肉,4,猪肉,1,dish_ingredients.raw_name
少量猪肉糜,4,猪肉,1,dish_ingredients.raw_name
少量玉米油,4828,玉米油,1,dish_ingredients.raw_name
少量玉米淀粉,4833,玉米淀粉,2,dish_ingredients.raw_name
少量玉米粒,4836,玉米粒,1,dish_ingredients.raw_name
少量生姜,3,姜,3,dish_ingredients.raw_name
少量生姜大蒜子,4915,生姜大蒜子,1,dish_ingredients.raw_name
少量生抽,4928,生抽,15,dish_ingredients.raw_name
少量生抽老抽,4945,生抽老抽,1,dish_ingredients.raw_name
少量生粉,4964,生粉,4,dish_ingredients.raw_name
少量瘦肉,5014,瘦肉,2,dish_ingredients.raw_name
少量白木耳,385,白木耳,1,dish_ingredients.raw_name
少量白糖,5050,白糖,12,dish_ingredients.raw_name
少量白胡椒,5058,白胡椒,1,dish_ingredients.raw_name
少量白胡椒粉,5060,白胡椒粉,6,dish_ingredients.raw_name
少量白芝麻,36,白芝麻,3,dish_ingredients.raw_name
少量白酒,5100,白酒,1,dish_ingredients.raw_name
少量白醋,5104,白醋,2,dish_ingredients.raw_name
少量盐,5134,盐,95,dish_ingredients.raw_name
少量盐鸡精,5182,盐鸡精,1,dish_ingredients.raw_name
少量米酒,5431,米酒,1,dish_ingredients.raw_name
