id,name,usage_count,reason
2709,帕尔马干酪,5,不属于指南允许的基础原生食材类别
2710,瑶柱干,5,不属于指南允许的基础原生食材类别
2711,萧山萝卜干,5,成品、半成品或加工食品
2712,多少生蚝,5,数量或单位残留且无法可靠恢复原食材
2713,烟熏腊肉,5,加工肉制品
2714,葡挞皮,5,不属于指南允许的基础原生食材类别
2715,紅蘿蔔,5,不属于指南允许的基础原生食材类别
2716,子即可水,5,不属于指南允许的基础原生食材类别
2717,坛子,5,不属于指南允许的基础原生食材类别
2718,爆浆,5,不属于指南允许的基础原生食材类别
2719,剩余食材,5,不属于指南允许的基础原生食材类别
2720,厚片吐司,5,烘焙或乳制加工食品
2721,多少豇豆,5,数量或单位残留且无法可靠恢复原食材
2722,就行了水,5,不属于指南允许的基础原生食材类别
2723,定量面粉,5,成品、半成品或加工食品
2724,日式年糕,5,成品、半成品或加工食品
2725,是面粉,5,成品、半成品或加工食品
2726,银耳一朵,5,数量或单位残留且无法可靠恢复原食材
2727,总共,5,不属于指南允许的基础原生食材类别
2728,奶皮子,5,饮料、酒类或乳制品不属于本版核心原生食材
2729,鱼头剁椒,5,成品、半成品或加工食品
2730,叶结,5,不属于指南允许的基础原生食材类别
2731,种-高筋面粉,5,成品、半成品或加工食品
2732,台豆浆机,5,成品、半成品或加工食品
2733,萝卜丸子,5,成品、半成品或加工食品
2734,花干,5,不属于指南允许的基础原生食材类别
2735,多少放多少,5,数量或单位残留且无法可靠恢复原食材
2736,对半切开,5,不属于指南允许的基础原生食材类别
2737,脆骨,5,不属于指南允许的基础原生食材类别
2738,辣椒皮,5,不属于指南允许的基础原生食材类别
2739,奥尔良腌制料,5,不属于指南允许的基础原生食材类别
2740,彩色巧克力豆,5,烘焙或乳制加工食品
2741,冰沙,5,不属于指南允许的基础原生食材类别
2742,幸福,5,不属于指南允许的基础原生食材类别
2743,多少个鸡蛋,5,数量或单位残留且无法可靠恢复原食材
2744,备温水,5,不属于指南允许的基础原生食材类别
2745,红酸汤,5,不属于指南允许的基础原生食材类别
2746,张豆皮,5,豆制品或淀粉制品（严格模式排除）
2747,牛肉火腿,5,加工肉制品
2748,进口奶粉,5,烘焙或乳制加工食品
2749,一盆,5,不属于指南允许的基础原生食材类别
2750,辣酱面,5,不属于指南允许的基础原生食材类别
2751,熟油辣子,5,成品、半成品或加工食品
2752,鸡蛋沙拉,5,成品、半成品或加工食品
2753,地都冬菜,5,成品、半成品或加工食品
2754,浓稠型酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2755,果味酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2756,功能电饭煲,5,不属于指南允许的基础原生食材类别
2757,鱼丸鱼豆腐,5,豆制品或淀粉制品（严格模式排除）
2758,巧克力珠,5,烘焙或乳制加工食品
2759,五香大料,5,不属于指南允许的基础原生食材类别
2760,软质奶酪,5,烘焙或乳制加工食品
2761,汤碗,5,不属于指南允许的基础原生食材类别
2762,多少剩饭,5,数量或单位残留且无法可靠恢复原食材
2763,意式综合香料,5,不属于指南允许的基础原生食材类别
2764,曲奇饼,5,成品、半成品或加工食品
2765,泡姜泡椒,5,成品、半成品或加工食品
2766,青柠檬皮屑,5,不属于指南允许的基础原生食材类别
2767,马苏里拉碎芝士,5,烘焙或乳制加工食品
2768,膳食纤维,5,不属于指南允许的基础原生食材类别
2769,阿华田粉,5,不属于指南允许的基础原生食材类别
2770,黑米饭,5,成品、半成品或加工食品
2771,凉粉粉,5,不属于指南允许的基础原生食材类别
2772,皮芽子,5,不属于指南允许的基础原生食材类别
2773,鲜奶牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2774,一锅热水,5,不属于指南允许的基础原生食材类别
2775,酱菜,5,不属于指南允许的基础原生食材类别
2776,火烧,5,不属于指南允许的基础原生食材类别
2777,法芙娜巧克力,5,烘焙或乳制加工食品
2778,更好看,5,不属于指南允许的基础原生食材类别
2779,苏子粉,5,不属于指南允许的基础原生食材类别
2780,多少红薯,5,数量或单位残留且无法可靠恢复原食材
2781,酱辣椒,5,不属于指南允许的基础原生食材类别
2782,蛋糕料,5,烘焙或乳制加工食品
2783,烘干机,5,不属于指南允许的基础原生食材类别
2784,慕斯粉,5,成品、半成品或加工食品
2785,白茶,5,饮料、酒类或乳制品不属于本版核心原生食材
2786,水果搭配,5,不属于指南允许的基础原生食材类别
2787,火锅,5,不属于指南允许的基础原生食材类别
2788,调羹,5,不属于指南允许的基础原生食材类别
2789,面粉高筋面粉,5,成品、半成品或加工食品
2790,茶底,5,不属于指南允许的基础原生食材类别
2791,波波肠,5,成品、半成品或加工食品
2792,饺子皮饺子皮,5,成品、半成品或加工食品
2793,熟虾,5,成品、半成品或加工食品
2794,太太乐蔬之鲜,5,不属于指南允许的基础原生食材类别
2795,纯素美乃滋,5,不属于指南允许的基础原生食材类别
2796,食金箔,5,不属于指南允许的基础原生食材类别
2797,画笔,5,不属于指南允许的基础原生食材类别
2798,刀具,5,不属于指南允许的基础原生食材类别
2799,稻花香,5,不属于指南允许的基础原生食材类别
2800,甜叶菊,5,不属于指南允许的基础原生食材类别
2801,电饼档,5,不属于指南允许的基础原生食材类别
2802,食苏打粉,5,不属于指南允许的基础原生食材类别
2803,处水,5,不属于指南允许的基础原生食材类别
2804,新鲜马苏里拉奶酪,5,烘焙或乳制加工食品
2805,拉花缸,5,不属于指南允许的基础原生食材类别
2806,牛肉方便面,5,成品、半成品或加工食品
2807,新鲜蔬果,5,不属于指南允许的基础原生食材类别
2808,种高筋面粉,5,成品、半成品或加工食品
2809,浓缩番茄膏,5,成品、半成品或加工食品
2810,生菜沙拉,5,成品、半成品或加工食品
2811,红豆蜜豆,5,成品、半成品或加工食品
2812,酱水,5,不属于指南允许的基础原生食材类别
2813,小包装,5,不属于指南允许的基础原生食材类别
2814,云南火腿,5,加工肉制品
2815,矿泉水瓶,5,不属于指南允许的基础原生食材类别
2816,豆腐块豆腐,5,豆制品或淀粉制品（严格模式排除）
2817,烘培黑巧克力,5,烘焙或乳制加工食品
2818,便当,5,不属于指南允许的基础原生食材类别
2819,唐辛子,5,不属于指南允许的基础原生食材类别
2820,慢慢加水,5,不属于指南允许的基础原生食材类别
2821,零卡雪碧,5,不属于指南允许的基础原生食材类别
2822,多少只虾,5,数量或单位残留且无法可靠恢复原食材
2823,煉奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2824,能力,5,不属于指南允许的基础原生食材类别
2825,面条鲜,5,成品、半成品或加工食品
2826,香菇虾皮粉,5,成品、半成品或加工食品
2827,啥啥,5,不属于指南允许的基础原生食材类别
2828,计算,5,不属于指南允许的基础原生食材类别
2829,粉色色粉,5,不属于指南允许的基础原生食材类别
2830,酸奶杯,5,饮料、酒类或乳制品不属于本版核心原生食材
2831,酵素机,5,不属于指南允许的基础原生食材类别
2832,牛奶酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2833,酸奶慕斯蛋糕,5,烘焙或乳制加工食品
2834,椰子酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2835,戚风蛋糕卷,5,烘焙或乳制加工食品
2836,熟黑豆,5,成品、半成品或加工食品
2837,肉火腿,5,加工肉制品
2838,油可放可不放,5,不属于指南允许的基础原生食材类别
2839,沙拉酱甜味,5,成品、半成品或加工食品
2840,黑啤,5,不属于指南允许的基础原生食材类别
2841,酸汤,5,不属于指南允许的基础原生食材类别
2842,超市购买,5,不属于指南允许的基础原生食材类别
2843,各种丸类,5,不属于指南允许的基础原生食材类别
2844,树莓粉,5,不属于指南允许的基础原生食材类别
2845,花生渣,5,不属于指南允许的基础原生食材类别
2846,饼坯,5,不属于指南允许的基础原生食材类别
2847,雀巢,5,不属于指南允许的基础原生食材类别
2848,炒饭食材,5,成品、半成品或加工食品
2849,馒头一个,5,成品、半成品或加工食品
2850,沥水篮,5,不属于指南允许的基础原生食材类别
2851,台湾风味香肠,5,加工肉制品
2852,甜菊叶,5,不属于指南允许的基础原生食材类别
2853,慕斯馅,5,成品、半成品或加工食品
2854,软欧面包粉,5,烘焙或乳制加工食品
2855,绿皮南瓜,5,不属于指南允许的基础原生食材类别
2856,费列罗巧克力,5,烘焙或乳制加工食品
2857,花蜜,5,不属于指南允许的基础原生食材类别
2858,烟熏香肠,5,加工肉制品
2859,稀饭,5,不属于指南允许的基础原生食材类别
2860,湖南剁辣椒,5,成品、半成品或加工食品
2861,豆腐丸子,5,豆制品或淀粉制品（严格模式排除）
2862,可尔必思,5,不属于指南允许的基础原生食材类别
2863,那个,5,不属于指南允许的基础原生食材类别
2864,角大料,5,不属于指南允许的基础原生食材类别
2865,食颜料,5,不属于指南允许的基础原生食材类别
2866,可颂,5,不属于指南允许的基础原生食材类别
2867,毛笔,5,不属于指南允许的基础原生食材类别
2868,芝士蛋糕体,5,烘焙或乳制加工食品
2869,烤鸡,5,成品、半成品或加工食品
2870,鸡汤罐头,5,成品、半成品或加工食品
2871,锅碗瓢盆,5,不属于指南允许的基础原生食材类别
2872,剩下米饭,5,成品、半成品或加工食品
2873,黄剁椒,5,成品、半成品或加工食品
2874,菲达芝士,5,烘焙或乳制加工食品
2875,锅子,5,不属于指南允许的基础原生食材类别
2876,材料」,5,不属于指南允许的基础原生食材类别
2877,想吃什么放什么,5,不属于指南允许的基础原生食材类别
2878,冒尖面粉,5,成品、半成品或加工食品
2879,汤食材,5,不属于指南允许的基础原生食材类别
2880,脱脂,5,不属于指南允许的基础原生食材类别
2881,大孔奶酪,5,烘焙或乳制加工食品
2882,香兰精,5,不属于指南允许的基础原生食材类别
2883,空瓶子,5,不属于指南允许的基础原生食材类别
2884,金耳,5,不属于指南允许的基础原生食材类别
2885,现磨咖啡粉,5,饮料、酒类或乳制品不属于本版核心原生食材
2886,仙人掌果粉,5,不属于指南允许的基础原生食材类别
2887,福袋,5,不属于指南允许的基础原生食材类别
2888,马卡龙饼身,5,不属于指南允许的基础原生食材类别
2889,梳打饼干,5,烘焙或乳制加工食品
2890,鸡蛋牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2891,刚刚好,5,不属于指南允许的基础原生食材类别
2892,各种新鲜水果,5,不属于指南允许的基础原生食材类别
2893,烫水,5,不属于指南允许的基础原生食材类别
2894,很甜,5,不属于指南允许的基础原生食材类别
2895,原汤,5,不属于指南允许的基础原生食材类别
2896,奥利奥饼干粉,5,烘焙或乳制加工食品
2897,沙拉叶,5,成品、半成品或加工食品
2898,干馒头,5,成品、半成品或加工食品
2899,泡菜母水,5,成品、半成品或加工食品
2900,冷冻水果,5,不属于指南允许的基础原生食材类别
2901,芝士奶盖,5,烘焙或乳制加工食品
2902,土鸡一只,5,数量或单位残留且无法可靠恢复原食材
2903,慕斯杯,5,成品、半成品或加工食品
2904,蘑菇罐头,5,成品、半成品或加工食品
2905,三肥七瘦,5,不属于指南允许的基础原生食材类别
2906,粉配方,5,不属于指南允许的基础原生食材类别
2907,高钙低脂牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2908,糕点预拌粉,5,不属于指南允许的基础原生食材类别
2909,各种料,5,不属于指南允许的基础原生食材类别
2910,不了,5,不属于指南允许的基础原生食材类别
2911,麻花,5,不属于指南允许的基础原生食材类别
2912,剩粥,5,成品、半成品或加工食品
2913,锅开水,5,不属于指南允许的基础原生食材类别
2914,红茶茶粉,5,不属于指南允许的基础原生食材类别
2915,打泡粉,5,不属于指南允许的基础原生食材类别
2916,混合均匀,5,不属于指南允许的基础原生食材类别
2917,忘了,5,不属于指南允许的基础原生食材类别
2918,各类食材,5,不属于指南允许的基础原生食材类别
2919,起士,5,不属于指南允许的基础原生食材类别
2920,蜜桃乌龙茶,5,饮料、酒类或乳制品不属于本版核心原生食材
2921,隔夜饭米饭,5,成品、半成品或加工食品
2922,分次加入,5,工具、包装或操作说明
2923,冰纯净水,5,不属于指南允许的基础原生食材类别
2924,黑凉粉粉,5,不属于指南允许的基础原生食材类别
2925,豆腐老豆腐,5,豆制品或淀粉制品（严格模式排除）
2926,乳化剂,5,不属于指南允许的基础原生食材类别
2927,牌粘米粉,5,成品、半成品或加工食品
2928,生命源泉,5,不属于指南允许的基础原生食材类别
2929,干花,5,不属于指南允许的基础原生食材类别
2930,柚子皮柚子皮,5,不属于指南允许的基础原生食材类别
2931,蜜桃乌龙茶包,5,不属于指南允许的基础原生食材类别
2932,奶液,5,不属于指南允许的基础原生食材类别
2933,干葡萄干,5,成品、半成品或加工食品
2934,乳酪粉,5,不属于指南允许的基础原生食材类别
2935,一个蛋黄鸡蛋,5,数量或单位残留且无法可靠恢复原食材
2936,多少剩米饭,5,成品、半成品或加工食品
2937,小元宵,5,不属于指南允许的基础原生食材类别
2938,慢慢加,5,不属于指南允许的基础原生食材类别
2939,参考分量,5,不属于指南允许的基础原生食材类别
2940,鸡胸肉肠,5,成品、半成品或加工食品
2941,度牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2942,准备面粉,5,成品、半成品或加工食品
2943,豆渣豆渣,5,成品、半成品或加工食品
2944,酸奶一盒,5,饮料、酒类或乳制品不属于本版核心原生食材
2945,冰淇淋机,5,成品、半成品或加工食品
2946,自己爱吃食材,5,不属于指南允许的基础原生食材类别
2947,柴鱼粉,5,成品、半成品或加工食品
2948,什么水果,5,不属于指南允许的基础原生食材类别
2949,冰淇凌,5,不属于指南允许的基础原生食材类别
2950,见手青,5,不属于指南允许的基础原生食材类别
2951,水烧开,5,不属于指南允许的基础原生食材类别
2952,黑巧克力慕斯,5,烘焙或乳制加工食品
2953,单饼,5,不属于指南允许的基础原生食材类别
2954,海苔海苔,5,成品、半成品或加工食品
2955,木铲,5,不属于指南允许的基础原生食材类别
2956,炒海苔,5,成品、半成品或加工食品
2957,蛋糕卷配方,5,烘焙或乳制加工食品
2958,荤素搭配,5,不属于指南允许的基础原生食材类别
2959,多少小龙虾,5,数量或单位残留且无法可靠恢复原食材
2960,拳头大小,5,不属于指南允许的基础原生食材类别
2961,黑面包,5,烘焙或乳制加工食品
2962,哨子,5,不属于指南允许的基础原生食材类别
2963,一比一,5,不属于指南允许的基础原生食材类别
2964,一台料理机,5,不属于指南允许的基础原生食材类别
2965,面马苏里拉芝士,5,烘焙或乳制加工食品
2966,湖南腊肉,5,加工肉制品
2967,椴树蜜,5,不属于指南允许的基础原生食材类别
2968,三明治」,5,不属于指南允许的基础原生食材类别
2969,翻倍,5,不属于指南允许的基础原生食材类别
2970,摩卡壶,5,不属于指南允许的基础原生食材类别
2971,烧水壶,5,不属于指南允许的基础原生食材类别
2972,力可达乳酪,5,不属于指南允许的基础原生食材类别
2973,素火腿肠,5,加工肉制品
2974,馅料准备,5,不属于指南允许的基础原生食材类别
2975,粉温水,5,不属于指南允许的基础原生食材类别
2976,炒年糕,5,成品、半成品或加工食品
2977,色膏,5,不属于指南允许的基础原生食材类别
2978,克椰蓉,5,不属于指南允许的基础原生食材类别
2979,寿司,5,不属于指南允许的基础原生食材类别
2980,口味抹茶粉,5,成品、半成品或加工食品
2981,熟豌豆粒,5,成品、半成品或加工食品
2982,人面条,5,成品、半成品或加工食品
2983,克炼乳,5,烘焙或乳制加工食品
2984,水澱粉,5,不属于指南允许的基础原生食材类别
2985,圆形蛋糕模,5,烘焙或乳制加工食品
2986,多少猪皮,5,数量或单位残留且无法可靠恢复原食材
2987,稀酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
2988,也好吃,5,不属于指南允许的基础原生食材类别
2989,白豆罐头,5,成品、半成品或加工食品
2990,蛋糕纸杯,5,烘焙或乳制加工食品
2991,购买,5,不属于指南允许的基础原生食材类别
2992,纯巧克力,5,烘焙或乳制加工食品
2993,芝士奶黄馅,5,烘焙或乳制加工食品
2994,泡好,5,不属于指南允许的基础原生食材类别
2995,张饺子皮,5,成品、半成品或加工食品
2996,巴旦木粉,5,不属于指南允许的基础原生食材类别
2997,面粉混合,5,成品、半成品或加工食品
2998,筒骨汤,5,不属于指南允许的基础原生食材类别
2999,可可不,5,不属于指南允许的基础原生食材类别
3000,香腸,5,不属于指南允许的基础原生食材类别
3001,紫皮圆葱,5,不属于指南允许的基础原生食材类别
3002,德式香肠,5,加工肉制品
3003,纯黑咖啡粉,5,饮料、酒类或乳制品不属于本版核心原生食材
3004,冰棒,5,不属于指南允许的基础原生食材类别
3005,小球,5,不属于指南允许的基础原生食材类别
3006,水一小碗,5,不属于指南允许的基础原生食材类别
3007,大米面包粉,5,烘焙或乳制加工食品
3008,新奥尔良烤翅粉,5,不属于指南允许的基础原生食材类别
3009,泡软,5,不属于指南允许的基础原生食材类别
3010,发糕粉,5,不属于指南允许的基础原生食材类别
3011,小伙伴,5,不属于指南允许的基础原生食材类别
3012,葉子,5,不属于指南允许的基础原生食材类别
3013,面中筋面粉,5,成品、半成品或加工食品
3014,碎巧克力,5,烘焙或乳制加工食品
3015,类食材,5,不属于指南允许的基础原生食材类别
3016,蓝色,5,不属于指南允许的基础原生食材类别
3017,各种面包,5,烘焙或乳制加工食品
3018,混合面粉,5,成品、半成品或加工食品
3019,持平水,5,不属于指南允许的基础原生食材类别
3020,活底模,5,不属于指南允许的基础原生食材类别
3021,凉透米饭,5,成品、半成品或加工食品
3022,小芋圆,5,成品、半成品或加工食品
3023,卡彭奶酪,5,烘焙或乳制加工食品
3024,熟糯米饭,5,成品、半成品或加工食品
3025,捏虾皮,5,成品、半成品或加工食品
3026,普通牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3027,一半面粉,5,成品、半成品或加工食品
3028,就加,5,不属于指南允许的基础原生食材类别
3029,少放多少马苏里拉,5,数量或单位残留且无法可靠恢复原食材
3030,奶制品,5,不属于指南允许的基础原生食材类别
3031,〈切片〉,5,不属于指南允许的基础原生食材类别
3032,了火腿,5,加工肉制品
3033,低脂奶粉,5,烘焙或乳制加工食品
3034,儿面粉,5,成品、半成品或加工食品
3035,粗细面条,5,成品、半成品或加工食品
3036,丰富,5,不属于指南允许的基础原生食材类别
3037,油各,5,不属于指南允许的基础原生食材类别
3038,日子,5,不属于指南允许的基础原生食材类别
3039,布丁碗,5,成品、半成品或加工食品
3040,保存,5,不属于指南允许的基础原生食材类别
3041,食材〗,5,不属于指南允许的基础原生食材类别
3042,疙瘩汤,5,不属于指南允许的基础原生食材类别
3043,奶油慕斯,5,烘焙或乳制加工食品
3044,自行调节水,5,不属于指南允许的基础原生食材类别
3045,粉混合物,5,不属于指南允许的基础原生食材类别
3046,玻璃盒,5,不属于指南允许的基础原生食材类别
3047,总重量,5,不属于指南允许的基础原生食材类别
3048,准备工作,5,不属于指南允许的基础原生食材类别
3049,奶酪末,5,烘焙或乳制加工食品
3050,碎奥利奥,5,不属于指南允许的基础原生食材类别
3051,多少蛋挞皮,5,成品、半成品或加工食品
3052,火腿火腿,5,加工肉制品
3053,任何你想吃,5,不属于指南允许的基础原生食材类别
3054,可可蛋糕体,5,烘焙或乳制加工食品
3055,大米粥,5,成品、半成品或加工食品
3056,原汁机,5,不属于指南允许的基础原生食材类别
3057,一切食材,5,不属于指南允许的基础原生食材类别
3058,依个人口味增减,5,不属于指南允许的基础原生食材类别
3059,拉奶酪,5,烘焙或乳制加工食品
3060,酱鸡蛋,5,不属于指南允许的基础原生食材类别
3061,面包高筋面粉,5,烘焙或乳制加工食品
3062,过夜饭,5,不属于指南允许的基础原生食材类别
3063,牛奶桃山皮,5,饮料、酒类或乳制品不属于本版核心原生食材
3064,蛋糕杯,5,烘焙或乳制加工食品
3065,辣椒泡椒,5,成品、半成品或加工食品
3066,金文奶酪,5,烘焙或乳制加工食品
3067,豆腐包,5,豆制品或淀粉制品（严格模式排除）
3068,宗家府切件泡菜,5,成品、半成品或加工食品
3069,植物酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3070,开始,5,不属于指南允许的基础原生食材类别
3071,果浆,5,不属于指南允许的基础原生食材类别
3072,奶黄流心馅,5,不属于指南允许的基础原生食材类别
3073,层低筋面粉,5,成品、半成品或加工食品
3074,准备食材,5,不属于指南允许的基础原生食材类别
3075,印章,5,不属于指南允许的基础原生食材类别
3076,粉普通面粉,5,成品、半成品或加工食品
3077,粉色巧克力,5,烘焙或乳制加工食品
3078,调味食材,5,不属于指南允许的基础原生食材类别
3079,种子类,5,不属于指南允许的基础原生食材类别
3080,饼干一包,5,烘焙或乳制加工食品
3081,普洱熟茶,5,成品、半成品或加工食品
3082,白年糕,5,成品、半成品或加工食品
3083,自己饭量米饭,5,成品、半成品或加工食品
3084,泡发好,5,不属于指南允许的基础原生食材类别
3085,燕麦饼干,5,烘焙或乳制加工食品
3086,高钙芝士片,5,烘焙或乳制加工食品
3087,老公,5,不属于指南允许的基础原生食材类别
3088,材料水,5,不属于指南允许的基础原生食材类别
3089,冰块冰水,5,不属于指南允许的基础原生食材类别
3090,多少红薯粉,5,数量或单位残留且无法可靠恢复原食材
3091,粽子粽叶,5,不属于指南允许的基础原生食材类别
3092,辣粉,5,不属于指南允许的基础原生食材类别
3093,绿色叶子,5,不属于指南允许的基础原生食材类别
3094,卡乐比,5,不属于指南允许的基础原生食材类别
3095,杂七杂八,5,不属于指南允许的基础原生食材类别
3096,一盘,5,不属于指南允许的基础原生食材类别
3097,室温软化,5,不属于指南允许的基础原生食材类别
3098,鲭鱼罐头,5,成品、半成品或加工食品
3099,牛肉火腿肠,5,加工肉制品
3100,紅茶,5,饮料、酒类或乳制品不属于本版核心原生食材
3101,豆腐配菜,5,豆制品或淀粉制品（严格模式排除）
3102,花花,5,不属于指南允许的基础原生食材类别
3103,多少杨梅,5,数量或单位残留且无法可靠恢复原食材
3104,样子,5,不属于指南允许的基础原生食材类别
3105,大西米,5,成品、半成品或加工食品
3106,混合料,5,不属于指南允许的基础原生食材类别
3107,分两份,5,数量或单位残留且无法可靠恢复原食材
3108,德芙,5,不属于指南允许的基础原生食材类别
3109,想吃啥放啥,5,不属于指南允许的基础原生食材类别
3110,火腿肠一根,5,加工肉制品
3111,奶油霜配方,5,烘焙或乳制加工食品
3112,了面条,5,成品、半成品或加工食品
3113,中药包,5,不属于指南允许的基础原生食材类别
3114,水开水,5,不属于指南允许的基础原生食材类别
3115,状态水,5,不属于指南允许的基础原生食材类别
3116,咖啡牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3117,多少香菜,5,数量或单位残留且无法可靠恢复原食材
3118,刀切馒头,5,成品、半成品或加工食品
3119,方形烤盘,5,工具、包装或操作说明
3120,粗粒,5,不属于指南允许的基础原生食材类别
3121,饼干模,5,烘焙或乳制加工食品
3122,吧米饭,5,成品、半成品或加工食品
3123,剩面条,5,成品、半成品或加工食品
3124,柠檬红茶,5,饮料、酒类或乳制品不属于本版核心原生食材
3125,可食绿色植物叶子,5,不属于指南允许的基础原生食材类别
3126,酸奶蛋糕,5,烘焙或乳制加工食品
3127,多少放多少姜,5,数量或单位残留且无法可靠恢复原食材
3128,凯撒沙拉,5,成品、半成品或加工食品
3129,其他奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3130,更香,5,不属于指南允许的基础原生食材类别
3131,腌萝卜干,5,成品、半成品或加工食品
3132,多少鸡翅,5,数量或单位残留且无法可靠恢复原食材
3133,色巧克力砖,5,烘焙或乳制加工食品
3134,各抹茶粉,5,成品、半成品或加工食品
3135,你想吃食材,5,不属于指南允许的基础原生食材类别
3136,混合香辛料,5,不属于指南允许的基础原生食材类别
3137,型巧克力,5,烘焙或乳制加工食品
3138,密封袋,5,不属于指南允许的基础原生食材类别
3139,〈新鲜〉,5,不属于指南允许的基础原生食材类别
3140,新鲜山楂,5,不属于指南允许的基础原生食材类别
3141,方法二,5,不属于指南允许的基础原生食材类别
3142,手法,5,不属于指南允许的基础原生食材类别
3143,吧葡萄干,5,成品、半成品或加工食品
3144,满水,5,不属于指南允许的基础原生食材类别
3145,馒头量,5,成品、半成品或加工食品
3146,手擀面面条,5,成品、半成品或加工食品
3147,总统,5,不属于指南允许的基础原生食材类别
3148,定葡萄干,5,成品、半成品或加工食品
3149,黄油奶油霜,5,烘焙或乳制加工食品
3150,增加,5,不属于指南允许的基础原生食材类别
3151,南瓜皮,5,不属于指南允许的基础原生食材类别
3152,多少豆角,5,数量或单位残留且无法可靠恢复原食材
3153,了香肠,5,加工肉制品
3154,覆盆子果蓉,5,不属于指南允许的基础原生食材类别
3155,泰国香米饭,5,成品、半成品或加工食品
3156,药材包,5,不属于指南允许的基础原生食材类别
3157,装可乐,5,饮料、酒类或乳制品不属于本版核心原生食材
3158,不锈钢盘,5,不属于指南允许的基础原生食材类别
3159,太多,5,不属于指南允许的基础原生食材类别
3160,香气,5,不属于指南允许的基础原生食材类别
3161,花生花生,5,不属于指南允许的基础原生食材类别
3162,巧克力镜面,5,烘焙或乳制加工食品
3163,即食谷物,5,成品、半成品或加工食品
3164,瘦腊肉,5,加工肉制品
3165,奶油淋面,5,烘焙或乳制加工食品
3166,多少牛腩,5,数量或单位残留且无法可靠恢复原食材
3167,刺山柑花蕾,5,不属于指南允许的基础原生食材类别
3168,泡菜罐,5,成品、半成品或加工食品
3169,锅底物料,5,不属于指南允许的基础原生食材类别
3170,五官,5,不属于指南允许的基础原生食材类别
3171,糯米粉面粉,5,成品、半成品或加工食品
3172,细面面条,5,成品、半成品或加工食品
3173,香橙皮屑,5,不属于指南允许的基础原生食材类别
3174,凝胶粉,5,不属于指南允许的基础原生食材类别
3175,电子秤,5,不属于指南允许的基础原生食材类别
3176,烧烤调味粉,5,不属于指南允许的基础原生食材类别
3177,酱所需食材,5,不属于指南允许的基础原生食材类别
3178,糯米粉糯米粉,5,成品、半成品或加工食品
3179,巧克力奶冻,5,烘焙或乳制加工食品
3180,请看简介,5,不属于指南允许的基础原生食材类别
3181,多少草莓,5,数量或单位残留且无法可靠恢复原食材
3182,可变食材,5,不属于指南允许的基础原生食材类别
3183,也很好吃,5,不属于指南允许的基础原生食材类别
3184,戚风杯子蛋糕,5,烘焙或乳制加工食品
3185,包子饺子料,5,成品、半成品或加工食品
3186,就行清水,5,不属于指南允许的基础原生食材类别
3187,视频,5,不属于指南允许的基础原生食材类别
3188,饼量,5,不属于指南允许的基础原生食材类别
3189,营养奶粉,5,烘焙或乳制加工食品
3190,开菲尔酸奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3191,美禄,5,不属于指南允许的基础原生食材类别
3192,方形蛋糕,5,烘焙或乳制加工食品
3193,金色葡萄干,5,成品、半成品或加工食品
3194,就行水果,5,不属于指南允许的基础原生食材类别
3195,连模,5,不属于指南允许的基础原生食材类别
3196,研磨机,5,不属于指南允许的基础原生食材类别
3197,面包方子,5,烘焙或乳制加工食品
3198,一比一面粉,5,成品、半成品或加工食品
3199,蛋黄月饼,5,成品、半成品或加工食品
3200,包装纸,5,不属于指南允许的基础原生食材类别
3201,菜豆腐,5,豆制品或淀粉制品（严格模式排除）
3202,巧克力薄片,5,烘焙或乳制加工食品
3203,软曲奇,5,成品、半成品或加工食品
3204,多少纯牛奶,5,饮料、酒类或乳制品不属于本版核心原生食材
3205,锅具,5,不属于指南允许的基础原生食材类别
3206,了奶粉,5,烘焙或乳制加工食品
3207,决定糯米粉,5,成品、半成品或加工食品
3208,沥干,5,不属于指南允许的基础原生食材类别
3209,皮-低筋面粉,5,成品、半成品或加工食品
3210,卡仕达内馅,5,不属于指南允许的基础原生食材类别
3211,四季春,5,不属于指南允许的基础原生食材类别
3212,中药,5,不属于指南允许的基础原生食材类别
3213,调配,5,不属于指南允许的基础原生食材类别
3214,自己调整水,5,不属于指南允许的基础原生食材类别
3215,「水油皮」,5,不属于指南允许的基础原生食材类别
3216,里科塔奶酪,5,烘焙或乳制加工食品
3217,玛德琳蛋糕,5,烘焙或乳制加工食品
3218,新鲜橙子皮,5,不属于指南允许的基础原生食材类别
3219,克梅干菜,5,成品、半成品或加工食品
