id,name,usage_count,reason
5063,树皮,3,不属于指南允许的基础原生食材类别
5064,灌肠器,3,不属于指南允许的基础原生食材类别
5065,德国酸菜,3,成品、半成品或加工食品
5066,准备咸蛋黄,3,成品、半成品或加工食品
5067,湖头米粉,3,成品、半成品或加工食品
5068,陈肾,3,不属于指南允许的基础原生食材类别
5069,王中王火腿,3,加工肉制品
5070,可可味滋滋,3,不属于指南允许的基础原生食材类别
5071,桔梗,3,不属于指南允许的基础原生食材类别
5072,我没加,3,不属于指南允许的基础原生食材类别
5073,天然矿泉水,3,不属于指南允许的基础原生食材类别
5074,绵羊奶酪,3,烘焙或乳制加工食品
5075,布里芝士,3,烘焙或乳制加工食品
5076,一盏燕窝,3,不属于指南允许的基础原生食材类别
5077,剔骨刀,3,不属于指南允许的基础原生食材类别
5078,盆面粉,3,成品、半成品或加工食品
5079,黄油饼干底,3,烘焙或乳制加工食品
5080,培根卷,3,加工肉制品
5081,麻姑米粉,3,成品、半成品或加工食品
5082,直径圆模,3,不属于指南允许的基础原生食材类别
5083,奶油饼干,3,烘焙或乳制加工食品
5084,西班牙火腿,3,加工肉制品
5085,植物油少量,3,不属于指南允许的基础原生食材类别
5086,灵魂蘸料,3,不属于指南允许的基础原生食材类别
5087,雀巢奶粉,3,烘焙或乳制加工食品
5088,纯肋排,3,不属于指南允许的基础原生食材类别
5089,红茶红茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5090,熟面条,3,成品、半成品或加工食品
5091,千禧,3,不属于指南允许的基础原生食材类别
5092,鲜竹叶,3,不属于指南允许的基础原生食材类别
5093,炸拌海苔,3,成品、半成品或加工食品
5094,你手,3,不属于指南允许的基础原生食材类别
5095,紫草,3,不属于指南允许的基础原生食材类别
5096,简单食材,3,不属于指南允许的基础原生食材类别
5097,挞液,3,不属于指南允许的基础原生食材类别
5098,任意果干,3,成品、半成品或加工食品
5099,鲜水果,3,不属于指南允许的基础原生食材类别
5100,酸乳,3,不属于指南允许的基础原生食材类别
5101,石屏豆皮,3,豆制品或淀粉制品（严格模式排除）
5102,蛋糕屑,3,烘焙或乳制加工食品
5103,味琳,3,不属于指南允许的基础原生食材类别
5104,腥味,3,不属于指南允许的基础原生食材类别
5105,味拌饭海苔,3,成品、半成品或加工食品
5106,子面包糠,3,烘焙或乳制加工食品
5107,白菜酸菜,3,成品、半成品或加工食品
5108,大列巴,3,不属于指南允许的基础原生食材类别
5109,成椰浆,3,饮料、酒类或乳制品不属于本版核心原生食材
5110,金牌高达椰浆,3,饮料、酒类或乳制品不属于本版核心原生食材
5111,星牌马蹄粉,3,不属于指南允许的基础原生食材类别
5112,安佳马苏里拉芝士,3,烘焙或乳制加工食品
5113,越多越好芝士,3,烘焙或乳制加工食品
5114,干海米,3,成品、半成品或加工食品
5115,高钙奶粉,3,烘焙或乳制加工食品
5116,高乐高,3,不属于指南允许的基础原生食材类别
5117,冰块儿,3,不属于指南允许的基础原生食材类别
5118,低精面粉,3,成品、半成品或加工食品
5119,寸戚风,3,不属于指南允许的基础原生食材类别
5120,饼干渣,3,烘焙或乳制加工食品
5121,几克葱花,3,数量或单位残留且无法可靠恢复原食材
5122,淮山干,3,不属于指南允许的基础原生食材类别
5123,多少放多少杏鲍菇,3,数量或单位残留且无法可靠恢复原食材
5124,吉利粉,3,不属于指南允许的基础原生食材类别
5125,辣香肠,3,加工肉制品
5126,冬蜜,3,不属于指南允许的基础原生食材类别
5127,柠檬柠檬皮,3,不属于指南允许的基础原生食材类别
5128,西瓜瓜皮西瓜皮,3,不属于指南允许的基础原生食材类别
5129,海兔,3,不属于指南允许的基础原生食材类别
5130,鲮鱼滑,3,成品、半成品或加工食品
5131,锅热水,3,不属于指南允许的基础原生食材类别
5132,云腿,3,不属于指南允许的基础原生食材类别
5133,妈妈做,3,不属于指南允许的基础原生食材类别
5134,薄脆饼底,3,不属于指南允许的基础原生食材类别
5135,慕斯食材,3,成品、半成品或加工食品
5136,冷馒头,3,成品、半成品或加工食品
5137,多少放多少五花肉,3,数量或单位残留且无法可靠恢复原食材
5138,黄柠檬皮,3,不属于指南允许的基础原生食材类别
5139,永和豆浆粉,3,成品、半成品或加工食品
5140,种巧克力,3,烘焙或乳制加工食品
5141,烘培奶粉,3,烘焙或乳制加工食品
5142,脂肪,3,不属于指南允许的基础原生食材类别
5143,德运脱脂奶粉,3,烘焙或乳制加工食品
5144,油皮料,3,不属于指南允许的基础原生食材类别
5145,燕皮,3,不属于指南允许的基础原生食材类别
5146,趣多多饼干,3,烘焙或乳制加工食品
5147,动手,3,不属于指南允许的基础原生食材类别
5148,馅料料,3,不属于指南允许的基础原生食材类别
5149,小笼包,3,不属于指南允许的基础原生食材类别
5150,芝士马苏里拉芝士,3,烘焙或乳制加工食品
5151,子奶粉,3,烘焙或乳制加工食品
5152,色欧克皮,3,不属于指南允许的基础原生食材类别
5153,生蠔,3,不属于指南允许的基础原生食材类别
5154,谷物面粉,3,成品、半成品或加工食品
5155,金丝皇菊,3,不属于指南允许的基础原生食材类别
5156,千层饼,3,不属于指南允许的基础原生食材类别
5157,芬达,3,不属于指南允许的基础原生食材类别
5158,爱吃食材,3,不属于指南允许的基础原生食材类别
5159,玉米皮,3,不属于指南允许的基础原生食材类别
5160,定意大利面,3,成品、半成品或加工食品
5161,水洗红豆沙,3,成品、半成品或加工食品
5162,拇指饼干,3,烘焙或乳制加工食品
5163,水磨粘米粉,3,成品、半成品或加工食品
5164,鸡蛋加牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5165,口袋饼,3,不属于指南允许的基础原生食材类别
5166,水果类,3,不属于指南允许的基础原生食材类别
5167,基地,3,不属于指南允许的基础原生食材类别
5168,川宁红茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5169,澱粉,3,不属于指南允许的基础原生食材类别
5170,萄葡干,3,不属于指南允许的基础原生食材类别
5171,牛奶红豆馅,3,饮料、酒类或乳制品不属于本版核心原生食材
5172,圆形蛋糕胚,3,烘焙或乳制加工食品
5173,特仑苏,3,不属于指南允许的基础原生食材类别
5174,定牙签,3,工具、包装或操作说明
5175,炒炖香,3,不属于指南允许的基础原生食材类别
5176,自己量米饭,3,成品、半成品或加工食品
5177,少量可可粉,3,成品、半成品或加工食品
5178,纯咖啡粉,3,饮料、酒类或乳制品不属于本版核心原生食材
5179,蓝多马苏里拉奶酪,3,烘焙或乳制加工食品
5180,可可脂白巧克力,3,烘焙或乳制加工食品
5181,血肠,3,成品、半成品或加工食品
5182,杏仁葡萄干,3,成品、半成品或加工食品
5183,面团一个,3,数量或单位残留且无法可靠恢复原食材
5184,山茶花面粉,3,成品、半成品或加工食品
5185,饼皮料,3,不属于指南允许的基础原生食材类别
5186,壶热水,3,不属于指南允许的基础原生食材类别
5187,澳芒,3,不属于指南允许的基础原生食材类别
5188,芝士蛋糕底,3,烘焙或乳制加工食品
5189,奥利奥夹馅,3,不属于指南允许的基础原生食材类别
5190,°C温水,3,不属于指南允许的基础原生食材类别
5191,泡软葡萄干,3,成品、半成品或加工食品
5192,披萨烤盘,3,工具、包装或操作说明
5193,很熟香蕉,3,成品、半成品或加工食品
5194,速冻蛋挞皮,3,成品、半成品或加工食品
5195,脆粒,3,不属于指南允许的基础原生食材类别
5196,甜馅,3,不属于指南允许的基础原生食材类别
5197,各种,3,不属于指南允许的基础原生食材类别
5198,柔风,3,不属于指南允许的基础原生食材类别
5199,佳乐椰浆,3,饮料、酒类或乳制品不属于本版核心原生食材
5200,面包料,3,烘焙或乳制加工食品
5201,半面粉,3,成品、半成品或加工食品
5202,浓咖啡粉,3,饮料、酒类或乳制品不属于本版核心原生食材
5203,米面粉,3,成品、半成品或加工食品
5204,杂粮煎饼粉,3,不属于指南允许的基础原生食材类别
5205,山黄皮,3,不属于指南允许的基础原生食材类别
5206,锅一半水,3,不属于指南允许的基础原生食材类别
5207,白巧克力笔,3,烘焙或乳制加工食品
5208,西式火腿,3,加工肉制品
5209,师傅,3,不属于指南允许的基础原生食材类别
5210,码味,3,不属于指南允许的基础原生食材类别
5211,温水水,3,不属于指南允许的基础原生食材类别
5212,洋参,3,不属于指南允许的基础原生食材类别
5213,田七,3,不属于指南允许的基础原生食材类别
5214,中劲面粉,3,成品、半成品或加工食品
5215,土鸡半只,3,数量或单位残留且无法可靠恢复原食材
5216,灌肠,3,成品、半成品或加工食品
5217,金色烤盘,3,工具、包装或操作说明
5218,蹄筋,3,不属于指南允许的基础原生食材类别
5219,箬叶,3,不属于指南允许的基础原生食材类别
5220,胡萝卜干,3,成品、半成品或加工食品
5221,英式马芬,3,不属于指南允许的基础原生食材类别
5222,张豆腐衣,3,豆制品或淀粉制品（严格模式排除）
5223,麻糬,3,不属于指南允许的基础原生食材类别
5224,椰浆层,3,饮料、酒类或乳制品不属于本版核心原生食材
5225,简易版,3,不属于指南允许的基础原生食材类别
5226,芫荽籽粉,3,不属于指南允许的基础原生食材类别
5227,粗粮饭,3,不属于指南允许的基础原生食材类别
5228,二段婴儿奶粉,3,烘焙或乳制加工食品
5229,泥肠,3,成品、半成品或加工食品
5230,硬豆腐,3,豆制品或淀粉制品（严格模式排除）
5231,大茴,3,不属于指南允许的基础原生食材类别
5232,泡椒泡生姜,3,成品、半成品或加工食品
5233,六连模,3,不属于指南允许的基础原生食材类别
5234,准备容器,3,工具、包装或操作说明
5235,草莓甜菜面粉,3,成品、半成品或加工食品
5236,活跃天然酵种,3,不属于指南允许的基础原生食材类别
5237,绿西米,3,成品、半成品或加工食品
5238,汤汁儿,3,不属于指南允许的基础原生食材类别
5239,饭碗水,3,不属于指南允许的基础原生食材类别
5240,老酸奶酸奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5241,克茶叶,3,饮料、酒类或乳制品不属于本版核心原生食材
5242,红茶奶冻,3,不属于指南允许的基础原生食材类别
5243,乡村奶酪,3,烘焙或乳制加工食品
5244,香豆干,3,豆制品或淀粉制品（严格模式排除）
5245,月饼模,3,成品、半成品或加工食品
5246,果冻夹心,3,不属于指南允许的基础原生食材类别
5247,多少根牙签,3,工具、包装或操作说明
5248,剩米饭米饭,3,成品、半成品或加工食品
5249,度矿泉水,3,不属于指南允许的基础原生食材类别
5250,容量玻璃罐,3,不属于指南允许的基础原生食材类别
5251,面粉面包糠,3,烘焙或乳制加工食品
5252,多味香粉,3,不属于指南允许的基础原生食材类别
5253,牌腊肠,3,成品、半成品或加工食品
5254,婴幼儿奶粉,3,烘焙或乳制加工食品
5255,猪肉酥,3,成品、半成品或加工食品
5256,层马苏里拉芝士碎,3,烘焙或乳制加工食品
5257,海绵蛋糕配方,3,烘焙或乳制加工食品
5258,维他奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5259,味干酪,3,不属于指南允许的基础原生食材类别
5260,纯甄酸牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5261,小食,3,不属于指南允许的基础原生食材类别
5262,农夫山泉矿泉水,3,不属于指南允许的基础原生食材类别
5263,台破壁机,3,不属于指南允许的基础原生食材类别
5264,冠利酸菜,3,成品、半成品或加工食品
5265,千张切丝,3,豆制品或淀粉制品（严格模式排除）
5266,油豆泡,3,成品、半成品或加工食品
5267,益母草,3,不属于指南允许的基础原生食材类别
5268,芦荟,3,不属于指南允许的基础原生食材类别
5269,绿葡萄干,3,成品、半成品或加工食品
5270,流沙馅,3,不属于指南允许的基础原生食材类别
5271,玉米热狗肠,3,成品、半成品或加工食品
5272,脆皮底,3,不属于指南允许的基础原生食材类别
5273,甜酸奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5274,子半斤,3,数量或单位残留且无法可靠恢复原食材
5275,香肠火腿肠,3,加工肉制品
5276,鹿茸,3,不属于指南允许的基础原生食材类别
5277,脆哨,3,不属于指南允许的基础原生食材类别
5278,馍馍,3,不属于指南允许的基础原生食材类别
5279,螺丝型意大利面,3,成品、半成品或加工食品
5280,电炖盅,3,不属于指南允许的基础原生食材类别
5281,龙井,3,不属于指南允许的基础原生食材类别
5282,金骏眉红茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5283,牛奶一袋,3,饮料、酒类或乳制品不属于本版核心原生食材
5284,麻辣料,3,不属于指南允许的基础原生食材类别
5285,三道鳞,3,不属于指南允许的基础原生食材类别
5286,泡椒剁碎,3,成品、半成品或加工食品
5287,红薯芋圆,3,成品、半成品或加工食品
5288,紫薯芋圆,3,成品、半成品或加工食品
5289,南瓜量糯米粉,3,成品、半成品或加工食品
5290,水一小盆,3,不属于指南允许的基础原生食材类别
5291,冰皮月饼,3,成品、半成品或加工食品
5292,咖啡溶液,3,饮料、酒类或乳制品不属于本版核心原生食材
5293,马里拉苏芝士,3,烘焙或乳制加工食品
5294,披萨馅,3,成品、半成品或加工食品
5295,熟坚果,3,成品、半成品或加工食品
5296,蓝莓果干,3,成品、半成品或加工食品
5297,糯米粉炒熟,3,工具、包装或操作说明
5298,是关键,3,不属于指南允许的基础原生食材类别
5299,杂果罐头,3,成品、半成品或加工食品
5300,流心,3,不属于指南允许的基础原生食材类别
5301,酒渍蔓越莓干,3,成品、半成品或加工食品
5302,自定义,3,不属于指南允许的基础原生食材类别
5303,见做法香料,3,工具、包装或操作说明
5304,千里香,3,不属于指南允许的基础原生食材类别
5305,熟糙米饭,3,成品、半成品或加工食品
5306,格雷伯爵茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5307,油金枪鱼罐头,3,成品、半成品或加工食品
5308,沙河粉,3,成品、半成品或加工食品
5309,豆腐冻豆腐,3,豆制品或淀粉制品（严格模式排除）
5310,熟亚麻籽粉,3,成品、半成品或加工食品
5311,马芬模,3,不属于指南允许的基础原生食材类别
5312,蒿草,3,不属于指南允许的基础原生食材类别
5313,粉蒸米粉,3,成品、半成品或加工食品
5314,黄油室温软化,3,烘焙或乳制加工食品
5315,蛋糕底层,3,烘焙或乳制加工食品
5316,烧卖皮,3,不属于指南允许的基础原生食材类别
5317,马鞭草,3,不属于指南允许的基础原生食材类别
5318,酸辣汤,3,不属于指南允许的基础原生食材类别
5319,荔枝干,3,不属于指南允许的基础原生食材类别
5320,五香豆皮,3,豆制品或淀粉制品（严格模式排除）
5321,无渣豆浆,3,成品、半成品或加工食品
5322,稠面粉,3,成品、半成品或加工食品
5323,淡味午餐肉,3,加工肉制品
5324,干面皮,3,不属于指南允许的基础原生食材类别
5325,蜜桔,3,不属于指南允许的基础原生食材类别
5326,俄式酸黄瓜,3,成品、半成品或加工食品
5327,什么各种香料,3,不属于指南允许的基础原生食材类别
5328,食言,3,不属于指南允许的基础原生食材类别
5329,熟包子,3,成品、半成品或加工食品
5330,比例清水,3,不属于指南允许的基础原生食材类别
5331,万年青,3,不属于指南允许的基础原生食材类别
5332,味噌汤,3,不属于指南允许的基础原生食材类别
5333,什么面面条,3,成品、半成品或加工食品
5334,猪肉半斤,3,数量或单位残留且无法可靠恢复原食材
5335,水贻,3,不属于指南允许的基础原生食材类别
5336,粉〕,3,不属于指南允许的基础原生食材类别
5337,宝宝海苔,3,成品、半成品或加工食品
5338,碎混合,3,不属于指南允许的基础原生食材类别
5339,香草蛋糕,3,烘焙或乳制加工食品
5340,各色水果,3,不属于指南允许的基础原生食材类别
5341,黄飞鸿花生,3,不属于指南允许的基础原生食材类别
5342,德芙白巧克力,3,烘焙或乳制加工食品
5343,成豆沙,3,成品、半成品或加工食品
5344,长棍面包,3,烘焙或乳制加工食品
5345,方形海苔,3,成品、半成品或加工食品
5346,关东煮,3,不属于指南允许的基础原生食材类别
5347,生咸鸭蛋,3,成品、半成品或加工食品
5348,宁波水磨年糕,3,成品、半成品或加工食品
5349,安幕希,3,不属于指南允许的基础原生食材类别
5350,金像,3,不属于指南允许的基础原生食材类别
5351,皇帝柑,3,不属于指南允许的基础原生食材类别
5352,醬油膏,3,不属于指南允许的基础原生食材类别
5353,去芯,3,不属于指南允许的基础原生食材类别
5354,束粉丝,3,豆制品或淀粉制品（严格模式排除）
5355,养肝草,3,不属于指南允许的基础原生食材类别
5356,奶油芝士馅,3,烘焙或乳制加工食品
5357,汁原料,3,不属于指南允许的基础原生食材类别
5358,比萨草,3,不属于指南允许的基础原生食材类别
5359,透明镜面果胶,3,成品、半成品或加工食品
5360,石笋干,3,成品、半成品或加工食品
5361,地皮菜,3,不属于指南允许的基础原生食材类别
5362,鲜辣味粉,3,不属于指南允许的基础原生食材类别
5363,味啫喱粉,3,不属于指南允许的基础原生食材类别
5364,柳橙皮,3,不属于指南允许的基础原生食材类别
5365,农夫山泉水,3,不属于指南允许的基础原生食材类别
5366,辣泡菜,3,成品、半成品或加工食品
5367,酥底,3,不属于指南允许的基础原生食材类别
5368,卤肥肠,3,成品、半成品或加工食品
5369,硬质奶酪,3,烘焙或乳制加工食品
5370,阳光金果,3,不属于指南允许的基础原生食材类别
5371,升全脂牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5372,红花生,3,不属于指南允许的基础原生食材类别
5373,喷砂,3,不属于指南允许的基础原生食材类别
5374,不可可粉,3,成品、半成品或加工食品
5375,味烧烤料,3,不属于指南允许的基础原生食材类别
5376,分蛋海绵蛋糕,3,烘焙或乳制加工食品
5377,生煎包,3,不属于指南允许的基础原生食材类别
5378,咸鸭蛋蛋白,3,成品、半成品或加工食品
5379,拼配茶粉,3,不属于指南允许的基础原生食材类别
5380,一样面粉,3,成品、半成品或加工食品
5381,鲜瑶柱,3,不属于指南允许的基础原生食材类别
5382,黑豆豆腐,3,豆制品或淀粉制品（严格模式排除）
5383,婴儿配方奶粉,3,烘焙或乳制加工食品
5384,粉筛,3,不属于指南允许的基础原生食材类别
5385,虹鳟,3,不属于指南允许的基础原生食材类别
5386,口味定,3,不属于指南允许的基础原生食材类别
5387,盆凉白开,3,不属于指南允许的基础原生食材类别
5388,行芝士碎,3,烘焙或乳制加工食品
5389,慕斯淡奶,3,成品、半成品或加工食品
5390,海绵蛋糕全蛋,3,烘焙或乳制加工食品
5391,海绵蛋糕低粉,3,烘焙或乳制加工食品
5392,中空模,3,不属于指南允许的基础原生食材类别
5393,青海苔,3,成品、半成品或加工食品
5394,状海苔,3,成品、半成品或加工食品
5395,秋刀鱼罐头,3,成品、半成品或加工食品
5396,子排,3,不属于指南允许的基础原生食材类别
5397,迷你蛋挞皮,3,成品、半成品或加工食品
5398,果丹皮,3,不属于指南允许的基础原生食材类别
5399,自磨,3,不属于指南允许的基础原生食材类别
5400,栗子奶油馅,3,烘焙或乳制加工食品
5401,不倒翁煎饼粉,3,不属于指南允许的基础原生食材类别
5402,诚意,3,不属于指南允许的基础原生食材类别
5403,大蔥,3,不属于指南允许的基础原生食材类别
5404,洋蓟心,3,不属于指南允许的基础原生食材类别
5405,马苏里,3,不属于指南允许的基础原生食材类别
5406,智能电饭煲,3,不属于指南允许的基础原生食材类别
5407,青剁椒,3,成品、半成品或加工食品
5408,干辣皮子,3,不属于指南允许的基础原生食材类别
5409,杂烩,3,不属于指南允许的基础原生食材类别
5410,奥利奥夹心饼干,3,烘焙或乳制加工食品
5411,全脂鲜奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5412,饼干体,3,烘焙或乳制加工食品
5413,头尾,3,不属于指南允许的基础原生食材类别
5414,淡牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5415,豆腐结,3,豆制品或淀粉制品（严格模式排除）
5416,茶戚风蛋糕胚,3,烘焙或乳制加工食品
5417,一比一水,3,不属于指南允许的基础原生食材类别
5418,香戚风蛋糕,3,烘焙或乳制加工食品
5419,天使蛋糕卷,3,烘焙或乳制加工食品
5420,甜玉米火腿肠,3,加工肉制品
5421,口味牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5422,鸡胸肉丸,3,成品、半成品或加工食品
5423,木棉花,3,不属于指南允许的基础原生食材类别
5424,红提干,3,不属于指南允许的基础原生食材类别
5425,香草酸奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5426,一对海马,3,不属于指南允许的基础原生食材类别
5427,胡萝卜面包,3,烘焙或乳制加工食品
5428,也没事,3,不属于指南允许的基础原生食材类别
5429,牛肉培根,3,加工肉制品
5430,定量牛奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5431,藜麦沙拉,3,成品、半成品或加工食品
5432,自己口味酸奶,3,饮料、酒类或乳制品不属于本版核心原生食材
5433,杂粮预拌粉,3,不属于指南允许的基础原生食材类别
5434,橙子量橙皮,3,不属于指南允许的基础原生食材类别
5435,蛋糕磨具,3,烘焙或乳制加工食品
5436,外交官奶馅,3,不属于指南允许的基础原生食材类别
5437,柑普茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5438,巧克力白巧克力,3,烘焙或乳制加工食品
5439,南瓜粥,3,成品、半成品或加工食品
5440,慈城年糕,3,成品、半成品或加工食品
5441,黑洋沙,3,不属于指南允许的基础原生食材类别
5442,谷物面包粉,3,烘焙或乳制加工食品
5443,烘焙奶粉,3,烘焙或乳制加工食品
5444,锅盖,3,不属于指南允许的基础原生食材类别
5445,后水,3,不属于指南允许的基础原生食材类别
5446,咖啡原液,3,饮料、酒类或乳制品不属于本版核心原生食材
5447,芡实粉,3,不属于指南允许的基础原生食材类别
5448,多少克韭菜,3,数量或单位残留且无法可靠恢复原食材
5449,多虾皮,3,成品、半成品或加工食品
5450,绿茶水,3,不属于指南允许的基础原生食材类别
5451,一锅开水,3,不属于指南允许的基础原生食材类别
5452,烟熏鸡肉,3,成品、半成品或加工食品
5453,多少买多少馄饨皮,3,成品、半成品或加工食品
5454,太妃炼乳,3,烘焙或乳制加工食品
5455,面粉少量,3,成品、半成品或加工食品
5456,食量意大利面,3,成品、半成品或加工食品
5457,杂粮煎饼,3,不属于指南允许的基础原生食材类别
5458,鸡皮,3,不属于指南允许的基础原生食材类别
5459,韩国煎饼粉,3,不属于指南允许的基础原生食材类别
5460,多少红豆沙,3,成品、半成品或加工食品
5461,水磨年糕,3,成品、半成品或加工食品
5462,胚芽粥米,3,成品、半成品或加工食品
5463,白鳝,3,不属于指南允许的基础原生食材类别
5464,藜蒿,3,不属于指南允许的基础原生食材类别
5465,团粉丝,3,豆制品或淀粉制品（严格模式排除）
5466,少量面包糠,3,烘焙或乳制加工食品
5467,脆珠,3,不属于指南允许的基础原生食材类别
5468,几朵银耳,3,数量或单位残留且无法可靠恢复原食材
5469,细椰蓉,3,不属于指南允许的基础原生食材类别
5470,少加,3,不属于指南允许的基础原生食材类别
5471,马拉里苏芝士,3,烘焙或乳制加工食品
5472,克冷水,3,不属于指南允许的基础原生食材类别
5473,心鲨鱼丸,3,成品、半成品或加工食品
5474,脆浆粉,3,不属于指南允许的基础原生食材类别
5475,活跃酵种,3,不属于指南允许的基础原生食材类别
5476,各种辅料,3,不属于指南允许的基础原生食材类别
5477,乌龙茶茶叶,3,饮料、酒类或乳制品不属于本版核心原生食材
5478,薄皮辣椒,3,不属于指南允许的基础原生食材类别
5479,细粉干,3,不属于指南允许的基础原生食材类别
5480,列巴,3,不属于指南允许的基础原生食材类别
5481,举例,3,不属于指南允许的基础原生食材类别
5482,太多了,3,不属于指南允许的基础原生食材类别
5483,蛋液刷面,3,工具、包装或操作说明
5484,晒萝卜干,3,成品、半成品或加工食品
5485,薄豆腐皮,3,豆制品或淀粉制品（严格模式排除）
5486,班戟皮,3,不属于指南允许的基础原生食材类别
5487,忌廉,3,不属于指南允许的基础原生食材类别
5488,区别,3,不属于指南允许的基础原生食材类别
5489,一次发酵,3,不属于指南允许的基础原生食材类别
5490,二次发酵,3,不属于指南允许的基础原生食材类别
5491,三年陈酿,3,不属于指南允许的基础原生食材类别
5492,都行芝士,3,烘焙或乳制加工食品
5493,准备开水,3,不属于指南允许的基础原生食材类别
5494,火锅粉,3,不属于指南允许的基础原生食材类别
5495,烘焙黑巧克力,3,烘焙或乳制加工食品
5496,榄油浸金枪鱼罐头,3,成品、半成品或加工食品
5497,柔风吐司粉,3,烘焙或乳制加工食品
5498,对汉堡面包,3,烘焙或乳制加工食品
5499,纯藕粉,3,成品、半成品或加工食品
5500,混沌,3,不属于指南允许的基础原生食材类别
5501,清新口气绿箭,3,不属于指南允许的基础原生食材类别
5502,椒剁椒,3,成品、半成品或加工食品
5503,人数面条,3,成品、半成品或加工食品
5504,增加抹茶粉,3,成品、半成品或加工食品
5505,卤水香料,3,不属于指南允许的基础原生食材类别
5506,百事可乐,3,饮料、酒类或乳制品不属于本版核心原生食材
5507,剩大米饭,3,成品、半成品或加工食品
5508,东菱面包机,3,烘焙或乳制加工食品
5509,黑米馒头,3,成品、半成品或加工食品
5510,味事达纯味鲜,3,不属于指南允许的基础原生食材类别
5511,青团皮,3,不属于指南允许的基础原生食材类别
5512,三象牌糯米粉,3,成品、半成品或加工食品
5513,半粘米粉,3,成品、半成品或加工食品
5514,熟藜麦饭,3,成品、半成品或加工食品
5515,冻干咖啡粉,3,饮料、酒类或乳制品不属于本版核心原生食材
5516,清远鸡一只,3,数量或单位残留且无法可靠恢复原食材
5517,鼠曲草,3,不属于指南允许的基础原生食材类别
5518,两人份意大利面,3,成品、半成品或加工食品
5519,蛋糕围边,3,烘焙或乳制加工食品
5520,消毒,3,不属于指南允许的基础原生食材类别
5521,饺子皮面粉,3,成品、半成品或加工食品
5522,栀子粉,3,不属于指南允许的基础原生食材类别
5523,金像高筋粉,3,不属于指南允许的基础原生食材类别
5524,掰碎大料,3,不属于指南允许的基础原生食材类别
5525,杰克丹尼,3,不属于指南允许的基础原生食材类别
5526,多少辣白菜,3,数量或单位残留且无法可靠恢复原食材
5527,烧烤酱原味,3,不属于指南允许的基础原生食材类别
5528,竹笋干,3,成品、半成品或加工食品
5529,丸子粉,3,成品、半成品或加工食品
5530,浆豆腐,3,豆制品或淀粉制品（严格模式排除）
5531,王致和臭豆腐,3,豆制品或淀粉制品（严格模式排除）
5532,状奶酪,3,烘焙或乳制加工食品
5533,不能吃辣,3,不属于指南允许的基础原生食材类别
5534,酱蒜,3,不属于指南允许的基础原生食材类别
5535,山茶花,3,不属于指南允许的基础原生食材类别
5536,鳗鲞,3,不属于指南允许的基础原生食材类别
5537,小杯子,3,不属于指南允许的基础原生食材类别
5538,杏仁蛋糕胚,3,烘焙或乳制加工食品
5539,爱爱,3,不属于指南允许的基础原生食材类别
5540,够了,3,不属于指南允许的基础原生食材类别
5541,金像面粉,3,成品、半成品或加工食品
5542,都能放,3,不属于指南允许的基础原生食材类别
5543,全脂乳粉,3,不属于指南允许的基础原生食材类别
5544,甜巧克力,3,烘焙或乳制加工食品
5545,欧克皮,3,不属于指南允许的基础原生食材类别
5546,斯里兰卡红茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5547,熟榛子仁,3,成品、半成品或加工食品
5548,可以,3,不属于指南允许的基础原生食材类别
5549,各式香料,3,不属于指南允许的基础原生食材类别
5550,可可球,3,不属于指南允许的基础原生食材类别
5551,宇治抹茶,3,饮料、酒类或乳制品不属于本版核心原生食材
5552,黑鱼一条,3,数量或单位残留且无法可靠恢复原食材
5553,熟透了香蕉,3,成品、半成品或加工食品
5554,削皮刀,3,不属于指南允许的基础原生食材类别
5555,杏仁奶油馅,3,烘焙或乳制加工食品
5556,炸牛肉丸,3,成品、半成品或加工食品
5557,直径高纸杯,3,不属于指南允许的基础原生食材类别
5558,牛奶一共,3,饮料、酒类或乳制品不属于本版核心原生食材
5559,食蔬,3,不属于指南允许的基础原生食材类别
5560,干河粉,3,成品、半成品或加工食品
5561,和虾皮,3,成品、半成品或加工食品
5562,五香豆腐丝,3,豆制品或淀粉制品（严格模式排除）
5563,熟杏仁,3,成品、半成品或加工食品
5564,卫龙辣条,3,不属于指南允许的基础原生食材类别
5565,油酥普通面粉,3,成品、半成品或加工食品
5566,详细配方,3,不属于指南允许的基础原生食材类别
5567,可以做,3,不属于指南允许的基础原生食材类别
