id,dish_id,ingredient_id,catalog_ingredient_id,raw_name,raw_text,quantity,role,grams,grams_source
29871,70808,2,2,蒜,适量大蒜,适量,main,0.0,vague
29872,70812,110,110,茄子,1个茄子,1个,main,250.0,per_unit
29873,70812,11,11,青椒,1个青椒（切成碎粒）,1个,main,80.0,per_unit
29874,70812,7,7,鸡蛋,1个鸡蛋,1个,main,50.0,per_unit
29875,70812,,5134,盐,适量盐,适量,seasoning,0.0,vague
29876,70812,1,1,小葱,1根小葱（切成葱花）,1根,main,10.0,per_unit
29877,70812,9,9,香菜,适量香菜（切碎）,适量,main,0.0,vague
29878,70812,33,33,木耳,适量木耳（切成条）（可选）,适量,main,0.0,vague
29879,70812,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
29880,70812,,3168,干辣椒碎,适量干辣椒碎,适量,seasoning,0.0,vague
29881,70812,2,2,蒜,3瓣蒜（切成片或块）,3瓣,main,15.0,per_unit
29882,70812,,1732,几滴香油,几滴香油,适量,seasoning,0.0,vague
29883,70831,109,109,荷兰豆,400克荷兰豆,400克,main,400.0,explicit
29884,70831,,3218,广式香肠,10片广式香肠,10片,processed,1000.0,category
29885,70831,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
29886,70831,,5134,盐,适量盐,适量,seasoning,0.0,vague
29887,70831,,7785,鸡精,1勺鸡精,1勺,seasoning,3.0,per_unit
29888,70841,7,7,鸡蛋,4个鸡蛋,4个,main,200.0,per_unit
29889,70841,,5830,肉末,肉末,适量,other_food,0.0,vague
29890,70841,,4115,油,油,适量,seasoning,0.0,vague
29891,70841,,5134,盐,盐,适量,seasoning,0.0,vague
29892,70841,,4928,生抽,生抽,适量,seasoning,0.0,vague
29893,70841,,5489,糖,糖,适量,seasoning,0.0,vague
29894,70841,,3600,料酒,料酒,适量,seasoning,0.0,vague
29895,70841,,4040,水或高汤,水或高汤,适量,seasoning,0.0,vague
29896,70841,1,1,葱花,葱花,适量,main,0.0,vague
29897,70883,12,12,土豆,3-4个土豆,4个,main,600.0,per_unit
29898,70883,11,11,青椒,1个青椒,1个,main,80.0,per_unit
29899,70883,6,6,/胡萝卜,1/3根胡萝卜,3根,main,360.0,per_unit
29900,70883,,3154,干辣椒,4-5个干辣椒,5个,seasoning,5.0,per_unit
29901,70883,2,2,蒜,3瓣大蒜,3瓣,main,15.0,per_unit
29902,70883,3,3,姜,3片姜,3片,main,24.0,per_unit
29903,70883,,5134,盐,4克盐,4克,seasoning,4.0,explicit
29904,70883,,5489,糖,3克糖,3克,seasoning,3.0,explicit
29905,70883,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
29906,70883,,5104,白醋,2-3勺白醋,3勺,seasoning,15.0,per_unit
29907,70887,14,14,西红柿,1个西红柿,1个,main,100.0,per_unit
29908,70887,,5134,盐,5克盐,5克,seasoning,5.0,explicit
29909,70887,,6779,豆腐,1块豆腐,1块,processed,400.0,per_unit
29910,70887,1,1,小葱,2根小葱,2根,main,20.0,per_unit
29911,70887,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
29912,70887,,2815,姜粉,2勺姜粉,2勺,seasoning,10.0,per_unit
29913,70887,,2420,味极鲜酱油,2勺味极鲜酱油,2勺,seasoning,10.0,per_unit
29914,70887,,6103,花椒粉,2勺花椒粉,2勺,seasoning,2.0,per_unit
29915,70887,,7298,随豆腐猪油,随豆腐适量猪油,适量,seasoning,0.0,vague
29916,70888,11,11,青椒,3个青椒,3个,main,240.0,per_unit
29917,70888,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
29918,70888,,7821,鸡蛋干,1包鸡蛋干,1包,other_food,100.0,category
29919,70888,2,2,蒜,2瓣蒜,2瓣,main,10.0,per_unit
29920,70888,3,3,姜,适量姜,适量,main,0.0,vague
29921,70888,,6588,少量蚝油,少量蚝油,适量,seasoning,0.0,vague
29922,70888,,6103,花椒粉,适量花椒粉,适量,seasoning,0.0,vague
29923,70897,,5824,肉丸,（用其它丸子也可以）自制肉丸10个,10个,processed,1000.0,category
29924,70897,5,5,洋葱,洋葱1个,1个,main,150.0,per_unit
29925,70897,12,12,马铃薯,马铃薯1个,1个,main,100.0,per_unit
29926,70897,6,6,胡萝卜,胡萝卜1根,1根,main,120.0,per_unit
29927,70897,142,142,秋葵,秋葵适量,适量,main,0.0,vague
29928,70897,,7905,黄油,（其它食用油也可以）黄油20克,20克,seasoning,20.0,explicit
29929,70897,,2449,咖喱粉,咖喱粉1大勺,1大勺,seasoning,5.0,per_unit
29930,70897,,2446,咖喱块,咖喱块2-3块,3块,other_food,60.0,per_unit
29931,70937,,3670,明虾,8只明虾,8只,other_food,800.0,per_unit
29932,70937,112,112,鸡爪,8只鸡爪,8只,main,800.0,category
29933,70937,,6763,豆瓣酱,3勺豆瓣酱,3勺,seasoning,30.0,per_unit
29934,70937,,6588,蚝油,2勺蚝油,2勺,seasoning,10.0,per_unit
29935,70937,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
29936,70937,,1405,些许葱姜蒜,些许葱姜蒜,适量,composite,,split_unknown
29937,70937,,1397,些许片香叶,些许片香叶,适量,other_food,0.0,vague
29938,70937,,1393,些许干辣椒,些许干辣椒,适量,seasoning,0.0,vague
29939,70937,,4928,生抽,3勺生抽,3勺,seasoning,15.0,per_unit
29940,70937,,5787,老抽,2勺老抽,2勺,seasoning,10.0,per_unit
29941,70937,,5489,糖,4勺糖,4勺,seasoning,20.0,per_unit
29942,70937,,5134,盐,1勺盐,1勺,seasoning,5.0,per_unit
29943,70937,231,231,些许大蒜叶,些许大蒜叶,适量,main,0.0,vague
29944,70937,5,5,洋葱,小半个洋葱,半个,main,75.0,per_unit
29945,70937,9,9,些许香菜,些许香菜,适量,main,0.0,vague
29946,70937,93,93,干香菇,5朵干香菇,5朵,main,15.0,per_unit
29947,70937,12,12,土豆,1个土豆,1个,main,150.0,per_unit
29948,70937,96,96,些许藕,些许藕,适量,main,0.0,vague
29949,70937,33,33,些许木耳,些许木耳,适量,main,0.0,vague
29950,70937,,1615,其他蔬菜,其他蔬菜,适量,generic,0.0,vague
29951,71003,86,86,三文鱼,适量三文鱼,适量,main,0.0,vague
29952,71003,,5134,盐,适量盐,适量,seasoning,0.0,vague
29953,71003,,7905,黄油,适量黄油,适量,seasoning,0.0,vague
29954,71003,14,14,西红柿,3个西红柿,3个,main,300.0,per_unit
29955,71003,,7993,黑胡椒粉,适量黑胡椒粉,适量,seasoning,0.0,vague
29956,71003,,5060,白胡椒粉,适量白胡椒粉,适量,seasoning,0.0,vague
29957,71004,,6047,节藕,5节藕,适量,other_food,0.0,vague
29958,71004,111,111,青辣椒,一个青辣椒,一个,main,100,per_unit
29959,71004,,7093,醋,两勺醋,两勺,seasoning,10,per_unit
29960,71004,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
29961,71004,,4115,油,适量油,适量,seasoning,0.0,vague
29962,71004,,5134,盐,适量盐,适量,seasoning,0.0,vague
29963,71004,,5649,红青椒,一个红青椒,一个,other_food,100,per_unit
29964,71004,,7040,酱油,两勺酱油,两勺,seasoning,10,per_unit
29965,71043,29,29,白菜,1颗白菜,1颗,main,1000.0,per_unit
29966,71043,56,56,苹果,1个苹果,1个,main,200.0,per_unit
29967,71043,,3899,梨,1个梨,1个,other_food,200.0,per_unit
29968,71043,2,2,蒜,1头蒜,1头,main,5.0,per_unit
29969,71043,3,3,姜,1块姜,1块,main,8.0,per_unit
29970,71043,,1981,升元辣白菜腌料,1袋升元辣白菜腌料,1袋,other_food,100.0,per_unit
29971,71043,,5168,盐糖,适量盐糖,适量,seasoning,0.0,vague
29972,71049,75,75,紫菜,一小块紫菜,一小块,main,3,per_unit
29973,71049,,7538,香油,适量香油,适量,seasoning,0.0,vague
29974,71049,7,7,鸡蛋,1只鸡蛋,1只,main,50.0,per_unit
29975,71049,,6573,虾皮,1勺虾皮,1勺,processed,1.0,per_unit
29976,71049,,3862,核桃油,适量核桃油,适量,seasoning,0.0,vague
29977,71049,1,1,葱花,适量小葱花,适量,main,0.0,vague
29978,71049,,5134,盐,适量盐,适量,seasoning,0.0,vague
29979,71094,88,88,花蛤,半斤花蛤,半斤,main,250.0,explicit
29980,71094,46,46,金针菇,100克金针菇,100克,main,100.0,explicit
29981,71094,,8019,龙口粉丝,1把龙口粉丝,1把,processed,50.0,category
29982,71094,,6459,蒜蓉辣椒酱,1勺蒜蓉辣椒酱,1勺,seasoning,5.0,per_unit
29983,71094,,6983,郫县豆瓣酱,1大勺郫县豆瓣酱,1大勺,seasoning,10.0,per_unit
29984,71094,,6588,耗油,1勺耗油,1勺,seasoning,5.0,per_unit
29985,71094,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
29986,71097,,5134,盐,5克盐,5克,seasoning,5.0,explicit
29987,71097,7,7,鸡蛋,2个鸡蛋,2个,main,100.0,per_unit
29988,71097,,6779,豆腐,1块豆腐,1块,processed,400.0,per_unit
29989,71097,6,6,胡萝卜,1根胡萝卜,1根,main,120.0,per_unit
29990,71097,9,9,香菜,10根香菜,10根,main,100.0,per_unit
29991,71097,,2599,土豆淀粉,50克土豆淀粉,50克,seasoning,50.0,explicit
29992,71097,,7993,黑胡椒粉,2勺黑胡椒粉,2勺,seasoning,4.0,per_unit
29993,71097,,6103,花椒粉,2勺花椒粉,2勺,seasoning,2.0,per_unit
29994,71097,,1565,大料,2勺大料,2勺,seasoning,10.0,per_unit
29995,71097,,4928,生抽,3勺生抽,3勺,seasoning,15.0,per_unit
29996,71097,1,1,小葱,2根小葱,2根,main,20.0,per_unit
29997,71097,,2815,姜粉,2勺姜粉,2勺,seasoning,10.0,per_unit
29998,71115,24,24,鸡,鸡半只,半只,main,50.0,per_unit
29999,71115,,2827,姜蒜,姜蒜适量,适量,composite,,split_unknown
30000,71115,,6903,辣椒大量,辣椒大量,适量,other_food,0.0,vague
30001,71115,,2487,啤酒,啤酒,适量,seasoning,0.0,vague
30002,71115,,4928,生抽,生抽,适量,seasoning,0.0,vague
30003,71115,,6588,蚝油,蚝油,适量,seasoning,0.0,vague
30004,71149,355,355,猪腿肉,200g猪腿肉,200g,main,200.0,explicit
30005,71149,53,53,西兰花,200g西兰花,200g,main,200.0,explicit
30006,71149,,6540,蘑菇,200g蘑菇,200g,generic,200.0,explicit
30007,71149,3,3,姜,生姜,适量,main,0.0,vague
30008,71149,,5134,盐,盐,适量,seasoning,0.0,vague
30009,71149,,7467,食油,食用油,适量,seasoning,0.0,vague
30010,71149,,4928,生抽,生抽,适量,seasoning,0.0,vague
30011,71173,198,198,鲍鱼,8只鲍鱼,8只,main,800.0,category
30012,71173,,5443,粉丝,适量粉丝,适量,processed,0.0,vague
30013,71173,,6447,蒜茸,适量蒜茸,适量,other_food,0.0,vague
30014,71173,1,1,葱,适量葱，香菜,适量,main,0.0,vague
30015,71173,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
30016,71197,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
30017,71197,49,49,红椒丝,半个红椒丝,半个,main,50.0,per_unit
30018,71197,145,145,莴笋,一根莴笋,一根,main,300,per_unit
30019,71207,8,8,鲜牛肉,400克鲜牛肉,400克,main,400.0,explicit
30020,71207,,6588,蚝油,1汤勺蚝油,1汤勺,seasoning,5.0,per_unit
30021,71207,5,5,/洋葱,1/4个洋葱,4个,main,600.0,per_unit
30022,71207,,5134,盐,1.5克（或不放）盐,1.5克,seasoning,1.5,explicit
30023,71207,,705,/金南瓜,1/4个金南瓜,4个,composite,400.0,per_unit
30024,71207,103,103,口蘑,8个口蘑,8个,main,200.0,category
30025,71207,,3729,朵西蓝花,10小朵西蓝花,适量,other_food,0.0,vague
30026,71207,142,142,秋葵,3根秋葵,3根,main,45.0,per_unit
30027,71207,2,2,蒜,1头大蒜,1头,main,5.0,per_unit
30028,71207,11,11,绿辣椒,3根绿辣椒,3根,main,300.0,per_unit
30029,71207,50,50,红辣椒,3根红辣椒,3根,main,300.0,per_unit
30030,71207,,7990,黑胡椒碎,半汤勺黑胡椒碎,半汤勺,seasoning,,unknown
30031,71207,,5121,百里香,半汤勺百里香,半汤勺,seasoning,,unknown
30032,71237,,3877,桂花鱼,1条桂花鱼,1条,seasoning,100.0,category
30033,71237,1,1,葱,1根葱,1根,main,10.0,per_unit
30034,71237,3,3,姜,2-3片姜,3片,main,24.0,per_unit
30035,71237,,5134,盐,3克盐,3克,seasoning,3.0,explicit
30036,71237,,4928,生抽,2汤匙生抽,2汤匙,seasoning,10.0,per_unit
30037,71237,,5060,白胡椒粉,适量白胡椒粉,适量,seasoning,0.0,vague
30038,71239,,5554,红头鱼,1条红头鱼,1条,other_food,150.0,per_unit
30039,71239,,6779,豆腐,半块豆腐,半块,processed,200.0,per_unit
30040,71239,,2050,半独蒜,1颗半独蒜,1颗,other_food,10.0,per_unit
30041,71239,3,3,姜,3片姜,3片,main,24.0,per_unit
30042,71239,1,1,葱,1根葱,1根,main,10.0,per_unit
30043,71239,,6088,花椒,少许花椒,少许,seasoning,0.0,vague
30044,71239,,6588,蚝油,少许蚝油,少许,seasoning,0.0,vague
30045,71261,11,11,青椒,7个青椒,7个,main,560.0,per_unit
30046,71261,,6000,自己喜好瘦肉,自己喜好瘦肉,适量,other_food,0.0,vague
30047,71261,,6388,葱蒜,适量葱蒜,适量,composite,,split_unknown
30048,71261,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
30049,71286,104,104,芦笋,200克芦笋,200克,main,200.0,explicit
30050,71286,41,41,虾仁,100克虾仁,100克,main,100.0,explicit
30051,71286,,5134,盐,2克盐,2克,seasoning,2.0,explicit
30052,71286,,4115,油,1勺油,1勺,seasoning,5.0,per_unit
30053,71286,,7984,黑胡椒,1克黑胡椒,1克,seasoning,1.0,explicit
30054,71286,,5058,白胡椒,1克白胡椒,1克,seasoning,1.0,explicit
30055,71299,171,171,猪肝,一块猪肝,一块,main,100,category
30056,71299,2,2,蒜,一把大蒜,一把,main,5,per_unit
30057,71299,,3600,料酒,1勺料酒,1勺,seasoning,5.0,per_unit
30058,71299,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
30059,71299,,5787,老抽,适量老抽,适量,seasoning,0.0,vague
30060,71299,,5134,盐,半勺盐,半勺,seasoning,2.5,per_unit
30061,71299,,5489,糖,1勺糖,1勺,seasoning,5.0,per_unit
30062,71299,3,3,姜,2片生姜,2片,main,16.0,per_unit
30063,71301,322,322,鸭血,若干鸭血,若干,main,0.0,vague
30064,71301,422,422,牛百叶,若干克牛百叶,若干,main,0.0,vague
30065,71301,92,92,豆芽,把豆芽,适量,main,0.0,vague
30066,71301,,3154,干辣椒,个干辣椒,适量,seasoning,0.0,vague
30067,71301,,4405,火锅底料,包火锅底料,适量,seasoning,0.0,vague
30068,71301,,7785,鸡精,勺鸡精,适量,seasoning,0.0,vague
30069,71301,,5895,胡椒粉,克胡椒粉,适量,seasoning,0.0,vague
30070,71301,,1985,午餐肉,片午餐肉,适量,processed,0.0,vague
30071,71301,,6763,豆瓣酱,勺豆瓣酱,适量,seasoning,0.0,vague
30072,71301,,5134,盐,克盐,适量,seasoning,0.0,vague
30073,71316,530,530,鮸鱼,一块鮸鱼,一块,main,100,category
30074,71316,,3600,料酒,两勺料酒,两勺,seasoning,10,per_unit
30075,71316,3,3,姜,适量姜,适量,main,0.0,vague
30076,71316,,6484,蒸鱼豉油,三勺蒸鱼豉油,三勺,seasoning,15,per_unit
30077,71316,1,1,葱,一根葱,一根,main,10,per_unit
30078,71316,,5134,盐,适量盐,适量,seasoning,0.0,vague
30079,71316,2,2,蒜,一瓣蒜,一瓣,main,5,per_unit
30080,71322,12,12,土豆,2个土豆,2个,main,300.0,per_unit
30081,71322,6,6,胡萝卜,2根胡萝卜,2根,main,240.0,per_unit
30082,71322,3,3,姜,若干片姜,若干,main,0.0,vague
30083,71322,,1692,几勺蚝油,几勺蚝油,适量,seasoning,0.0,vague
30084,71322,2,2,蒜,4瓣大蒜,4瓣,main,20.0,per_unit
30085,71322,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
30086,71322,,4928,生抽,3勺生抽,3勺,seasoning,15.0,per_unit
30087,71322,,5489,糖,若干克糖,若干,seasoning,0.0,vague
30088,71322,,5134,盐,若干克盐,若干,seasoning,0.0,vague
30089,71332,,5930,腊排骨,一大块腊排骨,一大块,other_food,100,category
30090,71332,12,12,土豆,3个土豆,3个,main,450.0,per_unit
30091,71332,,3154,干辣椒,4个干辣椒,4个,seasoning,4.0,per_unit
30092,71332,,4028,清水,清水,适量,other_food,0.0,vague
30093,71332,3,3,姜,姜,适量,main,0.0,vague
30094,71332,2,2,蒜,大蒜,适量,main,0.0,vague
30095,71332,,6088,花椒,花椒,适量,seasoning,0.0,vague
30096,71343,,6047,节藕,1节藕,适量,other_food,0.0,vague
30097,71343,3,3,姜,2片姜,2片,main,16.0,per_unit
30098,71343,,5134,盐,少许盐,少许,seasoning,0.0,vague
30099,71343,,7853,鸭腿,1只鸭腿,1只,other_food,100.0,category
30100,71343,23,23,香菇,4朵香菇,4朵,main,80.0,per_unit
30101,71343,33,33,木耳,少许木耳,少许,main,0.0,vague
30102,71343,,1592,六月鲜,2勺六月鲜,2勺,other_food,10.0,per_unit
30103,71343,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
30104,71343,,3154,干辣椒,1个干辣椒（不想辣想甜，可用红枣替代）,1个,seasoning,1.0,per_unit
30105,71343,,1377,五香粉,少许五香粉,少许,seasoning,0.0,vague
30106,71343,,5895,胡椒粉,少许胡椒粉,少许,seasoning,0.0,vague
30107,71343,,7785,鸡精,少许鸡精,少许,seasoning,0.0,vague
30108,71343,,7538,香油,少许香油,少许,seasoning,0.0,vague
30109,71431,330,330,河虾,克河虾200,适量,main,0.0,vague
30110,71431,,5810,老黄瓜,根老黄瓜1,适量,other_food,0.0,vague
30111,71431,1,1,葱,葱3根,3根,main,30.0,per_unit
30112,71431,3,3,姜,姜2片,2片,main,16.0,per_unit
30113,71431,,5134,盐,盐适量,适量,seasoning,0.0,vague
30114,71431,,7785,鸡精少量,鸡精少量,适量,seasoning,0.0,vague
30115,71438,,7853,鸭腿,3只鸭腿,3只,other_food,300.0,category
30116,71438,,5134,盐,适量盐,适量,seasoning,0.0,vague
30117,71438,3,3,姜,适量姜,适量,main,0.0,vague
30118,71438,,1565,八角,适量八角,适量,seasoning,0.0,vague
30119,71438,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
30120,71438,1,1,葱,适量葱,适量,main,0.0,vague
30121,71438,,3154,干辣椒,4只干辣椒,4只,seasoning,4.0,per_unit
30122,71441,245,245,黄花鱼,条黄花鱼1,适量,main,0.0,vague
30123,71441,1,1,少量葱,少量葱,适量,main,0.0,vague
30124,71441,3,3,姜,片姜5,适量,main,0.0,vague
30125,71441,,5790,老抽半,勺老抽半,适量,other_food,0.0,vague
30126,71441,,6088,花椒,粒花椒5,适量,seasoning,0.0,vague
30127,71441,,5489,糖,1勺糖,1勺,seasoning,5.0,per_unit
30128,71441,2,2,蒜,瓣蒜5,适量,main,0.0,vague
30129,71441,22,22,柠檬,片柠檬1,适量,main,0.0,vague
30130,71441,,2420,味极鲜酱油,勺味极鲜酱油1,适量,seasoning,0.0,vague
30131,71441,,3600,料酒,勺料酒1,适量,seasoning,0.0,vague
30132,71441,,5134,少量盐,少量盐,适量,seasoning,0.0,vague
30133,71441,,1588,六必居豆瓣酱,勺六必居豆瓣酱1,适量,seasoning,0.0,vague
30134,71441,,6483,蒸鱼豆豉,勺蒸鱼豆豉1,适量,seasoning,0.0,vague
30135,71441,52,52,少量蛋清,少量蛋清,适量,main,0.0,vague
30136,71441,,4321,少量淀粉,少量淀粉,适量,processed,0.0,vague
30137,71441,,3175,干辣椒🌶️,2个干辣椒🌶️,2个,seasoning,200.0,per_unit
30138,71441,,3002,尖辣椒,3片尖辣椒,3片,other_food,60.0,per_unit
30139,71469,221,221,蒜苔,一把蒜苔,一把,main,100,per_unit
30140,71469,3,3,姜,2片姜,2片,main,16.0,per_unit
30141,71469,8,8,牛肉,一块牛肉,一块,main,100,per_unit
30142,71495,31,31,生菜,9片生菜,9片,main,1350.0,per_unit
30143,71495,,6588,蚝油,1勺蚝油,1勺,seasoning,5.0,per_unit
30144,71495,2,2,蒜,5瓣蒜,5瓣,main,25.0,per_unit
30145,71495,,5489,糖,适量糖,适量,seasoning,0.0,vague
30146,71495,,7040,酱油,2勺酱油,2勺,seasoning,10.0,per_unit
30147,71495,17,17,辣椒,3个辣椒,3个,main,60.0,per_unit
30148,71495,,4321,淀粉,1勺淀粉,1勺,processed,5.0,per_unit
30149,71497,168,168,油麦菜,1把油麦菜,1把,main,30.0,per_unit
30150,71497,2,2,蒜,6瓣大蒜,6瓣,main,30.0,per_unit
30151,71497,,6807,豆豉,适量豆豉,适量,seasoning,0.0,vague
30152,71497,,6588,蚝油,适量蚝油,适量,seasoning,0.0,vague
30153,71531,,7981,黑猪肉,150克黑猪肉,150克,other_food,150.0,explicit
30154,71531,11,11,绿辣椒,10根绿辣椒,10根,main,1000.0,per_unit
30155,71531,,5542,紫皮洋葱,半个紫皮洋葱,半个,other_food,50.0,per_unit
30156,71531,,6983,郫县豆瓣酱,一勺郫县豆瓣酱,一勺,seasoning,10,per_unit
30157,71531,,4850,王致和大块腐乳,半块王致和大块腐乳,半块,seasoning,25.0,per_unit
30158,71531,,2974,少干姜蒜,少干姜蒜,适量,other_food,0.0,vague
30159,71559,,7895,麻鸡,半只麻鸡,半只,other_food,50.0,category
30160,71559,,6554,虫草花,100克虫草花,100克,other_food,100.0,explicit
30161,71559,21,21,红枣,5~6颗红枣,6颗,main,30.0,per_unit
30162,71559,57,57,枸杞,适量枸杞,适量,main,0.0,vague
30163,71559,23,23,香菇,5朵香菇,5朵,main,100.0,per_unit
30164,71559,3,3,姜,3~4片姜,4片,main,32.0,per_unit
30165,71559,,5134,盐,2克盐,2克,seasoning,2.0,explicit
30166,71559,,4928,生抽,4勺生抽,4勺,seasoning,20.0,per_unit
30167,71559,,7538,香油,半勺香油,半勺,seasoning,2.5,per_unit
30168,71559,,6588,蚝油,1勺蚝油,1勺,seasoning,5.0,per_unit
30169,71559,,4321,淀粉,半勺淀粉,半勺,processed,2.5,per_unit
30170,71559,2,2,蒜头,2~3片蒜头,3片,main,60.0,per_unit
30171,71575,514,514,西洋菜,250克西洋菜,250克,main,250.0,explicit
30172,71575,4,4,猪肉,50克猪肉,50克,main,50.0,explicit
30173,71575,,6588,蚝油,少许蚝油,少许,seasoning,0.0,vague
30174,71575,,4964,生粉,两小勺生粉,两小勺,processed,10,per_unit
30175,71575,,7040,酱油,少许酱油,少许,seasoning,0.0,vague
30176,71575,,1403,些许花生油,些许花生油,适量,seasoning,0.0,vague
30177,71593,12,12,土豆,1斤小土豆,1斤,main,500.0,explicit
30178,71593,,1565,八角,1个八角,1个,seasoning,1.0,per_unit
30179,71593,,5489,糖,0.5勺糖,0.5勺,seasoning,2.5,per_unit
30180,71593,,1774,分之鸡精,3分之1勺鸡精,1勺,other_food,5.0,per_unit
30181,71593,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
30182,71593,,7878,麻椒,适量麻椒,适量,seasoning,0.0,vague
30183,71593,3,3,姜,3片姜,3片,main,24.0,per_unit
30184,71593,,3154,干辣椒,适量干辣椒,适量,seasoning,0.0,vague
30185,71596,84,84,豆角,500g豆角,500g,main,500.0,explicit
30186,71596,12,12,土豆,100g左右土豆,100g,main,100.0,explicit
30187,71596,4,4,瘦肉,100g左右瘦肉,100g,main,100.0,explicit
30188,71596,1,1,大葱,大葱,适量,main,0.0,vague
30189,71596,,1202,东北大酱,东北大酱,适量,seasoning,0.0,vague
30190,71596,,4928,生抽,生抽,适量,seasoning,0.0,vague
30191,71596,,6103,花椒粉,花椒粉,适量,seasoning,0.0,vague
30192,71596,,5134,盐,盐,适量,seasoning,0.0,vague
30193,71606,,5830,肉末,100克肉末,100克,other_food,100.0,explicit
30194,71606,13,13,碗玉米,1小碗玉米,适量,main,0.0,vague
30195,71606,14,14,西红柿,1个西红柿,1个,main,100.0,per_unit
30196,71606,,5489,糖,适量糖,适量,seasoning,0.0,vague
30197,71606,,6329,葱姜蒜,适量葱姜蒜,适量,composite,,split_unknown
30198,71606,,5134,盐,适量盐,适量,seasoning,0.0,vague
30199,71606,,3600,料酒,适量料酒,适量,seasoning,0.0,vague
30200,71646,8,8,牛肉,250克牛肉,250克,main,250.0,explicit
30201,71646,27,27,芹菜,10根芹菜,10根,main,600.0,per_unit
30202,71646,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
30203,71646,,7040,酱油,1勺酱油,1勺,seasoning,5.0,per_unit
30204,71646,2,2,蒜,1瓣蒜,1瓣,main,5.0,per_unit
30205,71646,,5134,盐,2克盐,2克,seasoning,2.0,explicit
30206,71646,,4172,泡椒,2个泡椒,2个,processed,200.0,per_unit
30207,71647,,3359,扁豆角,扁豆角,适量,other_food,0.0,vague
30208,71647,30,30,南瓜,小南瓜,适量,main,0.0,vague
30209,71647,28,28,地瓜,地瓜,适量,main,0.0,vague
30210,71647,,6329,葱姜蒜,葱姜蒜,适量,composite,,split_unknown
30211,71651,53,53,西兰花,朵西兰花,适量,main,0.0,vague
30212,71651,6,6,胡萝卜,根胡萝卜,适量,main,0.0,vague
30213,71651,,5134,盐,克盐,适量,seasoning,0.0,vague
30214,71651,2,2,蒜,瓣蒜,适量,main,0.0,vague
30215,71651,,1516,儿童香肠,2小根儿童香肠,2小根,processed,200.0,category
30216,71703,118,118,平菇,平菇,适量,main,0.0,vague
30217,71703,23,23,香菇,香菇,适量,main,0.0,vague
30218,71703,147,147,茶树菇,茶树菇,适量,main,0.0,vague
30219,71703,294,294,草菇,草菇,适量,main,0.0,vague
30220,71703,,2843,姬菇,姬菇,适量,other_food,0.0,vague
30221,71703,,4376,滑子菇,滑子菇,适量,other_food,0.0,vague
30222,71703,,6635,蟹味儿菇,蟹味儿菇,适量,other_food,0.0,vague
30223,71703,,2210,双孢菇,双孢菇,适量,other_food,0.0,vague
30224,71703,,6315,葱姜,葱姜,适量,composite,,split_unknown
30225,71703,,5134,盐,盐,适量,seasoning,0.0,vague
30226,71703,,7040,酱油,酱油,适量,seasoning,0.0,vague
30227,71715,,3675,春饼,春饼,适量,other_food,0.0,vague
30228,71715,5,5,洋葱,洋葱,适量,main,0.0,vague
30229,71715,59,59,萝卜,萝卜,适量,main,0.0,vague
30230,71715,40,40,菠菜,菠菜,适量,main,0.0,vague
30231,71715,14,14,西红柿,西红柿,适量,main,0.0,vague
30232,71715,4,4,猪肉,猪肉,适量,main,0.0,vague
30233,71715,,4318,海鲜酱油,海鲜酱油,适量,seasoning,0.0,vague
30234,71715,,5134,盐,盐,适量,seasoning,0.0,vague
30235,71715,,7785,鸡精,鸡精,适量,seasoning,0.0,vague
30236,71765,,5808,老鸭,1只老鸭,1只,other_food,100.0,category
30237,71765,,4393,火腿,3片火腿,3片,processed,90.0,per_unit
30238,71765,1,1,葱,4根葱,4根,main,40.0,per_unit
30239,71765,3,3,姜,3片姜,3片,main,24.0,per_unit
30240,71765,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
30241,71765,,5134,盐,20克盐,20克,seasoning,20.0,explicit
30242,71765,,3357,扁尖,200克扁尖,200克,other_food,200.0,explicit
30243,71770,333,333,竹荪,18克竹荪,18克,main,18.0,explicit
30244,71770,157,157,水果玉米,1根水果玉米,1根,main,50.0,category
30245,71770,,4673,牛棒骨,500克（1袋）牛棒骨,500克,other_food,500.0,explicit
30246,71770,3,3,姜,6片姜,6片,main,48.0,per_unit
30247,71770,1,1,葱花,少许葱花,少许,main,0.0,vague
