id,dish_id,ingredient_id,catalog_ingredient_id,raw_name,raw_text,quantity,role,grams,grams_source
1,5,66,66,肥牛,150克肥牛,150克,main,150.0,explicit
2,5,14,14,西红柿,1个西红柿,1个,main,100.0,per_unit
3,5,46,46,金针菇,1把金针菇,1把,main,100.0,per_unit
4,5,,5489,糖,5克糖,5克,seasoning,5.0,explicit
5,5,,5134,盐,6克盐,6克,seasoning,6.0,explicit
6,5,,6588,耗油,1勺耗油,1勺,seasoning,5.0,per_unit
7,5,,4928,生抽,2勺生抽,2勺,seasoning,10.0,per_unit
8,5,,5004,番茄酱,1勺番茄酱,1勺,seasoning,10.0,per_unit
9,5,,2507,嘬香葱,1嘬香葱,适量,other_food,0.0,vague
10,15,75,75,紫菜,紫菜,适量,main,0.0,vague
11,15,,7785,鸡精,适量鸡精,适量,seasoning,0.0,vague
12,15,7,7,鸡蛋,1个鸡蛋,1个,main,50.0,per_unit
13,15,,5134,盐,适量盐,适量,seasoning,0.0,vague
14,15,,7093,醋,适量醋,适量,seasoning,0.0,vague
15,19,178,178,巴沙鱼,2条冷冻去皮巴沙鱼,2条,main,200.0,category
16,19,,6088,花椒,2克花椒,2克,seasoning,2.0,explicit
17,19,,3154,干辣椒,10克干辣椒,10克,seasoning,10.0,explicit
18,19,,3969,段大葱,2-3段大葱,适量,other_food,0.0,vague
19,19,3,3,姜片,3-5片姜片,5片,main,40.0,per_unit
20,19,,4735,独蒜,2颗独蒜,2颗,other_food,20.0,per_unit
21,19,,5134,盐,一小勺盐,一小勺,seasoning,5,per_unit
22,19,,4321,淀粉,10克淀粉,10克,processed,10.0,explicit
23,19,,4828,玉米油,35克玉米油,35克,seasoning,35.0,explicit
24,19,,4928,生抽,20克生抽,20克,seasoning,20.0,explicit
25,19,,3600,料酒,20克料酒,20克,seasoning,20.0,explicit
26,19,,7993,黑胡椒粉,一小勺黑胡椒粉,一小勺,seasoning,2,per_unit
27,19,,5489,糖,5克糖,5克,seasoning,5.0,explicit
28,19,,2553,四川豆瓣,50克四川豆瓣,50克,other_food,50.0,explicit
29,19,52,52,蛋白,一个蛋白,一个,main,50,category
30,19,36,36,白芝麻,适量白芝麻,适量,main,0.0,vague
31,19,1,1,香葱,适量香葱,适量,main,0.0,vague
32,44,11,11,青椒,1个青椒,1个,main,80.0,per_unit
33,44,,1499,假鲍鱼,250克假鲍鱼,250克,other_food,250.0,explicit
34,44,,3154,干辣椒,1个干辣椒,1个,seasoning,1.0,per_unit
35,51,6,6,胡萝卜,1根(小的)胡萝卜,1根,main,120.0,per_unit
36,51,15,15,鸡胸肉,1块(去骨切丁)鸡胸肉,1块,main,150.0,per_unit
37,51,5,5,洋葱,1个(小的)洋葱,1个,main,150.0,per_unit
38,51,12,12,土豆,1个(小的)土豆,1个,main,150.0,per_unit
39,51,,2446,咖喱块,6块(牛头牌)咖喱块,6块,other_food,120.0,per_unit
40,51,,3600,料酒,1勺料酒,1勺,seasoning,5.0,per_unit
41,51,,5134,盐,少许盐,少许,seasoning,0.0,vague
42,51,,7467,食油,少许食用油,少许,seasoning,0.0,vague
43,68,14,14,西红柿,2个西红柿,2个,main,200.0,per_unit
44,68,7,7,鸡蛋,1个鸡蛋,1个,main,50.0,per_unit
45,68,,5134,盐,2勺盐,2勺,seasoning,10.0,per_unit
46,68,,4321,淀粉,1勺淀粉,1勺,processed,5.0,per_unit
47,77,63,63,白萝卜,1根白萝卜,1根,main,500.0,per_unit
48,77,6,6,胡萝卜,1根胡萝卜,1根,main,120.0,per_unit
49,77,274,274,泰椒,适量泰椒,适量,main,0.0,vague
50,77,,5104,白醋,适量白醋,适量,seasoning,0.0,vague
51,77,,5050,白糖,适量白糖,适量,seasoning,0.0,vague
52,77,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
53,77,3,3,姜,适量生姜,适量,main,0.0,vague
54,77,,5134,盐,适量盐,适量,seasoning,0.0,vague
55,112,,4304,海螺,1000克海螺,1000克,other_food,1000.0,explicit
56,112,3,3,姜末,5克姜末,5克,main,5.0,explicit
57,112,,5134,盐,5克盐,5克,seasoning,5.0,explicit
58,112,,7093,醋,15克醋,15克,seasoning,15.0,explicit
59,134,,5075,白菜帮,250克白菜帮,250克,other_food,250.0,explicit
60,134,,3116,干红辣椒,1个干红辣椒,1个,seasoning,100.0,per_unit
61,134,1,1,大葱,3～4片大葱,4片,main,40.0,per_unit
62,134,,7256,陈醋,2大勺陈醋,2大勺,seasoning,,unknown
63,134,,4928,生抽,1大勺生抽,1大勺,seasoning,5.0,per_unit
64,134,,5050,白糖,1大勺白糖,1大勺,seasoning,5.0,per_unit
65,134,,664,/盐,1/2小勺盐,2小勺,composite,10.0,per_unit
66,134,,4051,水淀粉,少许水淀粉,少许,seasoning,0.0,vague
67,134,2,2,蒜瓣,1个蒜瓣,1个,main,5.0,per_unit
68,135,84,84,豆角,500克豆角,500克,main,500.0,explicit
69,135,,5820,肉丁,250克肉丁,250克,generic,250.0,explicit
70,135,2,2,蒜末,5瓣蒜末,5瓣,main,25.0,per_unit
71,135,3,3,姜末,5片姜末,5片,main,40.0,per_unit
72,135,,5787,老抽,2勺老抽,2勺,seasoning,10.0,per_unit
73,135,,4928,生抽,5勺生抽,5勺,seasoning,25.0,per_unit
74,135,,5134,盐,1勺盐,1勺,seasoning,5.0,per_unit
75,138,24,24,鸡肉,300克鸡肉,300克,main,300.0,explicit
76,138,23,23,香菇,200克香菇,200克,main,200.0,explicit
77,138,6,6,胡萝卜,20克胡萝卜,20克,main,20.0,explicit
78,138,,7396,面团,面团,适量,other_food,0.0,vague
79,138,,1458,低筋粉,500克低筋粉,500克,other_food,500.0,explicit
80,138,,5489,糖,70-80克糖,80克,seasoning,80.0,explicit
81,138,,2752,奶粉,10克奶粉,10克,processed,10.0,explicit
82,138,,5812,耐高糖酵母,6克耐高糖酵母,6克,seasoning,6.0,explicit
83,138,,4028,水,250克水,250克,other_food,250.0,explicit
84,138,,4828,玉米油,20克玉米油,20克,seasoning,20.0,explicit
85,166,431,431,鳊鱼,1条鳊鱼,1条,main,100.0,category
86,166,3,3,姜,四五片姜,四五片,main,40,per_unit
87,166,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
88,166,,5787,老抽,适量老抽,适量,seasoning,0.0,vague
89,166,,4115,油,适量油,适量,seasoning,0.0,vague
90,166,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
91,166,,7304,雪碧,半听雪碧,半听,other_food,150.0,per_unit
92,166,1,1,葱,两根葱,两根,main,20,per_unit
93,166,91,91,米辣,一个小米辣,一个,main,50,category
94,166,2,2,蒜,两瓣蒜,两瓣,main,10,per_unit
95,185,,5134,盐,适量盐,适量,seasoning,0.0,vague
96,185,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
97,185,589,589,鸡腿,2个鸡腿,2个,main,240.0,per_unit
98,185,1,1,葱,适量葱,适量,main,0.0,vague
99,185,,3600,料酒,适量料酒,适量,seasoning,0.0,vague
100,192,,7616,骨,600克排骨,600克,other_food,600.0,explicit
101,192,,5050,白糖,40克白糖,40克,seasoning,40.0,explicit
102,192,,7093,醋,30克醋,30克,seasoning,30.0,explicit
103,192,,5134,盐,5克盐,5克,seasoning,5.0,explicit
104,192,,2346,各葱姜蒜,各10克葱姜蒜,10克,other_food,10.0,explicit
105,192,14,14,西红柿,1个西红柿,1个,main,100.0,per_unit
106,192,80,80,蒜苗,1根蒜苗,1根,main,20.0,per_unit
107,192,36,36,白芝麻,少许白芝麻,少许,main,0.0,vague
108,197,82,82,牛腩,两条（带筋更好）牛腩,两条,main,200,per_unit
109,197,59,59,萝卜,1根（与牛腩差不多量）萝卜,1根,main,100.0,per_unit
110,197,,4096,沙茶酱,30-50克（量多需偏咸）沙茶酱,50克,seasoning,50.0,explicit
111,197,,5787,老抽,适量老抽,适量,seasoning,0.0,vague
112,197,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
113,197,,5134,盐,少许盐,少许,seasoning,0.0,vague
114,197,,4115,油,少许油,少许,seasoning,0.0,vague
115,197,3,3,姜,适量姜,适量,main,0.0,vague
116,235,,6751,豆干,3块豆干,3块,processed,90.0,per_unit
117,235,27,27,芹菜,若干芹菜,若干,main,0.0,vague
118,235,,7785,鸡精,一勺鸡精,一勺,seasoning,3,per_unit
119,235,,5134,盐,一勺盐,一勺,seasoning,5,per_unit
120,235,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
121,235,,6588,蚝油,2勺蚝油,2勺,seasoning,10.0,per_unit
122,238,3,3,姜,片姜,适量,main,0.0,vague
123,238,1,1,葱,根葱,适量,main,0.0,vague
124,238,2,2,蒜,瓣蒜,适量,main,0.0,vague
125,238,,2487,啤酒,一听啤酒,一听,seasoning,300,per_unit
126,238,,7525,香叶,一片香叶,一片,seasoning,0.3,per_unit
127,238,,3154,干辣椒,个干辣椒,适量,seasoning,0.0,vague
128,238,,5489,糖,克糖,适量,seasoning,0.0,vague
129,238,,4928,生抽,勺生抽,适量,seasoning,0.0,vague
130,238,,6088,花椒,若干花椒,若干,seasoning,0.0,vague
131,238,,1565,大料,1粒大料,1粒,seasoning,2.0,per_unit
132,238,,4003,比平常炒菜多一些油,比平常炒菜多一些油,适量,seasoning,0.0,vague
133,238,,6588,蚝油,勺蚝油,适量,seasoning,0.0,vague
134,238,143,143,三黄鸡,只三黄鸡,适量,main,0.0,vague
135,238,11,11,青椒,个青椒,适量,main,0.0,vague
136,238,,3600,料酒,勺料酒,适量,seasoning,0.0,vague
137,238,,1565,八角,个八角,适量,seasoning,0.0,vague
138,238,,5134,盐,克盐,适量,seasoning,0.0,vague
139,263,24,24,鸡,半只鸡,半只,main,50.0,per_unit
140,263,147,147,茶树菇,50克茶树菇,50克,main,50.0,explicit
141,263,,5787,老抽,适量老抽,适量,seasoning,0.0,vague
142,263,,3600,料酒,适量料酒,适量,seasoning,0.0,vague
143,263,3,3,姜,2片姜,2片,main,16.0,per_unit
144,263,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
145,263,,4321,淀粉,适量淀粉,适量,processed,0.0,vague
146,263,,5050,白糖,适量白糖,适量,seasoning,0.0,vague
147,265,254,254,丝瓜,1根丝瓜,1根,main,200.0,per_unit
148,265,88,88,蛤蜊,300克蛤蜊,300克,main,300.0,explicit
149,265,3,3,姜,6片姜,6片,main,48.0,per_unit
150,265,,5134,盐,一勺盐,一勺,seasoning,5,per_unit
151,265,,4928,生抽,一滴生抽,一滴,seasoning,5,per_unit
152,265,,5895,胡椒粉,一勺胡椒粉,一勺,seasoning,2,per_unit
153,283,,2460,咸芥菜疙瘩,1只咸芥菜疙瘩,1只,other_food,100.0,per_unit
154,283,26,26,芝麻,1把芝麻,1把,main,1.0,per_unit
155,283,2,2,蒜,半头大蒜,半头,main,2.5,per_unit
156,283,,7467,食油,适量食用油,适量,seasoning,0.0,vague
157,283,,5787,老抽,老抽（可选）,适量,seasoning,0.0,vague
158,335,,3647,无花果干,3-5个无花果干,5个,processed,500.0,per_unit
159,335,57,57,枸杞,适量枸杞,适量,main,0.0,vague
160,335,3,3,姜,2大片姜,2大片,main,16.0,per_unit
161,335,24,24,鸡,一只鸡,一只,main,100,per_unit
162,335,,7930,黄芪,10g黄芪,10g,other_food,10.0,explicit
163,335,6,6,红萝卜,1根红萝卜,1根,main,100.0,per_unit
164,335,21,21,红枣,4颗去核红枣,4颗,main,20.0,per_unit
165,335,254,254,丝瓜,1根丝瓜,1根,main,200.0,per_unit
166,349,589,589,鸡腿,适量鸡腿,适量,main,0.0,vague
167,349,12,12,土豆,一个土豆,一个,main,150,per_unit
168,349,11,11,青椒,两个青椒,两个,main,160,per_unit
169,349,,3600,料酒,一勺料酒,一勺,seasoning,5,per_unit
170,349,,6588,蚝油,一勺蚝油,一勺,seasoning,5,per_unit
171,349,,4928,生抽,一勺生抽,一勺,seasoning,5,per_unit
172,349,,7040,酱油,两勺酱油,两勺,seasoning,10,per_unit
173,349,,5787,老抽,一勺老抽,一勺,seasoning,5,per_unit
174,349,3,3,姜,四片姜,四片,main,32,per_unit
175,349,2,2,蒜,两瓣蒜,两瓣,main,10,per_unit
176,349,,5134,盐,适量盐,适量,seasoning,0.0,vague
177,349,,5050,白糖,少许白糖,少许,seasoning,0.0,vague
178,349,,5895,胡椒粉,适量胡椒粉,适量,seasoning,0.0,vague
179,349,,4327,淀粉水,半碗淀粉水,半碗,seasoning,100.0,per_unit
180,366,288,288,猪皮,3500克猪皮,3500克,main,1500.0,explicit
181,366,,6392,葱蒜末,适量葱蒜末,适量,other_food,0.0,vague
182,366,,7709,鲜姜片,5片鲜姜片,5片,other_food,100.0,per_unit
183,366,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
184,366,,1565,大料,2个大料,2个,seasoning,200.0,per_unit
185,366,,5134,盐,适量盐,适量,seasoning,0.0,vague
186,368,397,397,鲢鱼块,350克鲢鱼块,350克,main,350.0,explicit
187,368,31,31,生菜,1颗生菜,1颗,main,150.0,per_unit
188,368,3,3,姜,3片生姜,3片,main,24.0,per_unit
189,368,1,1,香葱,2根香葱,2根,main,20.0,per_unit
190,368,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
191,368,,5134,盐,2克盐,2克,seasoning,2.0,explicit
192,368,,6429,蒜瓣儿,6瓣蒜瓣儿,6瓣,other_food,30.0,per_unit
193,368,11,11,青椒,1个青椒,1个,main,80.0,per_unit
194,368,91,91,米辣,2个小米辣,2个,main,100.0,category
195,368,,4928,生抽,6勺生抽,6勺,seasoning,30.0,per_unit
196,368,,6588,蚝油,1勺蚝油,1勺,seasoning,5.0,per_unit
197,368,,2125,半香醋,1勺半香醋,1勺,seasoning,5.0,per_unit
198,368,,5050,白糖,4克白糖,4克,seasoning,4.0,explicit
199,368,9,9,香菜,1颗香菜,1颗,main,10.0,per_unit
200,368,,3119,干花椒,40粒干花椒,40粒,seasoning,80.0,per_unit
201,368,,6535,藤椒,40克新鲜藤椒,40克,seasoning,40.0,explicit
202,368,,6031,色拉油,5勺色拉油,5勺,seasoning,25.0,per_unit
203,375,110,110,茄子,2个茄子,2个,main,500.0,per_unit
204,375,11,11,青椒,2个青椒,2个,main,160.0,per_unit
205,375,,5134,盐,少许盐,少许,seasoning,0.0,vague
206,375,1,1,葱,半根葱,半根,main,5.0,per_unit
207,375,2,2,蒜,2瓣蒜,2瓣,main,10.0,per_unit
208,375,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
209,375,,7947,黄豆酱,1勺黄豆酱,1勺,seasoning,5.0,per_unit
210,375,,4321,淀粉,1勺淀粉,1勺,processed,5.0,per_unit
211,375,,4788,猪肉渣,少许猪肉渣,少许,other_food,0.0,vague
212,400,426,426,泥鳅,8～10条泥鳅,10条,main,1000.0,category
213,400,,5810,老黄瓜,1个老黄瓜,1个,other_food,100.0,per_unit
214,400,3,3,姜,适量姜,适量,main,0.0,vague
215,400,,5134,盐,适量盐,适量,seasoning,0.0,vague
216,400,,3600,料酒,1勺料酒,1勺,seasoning,5.0,per_unit
217,400,2,2,蒜,8瓣蒜,8瓣,main,40.0,per_unit
218,400,,1565,八角,2-3个八角,3个,seasoning,3.0,per_unit
219,400,,6088,花椒,适量花椒,适量,seasoning,0.0,vague
220,400,,4928,生抽,适量生抽,适量,seasoning,0.0,vague
221,400,,7093,醋,适量醋,适量,seasoning,0.0,vague
222,400,,7785,鸡精,适量鸡精,适量,seasoning,0.0,vague
223,400,,1919,匙白糖,1匙白糖,适量,other_food,0.0,vague
224,413,,7616,骨,500克排骨,500克,other_food,500.0,explicit
225,413,,6045,节莲藕,2小节莲藕,适量,other_food,0.0,vague
226,413,,5134,盐,10克盐,10克,seasoning,10.0,explicit
227,413,,4928,生抽,4勺生抽,4勺,seasoning,20.0,per_unit
228,413,,3600,料酒,2勺料酒,2勺,seasoning,10.0,per_unit
229,413,1,1,葱,3根葱,3根,main,30.0,per_unit
230,413,3,3,姜,8片姜,8片,main,64.0,per_unit
231,413,2,2,蒜,4瓣蒜,4瓣,main,20.0,per_unit
232,413,,4964,生粉,3克生粉,3克,processed,3.0,explicit
233,415,145,145,莴笋,1根（比较大）莴笋,1根,main,300.0,per_unit
234,415,33,33,木耳,7朵（开水泡发，赶时间可煮两分钟）木耳,7朵,main,14.0,per_unit
235,415,37,37,里脊,120克（随便你）里脊,120克,main,120.0,explicit
236,415,3,3,姜,6片（扮肉片时加入）姜,6片,main,48.0,per_unit
237,415,,4321,淀粉,1勺（半勺和肉，半勺勾芡）淀粉,1勺,processed,5.0,per_unit
238,415,,4172,泡椒,2根（清炒可不准备，其它步骤不变）泡椒,2根,processed,200.0,per_unit
239,415,,4353,清炒可不准备糖醋生抽勾芡,清炒可不准备糖醋生抽勾芡用,适量,other_food,0.0,vague
240,418,,6588,蚝油,30克蚝油,30克,seasoning,30.0,explicit
241,418,,5134,盐,适量盐,适量,seasoning,0.0,vague
242,418,3,3,姜,适量姜,适量,main,0.0,vague
243,418,5,5,葱头,适量葱头,适量,main,0.0,vague
244,418,2,2,蒜米,适量蒜米,适量,main,0.0,vague
245,418,,6114,花生油,适量花生油,适量,seasoning,0.0,vague
246,418,,6807,豆豉,15克豆豉,15克,seasoning,15.0,explicit
247,418,,6123,花甲,500克花甲,500克,other_food,500.0,explicit
248,418,,5594,红米椒,5个红米椒,5个,other_food,250.0,category
249,427,,6261,菜,包菜,适量,other_food,0.0,vague
250,427,92,92,豆芽,豆芽,适量,main,0.0,vague
251,427,19,19,黄瓜,大半根黄瓜,半根,main,100.0,per_unit
252,427,6,6,胡萝卜,半根胡萝卜,半根,main,60.0,per_unit
253,427,16,16,花生米,一小把花生米,一小把,main,2,category
254,427,218,218,裙带菜,适量裙带菜,适量,main,0.0,vague
255,427,9,9,香菜,3小把香菜,3小把,main,30.0,per_unit
256,427,,5443,粉丝,一小把粉丝,一小把,processed,30,per_unit
257,427,,5435,米醋,适量米醋,适量,seasoning,0.0,vague
258,427,,7538,香油,适量香油,适量,seasoning,0.0,vague
259,427,,5489,糖,克糖,适量,seasoning,0.0,vague
260,427,,4928,生抽,生抽,适量,seasoning,0.0,vague
261,427,,6588,蚝油,蚝油,适量,seasoning,0.0,vague
262,427,26,26,芝麻,芝麻,适量,main,0.0,vague
263,427,,4685,牛肉口味老干妈,牛肉口味老干妈,适量,other_food,0.0,vague
264,427,,6906,辣椒油,辣椒油,适量,seasoning,0.0,vague
265,427,1,1,小葱,小葱,适量,main,0.0,vague
266,430,,7701,鲗鱼,一条鲗鱼,一条,other_food,150,per_unit
267,430,,4341,淮山,适量淮山,适量,other_food,0.0,vague
268,430,3,3,少些姜,少些姜,适量,main,0.0,vague
269,436,362,362,茭白,茭白,适量,main,0.0,vague
270,436,239,239,青尖椒,青尖椒,适量,main,0.0,vague
271,436,33,33,木耳,木耳,适量,main,0.0,vague
272,436,134,134,蟹味菇,蟹味菇,适量,main,0.0,vague
273,436,2,2,蒜,蒜,适量,main,0.0,vague
274,436,,5134,盐,盐,适量,seasoning,0.0,vague
275,436,,2426,味精,味精,适量,seasoning,0.0,vague
276,436,,5489,糖,糖,适量,seasoning,0.0,vague
277,445,,3138,干蛤蜊,100g干蛤蜊,100g,other_food,100.0,explicit
278,445,40,40,菠菜,500g菠菜,500g,main,500.0,explicit
279,445,1,1,葱花,适量葱花,适量,main,0.0,vague
280,445,2,2,蒜末,适量蒜末,适量,main,0.0,vague
281,445,3,3,姜末,适量姜末,适量,main,0.0,vague
282,445,,5134,食盐,适量食盐,适量,seasoning,0.0,vague
283,445,,2426,味精,适量味精,适量,seasoning,0.0,vague
284,445,,7256,陈醋,适量陈醋,适量,seasoning,0.0,vague
285,445,,6906,辣椒油,适量辣椒油,适量,seasoning,0.0,vague
286,454,24,24,鸡,半只鸡,半只,main,50.0,per_unit
287,454,,7305,雪菜,适量雪菜,适量,processed,0.0,vague
288,454,17,17,辣椒,一只辣椒,一只,main,20,per_unit
289,454,3,3,姜片,若干姜片,若干,main,0.0,vague
290,454,,3600,料酒,适量料酒,适量,seasoning,0.0,vague
291,454,,2234,可可无小葱,可有可无小葱,适量,other_food,0.0,vague
292,469,,7643,魔芋,500克魔芋,500克,generic,500.0,explicit
293,469,,1601,共泡红辣椒,共一盘泡红辣椒，泡杭椒，泡姜，泡蒜，泡白萝卜，泡胡萝卜,一盘,other_food,,unknown
294,469,2,2,蒜,3瓣大蒜,3瓣,main,15.0,per_unit
295,469,1,1,小葱,2根小葱,2根,main,20.0,per_unit
296,469,,6983,郫县豆瓣酱,一小勺郫县豆瓣酱（不喜欢的可以不放）,一小勺,seasoning,10,per_unit
297,469,,5050,白糖,五克左右白糖,五克,seasoning,5,explicit
298,469,,7785,鸡精,半小勺鸡精,半小勺,seasoning,1.5,per_unit
299,469,,5134,盐,一小勺盐,一小勺,seasoning,5,per_unit
300,469,,1209,东古一品鲜酱油,一小勺东古一品鲜酱油,一小勺,seasoning,,unknown
301,490,24,24,鸡,半只鸡,半只,main,50.0,per_unit
302,490,,5787,老抽,勺老抽,适量,seasoning,0.0,vague
303,490,,4928,生抽,勺生抽,适量,seasoning,0.0,vague
304,490,,3600,料酒,勺料酒,适量,seasoning,0.0,vague
305,490,,6588,蚝油,蚝油,适量,seasoning,0.0,vague
306,490,11,11,青椒,青椒,适量,main,0.0,vague
307,490,49,49,红椒,红椒,适量,main,0.0,vague
308,490,2,2,蒜,大蒜,适量,main,0.0,vague
309,490,3,3,姜,生姜,适量,main,0.0,vague
310,490,,1648,冰糖,冰糖,适量,seasoning,0.0,vague
311,504,8,8,牛肉,250g牛肉（肉片）,250g,main,250.0,explicit
312,504,123,123,杭椒,200g杭椒,200g,main,200.0,explicit
313,504,2,2,蒜,5-7瓣大蒜,7瓣,main,35.0,per_unit
314,504,,664,/盐,1/2小勺盐,2小勺,composite,10.0,per_unit
315,504,,7948,黄豆酱油,1-2勺黄豆酱油,2勺,seasoning,10.0,per_unit
316,504,,2610,地瓜淀粉,1勺地瓜淀粉,1勺,seasoning,5.0,per_unit
317,504,,6152,苏打,2克小苏打,2克,other_food,2.0,explicit
318,504,,3600,料酒,1勺料酒,1勺,seasoning,5.0,per_unit
319,504,,6588,耗油,1.5大勺耗油,1.5大勺,seasoning,7.5,per_unit
320,504,,5134,盐,少许（按自己口味）盐,少许,seasoning,0.0,vague
321,504,,7785,鸡精,少许鸡精,少许,seasoning,0.0,vague
322,504,,5489,糖,5-10克（按自己喜好）糖,10克,seasoning,10.0,explicit
323,504,,7467,食油,适量食用油,适量,seasoning,0.0,vague
324,526,22,22,柠檬,柠檬,适量,main,0.0,vague
325,526,,6621,蜂蜜,蜂蜜,适量,seasoning,0.0,vague
326,526,2,2,蒜,蒜,适量,main,0.0,vague
327,526,,3934,橄榄油,橄榄油,适量,seasoning,0.0,vague
328,526,53,53,西兰花,西兰花,适量,main,0.0,vague
329,526,,5134,盐,盐,适量,seasoning,0.0,vague
330,526,,7984,黑胡椒,黑胡椒,适量,seasoning,0.0,vague
331,532,110,110,茄子,3只茄子,3只,main,750.0,per_unit
332,532,4,4,猪肉末,200g猪肉末,200g,main,200.0,explicit
333,532,,2475,咸鱼粒,少许咸鱼粒,少许,other_food,0.0,vague
334,532,2,2,蒜蓉,3瓣蒜蓉,3瓣,main,15.0,per_unit
335,532,3,3,姜蓉,2片姜蓉,2片,main,40.0,per_unit
336,532,5,5,/洋葱,1/4个洋葱,4个,main,600.0,per_unit
337,532,11,11,/青椒,1/4个青椒,4个,main,320.0,per_unit
338,532,49,49,/红椒,1/4个红椒,4个,main,320.0,per_unit
339,532,,5489,糖,适量糖,适量,seasoning,0.0,vague
340,532,,6588,蚝油,少许蚝油,少许,seasoning,0.0,vague
341,532,,6916,辣椒酱,适量辣椒酱,适量,seasoning,0.0,vague
342,532,,4908,甜面酱,适量甜面酱,适量,seasoning,0.0,vague
343,532,,4028,水,适量水,适量,other_food,0.0,vague
344,532,,5058,白胡椒,少许白胡椒,少许,seasoning,0.0,vague
345,532,,5432,米酒/料酒,少许米酒/料酒,少许,seasoning,0.0,vague
346,532,,4321,淀粉,适量淀粉,适量,processed,0.0,vague
347,542,8,8,牛肉片,牛肉片,适量,main,0.0,vague
348,542,104,104,芦笋,芦笋,适量,main,0.0,vague
349,542,,3600,料酒,料酒,适量,seasoning,0.0,vague
350,542,,4286,海盐,海盐,适量,seasoning,0.0,vague
351,542,,7990,黑胡椒碎,黑胡椒碎,适量,seasoning,0.0,vague
352,542,,3934,橄榄油,橄榄油,适量,seasoning,0.0,vague
353,595,60,60,豌豆,约300克豌豆,300克,main,300.0,explicit
354,595,,5830,少量肉末,少量肉末,适量,other_food,0.0,vague
355,595,,4928,生抽,1勺生抽,1勺,seasoning,5.0,per_unit
356,595,3,3,姜,2片姜,2片,main,16.0,per_unit
357,595,2,2,蒜,2瓣蒜,2瓣,main,10.0,per_unit
358,595,,3154,干辣椒,2个干辣椒,2个,seasoning,2.0,per_unit
359,595,,4028,少量清水,少量清水,适量,other_food,0.0,vague
360,596,,1044,一节莲藕,一节莲藕,适量,other_food,0.0,vague
361,596,,6114,花生油,花生油，生抽,适量,seasoning,0.0,vague
362,596,1,1,葱花,葱花,适量,main,0.0,vague
363,612,7,7,鸡蛋,1个鸡蛋,1个,main,50.0,per_unit
364,612,,3657,日本豆腐,3条日本豆腐,3条,processed,30.0,category
365,612,,4400,火腿肠,1根火腿肠,1根,processed,100.0,category
366,612,1,1,葱,1根葱,1根,main,10.0,per_unit
367,612,,5134,盐,3克盐,3克,seasoning,3.0,explicit
368,612,,7785,鸡精,3克鸡精,3克,seasoning,3.0,explicit
369,612,,5489,糖,2克糖,2克,seasoning,2.0,explicit
370,625,140,140,羊排,2斤左右羊排,2斤,main,1000.0,explicit
371,625,63,63,白萝卜,一大个白萝卜,一大个,main,500,per_unit
372,625,3,3,姜片,8片姜片,8片,main,64.0,per_unit
373,625,,3600,料酒,3勺料酒,3勺,seasoning,15.0,per_unit
374,625,57,57,枸杞,一小把枸杞,一小把,main,0.5,per_unit
375,625,9,9,香菜,3根香菜,3根,main,30.0,per_unit
376,627,235,235,带鱼,1条带鱼,1条,main,100.0,per_unit
377,627,3,3,姜,5片姜,5片,main,40.0,per_unit
378,627,1,1,葱,1根葱,1根,main,10.0,per_unit
379,627,,6088,花椒,少许花椒,少许,seasoning,0.0,vague
380,627,,5489,糖,少许糖,少许,seasoning,0.0,vague
381,627,2,2,蒜,3瓣蒜,3瓣,main,15.0,per_unit
382,627,,4928,生抽,少许生抽,少许,seasoning,0.0,vague
383,627,,3600,料酒,少许料酒,少许,seasoning,0.0,vague
384,627,,3154,干辣椒,少许干辣椒,少许,seasoning,0.0,vague
385,627,,5787,老抽,少许老抽,少许,seasoning,0.0,vague
386,670,536,536,螺旋藻,20g螺旋藻,20g,main,20.0,explicit
387,670,40,40,菠菜,4颗菠菜,4颗,main,120.0,per_unit
388,670,6,6,/胡萝卜,1/2根胡萝卜,2根,main,240.0,per_unit
389,670,23,23,香菇,2只香菇,2只,main,40.0,per_unit
390,670,7,7,鸡蛋,1只鸡蛋,1只,main,50.0,per_unit
391,670,,5134,盐,适量盐,适量,seasoning,0.0,vague
392,670,,4115,油,少许油,少许,seasoning,0.0,vague
393,696,,6026,臭豆腐,若干块臭豆腐,若干,processed,0.0,vague
394,696,1,1,香葱,2棵香葱,2棵,main,20.0,per_unit
395,696,3,3,姜,2片姜,2片,main,16.0,per_unit
396,696,17,17,辣椒,1个辣椒,1个,main,20.0,per_unit
397,696,,5050,白糖,少许白糖，昆布粉,少许,seasoning,0.0,vague
398,696,,7040,酱油,适量酱油，料酒，开水,适量,seasoning,0.0,vague
399,728,82,82,牛腩,1000克牛腩,1000克,main,1000.0,explicit
400,728,3,3,姜,4片姜,4片,main,32.0,per_unit
