dish_id,ingredient_id,source_ingredient_id,match_type
44597,2,2,direct
44597,7,7,direct
44597,11,11,direct
44604,129,129,direct
44617,23,23,direct
44617,50,50,direct
44617,115,115,direct
44633,1,1,split
44633,2,2,split
44633,3,3,split
44633,7,7,direct
44648,1,1,direct
44648,7,7,direct
44648,9,9,direct
44648,33,33,direct
44648,161,161,direct
44664,2,2,direct
44664,3,3,direct
44664,590,590,direct
44682,1,1,split
44682,2,2,split
44682,3,3,split
44682,6,6,direct
44682,12,12,direct
44682,84,84,direct
44688,2,2,direct
44688,18,18,direct
44688,26,26,direct
44688,46,46,direct
44689,1,1,direct
44708,1,1,direct
44708,3,3,direct
44708,150,150,direct
44708,288,288,direct
44756,2,2,direct
44756,4,32,ancestor
44756,32,32,direct
44767,2,2,direct
44767,165,165,direct
44786,1,1,direct
44786,2,2,direct
44786,4,32,ancestor
44786,32,32,direct
44786,64,64,direct
44809,2,2,direct
44809,136,136,direct
44845,1,1,direct
44845,2,2,direct
44845,3,3,direct
44845,110,110,direct
44846,2,2,direct
44846,4,10,ancestor
44846,6,6,direct
44846,10,10,direct
44846,208,208,direct
44855,3,3,direct
44855,21,21,direct
44855,57,57,direct
44855,153,153,direct
44861,3,3,direct
44861,4,32,ancestor
44861,32,32,direct
44861,265,265,direct
44889,1,1,direct
44889,2,2,direct
44889,3,3,direct
44889,4,10,ancestor
44889,10,10,direct
44892,1,1,direct
44892,2,2,direct
44892,3,3,direct
44892,12,12,direct
44892,198,198,direct
44927,29,29,direct
44928,15,15,direct
44928,24,15,ancestor
44931,1,1,direct
44931,2,2,direct
44931,3,3,direct
44931,59,59,direct
44950,1,1,direct
44950,5,5,direct
44950,91,91,direct
44958,1,1,direct
44958,2,2,direct
44958,5,5,direct
44958,7,7,direct
44958,27,27,direct
44958,95,95,direct
44958,572,572,direct
44958,590,572,ancestor
44983,2,2,direct
44983,4,355,ancestor
44983,6,6,direct
44983,50,50,direct
44983,355,355,direct
45001,6,6,direct
45001,11,11,direct
45032,3,3,direct
45032,5,5,direct
45032,11,11,direct
45032,171,171,direct
45044,2,2,direct
45044,7,7,direct
45044,19,19,direct
45057,69,69,direct
45091,1,1,direct
45091,7,7,direct
45091,44,44,direct
45092,14,14,direct
45092,22,22,direct
45092,411,411,direct
45092,590,590,direct
45106,1,1,direct
45106,3,3,direct
45106,58,250,ancestor
45106,63,63,direct
45106,250,250,direct
45110,2,2,direct
45110,11,11,direct
45110,19,19,direct
45110,33,33,direct
45128,2,2,direct
45128,48,48,direct
45128,50,50,direct
45128,92,92,direct
45136,33,33,direct
45136,44,44,direct
45136,107,107,direct
45172,2,2,direct
45172,554,554,direct
45227,1,1,direct
45227,3,3,direct
45227,7,7,direct
45227,85,85,direct
45230,3,3,direct
45230,24,71,ancestor
45230,71,71,direct
45235,23,23,direct
45235,84,84,direct
45242,3,3,direct
45242,98,98,direct
45252,4,4,direct
45252,6,6,direct
45270,1,1,split
45270,2,2,split
45270,6,6,direct
45270,11,11,direct
45270,33,33,direct
45276,1,1,direct
45276,6,6,direct
45276,7,7,direct
45276,15,15,direct
45276,23,23,direct
45276,24,15,ancestor
45285,2,2,direct
45285,3,3,direct
45285,48,48,direct
45285,78,78,direct
45302,4,4,direct
45302,6,6,direct
45302,11,11,direct
45302,12,12,direct
45302,16,16,direct
45302,23,23,direct
45304,2,2,direct
45304,7,7,direct
45304,14,14,direct
45306,1,1,split
45306,2,2,direct
45306,3,3,split
45306,145,145,direct
45329,1,1,split
45329,2,2,split
45329,3,3,split
45329,46,46,direct
45356,1,1,direct
45356,2,2,direct
45392,1,1,direct
45392,3,3,direct
45392,24,143,ancestor
45392,143,143,direct
45398,3,3,direct
45398,7,7,direct
45398,14,14,direct
45398,19,19,direct
45399,2,2,direct
45399,5,5,direct
45399,9,9,direct
45399,46,46,direct
45405,2,2,direct
45405,11,11,direct
45405,12,12,direct
45405,84,84,direct
45411,4,10,ancestor
45411,10,10,direct
45414,2,2,direct
45414,17,17,direct
45425,2,2,direct
45425,3,3,direct
45425,4,10,ancestor
45425,10,10,direct
45428,1,1,direct
45428,3,3,direct
45428,9,9,direct
45428,49,49,direct
45428,98,98,direct
45446,30,30,direct
45451,12,12,direct
45456,6,6,direct
45456,44,44,direct
45456,133,133,direct
45479,7,7,direct
45479,19,19,direct
45552,1,1,direct
45552,2,2,direct
45552,36,36,direct
45556,3,3,direct
45609,1,1,direct
45609,12,12,direct
45609,58,140,ancestor
45609,140,140,direct
45614,1,1,direct
45614,2,2,direct
45614,3,3,direct
45614,7,7,direct
45614,91,91,direct
45614,235,235,direct
45669,1,1,direct
45669,3,3,direct
45669,15,15,direct
45669,24,15,ancestor
45679,1,1,direct
45687,2,2,direct
45687,8,8,direct
45690,1,1,direct
45690,2,2,direct
45690,3,3,direct
45690,41,41,direct
45690,48,48,direct
45690,590,41,ancestor
45750,2,2,direct
45750,84,84,direct
45754,1,1,direct
45754,24,24,direct
45769,59,59,direct
45775,5,5,direct
45775,18,18,direct
45775,134,134,direct
45775,201,201,direct
45775,231,231,direct
45785,1,1,direct
45785,4,4,direct
45785,75,75,direct
45795,3,3,direct
45820,5,5,direct
45822,2,2,direct
45822,9,9,direct
45822,17,17,direct
45822,110,110,direct
45876,3,3,direct
45876,50,50,direct
45876,265,265,direct
45883,2,2,direct
45883,3,3,direct
45895,1,1,direct
45895,2,2,direct
45895,3,3,direct
45895,18,18,direct
45896,1,1,direct
45896,2,2,direct
45896,9,9,direct
45896,22,22,direct
45947,3,3,direct
45947,93,93,direct
45961,1,1,direct
45995,1,1,direct
45995,2,2,direct
45995,110,110,direct
45999,1,1,direct
45999,12,12,direct
46004,6,6,direct
46004,41,41,direct
46004,53,53,direct
46004,590,41,ancestor
46006,83,83,direct
46006,142,142,direct
46006,362,362,direct
46007,29,29,direct
46046,1,1,direct
46046,2,2,direct
46046,3,3,direct
46046,9,9,direct
46046,11,11,direct
46046,18,18,direct
46046,126,126,direct
46060,2,2,direct
46060,3,3,direct
46060,12,12,direct
46060,181,181,direct
46122,4,37,ancestor
46122,7,7,direct
46122,11,11,split
46122,37,37,direct
46122,50,50,split
46122,67,67,direct
46123,11,11,direct
46123,46,46,direct
46139,3,3,direct
46139,85,85,direct
46139,97,97,direct
46173,4,32,ancestor
46173,32,32,direct
46174,1,1,direct
46174,2,2,direct
46174,70,70,direct
46189,1,1,direct
46189,3,3,direct
46238,3,3,direct
46238,5,5,direct
46238,8,8,direct
46238,12,12,direct
46238,14,14,direct
46286,2,2,direct
46286,3,3,direct
46286,17,17,direct
46286,24,24,direct
46394,1,1,direct
46394,14,14,direct
46425,7,7,direct
46425,19,19,direct
46458,13,13,direct
46462,1,1,direct
46462,2,2,direct
46462,3,3,direct
46462,391,391,direct
46465,1,1,direct
46465,3,3,direct
46465,4,204,ancestor
46465,204,204,direct
46471,1,1,direct
46471,2,2,direct
46471,4,10,ancestor
46471,7,7,direct
46471,10,10,direct
46471,14,14,direct
46475,2,2,direct
46475,11,11,direct
46475,23,23,direct
46482,14,14,direct
46482,74,74,direct
46482,133,133,direct
46499,2,2,direct
46499,6,6,direct
46499,168,168,direct
46512,1,1,direct
46512,2,2,direct
46512,3,3,direct
46516,1,1,split
46516,2,2,split
46516,3,3,split
46516,4,10,ancestor
46516,10,10,direct
46532,2,2,direct
46532,5,5,direct
46532,6,6,direct
46532,8,82,ancestor
46532,12,12,direct
46532,82,82,direct
46549,2,2,direct
46549,29,29,direct
46565,2,2,direct
46565,129,129,direct
46594,9,9,direct
46594,11,11,direct
46594,91,91,direct
46680,5,5,direct
46680,46,46,direct
46681,2,2,direct
46681,17,17,direct
46681,488,488,direct
46695,2,2,direct
46695,3,3,direct
46695,24,241,ancestor
46695,71,241,ancestor
46695,93,93,direct
46695,241,241,direct
46716,3,3,direct
46716,5,5,direct
46716,78,78,direct
46723,1,1,direct
46723,3,3,direct
46723,7,7,direct
46738,1,1,direct
46738,2,2,direct
46738,3,3,direct
46738,11,11,direct
46738,274,274,direct
46738,315,315,direct
46750,2,2,direct
46750,3,3,direct
46750,5,5,direct
46750,8,155,ancestor
46750,9,9,direct
46750,17,17,direct
46750,155,155,direct
46778,2,2,direct
46778,3,3,direct
46778,79,79,direct
46783,1,1,split
46783,2,2,split
46783,3,3,split
46783,4,10,ancestor
46783,10,10,direct
46783,11,11,direct
46783,12,12,direct
46783,13,13,direct
46783,14,14,direct
46783,110,110,direct
46783,186,186,direct
46790,2,2,direct
46790,168,168,direct
46804,2,2,direct
46804,3,3,direct
46804,4,37,ancestor
46804,5,5,direct
46804,37,37,direct
46804,194,194,direct
46807,1,1,split
46807,3,3,split
46807,7,7,direct
46807,24,24,direct
46807,50,50,direct
46836,142,142,direct
46837,24,589,ancestor
46837,589,589,direct
46838,2,2,direct
46838,3,3,direct
46838,63,63,direct
46883,2,2,direct
46883,3,3,direct
46883,6,6,direct
46883,11,11,direct
46883,171,171,direct
46888,1,1,direct
46888,2,2,direct
46888,3,3,direct
46888,4,4,direct
46888,18,18,direct
46888,151,151,direct
46890,3,3,direct
46890,4,4,direct
46892,2,2,direct
46892,3,3,direct
46892,8,82,ancestor
46892,63,63,direct
46892,82,82,direct
46899,108,108,direct
46942,1,1,direct
46942,4,10,ancestor
46942,10,10,direct
46942,14,14,direct
46942,70,70,direct
46942,279,279,direct
46975,3,3,direct
46975,6,6,direct
46975,13,13,direct
46975,21,21,direct
46975,57,57,direct
47002,17,17,direct
47002,417,417,direct
47018,7,7,direct
47026,2,2,direct
47026,3,3,direct
47026,70,70,direct
47026,145,145,direct
47026,156,156,direct
47032,2,2,direct
47032,11,11,direct
47046,1,1,direct
47046,4,10,ancestor
47046,8,8,direct
47046,10,10,direct
47047,6,6,direct
47047,8,8,direct
47047,23,23,direct
47049,5,5,direct
47049,6,6,direct
47049,11,11,direct
47049,12,12,direct
47061,590,590,direct
47110,4,10,ancestor
47110,10,10,direct
47111,27,27,direct
47111,229,229,direct
47138,2,2,direct
47138,36,36,direct
47138,145,145,direct
47139,5,5,direct
47139,23,23,direct
47139,24,241,ancestor
47139,71,241,ancestor
47139,241,241,direct
47139,590,590,direct
47165,1,1,direct
47165,2,2,direct
47165,6,6,direct
47165,9,9,direct
47165,12,12,direct
47179,1,1,direct
47179,2,2,direct
47179,3,3,direct
47193,1,1,direct
47193,2,2,direct
47193,3,3,direct
47193,11,11,direct
47193,24,589,ancestor
47193,589,589,direct
47218,1,1,direct
47218,3,3,direct
47218,6,6,direct
47218,9,9,direct
47218,13,13,direct
47218,20,20,direct
47218,24,589,ancestor
47218,292,292,direct
47218,589,589,direct
47218,590,590,direct
47229,264,264,direct
47232,227,227,direct
47232,248,248,direct
47232,296,296,direct
47232,556,556,direct
47254,7,7,direct
47264,4,4,direct
47264,11,11,direct
47264,110,110,direct
47297,1,1,split
47297,3,3,split
47297,29,29,direct
47297,277,277,direct
47297,292,277,ancestor
47328,1,1,direct
47328,2,2,direct
47328,3,3,direct
47328,24,24,direct
47329,1,1,direct
47329,7,7,direct
47329,48,48,direct
47329,92,92,direct
47348,3,3,direct
47348,292,292,direct
47356,15,15,direct
47356,24,15,ancestor
47356,69,69,direct
47356,91,91,direct
47356,93,93,direct
47356,111,111,direct
47383,1,1,direct
47383,2,2,direct
47383,46,46,direct
47383,91,91,direct
47385,7,7,direct
47385,51,51,direct
47385,66,66,direct
47402,1,1,split
47402,3,3,split
47402,6,6,direct
47402,7,7,direct
47402,59,59,direct
47438,46,46,direct
47438,103,103,direct
47438,132,132,direct
47438,133,133,direct
47438,134,134,direct
47444,4,4,direct
47444,108,108,direct
47458,1,1,direct
47458,2,2,direct
47458,3,3,direct
47458,17,17,direct
47473,1,1,split
47473,2,2,split
47473,3,3,split
47473,6,6,direct
47473,11,11,direct
47487,2,2,direct
47487,6,6,direct
47487,18,18,direct
47487,19,19,direct
47488,1,1,direct
47488,2,2,direct
47488,3,3,direct
47488,11,11,direct
47488,17,17,direct
47488,49,49,direct
47488,78,78,direct
47499,189,189,direct
47502,1,1,direct
47502,3,3,direct
47502,7,7,direct
47502,11,11,direct
47513,5,5,direct
47513,6,6,direct
47513,12,12,direct
47513,15,15,direct
47513,24,15,ancestor
47515,1,1,split
47515,2,2,split
47515,3,3,split
47515,5,5,direct
47515,12,12,direct
47515,24,24,direct
47515,33,33,direct
47545,1,1,direct
47545,3,3,direct
47545,12,12,direct
47561,142,142,direct
47562,1,1,direct
47562,7,7,direct
47562,118,118,direct
47591,1,1,direct
47621,1,1,direct
47621,3,3,direct
47621,6,6,direct
47621,11,11,direct
47623,53,53,direct
47623,590,590,direct
47661,3,3,direct
47661,17,17,direct
47661,147,147,direct
47671,1,1,direct
47671,3,3,direct
47671,6,6,direct
47671,23,23,direct
47671,24,589,ancestor
47671,589,589,direct
47675,24,241,ancestor
47675,71,241,ancestor
47675,241,241,direct
47681,1,1,direct
47681,2,2,direct
47681,3,3,direct
47681,6,6,direct
47681,12,12,direct
47681,145,145,direct
47707,18,18,direct
47707,27,27,direct
47707,74,74,direct
47722,1,1,direct
47722,3,3,direct
47722,161,161,direct
47723,1,1,direct
47723,14,14,direct
47723,29,29,direct
47723,63,63,direct
47731,23,23,direct
47731,77,77,direct
47731,183,183,direct
47758,1,1,direct
47758,3,3,direct
47758,4,37,ancestor
47758,7,7,direct
47758,11,11,direct
47758,37,37,direct
47771,1,1,direct
47771,3,3,direct
47771,6,6,direct
47771,11,11,direct
47771,23,23,direct
47771,24,589,ancestor
47771,589,589,direct
47786,2,2,direct
47786,3,3,direct
47786,4,10,ancestor
47786,10,10,direct
47786,12,12,direct
47786,23,23,direct
47786,27,27,direct
47786,33,33,direct
47786,46,46,direct
47786,53,53,direct
47786,91,91,direct
47786,96,96,direct
47808,3,3,direct
47808,12,12,direct
47808,24,589,ancestor
47808,93,93,direct
47808,589,589,direct
47841,1,1,direct
47841,3,3,direct
47849,28,28,direct
47861,6,6,direct
47861,8,8,direct
47861,64,64,direct
47864,2,2,direct
47864,3,3,direct
47864,11,11,split
47864,49,49,split
47864,114,114,direct
47864,149,149,direct
47885,3,3,direct
47885,20,20,direct
47885,23,23,direct
47885,24,589,ancestor
47885,169,169,direct
47885,589,589,direct
47928,3,3,direct
47928,11,11,direct
47928,118,118,direct
47944,7,7,direct
47944,61,61,direct
47959,1,1,direct
47959,8,8,direct
47959,14,14,direct
47959,109,109,direct
47979,2,2,direct
47979,14,14,direct
47979,19,19,direct
47979,65,65,direct
48029,1,1,direct
48029,3,3,direct
48029,11,11,split
48029,50,50,split
48032,1,1,direct
48032,151,151,direct
48032,301,301,direct
48037,2,2,direct
48037,129,129,direct
48053,6,6,direct
48053,33,33,direct
48053,130,130,direct
48069,3,3,direct
48069,73,73,direct
48069,123,123,direct
48069,164,164,direct
48076,3,3,direct
48076,93,93,direct
48086,2,2,direct
48086,8,152,ancestor
48086,27,27,direct
48086,92,92,direct
48086,152,152,direct
48089,3,3,direct
48089,21,21,direct
48089,57,57,direct
48089,96,96,direct
48094,2,2,direct
48094,4,10,ancestor
48094,10,10,direct
48094,18,18,direct
48094,84,84,direct
48101,2,2,direct
48101,14,14,direct
48161,6,6,direct
48161,7,7,direct
48161,33,33,direct
48169,4,37,ancestor
48169,5,5,direct
48169,9,9,direct
48169,37,37,direct
48174,8,8,direct
48174,29,29,direct
48174,92,92,direct
48194,1,1,direct
48194,2,2,direct
48194,3,3,direct
48194,110,110,direct
48194,274,274,direct
48217,6,6,direct
48217,11,11,direct
48217,33,33,direct
48217,171,171,direct
48217,362,362,direct
48230,1,1,split
48230,2,2,split
48230,27,27,direct
48230,33,33,direct
48246,7,7,direct
48246,48,48,direct
48281,2,2,direct
48281,91,91,direct
48292,69,69,direct
48348,1,1,direct
48348,7,7,direct
48348,14,14,direct
48352,2,2,direct
48369,3,3,direct
48369,15,15,direct
48369,24,15,ancestor
48369,70,70,direct
48370,5,5,direct
48370,8,8,direct
48377,2,2,direct
48377,11,11,direct
48377,12,12,direct
48413,2,2,direct
48413,30,30,direct
48413,230,230,direct
48434,2,2,direct
48434,3,3,direct
48434,5,5,direct
48434,28,28,direct
48446,1,1,direct
48446,2,2,direct
48446,3,3,direct
48446,242,242,direct
48462,3,3,direct
48462,4,10,ancestor
48462,10,10,direct
48462,123,123,direct
48492,3,3,direct
48492,4,204,ancestor
48492,68,68,direct
48492,204,204,direct
48519,19,19,direct
48524,1,1,direct
48524,2,2,direct
48524,3,3,direct
48524,8,8,direct
48529,26,26,direct
48532,12,12,direct
48532,14,14,direct
48532,113,113,direct
48532,399,399,direct
48559,2,2,direct
48559,14,14,direct
48559,69,69,direct
48560,2,2,direct
48560,3,3,direct
48560,5,5,direct
48560,8,8,direct
48560,11,11,direct
48568,2,2,direct
48568,4,4,direct
48568,11,11,direct
48572,2,2,direct
48572,4,4,direct
48572,6,6,direct
48572,19,19,direct
48608,1,1,direct
48608,2,2,direct
48608,3,3,direct
48608,382,382,direct
48612,2,2,direct
48612,3,3,direct
48612,85,85,direct
48626,6,6,direct
48626,31,31,direct
48626,43,43,direct
48626,63,63,direct
48626,419,419,direct
48652,2,2,direct
48652,3,3,direct
48652,5,5,direct
48652,6,6,direct
48652,8,8,direct
48652,12,12,direct
48652,14,14,direct
48652,23,23,direct
48675,1,1,direct
48675,3,3,direct
48675,4,10,ancestor
48675,10,10,direct
48705,1,1,direct
48705,2,2,direct
48705,3,3,direct
48705,14,14,direct
48705,46,46,direct
48705,52,52,direct
48705,133,133,direct
48726,3,3,direct
48726,5,5,direct
48726,9,9,direct
48726,12,12,direct
48726,23,23,direct
48726,29,29,direct
48726,96,96,direct
48786,3,3,direct
48786,9,9,direct
48786,57,57,direct
48786,94,94,direct
48786,108,108,direct
48799,46,46,direct
48801,1,1,direct
48801,2,2,direct
48801,3,3,direct
48801,11,11,direct
48801,24,143,ancestor
48801,33,33,direct
48801,143,143,direct
48868,1,1,direct
48868,3,3,direct
48868,33,33,direct
48874,1,1,direct
48874,6,6,direct
48874,198,198,direct
48887,2,2,direct
48887,11,11,direct
48887,83,83,direct
48897,2,2,direct
48897,4,260,ancestor
48897,32,260,ancestor
48897,36,36,direct
48897,50,50,direct
48897,260,260,direct
48898,6,6,direct
48898,11,11,direct
48898,23,23,direct
48907,52,52,direct
48923,1,1,direct
48923,3,3,direct
48923,4,10,ancestor
48923,6,6,direct
48923,10,10,direct
48923,12,12,direct
48923,84,84,direct
48923,258,258,direct
48944,24,105,ancestor
48944,71,105,ancestor
48944,105,105,direct
48971,2,2,direct
48971,3,3,direct
48971,136,136,direct
48981,1,1,direct
48981,3,3,direct
49078,1,1,direct
49078,3,3,direct
49078,11,11,direct
49078,49,49,direct
49078,167,167,direct
49082,1,1,split
49082,2,2,split
49082,3,3,split
49082,6,6,direct
49082,11,11,direct
49082,33,33,direct
49099,1,1,direct
49099,4,4,direct
49111,2,2,direct
49111,3,3,direct
49141,2,2,direct
49141,41,41,direct
49141,81,81,direct
49141,590,41,ancestor
49162,1,1,direct
49162,3,3,direct
49162,4,4,direct
49162,64,64,direct
49164,1,1,split
49164,2,2,split
49164,3,3,split
49164,14,14,direct
49164,69,69,direct
49164,251,251,direct
49180,254,254,direct
49189,2,2,direct
49189,5,5,direct
49189,8,152,ancestor
49189,11,11,direct
49189,14,14,direct
49189,152,152,direct
49231,145,145,direct
49250,1,1,direct
49250,2,2,direct
49250,3,3,direct
49250,58,58,direct
49256,2,2,direct
49256,3,3,direct
49256,4,10,ancestor
49256,10,10,direct
49256,11,11,direct
49262,1,1,direct
49284,1,1,direct
49284,2,2,direct
49284,3,3,direct
49288,30,30,direct
49288,229,229,direct
49347,2,2,direct
49347,3,3,direct
49347,80,80,direct
49358,1,1,direct
49358,2,2,direct
49358,11,11,direct
49358,12,12,direct
49358,110,110,direct
49406,11,11,direct
49406,12,12,direct
49406,110,110,direct
49432,2,2,direct
49432,5,5,direct
49432,6,6,direct
49432,11,11,direct
49432,12,12,direct
49432,24,71,ancestor
49432,49,49,direct
49432,71,71,direct
49432,91,91,direct
49432,590,590,direct
49436,44,44,direct
49436,83,83,direct
49451,2,2,direct
49451,15,15,direct
49451,24,15,ancestor
49451,104,104,direct
49476,1,1,direct
49476,2,2,direct
49476,3,3,direct
49476,11,11,split
49476,15,15,direct
49476,24,15,ancestor
49476,49,49,split
49535,7,7,direct
49551,19,19,direct
49551,41,41,direct
49551,590,41,ancestor
49555,1,1,direct
49555,2,2,direct
49555,3,3,direct
49555,4,10,ancestor
49555,10,10,direct
49555,227,227,direct
49560,1,1,direct
49560,3,3,direct
49560,4,10,ancestor
49560,10,10,direct
49560,17,17,direct
49571,2,2,direct
49571,31,31,direct
49619,1,1,direct
49619,3,3,direct
49619,4,4,direct
49619,18,18,direct
49633,7,7,direct
49633,19,19,direct
49633,33,33,direct
49635,1,1,direct
49635,2,2,direct
49635,11,11,direct
49635,18,18,direct
49656,1,1,direct
49656,136,136,direct
49658,2,2,direct
49658,3,3,direct
49658,5,5,direct
49658,7,7,direct
49658,167,167,direct
49670,11,11,direct
49670,12,12,direct
49697,1,1,direct
49697,14,14,direct
49697,46,46,direct
49697,66,66,direct
49701,1,1,direct
49701,2,2,direct
49701,3,3,direct
49701,4,10,ancestor
49701,10,10,direct
49701,18,18,direct
49733,58,140,ancestor
49733,140,140,direct
49737,5,5,direct
49737,8,155,ancestor
49737,12,12,direct
49737,74,74,direct
49737,155,155,direct
49789,108,108,direct
49806,68,68,direct
49812,2,2,direct
49812,7,7,direct
49812,9,9,direct
49812,14,14,direct
49849,1,1,direct
49849,2,2,direct
49849,3,3,direct
49849,24,143,ancestor
49849,143,143,direct
49853,4,4,direct
49853,21,21,direct
49857,1,1,direct
49857,3,3,direct
49869,1,1,direct
49869,2,2,direct
49869,4,4,direct
49869,83,83,direct
49869,239,239,direct
49880,1,1,direct
49880,2,2,direct
49880,4,4,direct
49880,6,6,direct
49880,11,11,direct
49880,14,14,direct
49880,76,76,direct
49891,1,1,direct
49891,3,3,direct
49891,85,85,direct
49916,318,318,direct
49926,2,2,direct
49926,3,3,direct
49926,17,17,direct
49926,41,41,direct
49926,590,41,ancestor
49931,2,2,direct
49931,3,3,direct
49931,6,6,direct
49931,41,41,direct
49931,103,103,direct
49931,104,104,direct
49931,590,41,ancestor
49936,2,2,direct
49936,3,3,direct
49936,11,11,direct
49936,12,12,direct
49936,23,23,direct
49936,24,589,ancestor
49936,589,589,direct
49998,3,3,direct
49998,4,10,ancestor
49998,10,10,direct
50000,2,2,direct
50018,4,10,ancestor
50018,7,7,direct
50018,10,10,direct
50022,7,7,direct
50022,23,23,direct
50025,14,14,direct
50034,2,2,direct
50034,168,168,direct
50161,3,3,direct
50161,21,21,direct
50161,24,24,direct
50161,246,246,direct
50161,442,442,direct
50185,1,1,direct
50185,7,7,direct
50229,2,2,direct
50229,6,6,direct
50229,11,11,direct
50229,15,15,direct
50229,24,15,ancestor
50229,33,33,direct
50244,1,1,direct
50244,2,2,direct
50244,3,3,direct
50244,4,10,ancestor
50244,10,10,direct
50244,11,11,direct
50262,7,7,direct
50267,2,2,direct
50267,15,15,direct
50267,18,18,direct
50267,24,15,ancestor
50267,239,239,direct
50292,1,1,direct
50292,9,9,direct
50292,20,20,direct
50292,590,590,direct
50324,2,2,direct
50324,4,10,ancestor
50324,7,7,direct
50324,10,10,direct
50365,1,1,direct
50365,2,2,direct
50365,4,10,ancestor
50365,7,7,direct
50365,10,10,direct
50367,1,1,direct
50367,2,2,direct
50367,3,3,direct
50367,235,235,direct
50411,1,1,direct
50411,2,2,direct
50411,3,3,direct
50411,11,11,direct
50411,24,589,ancestor
50411,589,589,direct
50444,2,2,direct
50444,344,344,direct
50447,2,2,direct
50447,3,3,direct
50447,182,182,direct
50470,2,2,direct
50470,168,168,direct
50481,1,1,direct
50481,3,3,direct
50481,126,126,direct
50488,1,1,direct
50488,6,6,direct
50488,13,13,direct
50488,41,41,direct
50488,190,190,direct
50488,590,41,ancestor
50493,23,23,direct
50536,91,91,direct
50536,98,98,direct
50536,103,103,direct
50572,3,3,direct
50572,9,9,direct
50574,3,3,direct
50574,7,7,direct
50574,8,8,direct
50574,20,20,direct
50574,136,136,direct
50612,7,7,direct
50612,11,11,direct
50612,12,12,direct
50612,14,14,direct
50612,110,110,direct
50630,1,1,direct
50630,4,4,direct
50630,7,7,direct
50630,110,110,direct
50645,1,1,direct
50645,2,2,direct
50645,3,3,direct
50645,7,7,direct
50645,9,9,direct
50645,18,18,direct
50645,22,22,direct
50645,167,167,direct
50654,2,2,direct
50654,136,136,direct
50654,181,181,direct
50669,1,1,direct
50669,4,4,direct
50682,1,1,direct
50682,7,7,direct
50682,41,41,direct
50682,590,41,ancestor
50707,2,2,direct
50707,3,3,direct
50707,8,82,ancestor
50707,17,17,direct
50707,82,82,direct
50760,1,1,direct
50760,108,108,direct
50780,1,1,direct
50780,2,2,direct
50780,3,3,direct
50780,74,74,direct
50780,409,409,direct
50788,2,2,direct
50788,3,3,direct
50788,29,29,direct
50790,18,18,direct
50803,1,1,direct
50803,2,2,direct
50803,3,3,direct
50803,50,50,direct
50848,1,1,direct
50848,6,6,direct
50848,12,12,direct
50848,50,50,direct
50874,1,1,direct
50874,3,3,direct
50874,17,17,direct
50885,4,4,direct
50885,23,23,direct
50885,145,145,direct
50917,6,6,direct
50917,254,254,direct
50948,5,5,direct
50948,6,6,direct
50948,14,14,direct
50948,27,27,direct
50948,227,227,direct
50950,2,2,direct
50950,9,9,direct
50950,11,11,direct
50963,2,2,direct
50963,3,3,direct
50963,8,8,direct
50963,18,18,direct
51018,317,317,direct
51024,3,3,direct
51024,21,21,direct
51025,1,1,split
51025,2,2,split
51025,4,37,ancestor
51025,9,9,direct
51025,37,37,direct
51031,3,3,direct
51031,24,24,direct
51052,48,48,direct
51056,2,2,direct
51056,3,3,direct
51056,4,37,ancestor
51056,11,11,direct
51056,37,37,direct
51077,2,2,direct
51077,14,14,direct
51077,130,130,direct
51112,1,1,direct
51112,2,2,direct
51112,3,3,direct
51116,2,2,direct
51116,6,6,direct
51116,11,11,split
51116,14,14,direct
51116,15,15,direct
51116,24,15,ancestor
51116,49,49,split
51116,52,52,direct
51116,67,67,direct
51122,5,5,direct
51122,19,19,direct
51139,1,1,direct
51139,3,3,direct
51139,15,15,direct
51139,24,15,ancestor
51150,23,23,direct
51150,29,29,direct
51157,11,11,direct
51157,49,49,direct
51157,92,92,direct
51157,231,231,direct
51191,1,1,direct
51191,2,2,direct
51191,46,46,direct
51217,1,1,direct
51217,3,3,direct
51217,23,23,direct
51217,24,589,ancestor
51217,123,123,direct
51217,589,589,direct
51221,8,8,direct
51221,265,265,direct
51245,1,1,direct
51245,3,3,direct
51245,15,15,direct
51245,24,15,ancestor
51245,52,52,direct
51245,184,184,direct
51293,46,46,direct
51293,80,80,direct
51293,101,101,direct
51296,7,7,direct
51296,19,19,direct
51303,2,2,direct
51303,30,30,direct
51304,1,1,direct
51332,1,1,direct
51332,2,2,direct
51332,3,3,direct
51332,104,104,direct
51332,362,362,direct
51349,7,7,direct
51353,3,3,direct
51353,4,10,ancestor
51353,10,10,direct
51354,70,70,direct
51354,129,129,direct
51354,252,252,direct
51360,1,1,direct
51360,7,7,direct
51360,189,189,direct
51369,2,2,direct
51369,4,10,ancestor
51369,10,10,direct
51369,18,18,direct
51369,130,130,direct
51369,231,231,direct
51398,1,1,direct
51398,4,4,direct
51398,7,7,direct
51398,93,93,direct
51443,1,1,direct
51443,2,2,direct
51443,3,3,direct
51443,70,70,direct
51446,1,1,direct
51446,2,2,direct
51446,3,3,direct
51446,12,12,direct
51446,186,186,direct
51472,1,1,direct
51472,41,41,direct
51472,150,150,direct
51472,590,41,ancestor
51484,11,11,direct
51484,80,80,direct
51528,1,1,direct
51528,2,2,direct
